,AAL
2006-01-19,30.389999389648438
2006-01-20,29.239999771118164
2006-01-23,29.420000076293945
2006-01-24,31.020000457763672
2006-01-25,31.0
2006-01-26,30.25
2006-01-27,28.889999389648438
2006-01-30,29.0
2006-01-31,29.34000015258789
2006-02-01,29.3799991607666
2006-02-02,30.010000228881836
2006-02-03,29.549999237060547
2006-02-06,29.270000457763672
2006-02-07,29.0
2006-02-08,29.989999771118164
2006-02-09,30.350000381469727
2006-02-10,30.0
2006-02-13,31.170000076293945
2006-02-14,32.79999923706055
2006-02-15,33.75
2006-02-16,33.380001068115234
2006-02-17,33.150001525878906
2006-02-21,32.5
2006-02-22,33.63999938964844
2006-02-23,34.650001525878906
2006-02-24,33.52000045776367
2006-02-27,33.349998474121094
2006-02-28,33.09000015258789
2006-03-01,32.79999923706055
2006-03-02,32.900001525878906
2006-03-03,31.8700008392334
2006-03-06,31.809999465942383
2006-03-07,32.40999984741211
2006-03-08,33.459999084472656
2006-03-09,32.849998474121094
2006-03-10,33.2599983215332
2006-03-13,33.04999923706055
2006-03-14,34.099998474121094
2006-03-15,35.06999969482422
2006-03-16,35.16999816894531
2006-03-17,35.43000030517578
2006-03-20,36.95000076293945
2006-03-21,36.97999954223633
2006-03-22,39.599998474121094
2006-03-23,39.11000061035156
2006-03-24,38.709999084472656
2006-03-27,39.16999816894531
2006-03-28,37.56999969482422
2006-03-29,37.709999084472656
2006-03-30,37.4900016784668
2006-03-31,40.0
2006-04-03,39.599998474121094
2006-04-04,39.47999954223633
2006-04-05,39.47999954223633
2006-04-06,40.150001525878906
2006-04-07,39.650001525878906
2006-04-10,37.91999816894531
2006-04-11,37.5
2006-04-12,37.5
2006-04-13,38.630001068115234
2006-04-17,36.900001525878906
2006-04-18,37.04999923706055
2006-04-19,38.439998626708984
2006-04-20,38.0
2006-04-21,37.72999954223633
2006-04-24,41.900001525878906
2006-04-25,42.72999954223633
2006-04-26,42.9900016784668
2006-04-27,44.29999923706055
2006-04-28,43.2599983215332
2006-05-01,43.68000030517578
2006-05-02,45.400001525878906
2006-05-03,47.79999923706055
2006-05-04,48.04999923706055
2006-05-05,48.59000015258789
2006-05-08,47.29999923706055
2006-05-09,51.630001068115234
2006-05-10,50.099998474121094
2006-05-11,49.119998931884766
2006-05-12,48.02000045776367
2006-05-15,49.75
2006-05-16,47.849998474121094
2006-05-17,46.630001068115234
2006-05-18,46.900001525878906
2006-05-19,47.400001525878906
2006-05-22,47.0
2006-05-23,45.189998626708984
2006-05-24,43.81999969482422
2006-05-25,43.900001525878906
2006-05-26,46.369998931884766
2006-05-30,44.61000061035156
2006-05-31,46.70000076293945
2006-06-01,46.25
2006-06-02,45.849998474121094
2006-06-05,44.58000183105469
2006-06-06,46.279998779296875
2006-06-07,46.88999938964844
2006-06-08,47.18000030517578
2006-06-09,47.81999969482422
2006-06-12,44.25
2006-06-13,41.54999923706055
2006-06-14,42.4900016784668
2006-06-15,45.47999954223633
2006-06-16,45.20000076293945
2006-06-19,46.470001220703125
2006-06-20,47.470001220703125
2006-06-21,48.939998626708984
2006-06-22,49.529998779296875
2006-06-23,50.66999816894531
2006-06-26,49.63999938964844
2006-06-27,48.040000915527344
2006-06-28,47.29999923706055
2006-06-29,48.11000061035156
2006-06-30,50.540000915527344
2006-07-03,52.099998474121094
2006-07-05,53.5
2006-07-06,55.63999938964844
2006-07-07,54.810001373291016
2006-07-10,55.849998474121094
2006-07-11,53.45000076293945
2006-07-12,52.54999923706055
2006-07-13,48.52000045776367
2006-07-14,47.20000076293945
2006-07-17,47.56999969482422
2006-07-18,48.79999923706055
2006-07-19,51.25
2006-07-20,50.20000076293945
2006-07-21,48.77000045776367
2006-07-24,50.04999923706055
2006-07-25,50.939998626708984
2006-07-26,51.130001068115234
2006-07-27,47.9900016784668
2006-07-28,48.209999084472656
2006-07-31,45.689998626708984
2006-08-01,43.540000915527344
2006-08-02,43.880001068115234
2006-08-03,46.560001373291016
2006-08-04,44.95000076293945
2006-08-07,43.06999969482422
2006-08-08,41.95000076293945
2006-08-09,40.779998779296875
2006-08-10,40.52000045776367
2006-08-11,37.189998626708984
2006-08-14,38.13999938964844
2006-08-15,40.599998474121094
2006-08-16,43.0
2006-08-17,42.790000915527344
2006-08-18,42.099998474121094
2006-08-21,40.22999954223633
2006-08-22,41.5
2006-08-23,40.88999938964844
2006-08-24,40.220001220703125
2006-08-25,39.47999954223633
2006-08-28,41.810001373291016
2006-08-29,42.29999923706055
2006-08-30,43.45000076293945
2006-08-31,42.25
2006-09-01,41.75
2006-09-05,42.79999923706055
2006-09-06,40.560001373291016
2006-09-07,40.939998626708984
2006-09-08,41.15999984741211
2006-09-11,40.470001220703125
2006-09-12,44.599998474121094
2006-09-13,44.900001525878906
2006-09-14,46.529998779296875
2006-09-15,46.22999954223633
2006-09-18,44.939998626708984
2006-09-19,46.54999923706055
2006-09-20,47.31999969482422
2006-09-21,45.97999954223633
2006-09-22,46.040000915527344
2006-09-25,47.66999816894531
2006-09-26,48.0
2006-09-27,45.029998779296875
2006-09-28,44.189998626708984
2006-09-29,44.33000183105469
2006-10-02,46.11000061035156
2006-10-03,47.65999984741211
2006-10-04,47.459999084472656
2006-10-05,48.11000061035156
2006-10-06,47.75
2006-10-09,47.029998779296875
2006-10-10,48.279998779296875
2006-10-11,47.5099983215332
2006-10-12,47.560001373291016
2006-10-13,45.91999816894531
2006-10-16,45.06999969482422
2006-10-17,44.810001373291016
2006-10-18,46.38999938964844
2006-10-19,47.70000076293945
2006-10-20,49.7400016784668
2006-10-23,50.25
2006-10-24,50.59000015258789
2006-10-25,48.5099983215332
2006-10-26,49.43000030517578
2006-10-27,49.36000061035156
2006-10-30,51.279998779296875
2006-10-31,49.86000061035156
2006-11-01,48.5099983215332
2006-11-02,47.5
2006-11-03,47.41999816894531
2006-11-06,50.06999969482422
2006-11-07,50.61000061035156
2006-11-08,49.529998779296875
2006-11-09,48.90999984741211
2006-11-10,49.29999923706055
2006-11-13,51.529998779296875
2006-11-14,50.93000030517578
2006-11-15,59.5
2006-11-16,60.61000061035156
2006-11-17,59.45000076293945
2006-11-20,59.849998474121094
2006-11-21,60.88999938964844
2006-11-22,62.95000076293945
2006-11-24,62.95000076293945
2006-11-27,59.15999984741211
2006-11-28,58.18000030517578
2006-11-29,56.7599983215332
2006-11-30,56.7599983215332
2006-12-01,56.099998474121094
2006-12-04,58.16999816894531
2006-12-05,57.68000030517578
2006-12-06,60.310001373291016
2006-12-07,59.0099983215332
2006-12-08,59.25
2006-12-11,61.560001373291016
2006-12-12,59.459999084472656
2006-12-13,59.25
2006-12-14,57.08000183105469
2006-12-15,56.5
2006-12-18,55.79999923706055
2006-12-19,57.5
2006-12-20,55.79999923706055
2006-12-21,55.7599983215332
2006-12-22,55.34000015258789
2006-12-26,55.810001373291016
2006-12-27,57.040000915527344
2006-12-28,55.7599983215332
2006-12-29,53.849998474121094
2007-01-03,56.29999923706055
2007-01-04,58.84000015258789
2007-01-05,58.290000915527344
2007-01-08,57.93000030517578
2007-01-09,57.900001525878906
2007-01-10,58.93000030517578
2007-01-11,61.20000076293945
2007-01-12,60.810001373291016
2007-01-16,61.959999084472656
2007-01-17,58.650001525878906
2007-01-18,57.83000183105469
2007-01-19,58.290000915527344
2007-01-22,57.029998779296875
2007-01-23,53.27000045776367
2007-01-24,53.349998474121094
2007-01-25,53.86000061035156
2007-01-26,52.130001068115234
2007-01-29,54.43000030517578
2007-01-30,53.099998474121094
2007-01-31,55.97999954223633
2007-02-01,57.9900016784668
2007-02-02,57.97999954223633
2007-02-05,58.40999984741211
2007-02-06,58.310001373291016
2007-02-07,58.08000183105469
2007-02-08,59.310001373291016
2007-02-09,58.13999938964844
2007-02-12,58.880001068115234
2007-02-13,59.16999816894531
2007-02-14,57.790000915527344
2007-02-15,57.400001525878906
2007-02-16,56.70000076293945
2007-02-20,56.380001068115234
2007-02-21,55.72999954223633
2007-02-22,54.619998931884766
2007-02-23,54.25
2007-02-26,53.34000015258789
2007-02-27,51.790000915527344
2007-02-28,52.290000915527344
2007-03-01,52.08000183105469
2007-03-02,50.650001525878906
2007-03-05,50.09000015258789
2007-03-06,50.22999954223633
2007-03-07,49.349998474121094
2007-03-08,49.310001373291016
2007-03-09,48.93000030517578
2007-03-12,49.45000076293945
2007-03-13,47.439998626708984
2007-03-14,45.779998779296875
2007-03-15,46.540000915527344
2007-03-16,46.38999938964844
2007-03-19,47.86000061035156
2007-03-20,48.529998779296875
2007-03-21,49.40999984741211
2007-03-22,47.900001525878906
2007-03-23,47.58000183105469
2007-03-26,46.720001220703125
2007-03-27,46.709999084472656
2007-03-28,46.40999984741211
2007-03-29,45.529998779296875
2007-03-30,45.47999954223633
2007-04-02,45.04999923706055
2007-04-03,47.869998931884766
2007-04-04,46.4900016784668
2007-04-05,47.04999923706055
2007-04-09,47.810001373291016
2007-04-10,45.84000015258789
2007-04-11,45.0099983215332
2007-04-12,44.119998931884766
2007-04-13,45.22999954223633
2007-04-16,45.34000015258789
2007-04-17,45.95000076293945
2007-04-18,46.97999954223633
2007-04-19,45.41999816894531
2007-04-20,45.310001373291016
2007-04-23,43.209999084472656
2007-04-24,42.77000045776367
2007-04-25,42.650001525878906
2007-04-26,39.33000183105469
2007-04-27,37.18000030517578
2007-04-30,36.939998626708984
2007-05-01,37.060001373291016
2007-05-02,36.18000030517578
2007-05-03,35.54999923706055
2007-05-04,36.150001525878906
2007-05-07,35.11000061035156
2007-05-08,34.400001525878906
2007-05-09,34.34000015258789
2007-05-10,33.279998779296875
2007-05-11,33.36000061035156
2007-05-14,33.529998779296875
2007-05-15,32.45000076293945
2007-05-16,32.97999954223633
2007-05-17,33.27000045776367
2007-05-18,33.47999954223633
2007-05-21,33.0099983215332
2007-05-22,34.77000045776367
2007-05-23,34.95000076293945
2007-05-24,35.130001068115234
2007-05-25,34.25
2007-05-29,35.599998474121094
2007-05-30,35.65999984741211
2007-05-31,35.650001525878906
2007-06-01,35.25
2007-06-04,33.95000076293945
2007-06-05,33.529998779296875
2007-06-06,32.630001068115234
2007-06-07,30.200000762939453
2007-06-08,30.889999389648438
2007-06-11,29.65999984741211
2007-06-12,29.190000534057617
2007-06-13,28.719999313354492
2007-06-14,28.799999237060547
2007-06-15,27.610000610351562
2007-06-18,27.290000915527344
2007-06-19,29.139999389648438
2007-06-20,29.709999084472656
2007-06-21,29.5
2007-06-22,29.34000015258789
2007-06-25,29.239999771118164
2007-06-26,28.260000228881836
2007-06-27,29.670000076293945
2007-06-28,31.0
2007-06-29,30.270000457763672
2007-07-02,30.700000762939453
2007-07-03,32.86000061035156
2007-07-05,33.81999969482422
2007-07-06,34.619998931884766
2007-07-09,35.86000061035156
2007-07-10,33.83000183105469
2007-07-11,34.72999954223633
2007-07-12,34.93000030517578
2007-07-13,34.099998474121094
2007-07-16,34.959999084472656
2007-07-17,35.29999923706055
2007-07-18,34.90999984741211
2007-07-19,36.0
2007-07-20,34.709999084472656
2007-07-23,34.5
2007-07-24,35.279998779296875
2007-07-25,34.84000015258789
2007-07-26,34.56999969482422
2007-07-27,33.47999954223633
2007-07-30,32.68000030517578
2007-07-31,31.010000228881836
2007-08-01,30.440000534057617
2007-08-02,30.700000762939453
2007-08-03,31.139999389648438
