,CLRG
2017-12-13,25.0
2017-12-14,24.8799991607666
2017-12-15,25.086999893188477
2017-12-18,25.270000457763672
2017-12-19,25.299999237060547
2017-12-20,25.25
2017-12-21,25.299999237060547
2017-12-22,25.260000228881836
2017-12-26,25.229999542236328
2017-12-27,25.229999542236328
2017-12-28,25.260000228881836
2017-12-29,25.290000915527344
2018-01-02,25.25
2018-01-03,25.299999237060547
2018-01-04,25.6200008392334
2018-01-05,25.6200008392334
2018-01-08,25.709999084472656
2018-01-09,25.81999969482422
2018-01-10,25.8700008392334
2018-01-11,26.030000686645508
2018-01-12,26.2549991607666
2018-01-16,26.25
2018-01-17,26.489999771118164
2018-01-18,26.40999984741211
2018-01-19,26.489999771118164
2018-01-22,26.770000457763672
2018-01-23,26.850000381469727
2018-01-24,26.827999114990234
2018-01-25,26.729999542236328
2018-01-26,27.059999465942383
2018-01-29,26.920000076293945
2018-01-30,26.559999465942383
2018-01-31,26.520000457763672
2018-02-01,26.690000534057617
2018-02-02,26.100000381469727
2018-02-05,25.489999771118164
2018-02-06,24.850000381469727
2018-02-07,25.450000762939453
2018-02-08,24.700000762939453
2018-02-09,24.799999237060547
2018-02-12,25.110000610351562
2018-02-13,25.23900032043457
2018-02-14,25.700000762939453
2018-02-15,25.950000762939453
2018-02-16,26.040000915527344
2018-02-20,25.920000076293945
2018-02-21,25.81999969482422
2018-02-22,25.799999237060547
2018-02-23,26.18000030517578
2018-02-26,26.5
2018-02-27,26.280000686645508
2018-02-28,25.940000534057617
2018-03-01,25.559999465942383
2018-03-02,25.639999389648438
2018-03-05,25.8700008392334
2018-03-06,25.989999771118164
2018-03-07,26.025999069213867
2018-03-08,26.030000686645508
2018-03-09,26.510000228881836
2018-03-12,26.469999313354492
2018-03-13,26.290000915527344
2018-03-14,26.1299991607666
2018-03-15,26.200000762939453
2018-03-16,26.290000915527344
2018-03-19,25.989999771118164
2018-03-20,26.030000686645508
2018-03-21,26.059999465942383
2018-03-22,25.149999618530273
2018-03-23,24.549999237060547
2018-03-26,25.229999542236328
2018-03-27,24.700000762939453
2018-03-28,25.030000686645508
2018-03-29,25.06999969482422
2018-04-02,24.559999465942383
2018-04-03,24.90999984741211
2018-04-04,25.110000610351562
2018-04-05,25.229999542236328
2018-04-06,24.649999618530273
2018-04-09,24.809999465942383
2018-04-10,25.190000534057617
2018-04-11,25.049999237060547
2018-04-12,25.360000610351562
2018-04-13,25.020000457763672
2018-04-16,25.450000762939453
2018-04-17,25.559999465942383
2018-04-18,25.663999557495117
2018-04-19,25.559999465942383
2018-04-20,25.43000030517578
2018-04-23,25.469999313354492
2018-04-24,25.209999084472656
2018-04-25,25.34000015258789
2018-04-26,25.34000015258789
2018-04-27,25.469999313354492
2018-04-30,25.329999923706055
2018-05-01,25.200000762939453
2018-05-02,25.0
2018-05-03,24.829999923706055
2018-05-04,25.139999389648438
2018-05-07,25.139999389648438
2018-05-08,25.149999618530273
2018-05-09,25.469999313354492
2018-05-10,25.6200008392334
2018-05-11,25.700000762939453
2018-05-14,25.687999725341797
2018-05-15,25.53700065612793
2018-05-16,25.649999618530273
2018-05-17,25.780000686645508
2018-05-18,25.600000381469727
2018-05-21,25.81999969482422
2018-05-22,25.829999923706055
2018-05-23,25.719999313354492
2018-05-24,25.75
2018-05-25,25.579999923706055
2018-05-29,24.969999313354492
2018-05-30,25.5
2018-05-31,25.229999542236328
2018-06-01,25.540000915527344
2018-06-04,25.600000381469727
2018-06-05,25.59000015258789
2018-06-06,25.81999969482422
2018-06-07,25.8700008392334
2018-06-08,25.950000762939453
2018-06-11,25.959999084472656
2018-06-12,25.8799991607666
2018-06-13,25.850000381469727
2018-06-14,25.729999542236328
2018-06-15,25.777000427246094
2018-06-18,25.700000762939453
2018-06-19,25.610000610351562
2018-06-20,25.530000686645508
2018-06-21,25.350000381469727
2018-06-22,25.290000915527344
2018-06-25,24.84000015258789
2018-06-26,24.90999984741211
2018-06-27,24.739999771118164
2018-06-28,24.739999771118164
2018-06-29,25.020000457763672
2018-07-02,24.84000015258789
2018-07-03,24.75
2018-07-05,24.780000686645508
2018-07-06,25.06999969482422
2018-07-09,25.43000030517578
2018-07-10,25.450000762939453
2018-07-11,25.170000076293945
2018-07-12,25.2450008392334
2018-07-13,25.239999771118164
2018-07-16,25.31999969482422
2018-07-17,25.43000030517578
2018-07-18,25.6200008392334
2018-07-19,25.440000534057617
2018-07-20,25.3700008392334
2018-07-23,25.459999084472656
2018-07-24,25.540000915527344
2018-07-25,25.729999542236328
2018-07-26,25.8700008392334
2018-07-27,25.899999618530273
2018-07-30,25.899999618530273
2018-07-31,25.992000579833984
2018-08-01,25.950000762939453
2018-08-02,25.920000076293945
2018-08-03,25.976999282836914
2018-08-06,26.1299991607666
2018-08-07,26.270000457763672
2018-08-08,26.31999969482422
2018-08-09,26.200000762939453
2018-08-10,25.850000381469727
2018-08-13,25.68000030517578
2018-08-14,25.899999618530273
2018-08-15,25.68000030517578
2018-08-16,25.940000534057617
2018-08-17,26.040000915527344
2018-08-20,26.139999389648438
2018-08-21,26.270000457763672
2018-08-22,26.200000762939453
2018-08-23,26.100000381469727
2018-08-24,26.149999618530273
2018-08-27,26.450000762939453
2018-08-28,26.450000762939453
2018-08-29,26.5
2018-08-30,26.329999923706055
2018-08-31,26.2189998626709
2018-09-04,26.329999923706055
2018-09-05,26.360000610351562
2018-09-06,26.190000534057617
2018-09-07,26.100000381469727
2018-09-10,26.09000015258789
2018-09-11,26.06999969482422
2018-09-12,26.040000915527344
2018-09-13,26.100000381469727
2018-09-14,26.295000076293945
2018-09-17,26.209999084472656
2018-09-18,26.299999237060547
2018-09-19,26.389999389648438
2018-09-20,26.649999618530273
2018-09-21,26.5
2018-09-24,26.3799991607666
2018-09-25,26.280000686645508
2018-09-26,26.170000076293945
2018-09-27,26.149999618530273
2018-09-28,26.09000015258789
2018-10-01,27.280000686645508
2018-10-02,26.18000030517578
2018-10-03,26.329999923706055
2018-10-04,26.31999969482422
2018-10-05,26.200000762939453
2018-10-08,26.291000366210938
2018-10-09,26.179000854492188
2018-10-10,25.56999969482422
2018-10-11,24.729999542236328
2018-10-12,24.6299991607666
2018-10-15,24.780000686645508
2018-10-16,25.299999237060547
2018-10-17,25.170000076293945
2018-10-18,24.81999969482422
2018-10-19,24.709999084472656
2018-10-22,24.469999313354492
2018-10-23,24.309999465942383
2018-10-24,23.790000915527344
2018-10-25,23.729999542236328
2018-10-26,23.399999618530273
2018-10-29,23.420000076293945
2018-10-30,23.8799991607666
2018-10-31,24.17300033569336
2018-11-01,24.3799991607666
2018-11-02,24.31999969482422
2018-11-05,24.56999969482422
2018-11-06,24.600000381469727
2018-11-07,25.075000762939453
2018-11-08,25.020000457763672
2018-11-09,24.8700008392334
2018-11-12,24.389999389648438
2018-11-13,24.5
2018-11-14,23.850000381469727
2018-11-15,24.110000610351562
2018-11-16,24.190000534057617
2018-11-19,23.950000762939453
2018-11-20,23.520000457763672
2018-11-21,23.670000076293945
2018-11-23,23.59000015258789
2018-11-26,23.889999389648438
2018-11-27,23.790000915527344
2018-11-28,24.459999084472656
2018-11-29,24.18000030517578
2018-11-30,24.309999465942383
2018-12-03,24.520000457763672
2018-12-04,23.6200008392334
2018-12-06,23.1299991607666
2018-12-07,22.84000015258789
2018-12-10,22.700000762939453
2018-12-11,22.639999389648438
2018-12-12,22.780000686645508
2018-12-13,23.479999542236328
2018-12-14,22.209999084472656
2018-12-17,21.940000534057617
2018-12-18,21.729999542236328
2018-12-19,21.47599983215332
2018-12-20,21.079999923706055
2018-12-21,20.753999710083008
2018-12-24,20.40999984741211
2018-12-26,21.101999282836914
2018-12-27,21.3700008392334
2018-12-28,21.299999237060547
2018-12-31,21.329999923706055
2019-01-02,21.559999465942383
2019-01-03,21.170000076293945
2019-01-04,21.56999969482422
2019-01-07,21.979999542236328
2019-01-08,22.25
2019-01-09,22.290000915527344
2019-01-10,22.40999984741211
2019-01-11,23.100000381469727
2019-01-14,22.40999984741211
2019-01-15,22.459999084472656
2019-01-16,22.6200008392334
2019-01-17,22.799999237060547
2019-01-18,23.253000259399414
2019-01-22,22.81999969482422
2019-01-23,22.8799991607666
2019-01-24,23.059999465942383
2019-01-25,23.3700008392334
2019-01-28,23.209999084472656
2019-01-29,23.270000457763672
2019-01-30,23.469999313354492
2019-01-31,23.545000076293945
2019-02-01,23.67300033569336
2019-02-04,23.639999389648438
2019-02-05,23.780000686645508
2019-02-06,23.84000015258789
2019-02-07,23.639999389648438
2019-02-08,23.600000381469727
2019-02-11,23.600000381469727
2019-02-12,23.889999389648438
2019-02-13,24.020000457763672
2019-02-14,23.899999618530273
2019-02-15,24.229999542236328
2019-02-19,24.232999801635742
2019-02-20,24.40999984741211
2019-02-21,24.290000915527344
2019-02-22,24.40999984741211
2019-02-25,24.43000030517578
2019-02-26,24.465999603271484
2019-02-27,24.349000930786133
2019-02-28,24.149999618530273
2019-03-01,24.25
2019-03-04,24.100000381469727
2019-03-05,24.049999237060547
2019-03-06,23.809999465942383
2019-03-07,23.639999389648438
2019-03-08,23.5
2019-03-11,23.90999984741211
2019-03-12,23.860000610351562
2019-03-13,24.049999237060547
2019-03-14,24.049999237060547
2019-03-15,24.209999084472656
2019-03-18,24.40999984741211
2019-03-19,24.270000457763672
2019-03-20,23.950000762939453
2019-03-21,24.1200008392334
2019-03-22,23.489999771118164
2019-03-25,23.326000213623047
2019-03-26,23.450000762939453
2019-03-27,23.440000534057617
2019-03-28,23.469999313354492
2019-03-29,23.649999618530273
2019-04-01,24.030000686645508
2019-04-02,23.920000076293945
2019-04-03,24.06599998474121
2019-04-04,24.149999618530273
2019-04-05,24.219999313354492
2019-04-08,24.25
2019-04-09,24.06999969482422
2019-04-10,24.135000228881836
2019-04-11,24.219999313354492
2019-04-12,24.40999984741211
2019-04-15,24.309999465942383
2019-04-16,24.3700008392334
2019-04-17,24.170000076293945
2019-04-18,24.170000076293945
2019-04-22,24.229999542236328
2019-04-23,24.360000610351562
2019-04-24,24.360000610351562
2019-04-25,24.3700008392334
2019-04-26,24.489999771118164
2019-04-29,24.600000381469727
2019-04-30,24.709999084472656
2019-05-01,24.510000228881836
2019-05-02,24.510000228881836
