,CLRG
2019-05-03,24.670000076293945
2019-05-06,24.559999465942383
2019-05-07,24.239999771118164
2019-05-08,24.1299991607666
2019-05-09,24.0
2019-05-10,24.059999465942383
2019-05-13,23.420000076293945
2019-05-14,23.709999084472656
2019-05-15,23.6299991607666
2019-05-16,23.8700008392334
2019-05-17,23.700000762939453
2019-05-20,23.56999969482422
2019-05-21,23.8799991607666
2019-05-22,23.829999923706055
2019-05-23,23.459999084472656
2019-05-24,23.6200008392334
2019-05-28,23.31999969482422
2019-05-29,23.20800018310547
2019-05-30,23.219999313354492
2019-05-31,22.889999389648438
2019-06-03,23.0
2019-06-04,23.639999389648438
2019-06-05,23.709999084472656
2019-06-06,23.920000076293945
2019-06-07,24.0
2019-06-10,24.139999389648438
2019-06-11,24.15999984741211
2019-06-12,24.030000686645508
2019-06-13,24.170000076293945
2019-06-14,24.1299991607666
2019-06-17,24.030000686645508
2019-06-18,24.42300033569336
2019-06-19,24.360000610351562
2019-06-20,24.579999923706055
2019-06-21,24.489999771118164
2019-06-24,24.299999237060547
2019-06-25,24.329999923706055
2019-06-26,24.25
2019-06-27,24.354999542236328
2019-06-28,24.59000015258789
2019-07-01,24.899999618530273
2019-07-02,24.829999923706055
2019-07-03,25.06999969482422
2019-07-05,25.06999969482422
2019-07-08,24.93000030517578
2019-07-09,24.950000762939453
2019-07-10,24.940000534057617
2019-07-11,25.1299991607666
2019-07-12,25.280000686645508
2019-07-15,25.219999313354492
2019-07-16,25.100000381469727
2019-07-17,24.899999618530273
2019-07-18,25.170000076293945
2019-07-19,25.260000228881836
2019-07-22,25.200000762939453
2019-07-23,25.270000457763672
2019-07-24,25.6299991607666
2019-07-25,25.459999084472656
2019-07-26,25.719999313354492
2019-07-29,25.639999389648438
2019-07-30,25.450000762939453
2019-07-31,25.31999969482422
2019-08-01,25.541000366210938
2019-08-02,24.770000457763672
2019-08-05,24.024999618530273
2019-08-06,24.315000534057617
2019-08-07,24.0
2019-08-08,24.68000030517578
2019-08-09,24.514999389648438
2019-08-12,24.280000686645508
2019-08-13,24.489999771118164
2019-08-14,23.670000076293945
2019-08-15,23.719999313354492
2019-08-16,24.139999389648438
2019-08-19,24.43000030517578
2019-08-20,24.200000762939453
2019-08-21,24.31800079345703
2019-08-22,24.290000915527344
2019-08-23,23.84000015258789
2019-08-26,23.8700008392334
2019-08-27,23.719999313354492
2019-08-28,23.884000778198242
2019-08-29,24.170000076293945
2019-08-30,24.28700065612793
2019-09-03,24.10700035095215
2019-09-04,24.375999450683594
2019-09-05,24.780000686645508
2019-09-06,24.809999465942383
2019-09-09,25.0049991607666
2019-09-10,25.079999923706055
2019-09-11,25.270000457763672
2019-09-12,25.34000015258789
2019-09-13,25.34000015258789
2019-09-16,25.280000686645508
2019-09-17,25.280000686645508
2019-09-18,25.360000610351562
2019-09-19,25.3700008392334
2019-09-20,25.309999465942383
2019-09-23,25.31999969482422
2019-09-24,24.8700008392334
2019-09-25,25.010000228881836
2019-09-26,24.878000259399414
2019-09-27,24.729999542236328
2019-09-30,24.972999572753906
2019-10-01,24.450000762939453
2019-10-02,24.0
2019-10-03,24.049999237060547
2019-10-04,24.170000076293945
2019-10-07,24.31999969482422
2019-10-08,23.81800079345703
2019-10-09,24.1200008392334
2019-10-10,24.280000686645508
2019-10-11,24.559999465942383
2019-10-14,24.59000015258789
2019-10-15,24.864999771118164
2019-10-16,24.799999237060547
2019-10-17,24.8799991607666
2019-10-18,24.920000076293945
2019-10-21,25.06999969482422
2019-10-22,25.079999923706055
2019-10-23,25.15999984741211
2019-10-24,25.1299991607666
2019-10-25,25.34000015258789
2019-10-28,25.540000915527344
2019-10-29,25.59000015258789
2019-10-30,25.479999542236328
2019-10-31,25.3700008392334
2019-11-01,25.709999084472656
2019-11-04,25.93000030517578
2019-11-05,26.0
2019-11-06,25.969999313354492
2019-11-07,26.024999618530273
2019-11-08,26.1200008392334
2019-11-11,26.1200008392334
2019-11-12,26.204999923706055
2019-11-13,26.110000610351562
2019-11-14,26.1200008392334
2019-11-15,26.399999618530273
2019-11-18,26.416000366210938
2019-11-19,26.43000030517578
2019-11-20,26.288999557495117
2019-11-21,26.15999984741211
2019-11-22,26.34000015258789
2019-11-25,26.59000015258789
2019-11-26,26.52899932861328
2019-11-27,26.663999557495117
2019-11-29,26.558000564575195
2019-12-02,26.3700008392334
2019-12-03,26.086999893188477
2019-12-04,26.30299949645996
2019-12-05,26.347000122070312
2019-12-06,26.65399932861328
2019-12-09,26.545000076293945
2019-12-10,26.59000015258789
2019-12-11,26.600000381469727
2019-12-12,27.040000915527344
2019-12-13,26.940000534057617
2019-12-16,27.18600082397461
2019-12-17,27.059999465942383
2019-12-18,27.01799964904785
2019-12-19,27.02899932861328
2019-12-20,27.239999771118164
2019-12-23,27.229999542236328
2019-12-24,27.233999252319336
2019-12-26,27.246999740600586
2019-12-27,27.239999771118164
2019-12-30,26.90999984741211
2019-12-31,27.010000228881836
2020-01-02,27.200000762939453
2020-01-03,26.93199920654297
2020-01-06,26.871000289916992
2020-01-07,26.87700080871582
2020-01-08,27.030000686645508
2020-01-09,27.15399932861328
2020-01-10,27.0
2020-01-13,27.131000518798828
2020-01-14,27.180999755859375
2020-01-15,27.229999542236328
2020-01-16,27.382999420166016
2020-01-17,27.5
2020-01-21,27.395000457763672
2020-01-22,27.46299934387207
2020-01-23,27.47100067138672
2020-01-24,27.09600067138672
2020-01-27,26.58300018310547
2020-01-28,26.8700008392334
2020-01-29,26.775999069213867
2020-01-30,26.459999084472656
2020-01-31,26.219999313354492
2020-02-03,26.381000518798828
2020-02-04,26.850000381469727
2020-02-05,27.32699966430664
2020-02-06,27.3799991607666
2020-02-07,27.25
2020-02-10,27.339000701904297
2020-02-11,27.52199935913086
2020-02-12,27.667999267578125
2020-02-13,27.690000534057617
2020-02-14,27.649999618530273
2020-02-18,27.466999053955078
2020-02-19,27.68899917602539
2020-02-20,27.614999771118164
2020-02-21,27.260000228881836
2020-02-24,26.36199951171875
2020-02-25,25.459999084472656
2020-02-26,25.170000076293945
2020-02-27,24.100000381469727
2020-02-28,23.459999084472656
2020-03-02,24.030000686645508
2020-03-03,24.006000518798828
2020-03-04,24.941999435424805
2020-03-05,23.906999588012695
2020-03-06,23.3439998626709
2020-03-09,21.239999771118164
2020-03-10,22.32900047302246
2020-03-11,21.128000259399414
2020-03-12,18.97100067138672
2020-03-13,20.670000076293945
2020-03-16,18.5
2020-03-17,18.75200080871582
2020-03-18,17.312999725341797
2020-03-19,17.575000762939453
2020-03-20,17.06399917602539
2020-03-23,16.44700050354004
2020-03-24,18.187999725341797
2020-03-25,18.37700080871582
2020-03-26,19.895999908447266
2020-03-27,19.160999298095703
2020-03-30,19.160999298095703
2020-03-31,19.270000457763672
2020-04-01,18.31999969482422
2020-04-02,18.40999984741211
2020-04-03,18.270000457763672
2020-04-06,19.5
2020-04-07,19.7450008392334
2020-04-08,20.503999710083008
2020-04-09,20.94300079345703
2020-04-13,20.615999221801758
2020-04-14,21.184999465942383
2020-04-15,20.610000610351562
2020-04-16,20.5
2020-04-17,21.417999267578125
2020-04-20,21.062000274658203
2020-04-21,20.381999969482422
2020-04-22,20.895000457763672
2020-04-23,20.87700080871582
2020-04-24,21.135000228881836
2020-04-27,21.389999389648438
2020-04-28,21.729999542236328
2020-04-29,22.399999618530273
2020-04-30,21.966999053955078
2020-05-01,21.966999053955078
2020-05-04,20.90999984741211
2020-05-05,20.90999984741211
2020-05-06,20.90999984741211
2020-05-07,20.90999984741211
2020-05-08,21.860000610351562
2020-05-11,22.06999969482422
2020-05-12,21.709999084472656
2020-05-13,20.97100067138672
2020-05-14,21.200000762939453
2020-05-15,21.398000717163086
2020-05-18,22.180999755859375
2020-05-19,22.110000610351562
2020-05-20,22.30699920654297
2020-05-21,22.190000534057617
2020-05-22,22.190000534057617
2020-05-26,22.190000534057617
2020-05-27,22.190000534057617
2020-05-28,23.229999542236328
2020-05-29,23.229999542236328
2020-06-01,23.229999542236328
2020-06-02,23.229999542236328
2020-06-03,23.83300018310547
2020-06-04,23.795000076293945
2020-06-05,24.496000289916992
2020-06-08,24.75
2020-06-09,24.520000457763672
2020-06-10,24.149999618530273
2020-06-11,22.766000747680664
2020-06-12,23.139999389648438
2020-06-15,23.29800033569336
2020-06-16,23.899999618530273
2020-06-17,23.899999618530273
2020-06-18,23.559999465942383
2020-06-19,23.559999465942383
2020-06-22,23.540000915527344
2020-06-23,23.607999801635742
2020-06-24,23.607999801635742
2020-06-25,22.66699981689453
2020-06-26,22.66699981689453
2020-06-29,22.66699981689453
2020-06-30,23.1299991607666
2020-07-01,23.270000457763672
2020-07-02,23.270000457763672
2020-07-06,23.270000457763672
2020-07-07,23.600000381469727
2020-07-08,23.5
2020-07-09,23.5
2020-07-10,23.5
2020-07-13,23.385000228881836
2020-07-14,23.648000717163086
2020-07-15,24.01799964904785
2020-07-16,24.01799964904785
2020-07-17,24.065000534057617
2020-07-20,24.1560001373291
2020-07-21,24.20599937438965
2020-07-22,24.329999923706055
2020-07-23,24.22800064086914
2020-07-24,23.989999771118164
2020-07-27,24.104999542236328
2020-07-28,24.104999542236328
2020-07-29,24.399999618530273
2020-07-30,24.399999618530273
2020-07-31,24.06399917602539
2020-08-03,24.361000061035156
2020-08-04,24.361000061035156
2020-08-05,24.361000061035156
2020-08-06,24.520000457763672
2020-08-07,24.520000457763672
2020-08-10,24.80699920654297
2020-08-11,24.959999084472656
2020-08-12,24.969999313354492
2020-08-13,24.920000076293945
2020-08-14,24.920000076293945
2020-08-17,24.920000076293945
2020-08-18,24.920000076293945
2020-08-19,24.920000076293945
2020-08-20,24.920000076293945
2020-08-21,24.920000076293945
2020-08-24,25.270000457763672
2020-08-25,25.270000457763672
2020-08-26,25.270000457763672
2020-08-27,25.270000457763672
2020-08-28,25.270000457763672
2020-08-31,25.270000457763672
2020-09-01,25.270000457763672
2020-09-02,25.270000457763672
2020-09-03,25.5
2020-09-04,25.361000061035156
2020-09-08,24.691999435424805
2020-09-09,25.111000061035156
2020-09-10,25.020000457763672
2020-09-11,24.86400032043457
2020-09-14,25.312999725341797
2020-09-15,25.260000228881836
2020-09-16,25.260000228881836
2020-09-17,25.260000228881836
2020-09-18,25.09000015258789
2020-09-21,24.66200065612793
2020-09-22,24.700000762939453
2020-09-23,24.25
2020-09-24,24.170000076293945
2020-09-25,24.586999893188477
2020-09-28,24.586999893188477
2020-09-29,24.90999984741211
2020-09-30,24.90999984741211
2020-10-01,24.90999984741211
2020-10-02,24.90999984741211
2020-10-05,25.510000228881836
2020-10-06,25.215999603271484
2020-10-07,25.215999603271484
2020-10-08,25.899999618530273
2020-10-09,25.9950008392334
2020-10-12,26.31999969482422
2020-10-13,26.139999389648438
2020-10-14,26.1200008392334
2020-10-15,26.007999420166016
2020-10-16,26.007999420166016
2020-10-19,26.007999420166016
2020-10-20,26.007999420166016
2020-10-21,25.908000946044922
2020-10-22,26.14299964904785
2020-10-23,26.14299964904785
2020-10-26,25.701000213623047
2020-10-27,25.701000213623047
2020-10-28,24.860000610351562
2020-10-29,24.860000610351562
2020-10-30,24.459999084472656
2020-11-02,24.982999801635742
2020-11-03,25.499000549316406
2020-11-04,25.825000762939453
2020-11-05,25.825000762939453
2020-11-06,25.825000762939453
2020-11-09,27.027000427246094
2020-11-10,27.027000427246094
2020-11-11,27.027000427246094
2020-11-12,26.559999465942383
2020-11-13,26.90999984741211
2020-11-16,27.280000686645508
2020-11-17,27.280000686645508
2020-11-18,27.280000686645508
2020-11-19,27.280000686645508
2020-11-20,27.09600067138672
2020-11-23,27.09600067138672
2020-11-24,27.09600067138672
2020-11-25,27.09600067138672
2020-11-27,27.09600067138672
2020-11-30,27.09600067138672
2020-12-01,28.075000762939453
2020-12-02,28.100000381469727
2020-12-03,28.100000381469727
2020-12-04,28.541000366210938
2020-12-07,28.4950008392334
2020-12-08,28.4950008392334
2020-12-09,28.3799991607666
2020-12-10,28.46500015258789
2020-12-11,28.280000686645508
2020-12-14,28.280000686645508
2020-12-15,28.280000686645508
2020-12-16,28.579999923706055
2020-12-17,28.579999923706055
2020-12-18,28.579999923706055
2020-12-21,28.579999923706055
2020-12-22,28.579999923706055
2020-12-23,28.579999923706055
2020-12-24,28.579999923706055
2020-12-28,28.905000686645508
2020-12-29,28.905000686645508
2020-12-30,28.87700080871582
2020-12-31,28.87700080871582
2021-01-04,28.87700080871582
2021-01-05,28.87700080871582
2021-01-06,29.399999618530273
2021-01-07,29.73900032043457
2021-01-08,29.909000396728516
2021-01-11,29.489999771118164
2021-01-12,29.65999984741211
2021-01-13,29.850000381469727
2021-01-14,29.850000381469727
2021-01-15,29.850000381469727
2021-01-19,29.649999618530273
2021-01-20,29.961999893188477
2021-01-21,29.961999893188477
2021-01-22,29.961999893188477
2021-01-25,29.666000366210938
2021-01-26,29.666000366210938
2021-01-27,29.666000366210938
2021-01-28,29.666000366210938
2021-01-29,28.6200008392334
2021-02-01,28.950000762939453
2021-02-02,28.950000762939453
2021-02-03,29.77199935913086
2021-02-04,29.969999313354492
2021-02-05,29.969999313354492
2021-02-08,29.969999313354492
2021-02-09,30.513999938964844
2021-02-10,30.489999771118164
2021-02-11,30.479999542236328
2021-02-12,30.6200008392334
2021-02-16,30.700000762939453
2021-02-17,30.559999465942383
2021-02-18,30.57699966430664
2021-02-19,30.649999618530273
2021-02-22,30.649999618530273
2021-02-23,30.649999618530273
2021-02-24,30.649999618530273
2021-02-25,30.649999618530273
2021-02-26,30.145999908447266
2021-03-01,30.850000381469727
2021-03-02,30.850000381469727
2021-03-03,30.3700008392334
2021-03-04,29.899999618530273
2021-03-05,29.93000030517578
2021-03-08,29.93000030517578
2021-03-09,29.93000030517578
2021-03-10,30.600000381469727
2021-03-11,30.988000869750977
2021-03-12,30.920000076293945
2021-03-15,30.920000076293945
2021-03-16,31.209999084472656
2021-03-17,31.030000686645508
2021-03-18,31.030000686645508
2021-03-19,30.815000534057617
2021-03-22,30.770999908447266
2021-03-23,30.600000381469727
2021-03-24,30.600000381469727
2021-03-25,30.600000381469727
2021-03-26,30.649999618530273
2021-03-29,30.86400032043457
2021-03-30,30.819000244140625
2021-03-31,31.020000457763672
2021-04-01,31.280000686645508
2021-04-05,31.59600067138672
2021-04-06,31.59600067138672
2021-04-07,31.59600067138672
2021-04-08,31.690000534057617
2021-04-09,31.690000534057617
2021-04-12,31.96299934387207
2021-04-13,32.04999923706055
2021-04-14,32.04999923706055
2021-04-15,32.44499969482422
2021-04-16,32.44499969482422
2021-04-19,32.44499969482422
2021-04-20,32.279998779296875
2021-04-21,32.50400161743164
2021-04-22,32.50400161743164
2021-04-23,32.50400161743164
2021-04-26,32.50400161743164
2021-04-27,32.50400161743164
2021-04-28,32.50400161743164
2021-04-29,32.69499969482422
2021-04-30,32.69499969482422
2021-05-03,32.69499969482422
2021-05-04,32.45000076293945
2021-05-05,32.45000076293945
2021-05-06,32.45000076293945
2021-05-07,32.45000076293945
2021-05-10,32.45000076293945
2021-05-11,32.16999816894531
2021-05-12,31.718000411987305
2021-05-13,32.07899856567383
2021-05-14,32.518001556396484
