,DAX
2015-10-26,25.700000762939453
2015-10-27,25.420000076293945
2015-10-28,25.600000381469727
2015-10-29,25.447999954223633
2015-10-30,25.641000747680664
2015-11-02,25.993999481201172
2015-11-03,25.809999465942383
2015-11-04,25.360000610351562
2015-11-05,25.520000457763672
2015-11-06,25.489999771118164
2015-11-09,25.16200065612793
2015-11-10,25.110000610351562
2015-11-11,25.18000030517578
2015-11-12,24.959999084472656
2015-11-13,24.768999099731445
2015-11-16,24.829999923706055
2015-11-17,24.93000030517578
2015-11-18,25.229999542236328
2015-11-19,25.600000381469727
2015-11-20,25.461999893188477
2015-11-23,25.30299949645996
2015-11-24,25.139999389648438
2015-11-25,25.559999465942383
2015-11-27,25.829999923706055
2015-11-30,25.90999984741211
2015-12-01,25.850000381469727
2015-12-02,25.5
2015-12-03,25.195999145507812
2015-12-04,25.44099998474121
2015-12-07,25.43000030517578
2015-12-08,25.06999969482422
2015-12-09,24.969999313354492
2015-12-10,24.969999313354492
2015-12-11,24.5
2015-12-14,24.219999313354492
2015-12-15,24.652000427246094
2015-12-16,25.020000457763672
2015-12-17,24.969999313354492
2015-12-18,24.709999084472656
2015-12-21,24.700000762939453
2015-12-22,24.84000015258789
2015-12-23,25.200000762939453
2015-12-24,25.170000076293945
2015-12-28,25.190000534057617
2015-12-29,25.53700065612793
2015-12-30,25.06999969482422
2015-12-31,24.889999389648438
2016-01-04,23.989999771118164
2016-01-05,23.850000381469727
2016-01-06,23.579999923706055
2016-01-07,23.15999984741211
2016-01-08,22.940000534057617
2016-01-11,23.1200008392334
2016-01-12,23.399999618530273
2016-01-13,22.913000106811523
2016-01-14,23.06999969482422
2016-01-15,22.260000228881836
2016-01-19,22.579999923706055
2016-01-20,22.170000076293945
2016-01-21,22.420000076293945
2016-01-22,22.81800079345703
2016-01-25,22.600000381469727
2016-01-26,22.958999633789062
2016-01-27,23.083999633789062
2016-01-28,22.75
2016-01-29,22.84000015258789
2016-02-01,22.850000381469727
2016-02-02,22.52400016784668
2016-02-03,22.469999313354492
2016-02-04,22.607999801635742
2016-02-05,22.200000762939453
2016-02-08,21.559999465942383
2016-02-09,21.6299991607666
2016-02-10,21.881999969482422
2016-02-11,21.46299934387207
2016-02-12,21.719999313354492
2016-02-16,21.719999313354492
2016-02-17,22.479999542236328
2016-02-18,22.639999389648438
2016-02-19,22.429000854492188
2016-02-22,22.670000076293945
2016-02-23,22.450000762939453
2016-02-24,22.020000457763672
2016-02-25,22.020000457763672
2016-02-26,22.350000381469727
2016-02-29,22.139999389648438
2016-03-01,22.790000915527344
2016-03-02,22.610000610351562
2016-03-03,23.040000915527344
2016-03-04,23.219999313354492
2016-03-07,23.049999237060547
2016-03-08,22.920000076293945
2016-03-09,22.989999771118164
2016-03-10,22.8799991607666
2016-03-11,23.719999313354492
2016-03-14,23.809999465942383
2016-03-15,23.695999145507812
2016-03-16,23.969999313354492
2016-03-17,24.09000015258789
2016-03-18,24.05299949645996
2016-03-21,23.989999771118164
2016-03-22,23.989999771118164
2016-03-23,24.097000122070312
2016-03-24,23.649999618530273
2016-03-28,23.690000534057617
2016-03-29,23.746999740600586
2016-03-30,24.440000534057617
2016-03-31,24.299999237060547
2016-04-01,23.989999771118164
2016-04-04,24.003999710083008
2016-04-05,23.26099967956543
2016-04-06,23.59000015258789
2016-04-07,23.399999618530273
2016-04-08,23.559999465942383
2016-04-11,23.739999771118164
2016-04-12,23.549999237060547
2016-04-13,24.229999542236328
2016-04-14,24.350000381469727
2016-04-15,24.229999542236328
2016-04-18,24.549999237060547
2016-04-19,25.149999618530273
2016-04-20,25.260000228881836
2016-04-21,25.15999984741211
2016-04-22,24.920000076293945
2016-04-25,24.850000381469727
2016-04-26,24.81999969482422
2016-04-27,24.899999618530273
2016-04-28,24.899999618530273
2016-04-29,24.68199920654297
2016-05-02,24.979999542236328
2016-05-03,24.540000915527344
2016-05-04,24.13599967956543
2016-05-05,23.940000534057617
2016-05-06,24.149999618530273
2016-05-09,24.239999771118164
2016-05-10,24.440000534057617
2016-05-11,24.360000610351562
2016-05-12,24.016000747680664
2016-05-13,23.81999969482422
2016-05-16,23.90999984741211
2016-05-17,23.719999313354492
2016-05-18,23.719999313354492
2016-05-19,23.395000457763672
2016-05-20,23.639999389648438
2016-05-23,23.540000915527344
2016-05-24,23.9689998626709
2016-05-25,24.26099967956543
2016-05-26,24.46500015258789
2016-05-27,24.399999618530273
2016-05-31,24.309999465942383
2016-06-01,24.309999465942383
2016-06-02,24.309999465942383
2016-06-03,24.309999465942383
2016-06-06,24.535999298095703
2016-06-07,24.850000381469727
2016-06-08,24.889999389648438
2016-06-09,24.349000930786133
2016-06-10,23.45599937438965
2016-06-13,23.15999984741211
2016-06-14,22.829999923706055
2016-06-15,22.979999542236328
2016-06-16,23.09000015258789
2016-06-17,23.33099937438965
2016-06-20,23.93199920654297
2016-06-21,24.25
2016-06-22,24.1200008392334
2016-06-23,24.929000854492188
2016-06-24,22.40999984741211
2016-06-27,21.780000686645508
2016-06-28,22.43000030517578
2016-06-29,22.610000610351562
2016-06-30,22.916000366210938
2016-07-01,23.014999389648438
2016-07-05,22.253999710083008
2016-07-06,22.190000534057617
2016-07-07,22.020000457763672
2016-07-08,22.549999237060547
2016-07-11,22.972999572753906
2016-07-12,23.299999237060547
2016-07-13,23.33799934387207
2016-07-14,23.729999542236328
2016-07-15,23.559999465942383
2016-07-18,23.579999923706055
2016-07-19,23.260000228881836
2016-07-20,23.6200008392334
2016-07-21,23.6200008392334
2016-07-22,23.59000015258789
2016-07-25,23.690000534057617
2016-07-26,23.885000228881836
2016-07-27,24.1299991607666
2016-07-28,24.209999084472656
2016-07-29,24.420000076293945
2016-08-01,24.31999969482422
2016-08-02,24.09000015258789
2016-08-03,24.08300018310547
2016-08-04,24.079999923706055
2016-08-05,24.32900047302246
2016-08-08,24.420000076293945
2016-08-09,25.062999725341797
2016-08-10,25.149999618530273
2016-08-11,25.260000228881836
2016-08-12,25.239999771118164
2016-08-15,25.360000610351562
2016-08-16,25.420000076293945
2016-08-17,25.28499984741211
2016-08-18,25.40999984741211
2016-08-19,25.25
2016-08-22,25.25
2016-08-23,25.34000015258789
2016-08-24,25.239999771118164
2016-08-25,25.062000274658203
2016-08-26,24.809999465942383
2016-08-29,24.959999084472656
2016-08-30,25.06999969482422
2016-08-31,24.979999542236328
2016-09-01,25.010000228881836
2016-09-02,25.190000534057617
2016-09-06,25.399999618530273
2016-09-07,25.52899932861328
2016-09-08,25.392000198364258
2016-09-09,24.899999618530273
2016-09-12,24.799999237060547
2016-09-13,24.645999908447266
2016-09-14,24.75
2016-09-15,24.790000915527344
2016-09-16,24.219999313354492
2016-09-19,24.420000076293945
2016-09-20,24.57699966430664
2016-09-21,24.84000015258789
2016-09-22,25.273000717163086
2016-09-23,25.149999618530273
2016-09-26,24.700000762939453
2016-09-27,24.628999710083008
2016-09-28,24.760000228881836
2016-09-29,24.41699981689453
2016-09-30,25.0
2016-10-03,24.84000015258789
2016-10-04,24.96299934387207
2016-10-05,25.089000701904297
2016-10-06,24.959999084472656
2016-10-07,24.799999237060547
2016-10-10,25.010000228881836
2016-10-11,24.68000030517578
2016-10-12,24.5
2016-10-13,24.389999389648438
2016-10-14,24.59000015258789
2016-10-17,24.40999984741211
2016-10-18,24.65999984741211
2016-10-19,24.65999984741211
2016-10-20,24.709999084472656
2016-10-21,24.610000610351562
2016-10-24,24.719999313354492
2016-10-25,24.729999542236328
2016-10-26,24.610000610351562
2016-10-27,24.690000534057617
2016-10-28,24.700000762939453
2016-10-31,24.709999084472656
2016-11-01,24.709999084472656
2016-11-02,24.344999313354492
2016-11-03,24.170000076293945
2016-11-04,24.020000457763672
2016-11-07,24.399999618530273
2016-11-08,24.530000686645508
2016-11-09,24.59000015258789
2016-11-10,24.474000930786133
2016-11-11,24.440000534057617
2016-11-14,24.239999771118164
2016-11-15,24.270000457763672
2016-11-16,24.040000915527344
2016-11-17,24.059999465942383
2016-11-18,23.8799991607666
2016-11-21,23.979999542236328
2016-11-22,23.979999542236328
2016-11-23,23.7810001373291
2016-11-25,23.809999465942383
2016-11-28,23.690000534057617
2016-11-29,23.913999557495117
2016-11-30,23.780000686645508
2016-12-01,23.600000381469727
2016-12-02,23.690000534057617
2016-12-05,24.322999954223633
2016-12-06,24.40999984741211
2016-12-07,25.18000030517578
2016-12-08,25.049999237060547
2016-12-09,25.038999557495117
2016-12-12,25.097000122070312
2016-12-13,25.322999954223633
2016-12-14,24.90999984741211
2016-12-15,24.979999542236328
2016-12-16,25.079999923706055
2016-12-19,25.038000106811523
2016-12-20,25.110000610351562
2016-12-21,24.889999389648438
2016-12-22,24.8799991607666
2016-12-23,24.92099952697754
2016-12-27,24.969999313354492
2016-12-28,24.790000915527344
2016-12-29,24.979999542236328
2016-12-30,25.100000381469727
2017-01-03,25.100000381469727
2017-01-04,25.290000915527344
2017-01-05,25.530000686645508
2017-01-06,25.450000762939453
2017-01-09,25.43000030517578
2017-01-10,25.44499969482422
2017-01-11,25.649999618530273
2017-01-12,25.56999969482422
2017-01-13,25.56999969482422
2017-01-17,25.719999313354492
2017-01-18,25.790000915527344
2017-01-19,25.65999984741211
2017-01-20,25.8700008392334
2017-01-23,25.829999923706055
2017-01-24,25.969999313354492
2017-01-25,26.43000030517578
2017-01-26,26.34000015258789
2017-01-27,26.299999237060547
2017-01-30,25.969999313354492
2017-01-31,25.959999084472656
2017-02-01,26.149999618530273
2017-02-02,26.239999771118164
2017-02-03,26.024999618530273
2017-02-06,25.700000762939453
2017-02-07,25.719999313354492
2017-02-08,25.725000381469727
2017-02-09,25.875999450683594
2017-02-10,25.854000091552734
2017-02-13,26.0
2017-02-14,25.969999313354492
2017-02-15,26.020000457763672
2017-02-16,26.06999969482422
2017-02-17,25.989999771118164
2017-02-21,26.299999237060547
2017-02-22,26.270000457763672
2017-02-23,26.288000106811523
2017-02-24,25.98900032043457
2017-02-27,26.149999618530273
2017-02-28,26.09000015258789
2017-03-01,26.520000457763672
2017-03-02,26.309999465942383
2017-03-03,26.509000778198242
2017-03-06,26.3799991607666
2017-03-07,26.305999755859375
2017-03-08,26.200000762939453
2017-03-09,26.389999389648438
2017-03-10,26.600000381469727
2017-03-13,26.600000381469727
2017-03-14,26.440000534057617
2017-03-15,26.790000915527344
2017-03-16,27.010000228881836
2017-03-17,27.0310001373291
2017-03-20,26.8799991607666
2017-03-21,26.840999603271484
2017-03-22,26.788999557495117
2017-03-23,26.979999542236328
2017-03-24,27.049999237060547
2017-03-27,27.124000549316406
2017-03-28,27.31999969482422
2017-03-29,27.260000228881836
2017-03-30,27.149999618530273
2017-03-31,27.329999923706055
2017-04-03,27.239999771118164
2017-04-04,27.200000762939453
2017-04-05,26.979999542236328
2017-04-06,26.989999771118164
2017-04-07,26.86400032043457
2017-04-10,26.799999237060547
2017-04-11,26.812999725341797
2017-04-12,26.770000457763672
2017-04-13,26.6200008392334
2017-04-17,26.770999908447266
2017-04-18,26.739999771118164
2017-04-19,26.760000228881836
2017-04-20,26.849000930786133
2017-04-21,26.799999237060547
2017-04-24,28.075000762939453
2017-04-25,28.299999237060547
2017-04-26,28.149999618530273
2017-04-27,28.03499984741211
2017-04-28,28.079999923706055
2017-05-01,28.290000915527344
2017-05-02,28.3700008392334
2017-05-03,28.27199935913086
2017-05-04,28.684999465942383
2017-05-05,29.124000549316406
2017-05-08,28.719999313354492
2017-05-09,28.709999084472656
2017-05-10,28.69700050354004
2017-05-11,28.604999542236328
2017-05-12,28.83099937438965
2017-05-15,29.049999237060547
2017-05-16,29.327999114990234
2017-05-17,28.902000427246094
2017-05-18,28.96299934387207
2017-05-19,29.25
2017-05-22,29.299999237060547
2017-05-23,29.270000457763672
2017-05-24,29.15999984741211
2017-05-25,29.259000778198242
2017-05-26,29.111000061035156
2017-05-30,29.094999313354492
2017-05-31,29.31999969482422
2017-06-01,29.399999618530273
2017-06-02,29.940000534057617
2017-06-05,29.690000534057617
2017-06-06,29.5
2017-06-07,29.533000946044922
2017-06-08,29.43000030517578
2017-06-09,29.579999923706055
2017-06-12,29.389999389648438
2017-06-13,29.549999237060547
2017-06-14,29.683000564575195
2017-06-15,29.18000030517578
2017-06-16,29.479999542236328
2017-06-19,29.690000534057617
2017-06-20,29.5049991607666
2017-06-21,28.959999084472656
2017-06-22,28.9689998626709
2017-06-23,28.8700008392334
2017-06-26,29.03499984741211
2017-06-27,28.979999542236328
2017-06-28,29.25200080871582
2017-06-29,28.719999313354492
2017-06-30,28.665000915527344
2017-07-03,28.707000732421875
2017-07-05,28.690000534057617
2017-07-06,28.579999923706055
2017-07-07,28.770000457763672
2017-07-10,28.774999618530273
2017-07-11,28.961000442504883
2017-07-12,29.295000076293945
2017-07-13,29.25
2017-07-14,29.40999984741211
2017-07-17,29.28499984741211
2017-07-18,29.118999481201172
2017-07-19,29.110000610351562
2017-07-20,29.3439998626709
2017-07-21,28.940000534057617
2017-07-24,28.8799991607666
2017-07-25,28.958999633789062
2017-07-26,29.163999557495117
2017-07-27,28.809999465942383
2017-07-28,29.030000686645508
2017-07-31,29.006000518798828
2017-08-01,29.405000686645508
2017-08-02,29.25
2017-08-03,29.239999771118164
2017-08-04,29.350000381469727
2017-08-07,29.2549991607666
2017-08-08,29.2549991607666
2017-08-09,28.972000122070312
2017-08-10,28.600000381469727
2017-08-11,28.739999771118164
2017-08-14,29.132999420166016
2017-08-15,29.0
2017-08-16,29.15999984741211
2017-08-17,28.9950008392334
2017-08-18,28.969999313354492
2017-08-21,28.89900016784668
2017-08-22,29.141000747680664
2017-08-23,29.260000228881836
2017-08-24,29.18000030517578
2017-08-25,29.34600067138672
2017-08-28,29.5
2017-08-29,29.166000366210938
2017-08-30,29.07900047302246
2017-08-31,29.138999938964844
2017-09-01,29.273000717163086
2017-09-05,29.260000228881836
2017-09-06,29.704999923706055
2017-09-07,30.09000015258789
2017-09-08,30.04400062561035
2017-09-11,30.3799991607666
2017-09-12,30.440000534057617
2017-09-13,30.30500030517578
2017-09-14,30.226999282836914
2017-09-15,30.349000930786133
2017-09-18,30.450000762939453
2017-09-19,30.6200008392334
2017-09-20,30.40999984741211
2017-09-21,30.59000015258789
2017-09-22,30.610000610351562
2017-09-25,30.280000686645508
2017-09-26,30.152000427246094
2017-09-27,30.270000457763672
2017-09-28,30.43000030517578
2017-09-29,30.72100067138672
2017-10-02,30.770000457763672
2017-10-03,30.858999252319336
2017-10-04,30.90999984741211
2017-10-05,30.832000732421875
2017-10-06,30.856000900268555
2017-10-09,30.850000381469727
2017-10-10,30.93199920654297
2017-10-11,31.15999984741211
2017-10-12,31.160999298095703
2017-10-13,31.170000076293945
2017-10-16,31.07200050354004
2017-10-17,31.10099983215332
2017-10-18,31.270000457763672
2017-10-19,31.211999893188477
2017-10-20,31.09000015258789
2017-10-23,30.975000381469727
2017-10-24,30.950000762939453
2017-10-25,31.04400062561035
2017-10-26,31.149999618530273
2017-10-27,31.079999923706055
2017-10-30,31.23699951171875
2017-10-31,31.4950008392334
2017-11-01,31.75
2017-11-02,31.91200065612793
2017-11-03,31.780000686645508
2017-11-06,31.780000686645508
2017-11-07,31.469999313354492
2017-11-08,31.59000015258789
2017-11-09,31.200000762939453
2017-11-10,31.058000564575195
2017-11-13,30.966999053955078
2017-11-14,31.290000915527344
2017-11-15,30.95199966430664
2017-11-16,31.290000915527344
2017-11-17,31.149999618530273
2017-11-20,31.093000411987305
2017-11-21,31.420000076293945
2017-11-22,31.09000015258789
2017-11-24,31.68000030517578
2017-11-27,31.402000427246094
2017-11-28,31.59000015258789
2017-11-29,31.43000030517578
2017-11-30,31.420000076293945
2017-12-01,31.22800064086914
2017-12-04,31.489999771118164
2017-12-05,31.190000534057617
2017-12-06,31.106000900268555
2017-12-07,31.319000244140625
2017-12-08,31.459999084472656
2017-12-11,31.40999984741211
2017-12-12,31.32200050354004
2017-12-13,31.371999740600586
2017-12-14,31.18000030517578
2017-12-15,31.20800018310547
2017-12-18,31.770000457763672
2017-12-19,31.809999465942383
2017-12-20,31.770000457763672
2017-12-21,31.486000061035156
2017-12-22,31.41699981689453
2017-12-26,31.361000061035156
2017-12-27,31.43400001525879
2017-12-28,31.549999237060547
2017-12-29,31.59000015258789
2018-01-02,31.461999893188477
2018-01-03,31.69499969482422
2018-01-04,32.2400016784668
2018-01-05,32.59600067138672
2018-01-08,32.5
2018-01-09,32.40999984741211
2018-01-10,32.189998626708984
2018-01-11,32.29999923706055
2018-01-12,32.70000076293945
2018-01-16,32.810001373291016
2018-01-17,32.83000183105469
2018-01-18,33.025001525878906
2018-01-19,33.45000076293945
2018-01-22,33.54999923706055
2018-01-23,33.79499816894531
2018-01-24,33.79999923706055
2018-01-25,33.59000015258789
2018-01-26,33.64400100708008
2018-01-29,33.38999938964844
2018-01-30,33.15999984741211
2018-01-31,33.16999816894531
2018-02-01,32.97999954223633
2018-02-02,32.15999984741211
2018-02-05,30.93000030517578
2018-02-06,31.690000534057617
2018-02-07,31.309999465942383
2018-02-08,30.200000762939453
2018-02-09,30.43400001525879
2018-02-12,30.790000915527344
2018-02-13,30.788999557495117
2018-02-14,31.329999923706055
2018-02-15,31.43000030517578
2018-02-16,31.549999237060547
2018-02-20,31.100000381469727
2018-02-21,30.920000076293945
2018-02-22,31.059999465942383
2018-02-23,31.389999389648438
2018-02-26,31.350000381469727
2018-02-27,30.905000686645508
2018-02-28,30.559999465942383
2018-03-01,29.959999084472656
2018-03-02,30.06999969482422
2018-03-05,30.41699981689453
2018-03-06,30.559999465942383
2018-03-07,30.7450008392334
2018-03-08,30.815000534057617
2018-03-09,30.834999084472656
2018-03-12,31.01099967956543
2018-03-13,30.6200008392334
2018-03-14,30.670000076293945
2018-03-15,30.864999771118164
2018-03-16,30.809999465942383
2018-03-19,30.530000686645508
2018-03-20,30.615999221801758
2018-03-21,30.59000015258789
2018-03-22,30.01099967956543
2018-03-23,29.549999237060547
2018-03-26,30.149999618530273
2018-03-27,29.829999923706055
2018-03-28,29.8700008392334
2018-03-29,30.239999771118164
2018-04-02,29.780000686645508
2018-04-03,29.979999542236328
2018-04-04,30.010000228881836
2018-04-05,30.510000228881836
2018-04-06,30.309999465942383
2018-04-09,30.68000030517578
2018-04-10,30.920000076293945
2018-04-11,30.700000762939453
2018-04-12,30.988000869750977
2018-04-13,31.049999237060547
2018-04-16,31.114999771118164
2018-04-17,31.489999771118164
2018-04-18,31.540000915527344
2018-04-19,31.31999969482422
2018-04-20,31.1200008392334
2018-04-23,31.094999313354492
2018-04-24,30.729999542236328
2018-04-25,30.56999969482422
2018-04-26,30.639999389648438
2018-04-27,30.940000534057617
2018-04-30,30.68000030517578
2018-05-01,30.440000534057617
2018-05-02,31.083999633789062
2018-05-03,30.948999404907227
2018-05-04,31.020000457763672
2018-05-07,31.15999984741211
2018-05-08,30.90999984741211
2018-05-09,31.094999313354492
2018-05-10,31.350000381469727
2018-05-11,31.34000015258789
2018-05-14,31.316999435424805
2018-05-15,31.06999969482422
2018-05-16,31.020000457763672
2018-05-17,31.170000076293945
2018-05-18,31.020000457763672
2018-05-21,31.25
2018-05-22,31.329999923706055
2018-05-23,30.69099998474121
2018-05-24,30.46299934387207
2018-05-25,30.43000030517578
2018-05-29,29.5
2018-05-30,30.219999313354492
2018-05-31,29.709999084472656
2018-06-01,30.0
2018-06-04,30.18000030517578
2018-06-05,30.23699951171875
2018-06-06,30.58799934387207
2018-06-07,30.290000915527344
2018-06-08,30.420000076293945
2018-06-11,30.610000610351562
2018-06-12,30.59000015258789
2018-06-13,30.559999465942383
2018-06-14,30.739999771118164
2018-06-15,30.549999237060547
2018-06-18,30.094999313354492
2018-06-19,29.777999877929688
2018-06-20,29.3799991607666
2018-06-21,29.010000228881836
2018-06-22,29.360000610351562
2018-06-25,28.790000915527344
2018-06-26,28.600000381469727
2018-06-27,28.450000762939453
2018-06-28,28.270000457763672
2018-06-29,28.709999084472656
2018-07-02,28.565000534057617
2018-07-03,28.65399932861328
2018-07-05,29.13800048828125
2018-07-06,29.219999313354492
2018-07-09,29.43000030517578
2018-07-10,29.582000732421875
2018-07-11,28.959999084472656
2018-07-12,29.15999984741211
2018-07-13,29.09000015258789
2018-07-16,29.405000686645508
2018-07-17,29.56999969482422
2018-07-18,29.610000610351562
2018-07-19,29.440000534057617
2018-07-20,29.3700008392334
