,AEPPL
2019-08-20,55.9900016784668
2019-08-21,56.18000030517578
2019-08-22,56.27000045776367
2019-08-23,55.79999923706055
2019-08-26,55.880001068115234
2019-08-27,56.0
2019-08-28,55.689998626708984
2019-08-29,56.2400016784668
2019-08-30,56.380001068115234
2019-09-03,56.744998931884766
2019-09-04,56.86000061035156
2019-09-05,56.189998626708984
2019-09-06,56.0099983215332
2019-09-09,55.959999084472656
2019-09-10,55.77000045776367
2019-09-11,55.915000915527344
2019-09-12,55.20000076293945
2019-09-13,55.150001525878906
2019-09-16,54.9900016784668
2019-09-17,55.45000076293945
2019-09-18,55.7400016784668
2019-09-19,55.77000045776367
2019-09-20,55.540000915527344
2019-09-23,55.7400016784668
2019-09-24,56.11000061035156
2019-09-25,55.5
2019-09-26,55.689998626708984
2019-09-27,55.599998474121094
2019-09-30,55.08000183105469
2019-10-01,54.900001525878906
2019-10-02,54.46699905395508
2019-10-03,54.61000061035156
2019-10-04,54.970001220703125
2019-10-07,54.83000183105469
2019-10-08,54.5
2019-10-09,55.14500045776367
2019-10-10,54.599998474121094
2019-10-11,54.38999938964844
2019-10-14,54.290000915527344
2019-10-15,54.189998626708984
2019-10-16,54.47999954223633
2019-10-17,54.58000183105469
2019-10-18,55.220001220703125
2019-10-21,55.29999923706055
2019-10-22,55.2400016784668
2019-10-23,55.2400016784668
2019-10-24,55.90999984741211
2019-10-25,55.43000030517578
2019-10-28,54.869998931884766
2019-10-29,54.779998779296875
2019-10-30,54.95000076293945
2019-10-31,54.9900016784668
2019-11-01,54.7599983215332
2019-11-04,54.369998931884766
2019-11-05,53.880001068115234
2019-11-06,53.93000030517578
2019-11-07,52.79999923706055
2019-11-08,52.47999954223633
2019-11-11,52.47999954223633
2019-11-12,52.709999084472656
2019-11-13,53.29999923706055
2019-11-14,53.27000045776367
2019-11-15,53.09000015258789
2019-11-18,53.189998626708984
2019-11-19,53.45000076293945
2019-11-20,53.650001525878906
2019-11-21,53.4900016784668
2019-11-22,53.77000045776367
2019-11-25,53.349998474121094
2019-11-26,53.560001373291016
2019-11-27,53.599998474121094
2019-11-29,53.209999084472656
2019-12-02,53.130001068115234
2019-12-03,53.130001068115234
2019-12-04,53.70000076293945
2019-12-05,53.70000076293945
2019-12-06,53.86000061035156
2019-12-09,53.65999984741211
2019-12-10,53.54999923706055
2019-12-11,53.779998779296875
2019-12-12,52.72999954223633
2019-12-13,53.13999938964844
2019-12-16,53.4900016784668
2019-12-17,53.540000915527344
2019-12-18,53.7599983215332
2019-12-19,53.869998931884766
2019-12-20,54.22999954223633
2019-12-23,53.599998474121094
2019-12-24,53.7599983215332
2019-12-26,53.65299987792969
2019-12-27,53.939998626708984
2019-12-30,53.88999938964844
2019-12-31,54.130001068115234
2020-01-02,53.720001220703125
2020-01-03,53.75
2020-01-06,53.90999984741211
2020-01-07,53.900001525878906
2020-01-08,53.619998931884766
2020-01-09,53.81999969482422
2020-01-10,54.13999938964844
2020-01-13,54.220001220703125
2020-01-14,54.45000076293945
2020-01-15,54.900001525878906
2020-01-16,55.13999938964844
2020-01-17,55.91999816894531
2020-01-21,56.02899932861328
2020-01-22,56.32500076293945
2020-01-23,56.720001220703125
2020-01-24,57.130001068115234
2020-01-27,57.06999969482422
2020-01-28,57.349998474121094
2020-01-29,57.61000061035156
2020-01-30,58.06999969482422
2020-01-31,58.0
2020-02-03,58.11000061035156
2020-02-04,57.439998626708984
2020-02-05,57.20000076293945
2020-02-06,57.310001373291016
2020-02-07,57.209999084472656
2020-02-10,57.84000015258789
2020-02-11,57.88999938964844
2020-02-12,57.56999969482422
2020-02-13,58.189998626708984
2020-02-14,58.529998779296875
2020-02-18,58.72999954223633
2020-02-19,58.04999923706055
2020-02-20,57.90999984741211
2020-02-21,57.459999084472656
2020-02-24,56.84000015258789
2020-02-25,56.189998626708984
2020-02-26,55.599998474121094
2020-02-27,53.40999984741211
2020-02-28,51.880001068115234
2020-03-02,54.060001373291016
2020-03-03,55.08000183105469
2020-03-04,57.099998474121094
2020-03-05,56.27000045776367
2020-03-06,55.540000915527344
2020-03-09,54.70000076293945
2020-03-10,54.314998626708984
2020-03-11,50.0
2020-03-12,46.7400016784668
2020-03-13,49.72999954223633
2020-03-16,46.58000183105469
2020-03-17,53.900001525878906
2020-03-18,49.029998779296875
2020-03-19,42.5099983215332
2020-03-20,41.529998779296875
2020-03-23,41.250999450683594
2020-03-24,42.779998779296875
2020-03-25,45.40999984741211
2020-03-26,49.05400085449219
2020-03-27,50.310001373291016
2020-03-30,50.70000076293945
2020-03-31,48.25
2020-04-01,46.9900016784668
2020-04-02,47.97999954223633
2020-04-03,45.7599983215332
2020-04-06,48.599998474121094
2020-04-07,48.709999084472656
2020-04-08,50.02000045776367
2020-04-09,52.08000183105469
2020-04-13,50.58000183105469
2020-04-14,52.02000045776367
2020-04-15,50.66999816894531
2020-04-16,50.810001373291016
2020-04-17,52.209999084472656
2020-04-20,50.5
2020-04-21,50.18000030517578
2020-04-22,51.45000076293945
2020-04-23,50.65999984741211
2020-04-24,50.900001525878906
2020-04-27,51.43000030517578
2020-04-28,51.790000915527344
2020-04-29,51.099998474121094
2020-04-30,50.79999923706055
2020-05-01,50.369998931884766
2020-05-04,50.77399826049805
2020-05-05,51.189998626708984
2020-05-06,49.560001373291016
2020-05-07,49.560001373291016
2020-05-08,49.630001068115234
2020-05-11,49.720001220703125
2020-05-12,49.0
2020-05-13,49.2599983215332
2020-05-14,49.06999969482422
2020-05-15,48.70000076293945
2020-05-18,49.869998931884766
2020-05-19,48.4900016784668
2020-05-20,49.20000076293945
2020-05-21,48.880001068115234
2020-05-22,48.994998931884766
2020-05-26,50.470001220703125
2020-05-27,50.459999084472656
2020-05-28,52.189998626708984
2020-05-29,52.279998779296875
2020-06-01,52.959999084472656
2020-06-02,52.83000183105469
2020-06-03,53.09000015258789
2020-06-04,51.91999816894531
2020-06-05,52.66999816894531
2020-06-08,53.68000030517578
2020-06-09,53.04999923706055
2020-06-10,52.75
2020-06-11,48.79999923706055
2020-06-12,49.63999938964844
2020-06-15,49.400001525878906
2020-06-16,49.4370002746582
2020-06-17,49.77000045776367
2020-06-18,49.529998779296875
2020-06-19,50.18000030517578
2020-06-22,49.0
2020-06-23,48.97999954223633
2020-06-24,48.9900016784668
2020-06-25,48.779998779296875
2020-06-26,47.72999954223633
2020-06-29,48.16999816894531
2020-06-30,48.40999984741211
2020-07-01,49.75
2020-07-02,49.75
2020-07-06,49.91999816894531
2020-07-07,49.650001525878906
2020-07-08,49.83000183105469
2020-07-09,49.380001068115234
2020-07-10,50.540000915527344
2020-07-13,50.900001525878906
2020-07-14,51.11000061035156
2020-07-15,50.81999969482422
2020-07-16,50.810001373291016
2020-07-17,52.13999938964844
2020-07-20,51.4900016784668
2020-07-21,52.02000045776367
2020-07-22,52.220001220703125
2020-07-23,52.66999816894531
2020-07-24,52.599998474121094
2020-07-27,49.630001068115234
2020-07-28,50.900001525878906
2020-07-29,51.060001373291016
2020-07-30,51.36000061035156
2020-07-31,51.599998474121094
2020-08-03,51.20000076293945
2020-08-04,51.21500015258789
2020-08-05,51.04999923706055
2020-08-06,51.03300094604492
2020-08-07,52.0
2020-08-10,51.83000183105469
2020-08-11,50.150001525878906
2020-08-12,50.900001525878906
2020-08-13,50.52000045776367
2020-08-14,50.2400016784668
2020-08-17,49.51100158691406
2020-08-18,49.52000045776367
2020-08-19,49.279998779296875
2020-08-20,48.619998931884766
2020-08-21,48.334999084472656
2020-08-24,49.43000030517578
2020-08-25,48.9900016784668
2020-08-26,48.38999938964844
2020-08-27,48.369998931884766
2020-08-28,48.36000061035156
2020-08-31,48.15999984741211
2020-09-01,47.9900016784668
2020-09-02,49.22999954223633
2020-09-03,48.68000030517578
2020-09-04,48.81999969482422
2020-09-08,48.540000915527344
2020-09-09,49.119998931884766
2020-09-10,48.189998626708984
2020-09-11,47.849998474121094
2020-09-14,48.52000045776367
2020-09-15,48.058998107910156
2020-09-16,47.79999923706055
2020-09-17,47.869998931884766
2020-09-18,47.689998626708984
2020-09-21,47.790000915527344
2020-09-22,47.810001373291016
2020-09-23,47.630001068115234
2020-09-24,48.27199935913086
2020-09-25,48.2400016784668
2020-09-28,48.040000915527344
2020-09-29,48.189998626708984
2020-09-30,48.5099983215332
2020-10-01,49.20000076293945
2020-10-02,50.060001373291016
2020-10-05,50.63999938964844
2020-10-06,51.5
2020-10-07,51.72999954223633
2020-10-08,52.150001525878906
2020-10-09,52.15999984741211
2020-10-12,52.4900016784668
2020-10-13,52.119998931884766
2020-10-14,52.09000015258789
2020-10-15,52.2599983215332
2020-10-16,52.58000183105469
2020-10-19,53.130001068115234
2020-10-20,52.560001373291016
2020-10-21,52.505001068115234
2020-10-22,52.8849983215332
2020-10-23,53.130001068115234
2020-10-26,53.400001525878906
2020-10-27,53.09000015258789
2020-10-28,52.470001220703125
2020-10-29,52.439998626708984
2020-10-30,53.38999938964844
2020-11-02,52.709999084472656
2020-11-03,52.7400016784668
2020-11-04,52.459999084472656
2020-11-05,52.63999938964844
2020-11-06,52.400001525878906
2020-11-09,52.779998779296875
2020-11-10,53.02000045776367
2020-11-11,53.0099983215332
2020-11-12,52.064998626708984
2020-11-13,52.630001068115234
2020-11-16,53.34000015258789
2020-11-17,51.279998779296875
2020-11-18,50.29999923706055
2020-11-19,49.709999084472656
2020-11-20,49.900001525878906
2020-11-23,50.209999084472656
2020-11-24,50.79999923706055
2020-11-25,51.0
2020-11-27,50.869998931884766
2020-11-30,50.529998779296875
2020-12-01,50.97999954223633
2020-12-02,50.900001525878906
2020-12-03,50.599998474121094
2020-12-04,49.79999923706055
2020-12-07,50.41999816894531
2020-12-08,50.20000076293945
2020-12-09,50.22999954223633
2020-12-10,49.869998931884766
2020-12-11,49.41999816894531
2020-12-14,49.029998779296875
2020-12-15,49.5099983215332
2020-12-16,49.29499816894531
2020-12-17,49.900001525878906
2020-12-18,49.2400016784668
2020-12-21,49.16999816894531
2020-12-22,48.86000061035156
2020-12-23,48.63999938964844
2020-12-24,49.02000045776367
2020-12-28,48.97999954223633
2020-12-29,48.880001068115234
2020-12-30,48.9900016784668
2020-12-31,50.099998474121094
2021-01-04,49.33000183105469
2021-01-05,49.310001373291016
2021-01-06,49.2400016784668
2021-01-07,48.720001220703125
2021-01-08,48.41999816894531
2021-01-11,48.0
2021-01-12,47.790000915527344
2021-01-13,47.970001220703125
2021-01-14,47.58000183105469
2021-01-15,48.15999984741211
2021-01-19,48.540000915527344
2021-01-20,48.43000030517578
2021-01-21,48.369998931884766
2021-01-22,48.470001220703125
2021-01-25,48.4900016784668
2021-01-26,48.18000030517578
2021-01-27,47.54999923706055
2021-01-28,47.54999923706055
2021-01-29,47.720001220703125
2021-02-01,47.63999938964844
2021-02-02,48.099998474121094
2021-02-03,47.83000183105469
2021-02-04,48.099998474121094
2021-02-05,48.29999923706055
2021-02-08,48.08000183105469
2021-02-09,47.72999954223633
2021-02-10,47.40999984741211
2021-02-11,46.95000076293945
2021-02-12,46.61000061035156
2021-02-16,46.58000183105469
2021-02-17,46.650001525878906
2021-02-18,47.36000061035156
2021-02-19,46.88999938964844
2021-02-22,45.88999938964844
2021-02-23,46.529998779296875
2021-02-24,46.220001220703125
2021-02-25,45.83000183105469
2021-02-26,45.349998474121094
2021-03-01,46.0
2021-03-02,45.849998474121094
2021-03-03,45.93000030517578
2021-03-04,46.22999954223633
2021-03-05,46.91999816894531
2021-03-08,47.540000915527344
2021-03-09,47.720001220703125
2021-03-10,47.959999084472656
2021-03-11,46.75
2021-03-12,47.18000030517578
2021-03-15,47.5099983215332
2021-03-16,48.02000045776367
2021-03-17,47.529998779296875
2021-03-18,47.529998779296875
2021-03-19,48.11000061035156
2021-03-22,47.95000076293945
2021-03-23,48.33000183105469
2021-03-24,48.529998779296875
2021-03-25,48.5
2021-03-26,48.720001220703125
2021-03-29,48.970001220703125
2021-03-30,48.5099983215332
2021-03-31,48.2599983215332
2021-04-01,48.84000015258789
2021-04-05,49.150001525878906
2021-04-06,49.27000045776367
2021-04-07,49.29999923706055
2021-04-08,48.95000076293945
2021-04-09,49.0
2021-04-12,49.04999923706055
2021-04-13,49.029998779296875
2021-04-14,49.130001068115234
2021-04-15,49.54999923706055
2021-04-16,49.91999816894531
2021-04-19,49.959999084472656
2021-04-20,50.459999084472656
2021-04-21,50.52000045776367
2021-04-22,50.0099983215332
2021-04-23,49.91999816894531
2021-04-26,49.95000076293945
2021-04-27,49.84000015258789
2021-04-28,49.630001068115234
2021-04-29,50.119998931884766
2021-04-30,50.189998626708984
2021-05-03,50.130001068115234
2021-05-04,50.119998931884766
2021-05-05,49.95000076293945
2021-05-06,50.040000915527344
2021-05-07,50.18000030517578
2021-05-10,50.11000061035156
2021-05-11,49.939998626708984
2021-05-12,49.27000045776367
2021-05-13,49.91999816894531
2021-05-14,50.060001373291016
