,FCAL
2017-06-27,50.060001373291016
2017-06-28,50.04999923706055
2017-06-29,50.04999923706055
2017-06-30,50.04999923706055
2017-07-03,50.04999923706055
2017-07-05,50.04999923706055
2017-07-06,49.810001373291016
2017-07-07,49.810001373291016
2017-07-10,49.810001373291016
2017-07-11,49.810001373291016
2017-07-12,49.89400100708008
2017-07-13,49.89400100708008
2017-07-14,49.89400100708008
2017-07-17,50.11000061035156
2017-07-18,50.130001068115234
2017-07-19,50.130001068115234
2017-07-20,50.290000915527344
2017-07-21,50.290000915527344
2017-07-24,50.31999969482422
2017-07-25,50.31999969482422
2017-07-26,50.31999969482422
2017-07-27,50.31999969482422
2017-07-28,50.268001556396484
2017-07-31,50.290000915527344
2017-08-01,50.27000045776367
2017-08-02,50.27000045776367
2017-08-03,50.36000061035156
2017-08-04,50.42399978637695
2017-08-07,50.5
2017-08-08,50.5
2017-08-09,50.481998443603516
2017-08-10,50.481998443603516
2017-08-11,50.481998443603516
2017-08-14,50.481998443603516
2017-08-15,51.060001373291016
2017-08-16,50.720001220703125
2017-08-17,50.61199951171875
2017-08-18,50.61199951171875
2017-08-21,50.61199951171875
2017-08-22,50.54999923706055
2017-08-23,50.65999984741211
2017-08-24,50.52000045776367
2017-08-25,50.595001220703125
2017-08-28,50.595001220703125
2017-08-29,50.66999816894531
2017-08-30,50.66999816894531
2017-08-31,50.79999923706055
2017-09-01,50.744998931884766
2017-09-05,50.84000015258789
2017-09-06,50.84000015258789
2017-09-07,50.90999984741211
2017-09-08,50.90999984741211
2017-09-11,50.88999938964844
2017-09-12,50.959999084472656
2017-09-13,50.810001373291016
2017-09-14,50.88999938964844
2017-09-15,50.880001068115234
2017-09-18,50.814998626708984
2017-09-19,50.814998626708984
2017-09-20,50.709999084472656
2017-09-21,50.7400016784668
2017-09-22,50.7400016784668
2017-09-25,50.7400016784668
2017-09-26,50.71900177001953
2017-09-27,50.56999969482422
2017-09-28,50.56999969482422
2017-09-29,50.59000015258789
2017-10-02,50.59000015258789
2017-10-03,50.59000015258789
2017-10-04,50.619998931884766
2017-10-05,50.58000183105469
2017-10-06,50.5
2017-10-09,50.5
2017-10-10,50.599998474121094
2017-10-11,50.630001068115234
2017-10-12,50.630001068115234
2017-10-13,50.5989990234375
2017-10-16,50.722999572753906
2017-10-17,50.79999923706055
2017-10-18,50.79999923706055
2017-10-19,50.90999984741211
2017-10-20,50.75
2017-10-23,50.810001373291016
2017-10-24,50.79100036621094
2017-10-25,50.79100036621094
2017-10-26,50.68899917602539
2017-10-27,50.650001525878906
2017-10-30,50.66999816894531
2017-10-31,50.68000030517578
2017-11-01,50.70000076293945
2017-11-02,50.61000061035156
2017-11-03,50.95000076293945
2017-11-06,50.88999938964844
2017-11-07,50.86000061035156
2017-11-08,50.86000061035156
2017-11-09,50.86000061035156
2017-11-10,50.95000076293945
2017-11-13,50.95000076293945
2017-11-14,50.95000076293945
2017-11-15,50.88999938964844
2017-11-16,50.88999938964844
2017-11-17,50.88999938964844
2017-11-20,51.108001708984375
2017-11-21,51.108001708984375
2017-11-22,50.784000396728516
2017-11-24,50.784000396728516
2017-11-27,50.70000076293945
2017-11-28,50.742000579833984
2017-11-29,50.66999816894531
2017-11-30,50.66999816894531
2017-12-01,50.79999923706055
2017-12-04,50.900001525878906
2017-12-05,51.099998474121094
2017-12-06,51.27000045776367
2017-12-07,51.48099899291992
2017-12-08,51.099998474121094
2017-12-11,51.025001525878906
2017-12-12,51.025001525878906
2017-12-13,50.95000076293945
2017-12-14,50.95000076293945
2017-12-15,51.2599983215332
2017-12-18,51.18299865722656
2017-12-19,51.0
2017-12-20,51.0
2017-12-21,51.0
2017-12-22,51.13999938964844
2017-12-26,51.13999938964844
2017-12-27,51.13999938964844
2017-12-28,51.43000030517578
2017-12-29,51.58000183105469
2018-01-02,51.220001220703125
2018-01-03,51.494998931884766
2018-01-04,51.5
2018-01-05,51.29999923706055
2018-01-08,51.2599983215332
2018-01-09,50.959999084472656
2018-01-10,51.060001373291016
2018-01-11,50.917999267578125
2018-01-12,50.917999267578125
2018-01-16,50.939998626708984
2018-01-17,50.939998626708984
2018-01-18,50.974998474121094
2018-01-19,50.939998626708984
2018-01-22,50.91999816894531
2018-01-23,50.810001373291016
2018-01-24,50.696998596191406
2018-01-25,50.709999084472656
2018-01-26,50.715999603271484
2018-01-29,50.474998474121094
2018-01-30,50.53200149536133
2018-01-31,50.417999267578125
2018-02-01,50.400001525878906
2018-02-02,50.400001525878906
2018-02-05,50.400001525878906
2018-02-06,50.290000915527344
2018-02-07,50.41999816894531
2018-02-08,50.08000183105469
2018-02-09,50.08000183105469
2018-02-12,50.400001525878906
2018-02-13,50.400001525878906
2018-02-14,50.20399856567383
2018-02-15,50.0099983215332
2018-02-16,50.0099983215332
2018-02-20,49.93000030517578
2018-02-21,49.849998474121094
2018-02-22,49.849998474121094
2018-02-23,49.849998474121094
2018-02-26,50.04999923706055
2018-02-27,49.83000183105469
2018-02-28,49.90999984741211
2018-03-01,50.04999923706055
2018-03-02,49.880001068115234
2018-03-05,49.880001068115234
2018-03-06,49.880001068115234
2018-03-07,50.119998931884766
2018-03-08,50.09000015258789
2018-03-09,49.935001373291016
2018-03-12,50.09000015258789
2018-03-13,50.00400161743164
2018-03-14,49.994998931884766
2018-03-15,49.9900016784668
2018-03-16,50.029998779296875
2018-03-19,50.119998931884766
2018-03-20,50.15999984741211
2018-03-21,50.18000030517578
2018-03-22,50.15999984741211
2018-03-23,50.15999984741211
2018-03-26,50.099998474121094
2018-03-27,50.220001220703125
2018-03-28,50.11000061035156
2018-03-29,50.29999923706055
2018-04-02,50.29999923706055
2018-04-03,50.28499984741211
2018-04-04,50.33000183105469
2018-04-05,50.16299819946289
2018-04-06,50.2400016784668
2018-04-09,50.14500045776367
2018-04-10,50.117000579833984
2018-04-11,50.400001525878906
2018-04-12,50.422000885009766
2018-04-13,50.422000885009766
2018-04-16,50.36800003051758
2018-04-17,50.36000061035156
2018-04-18,50.36000061035156
2018-04-19,50.119998931884766
2018-04-20,50.11399841308594
2018-04-23,50.279998779296875
2018-04-24,50.0
2018-04-25,49.689998626708984
2018-04-26,49.689998626708984
2018-04-27,49.83399963378906
2018-04-30,49.939998626708984
2018-05-01,49.9900016784668
2018-05-02,50.060001373291016
2018-05-03,49.95000076293945
2018-05-04,50.29999923706055
2018-05-07,50.02000045776367
2018-05-08,50.02000045776367
2018-05-09,50.242000579833984
2018-05-10,50.12200164794922
2018-05-11,50.29800033569336
2018-05-14,50.29800033569336
2018-05-15,50.29800033569336
2018-05-16,49.90999984741211
2018-05-17,50.22999954223633
2018-05-18,50.141998291015625
2018-05-21,50.141998291015625
2018-05-22,49.959999084472656
2018-05-23,49.959999084472656
2018-05-24,50.099998474121094
2018-05-25,50.099998474121094
2018-05-29,50.25
2018-05-30,50.202999114990234
2018-05-31,50.380001068115234
2018-06-01,50.279998779296875
2018-06-04,50.04999923706055
2018-06-05,50.380001068115234
2018-06-06,50.31999969482422
2018-06-07,50.31999969482422
2018-06-08,50.25600051879883
2018-06-11,50.23500061035156
2018-06-12,50.099998474121094
2018-06-13,50.15999984741211
2018-06-14,50.34000015258789
2018-06-15,50.290000915527344
2018-06-18,50.38999938964844
2018-06-19,50.380001068115234
2018-06-20,50.34199905395508
2018-06-21,50.0
2018-06-22,50.16999816894531
2018-06-25,50.0
2018-06-26,50.21500015258789
2018-06-27,50.21500015258789
2018-06-28,50.255001068115234
2018-06-29,50.255001068115234
2018-07-02,50.255001068115234
2018-07-03,50.0099983215332
2018-07-05,50.4109992980957
2018-07-06,50.4109992980957
2018-07-09,50.5
2018-07-10,50.529998779296875
2018-07-11,50.520999908447266
2018-07-12,50.5
2018-07-13,50.369998931884766
2018-07-16,50.400001525878906
2018-07-17,50.400001525878906
2018-07-18,50.349998474121094
2018-07-19,50.47999954223633
2018-07-20,50.4630012512207
2018-07-23,50.185001373291016
2018-07-24,50.45000076293945
2018-07-25,50.45000076293945
2018-07-26,50.25
2018-07-27,50.25
2018-07-30,50.22999954223633
2018-07-31,50.22999954223633
2018-08-01,50.22999954223633
2018-08-02,50.119998931884766
2018-08-03,50.11000061035156
2018-08-06,50.069000244140625
2018-08-07,50.053001403808594
2018-08-08,50.400001525878906
2018-08-09,50.332000732421875
2018-08-10,50.534000396728516
2018-08-13,50.47600173950195
2018-08-14,50.33000183105469
2018-08-15,50.279998779296875
2018-08-16,50.323001861572266
2018-08-17,50.4900016784668
2018-08-20,50.33000183105469
2018-08-21,50.20000076293945
2018-08-22,50.37200164794922
2018-08-23,50.37200164794922
2018-08-24,50.37300109863281
2018-08-27,50.29999923706055
2018-08-28,50.37699890136719
2018-08-29,50.37900161743164
2018-08-30,50.37900161743164
2018-08-31,50.39799880981445
2018-09-04,50.39799880981445
2018-09-05,50.25
2018-09-06,50.275001525878906
2018-09-07,50.09000015258789
2018-09-10,50.167999267578125
2018-09-11,50.167999267578125
2018-09-12,50.13800048828125
2018-09-13,50.18000030517578
2018-09-14,50.02399826049805
2018-09-17,50.11000061035156
2018-09-18,50.08000183105469
2018-09-19,49.84600067138672
2018-09-20,49.84600067138672
2018-09-21,49.91699981689453
2018-09-24,49.95000076293945
2018-09-25,49.95000076293945
2018-09-26,49.95000076293945
2018-09-27,49.84000015258789
2018-09-28,49.84000015258789
2018-10-01,49.82600021362305
2018-10-02,49.82600021362305
2018-10-03,49.77799987792969
2018-10-04,49.599998474121094
2018-10-05,49.66999816894531
2018-10-08,49.720001220703125
2018-10-09,49.51599884033203
2018-10-10,49.5
2018-10-11,49.5
2018-10-12,49.50400161743164
2018-10-15,49.457000732421875
2018-10-16,49.3650016784668
2018-10-17,49.439998626708984
2018-10-18,49.29999923706055
2018-10-19,49.35100173950195
2018-10-22,49.31999969482422
2018-10-23,49.46099853515625
2018-10-24,49.46099853515625
2018-10-25,49.51900100708008
2018-10-26,49.41899871826172
2018-10-29,49.31999969482422
2018-10-30,49.31999969482422
2018-10-31,49.24599838256836
2018-11-01,49.24599838256836
2018-11-02,49.209999084472656
2018-11-05,49.20199966430664
2018-11-06,49.0359992980957
2018-11-07,49.229000091552734
2018-11-08,49.15999984741211
2018-11-09,49.354000091552734
2018-11-12,49.150001525878906
2018-11-13,49.369998931884766
2018-11-14,49.369998931884766
2018-11-15,49.250999450683594
2018-11-16,49.250999450683594
2018-11-19,49.529998779296875
2018-11-20,49.584999084472656
2018-11-21,49.29100036621094
2018-11-23,49.52000045776367
2018-11-26,49.38999938964844
2018-11-27,49.375999450683594
2018-11-28,49.375999450683594
2018-11-29,49.520999908447266
2018-11-30,49.560001373291016
2018-12-03,49.630001068115234
2018-12-04,49.650001525878906
2018-12-06,49.66999816894531
2018-12-07,49.91999816894531
2018-12-10,49.970001220703125
2018-12-11,49.69200134277344
2018-12-12,49.69200134277344
2018-12-13,49.77199935913086
2018-12-14,49.880001068115234
2018-12-17,49.88399887084961
2018-12-18,49.79399871826172
2018-12-19,49.90999984741211
2018-12-20,49.71500015258789
2018-12-21,50.09600067138672
2018-12-24,50.09600067138672
2018-12-26,49.80500030517578
2018-12-27,49.80500030517578
2018-12-28,50.2400016784668
2018-12-31,50.209999084472656
2019-01-02,50.07099914550781
2019-01-03,50.07099914550781
2019-01-04,49.95000076293945
2019-01-07,50.0
2019-01-08,50.124000549316406
2019-01-09,49.95000076293945
2019-01-10,50.220001220703125
2019-01-11,50.04999923706055
2019-01-14,50.06999969482422
2019-01-15,49.91400146484375
2019-01-16,50.17399978637695
2019-01-17,50.0
2019-01-18,50.034000396728516
2019-01-22,50.20399856567383
2019-01-23,49.98500061035156
2019-01-24,49.98500061035156
2019-01-25,49.97999954223633
2019-01-28,49.970001220703125
2019-01-29,49.9379997253418
2019-01-30,49.994998931884766
2019-01-31,50.119998931884766
2019-02-01,50.119998931884766
2019-02-04,50.09600067138672
2019-02-05,50.1349983215332
2019-02-06,50.1349983215332
2019-02-07,50.21500015258789
2019-02-08,50.323001861572266
2019-02-11,50.31800079345703
2019-02-12,50.3380012512207
2019-02-13,50.27000045776367
2019-02-14,50.43600082397461
2019-02-15,50.41999816894531
2019-02-19,50.5
2019-02-20,50.50699996948242
2019-02-21,50.40999984741211
2019-02-22,50.33700180053711
2019-02-25,50.400001525878906
2019-02-26,50.54499816894531
2019-02-27,50.505001068115234
2019-02-28,50.45000076293945
2019-03-01,50.45000076293945
2019-03-04,50.619998931884766
2019-03-05,50.619998931884766
2019-03-06,50.630001068115234
2019-03-07,50.630001068115234
2019-03-08,50.7599983215332
2019-03-11,50.779998779296875
2019-03-12,50.779998779296875
2019-03-13,50.790000915527344
2019-03-14,50.77299880981445
2019-03-15,50.869998931884766
2019-03-18,50.79999923706055
2019-03-19,50.8650016784668
2019-03-20,50.97999954223633
2019-03-21,50.71799850463867
2019-03-22,51.119998931884766
2019-03-25,50.959999084472656
2019-03-26,51.150001525878906
2019-03-27,51.27000045776367
2019-03-28,51.29999923706055
2019-03-29,51.38999938964844
2019-04-01,51.0989990234375
2019-04-02,51.222999572753906
2019-04-03,51.20000076293945
2019-04-04,51.29899978637695
2019-04-05,51.21500015258789
2019-04-08,51.2400016784668
2019-04-09,51.150001525878906
2019-04-10,51.244998931884766
2019-04-11,51.244998931884766
2019-04-12,51.2239990234375
2019-04-15,51.599998474121094
2019-04-16,51.231998443603516
2019-04-17,51.2400016784668
2019-04-18,51.33000183105469
2019-04-22,51.30799865722656
2019-04-23,51.20000076293945
2019-04-24,51.31999969482422
2019-04-25,51.316001892089844
2019-04-26,51.41999816894531
2019-04-29,51.46500015258789
2019-04-30,51.5
2019-05-01,51.45000076293945
2019-05-02,51.33000183105469
2019-05-03,51.5
2019-05-06,51.59000015258789
2019-05-07,51.650001525878906
2019-05-08,51.560001373291016
2019-05-09,51.70000076293945
2019-05-10,51.81999969482422
2019-05-13,51.94900131225586
2019-05-14,51.90999984741211
2019-05-15,52.0099983215332
2019-05-16,52.06700134277344
2019-05-17,52.1349983215332
2019-05-20,52.20000076293945
2019-05-21,51.869998931884766
2019-05-22,51.875
2019-05-23,51.9739990234375
2019-05-24,52.0
2019-05-28,52.04999923706055
2019-05-29,52.060001373291016
2019-05-30,52.13999938964844
2019-05-31,52.20100021362305
2019-06-03,52.3129997253418
2019-06-04,52.28300094604492
2019-06-05,52.29800033569336
2019-06-06,52.209999084472656
2019-06-07,52.30099868774414
2019-06-10,52.27899932861328
2019-06-11,52.31999969482422
2019-06-12,52.31100082397461
2019-06-13,52.327999114990234
2019-06-14,52.20100021362305
2019-06-17,52.20100021362305
2019-06-18,52.25
2019-06-19,52.20000076293945
2019-06-20,52.33000183105469
2019-06-21,52.224998474121094
2019-06-24,52.37200164794922
2019-06-25,52.38999938964844
2019-06-26,52.43000030517578
2019-06-27,52.395999908447266
2019-06-28,52.45000076293945
2019-07-01,52.22999954223633
2019-07-02,52.38100051879883
2019-07-03,52.53099822998047
2019-07-05,52.2599983215332
2019-07-08,52.37900161743164
2019-07-09,52.540000915527344
2019-07-10,52.68000030517578
2019-07-11,52.58300018310547
2019-07-12,52.70000076293945
2019-07-15,52.70000076293945
2019-07-16,52.527000427246094
2019-07-17,52.709999084472656
2019-07-18,52.779998779296875
2019-07-19,52.75
2019-07-22,52.81999969482422
2019-07-23,52.689998626708984
2019-07-24,52.79999923706055
2019-07-25,52.683998107910156
2019-07-26,52.7599983215332
2019-07-29,52.79999923706055
2019-07-30,52.779998779296875
2019-07-31,52.77000045776367
2019-08-01,52.88999938964844
2019-08-02,52.941001892089844
2019-08-05,53.209999084472656
2019-08-06,53.154998779296875
2019-08-07,53.310001373291016
2019-08-08,53.36000061035156
2019-08-09,53.29999923706055
2019-08-12,53.52000045776367
2019-08-13,53.41999816894531
2019-08-14,53.709999084472656
2019-08-15,53.779998779296875
2019-08-16,53.709999084472656
2019-08-19,53.709999084472656
2019-08-20,53.71200180053711
2019-08-21,53.56999969482422
2019-08-22,53.54999923706055
2019-08-23,53.59400177001953
2019-08-26,53.551998138427734
2019-08-27,53.650001525878906
2019-08-28,53.709999084472656
2019-08-29,53.70399856567383
2019-08-30,53.70000076293945
2019-09-03,53.68299865722656
2019-09-04,53.70600128173828
2019-09-05,53.599998474121094
2019-09-06,53.61000061035156
2019-09-09,53.459999084472656
2019-09-10,53.38999938964844
2019-09-11,53.29100036621094
2019-09-12,53.17499923706055
2019-09-13,53.03799819946289
2019-09-16,53.09000015258789
2019-09-17,53.029998779296875
2019-09-18,53.25
2019-09-19,53.249000549316406
2019-09-20,53.29600143432617
2019-09-23,53.310001373291016
2019-09-24,53.42499923706055
2019-09-25,53.29999923706055
2019-09-26,53.29499816894531
2019-09-27,53.275001525878906
2019-09-30,53.25
2019-10-01,53.340999603271484
2019-10-02,53.354000091552734
2019-10-03,53.534000396728516
2019-10-04,53.52000045776367
2019-10-07,53.560001373291016
2019-10-08,53.65700149536133
2019-10-09,53.66999816894531
2019-10-10,53.66999816894531
2019-10-11,53.402000427246094
2019-10-14,53.505001068115234
2019-10-15,53.400001525878906
2019-10-16,53.369998931884766
2019-10-17,53.297000885009766
2019-10-18,53.29999923706055
2019-10-21,53.2599983215332
2019-10-22,53.13999938964844
2019-10-23,53.119998931884766
2019-10-24,53.099998474121094
2019-10-25,53.12099838256836
2019-10-28,53.11000061035156
2019-10-29,53.060001373291016
2019-10-30,53.069000244140625
2019-10-31,53.25
2019-11-01,53.290000915527344
2019-11-04,53.2599983215332
2019-11-05,53.150001525878906
2019-11-06,53.209999084472656
2019-11-07,52.970001220703125
