,CRMD
2014-05-09,8.699999809265137
2014-05-12,8.199999809265137
2014-05-13,8.100000381469727
2014-05-14,7.650000095367432
2014-05-15,7.849999904632568
2014-05-16,7.75
2014-05-19,7.400000095367432
2014-05-20,7.25
2014-05-21,6.650000095367432
2014-05-22,6.949999809265137
2014-05-23,6.550000190734863
2014-05-27,7.0
2014-05-28,7.099999904632568
2014-05-29,7.0
2014-05-30,7.5
2014-06-02,7.300000190734863
2014-06-03,7.099999904632568
2014-06-04,7.300000190734863
2014-06-05,7.199999809265137
2014-06-06,7.199999809265137
2014-06-09,7.5
2014-06-10,7.300000190734863
2014-06-11,7.75
2014-06-12,7.599999904632568
2014-06-13,7.699999809265137
2014-06-16,7.699999809265137
2014-06-17,8.100000381469727
2014-06-18,7.949999809265137
2014-06-19,7.75
2014-06-20,7.599999904632568
2014-06-23,7.449999809265137
2014-06-24,9.600000381469727
2014-06-25,9.199999809265137
2014-06-26,9.100000381469727
2014-06-27,9.149999618530273
2014-06-30,9.050000190734863
2014-07-01,9.149999618530273
2014-07-02,9.149999618530273
2014-07-03,9.300000190734863
2014-07-07,9.100000381469727
2014-07-08,9.100000381469727
2014-07-09,9.050000190734863
2014-07-10,9.25
2014-07-11,9.399999618530273
2014-07-14,9.350000381469727
2014-07-15,9.100000381469727
2014-07-16,9.100000381469727
2014-07-17,9.0
2014-07-18,8.949999809265137
2014-07-21,9.0
2014-07-22,9.199999809265137
2014-07-23,9.699999809265137
2014-07-24,10.25
2014-07-25,10.25
2014-07-28,10.100000381469727
2014-07-29,9.75
2014-07-30,9.550000190734863
2014-07-31,10.0
2014-08-01,9.399999618530273
2014-08-04,9.399999618530273
2014-08-05,9.699999809265137
2014-08-06,9.850000381469727
2014-08-07,9.800000190734863
2014-08-08,9.800000190734863
2014-08-11,9.850000381469727
2014-08-12,9.600000381469727
2014-08-13,9.399999618530273
2014-08-14,9.699999809265137
2014-08-15,9.949999809265137
2014-08-18,9.949999809265137
2014-08-19,10.449999809265137
2014-08-20,10.449999809265137
2014-08-21,10.199999809265137
2014-08-22,10.300000190734863
2014-08-25,10.350000381469727
2014-08-26,10.050000190734863
2014-08-27,10.149999618530273
2014-08-28,10.0
2014-08-29,10.0
2014-09-02,9.5
2014-09-03,9.5
2014-09-04,9.399999618530273
2014-09-05,9.5
2014-09-08,9.75
2014-09-09,9.25
2014-09-10,9.199999809265137
2014-09-11,9.149999618530273
2014-09-12,8.649999618530273
2014-09-15,8.550000190734863
2014-09-16,8.850000381469727
2014-09-17,8.699999809265137
2014-09-18,8.850000381469727
2014-09-19,9.399999618530273
2014-09-22,9.149999618530273
2014-09-23,9.5
2014-09-24,9.600000381469727
2014-09-25,9.899999618530273
2014-09-26,10.0
2014-09-29,9.550000190734863
2014-09-30,9.399999618530273
2014-10-01,9.050000190734863
2014-10-02,9.050000190734863
2014-10-03,9.100000381469727
2014-10-06,8.550000190734863
2014-10-07,8.25
2014-10-08,8.300000190734863
2014-10-09,8.199999809265137
2014-10-10,7.849999904632568
2014-10-13,7.800000190734863
2014-10-14,7.75
2014-10-15,7.699999809265137
2014-10-16,7.75
2014-10-17,7.449999809265137
2014-10-20,7.449999809265137
2014-10-21,8.300000190734863
2014-10-22,8.949999809265137
2014-10-23,9.25
2014-10-24,9.050000190734863
2014-10-27,9.199999809265137
2014-10-28,9.100000381469727
2014-10-29,9.100000381469727
2014-10-30,9.149999618530273
2014-10-31,9.100000381469727
2014-11-03,9.399999618530273
2014-11-04,9.050000190734863
2014-11-05,8.949999809265137
2014-11-06,8.800000190734863
2014-11-07,8.449999809265137
2014-11-10,8.149999618530273
2014-11-11,8.300000190734863
2014-11-12,8.399999618530273
2014-11-13,7.0
2014-11-14,7.599999904632568
2014-11-17,7.650000095367432
2014-11-18,7.75
2014-11-19,7.199999809265137
2014-11-20,7.699999809265137
2014-11-21,7.449999809265137
2014-11-24,7.300000190734863
2014-11-25,7.25
2014-11-26,7.400000095367432
2014-11-28,7.0
2014-12-01,6.849999904632568
2014-12-02,6.949999809265137
2014-12-03,7.0
2014-12-04,6.900000095367432
2014-12-05,6.800000190734863
2014-12-08,6.650000095367432
2014-12-09,7.25
2014-12-10,7.150000095367432
2014-12-11,7.150000095367432
2014-12-12,6.949999809265137
2014-12-15,6.599999904632568
2014-12-16,6.699999809265137
2014-12-17,7.099999904632568
2014-12-18,7.0
2014-12-19,7.699999809265137
2014-12-22,7.150000095367432
2014-12-23,7.449999809265137
2014-12-24,7.75
2014-12-26,8.399999618530273
2014-12-29,9.0
2014-12-30,9.25
2014-12-31,9.550000190734863
2015-01-02,9.600000381469727
2015-01-05,9.25
2015-01-06,9.25
2015-01-07,9.600000381469727
2015-01-08,9.25
2015-01-09,9.649999618530273
2015-01-12,9.5
2015-01-13,9.949999809265137
2015-01-14,11.399999618530273
2015-01-15,11.800000190734863
2015-01-16,12.050000190734863
2015-01-20,11.800000190734863
2015-01-21,11.449999809265137
2015-01-22,11.199999809265137
2015-01-23,11.199999809265137
2015-01-26,11.149999618530273
2015-01-27,11.199999809265137
2015-01-28,11.550000190734863
2015-01-29,14.199999809265137
2015-01-30,15.5
2015-02-02,16.5
2015-02-03,15.949999809265137
2015-02-04,15.850000381469727
2015-02-05,15.899999618530273
2015-02-06,15.5
2015-02-09,15.350000381469727
2015-02-10,15.149999618530273
2015-02-11,16.0
2015-02-12,16.25
2015-02-13,16.350000381469727
2015-02-17,16.450000762939453
2015-02-18,16.799999237060547
2015-02-19,18.100000381469727
2015-02-20,23.149999618530273
2015-02-23,24.600000381469727
2015-02-24,25.0
2015-02-25,26.0
2015-02-26,26.0
2015-02-27,25.799999237060547
2015-03-02,28.100000381469727
2015-03-03,27.5
2015-03-04,30.799999237060547
2015-03-05,38.79999923706055
2015-03-06,41.25
2015-03-09,43.900001525878906
2015-03-10,45.75
2015-03-11,40.29999923706055
2015-03-12,40.25
2015-03-13,42.0
2015-03-16,40.45000076293945
2015-03-17,43.95000076293945
2015-03-18,41.75
2015-03-19,39.650001525878906
2015-03-20,38.75
2015-03-23,35.900001525878906
2015-03-24,37.25
2015-03-25,37.25
2015-03-26,38.150001525878906
2015-03-27,40.70000076293945
2015-03-30,43.5
2015-03-31,49.20000076293945
2015-04-01,49.349998474121094
2015-04-02,45.400001525878906
2015-04-06,43.900001525878906
2015-04-07,46.20000076293945
2015-04-08,45.54999923706055
2015-04-09,44.20000076293945
2015-04-10,44.79999923706055
2015-04-13,43.650001525878906
2015-04-14,42.5
2015-04-15,42.75
2015-04-16,43.349998474121094
2015-04-17,42.349998474121094
2015-04-20,46.75
2015-04-21,45.70000076293945
2015-04-22,44.29999923706055
2015-04-23,44.150001525878906
2015-04-24,43.04999923706055
2015-04-27,41.150001525878906
2015-04-28,39.5
2015-04-29,39.400001525878906
2015-04-30,37.5
2015-05-01,38.04999923706055
2015-05-04,39.25
2015-05-05,38.0
2015-05-06,37.75
2015-05-07,37.25
2015-05-08,35.75
2015-05-11,31.899999618530273
2015-05-12,33.650001525878906
2015-05-13,32.20000076293945
2015-05-14,32.20000076293945
2015-05-15,31.899999618530273
2015-05-18,30.350000381469727
2015-05-19,30.450000762939453
2015-05-20,30.100000381469727
2015-05-21,30.0
2015-05-22,28.649999618530273
2015-05-26,28.899999618530273
2015-05-27,30.25
2015-05-28,30.100000381469727
2015-05-29,30.450000762939453
2015-06-01,35.5
2015-06-02,34.70000076293945
2015-06-03,34.900001525878906
2015-06-04,32.099998474121094
2015-06-05,31.0
2015-06-08,30.649999618530273
2015-06-09,28.549999237060547
2015-06-10,27.899999618530273
2015-06-11,26.399999618530273
2015-06-12,24.600000381469727
2015-06-15,25.100000381469727
2015-06-16,23.799999237060547
2015-06-17,25.399999618530273
2015-06-18,24.200000762939453
2015-06-19,23.299999237060547
2015-06-22,23.850000381469727
2015-06-23,23.600000381469727
2015-06-24,24.25
2015-06-25,24.700000762939453
2015-06-26,24.299999237060547
2015-06-29,20.25
2015-06-30,19.399999618530273
2015-07-01,18.700000762939453
2015-07-02,17.700000762939453
2015-07-06,19.399999618530273
2015-07-07,17.850000381469727
2015-07-08,17.0
2015-07-09,18.100000381469727
2015-07-10,18.899999618530273
2015-07-13,19.700000762939453
2015-07-14,19.149999618530273
2015-07-15,19.450000762939453
2015-07-16,19.350000381469727
2015-07-17,21.25
2015-07-20,16.200000762939453
2015-07-21,16.899999618530273
2015-07-22,18.0
2015-07-23,17.200000762939453
2015-07-24,17.549999237060547
2015-07-27,16.399999618530273
2015-07-28,16.25
2015-07-29,16.149999618530273
2015-07-30,17.5
2015-07-31,17.5
2015-08-03,17.899999618530273
2015-08-04,17.299999237060547
2015-08-05,17.200000762939453
2015-08-06,16.350000381469727
2015-08-07,16.549999237060547
2015-08-10,16.049999237060547
2015-08-11,14.300000190734863
2015-08-12,15.149999618530273
2015-08-13,14.350000381469727
2015-08-14,15.25
2015-08-17,14.25
2015-08-18,14.300000190734863
2015-08-19,14.149999618530273
2015-08-20,13.600000381469727
2015-08-21,14.050000190734863
2015-08-24,13.949999809265137
2015-08-25,14.399999618530273
2015-08-26,15.100000381469727
2015-08-27,14.699999809265137
2015-08-28,14.800000190734863
2015-08-31,13.699999809265137
2015-09-01,12.800000190734863
2015-09-02,13.75
2015-09-03,12.600000381469727
2015-09-04,12.800000190734863
2015-09-08,12.5
2015-09-09,12.300000190734863
2015-09-10,12.949999809265137
2015-09-11,14.800000190734863
2015-09-14,15.050000190734863
2015-09-15,14.149999618530273
2015-09-16,14.350000381469727
2015-09-17,15.100000381469727
2015-09-18,14.649999618530273
2015-09-21,14.050000190734863
2015-09-22,13.399999618530273
2015-09-23,13.149999618530273
2015-09-24,13.050000190734863
2015-09-25,12.100000381469727
2015-09-28,10.800000190734863
2015-09-29,9.050000190734863
2015-09-30,9.949999809265137
2015-10-01,10.050000190734863
2015-10-02,11.25
2015-10-05,11.949999809265137
2015-10-06,11.300000190734863
2015-10-07,12.0
2015-10-08,11.850000381469727
2015-10-09,12.25
2015-10-12,12.300000190734863
2015-10-13,10.949999809265137
2015-10-14,11.25
2015-10-15,12.850000381469727
2015-10-16,12.199999809265137
2015-10-19,12.050000190734863
2015-10-20,11.300000190734863
2015-10-21,11.050000190734863
2015-10-22,11.100000381469727
2015-10-23,11.550000190734863
2015-10-26,11.550000190734863
2015-10-27,11.300000190734863
2015-10-28,13.199999809265137
2015-10-29,13.5
2015-10-30,12.699999809265137
2015-11-02,13.600000381469727
2015-11-03,14.0
2015-11-04,14.75
2015-11-05,13.550000190734863
2015-11-06,13.850000381469727
2015-11-09,13.600000381469727
2015-11-10,12.550000190734863
2015-11-11,12.399999618530273
2015-11-12,12.350000381469727
2015-11-13,12.0
2015-11-16,12.350000381469727
2015-11-17,11.100000381469727
2015-11-18,11.550000190734863
2015-11-19,11.5
2015-11-20,11.399999618530273
2015-11-23,11.5
2015-11-24,11.100000381469727
2015-11-25,11.5
2015-11-27,12.449999809265137
2015-11-30,12.0
2015-12-01,11.449999809265137
2015-12-02,10.850000381469727
2015-12-03,10.449999809265137
2015-12-04,11.350000381469727
2015-12-07,10.75
2015-12-08,10.600000381469727
2015-12-09,10.399999618530273
2015-12-10,10.399999618530273
2015-12-11,9.199999809265137
2015-12-14,10.699999809265137
2015-12-15,10.399999618530273
2015-12-16,10.449999809265137
2015-12-17,10.199999809265137
2015-12-18,10.100000381469727
2015-12-21,10.0
2015-12-22,9.5
2015-12-23,10.350000381469727
2015-12-24,10.399999618530273
2015-12-28,10.25
2015-12-29,10.100000381469727
2015-12-30,10.199999809265137
2015-12-31,10.149999618530273
2016-01-04,9.5
2016-01-05,9.449999809265137
2016-01-06,8.75
2016-01-07,8.350000381469727
2016-01-08,8.25
2016-01-11,7.449999809265137
2016-01-12,7.400000095367432
2016-01-13,6.699999809265137
2016-01-14,6.650000095367432
2016-01-15,6.150000095367432
2016-01-19,6.349999904632568
2016-01-20,6.5
2016-01-21,6.650000095367432
2016-01-22,8.75
2016-01-25,9.5
2016-01-26,9.850000381469727
2016-01-27,8.899999618530273
2016-01-28,8.850000381469727
2016-01-29,8.899999618530273
2016-02-01,9.0
2016-02-02,8.649999618530273
2016-02-03,8.600000381469727
2016-02-04,8.550000190734863
2016-02-05,8.0
2016-02-08,7.550000190734863
2016-02-09,7.599999904632568
2016-02-10,7.849999904632568
2016-02-11,8.100000381469727
2016-02-12,9.449999809265137
2016-02-16,9.800000190734863
2016-02-17,10.25
2016-02-18,9.550000190734863
2016-02-19,9.5
2016-02-22,9.550000190734863
2016-02-23,9.199999809265137
2016-02-24,9.350000381469727
2016-02-25,8.949999809265137
2016-02-26,9.0
2016-02-29,7.849999904632568
2016-03-01,8.449999809265137
2016-03-02,8.800000190734863
2016-03-03,11.949999809265137
2016-03-04,13.050000190734863
2016-03-07,13.699999809265137
2016-03-08,12.449999809265137
2016-03-09,12.550000190734863
2016-03-10,11.800000190734863
2016-03-11,12.449999809265137
2016-03-14,12.149999618530273
2016-03-15,11.399999618530273
2016-03-16,11.449999809265137
2016-03-17,11.800000190734863
2016-03-18,12.699999809265137
2016-03-21,12.600000381469727
2016-03-22,12.300000190734863
2016-03-23,11.800000190734863
2016-03-24,11.899999618530273
2016-03-28,11.75
2016-03-29,12.5
2016-03-30,12.149999618530273
2016-03-31,13.25
2016-04-01,16.299999237060547
2016-04-04,16.200000762939453
2016-04-05,15.449999809265137
2016-04-06,16.350000381469727
2016-04-07,15.850000381469727
2016-04-08,15.699999809265137
2016-04-11,15.550000190734863
2016-04-12,18.649999618530273
2016-04-13,19.799999237060547
2016-04-14,19.850000381469727
2016-04-15,20.25
2016-04-18,21.149999618530273
2016-04-19,21.149999618530273
2016-04-20,20.600000381469727
2016-04-21,21.0
2016-04-22,20.5
2016-04-25,20.100000381469727
2016-04-26,22.5
2016-04-27,22.0
2016-04-28,21.399999618530273
2016-04-29,20.899999618530273
2016-05-02,21.450000762939453
2016-05-03,20.0
2016-05-04,19.899999618530273
2016-05-05,16.450000762939453
2016-05-06,16.5
2016-05-09,16.299999237060547
2016-05-10,15.550000190734863
2016-05-11,14.399999618530273
2016-05-12,13.0
2016-05-13,13.550000190734863
2016-05-16,14.300000190734863
2016-05-17,14.600000381469727
2016-05-18,14.800000190734863
2016-05-19,13.5
2016-05-20,14.25
2016-05-23,13.649999618530273
2016-05-24,14.0
2016-05-25,14.649999618530273
2016-05-26,15.100000381469727
2016-05-27,14.149999618530273
2016-05-31,14.149999618530273
2016-06-01,13.75
2016-06-02,13.550000190734863
2016-06-03,13.600000381469727
2016-06-06,13.75
2016-06-07,13.399999618530273
2016-06-08,13.0
2016-06-09,11.600000381469727
2016-06-10,11.100000381469727
2016-06-13,10.800000190734863
2016-06-14,10.600000381469727
2016-06-15,10.850000381469727
2016-06-16,10.75
2016-06-17,10.75
2016-06-20,11.25
2016-06-21,10.75
2016-06-22,10.399999618530273
2016-06-23,10.300000190734863
2016-06-24,9.550000190734863
2016-06-27,10.0
2016-06-28,9.5
2016-06-29,9.899999618530273
2016-06-30,9.949999809265137
2016-07-01,10.199999809265137
2016-07-05,9.399999618530273
2016-07-06,9.0
2016-07-07,9.300000190734863
2016-07-08,9.0
2016-07-11,8.899999618530273
2016-07-12,9.050000190734863
2016-07-13,8.399999618530273
2016-07-14,8.699999809265137
2016-07-15,8.800000190734863
2016-07-18,8.350000381469727
2016-07-19,8.100000381469727
2016-07-20,8.050000190734863
2016-07-21,7.949999809265137
2016-07-22,7.699999809265137
2016-07-25,7.0
2016-07-26,7.25
2016-07-27,7.5
2016-07-28,7.300000190734863
2016-07-29,7.449999809265137
2016-08-01,7.449999809265137
2016-08-02,7.349999904632568
2016-08-03,7.550000190734863
2016-08-04,7.699999809265137
2016-08-05,7.599999904632568
2016-08-08,7.150000095367432
2016-08-09,6.900000095367432
2016-08-10,7.050000190734863
2016-08-11,8.800000190734863
2016-08-12,8.649999618530273
2016-08-15,8.949999809265137
2016-08-16,8.949999809265137
2016-08-17,8.699999809265137
2016-08-18,8.300000190734863
2016-08-19,8.600000381469727
2016-08-22,8.449999809265137
2016-08-23,8.0
2016-08-24,8.050000190734863
2016-08-25,7.900000095367432
2016-08-26,8.0
2016-08-29,8.199999809265137
2016-08-30,8.850000381469727
2016-08-31,9.850000381469727
2016-09-01,9.550000190734863
2016-09-02,9.149999618530273
2016-09-06,8.850000381469727
2016-09-07,8.75
2016-09-08,9.100000381469727
2016-09-09,8.899999618530273
2016-09-12,9.649999618530273
2016-09-13,11.100000381469727
2016-09-14,10.649999618530273
2016-09-15,10.800000190734863
2016-09-16,11.25
2016-09-19,13.199999809265137
2016-09-20,14.449999809265137
2016-09-21,14.899999618530273
2016-09-22,14.399999618530273
2016-09-23,13.800000190734863
2016-09-26,13.600000381469727
2016-09-27,13.399999618530273
2016-09-28,13.199999809265137
2016-09-29,12.550000190734863
2016-09-30,12.600000381469727
2016-10-03,12.649999618530273
2016-10-04,14.050000190734863
2016-10-05,16.25
2016-10-06,15.100000381469727
2016-10-07,14.550000190734863
2016-10-10,14.449999809265137
2016-10-11,14.550000190734863
2016-10-12,13.75
2016-10-13,12.699999809265137
2016-10-14,11.5
2016-10-17,11.050000190734863
2016-10-18,11.5
2016-10-19,10.949999809265137
2016-10-20,11.300000190734863
2016-10-21,11.149999618530273
2016-10-24,11.0
2016-10-25,10.600000381469727
2016-10-26,11.050000190734863
2016-10-27,10.550000190734863
2016-10-28,10.75
2016-10-31,10.449999809265137
2016-11-01,10.550000190734863
2016-11-02,10.350000381469727
2016-11-03,10.199999809265137
2016-11-04,10.300000190734863
2016-11-07,11.0
2016-11-08,10.899999618530273
2016-11-09,11.300000190734863
2016-11-10,9.25
2016-11-11,9.199999809265137
2016-11-14,9.050000190734863
2016-11-15,8.800000190734863
2016-11-16,8.550000190734863
2016-11-17,8.550000190734863
2016-11-18,9.199999809265137
2016-11-21,8.600000381469727
2016-11-22,8.399999618530273
2016-11-23,9.0
2016-11-25,8.949999809265137
2016-11-28,9.050000190734863
2016-11-29,8.800000190734863
2016-11-30,8.449999809265137
2016-12-01,8.550000190734863
2016-12-02,8.75
2016-12-05,8.899999618530273
2016-12-06,9.149999618530273
2016-12-07,9.050000190734863
2016-12-08,9.050000190734863
2016-12-09,8.699999809265137
2016-12-12,8.300000190734863
2016-12-13,8.25
2016-12-14,7.849999904632568
2016-12-15,8.050000190734863
2016-12-16,8.100000381469727
2016-12-19,8.300000190734863
2016-12-20,8.600000381469727
2016-12-21,9.149999618530273
2016-12-22,8.850000381469727
2016-12-23,8.850000381469727
2016-12-27,8.899999618530273
2016-12-28,8.050000190734863
2016-12-29,8.0
2016-12-30,7.650000095367432
2017-01-03,8.550000190734863
2017-01-04,8.550000190734863
2017-01-05,8.449999809265137
2017-01-06,8.75
2017-01-09,8.899999618530273
2017-01-10,9.050000190734863
2017-01-11,8.800000190734863
2017-01-12,8.899999618530273
2017-01-13,9.0
2017-01-17,8.699999809265137
2017-01-18,8.449999809265137
2017-01-19,8.0
2017-01-20,8.100000381469727
2017-01-23,8.399999618530273
2017-01-24,8.5
2017-01-25,8.5
2017-01-26,8.850000381469727
2017-01-27,8.5
2017-01-30,8.449999809265137
2017-01-31,8.300000190734863
2017-02-01,8.850000381469727
2017-02-02,9.399999618530273
2017-02-03,9.600000381469727
2017-02-06,9.649999618530273
2017-02-07,10.199999809265137
2017-02-08,10.699999809265137
2017-02-09,11.5
2017-02-10,12.0
2017-02-13,11.449999809265137
2017-02-14,10.800000190734863
2017-02-15,11.149999618530273
2017-02-16,11.100000381469727
2017-02-17,11.350000381469727
2017-02-21,11.199999809265137
2017-02-22,10.800000190734863
2017-02-23,10.75
2017-02-24,10.300000190734863
2017-02-27,10.399999618530273
2017-02-28,10.399999618530273
2017-03-01,10.899999618530273
2017-03-02,10.899999618530273
2017-03-03,10.949999809265137
2017-03-06,10.399999618530273
2017-03-07,10.550000190734863
2017-03-08,10.699999809265137
2017-03-09,10.699999809265137
2017-03-10,10.600000381469727
2017-03-13,10.75
2017-03-14,10.149999618530273
2017-03-15,10.25
2017-03-16,10.350000381469727
2017-03-17,9.0
2017-03-20,8.800000190734863
2017-03-21,8.0
2017-03-22,7.800000190734863
2017-03-23,8.699999809265137
2017-03-24,8.5
2017-03-27,8.399999618530273
2017-03-28,8.050000190734863
2017-03-29,7.900000095367432
2017-03-30,8.25
2017-03-31,8.149999618530273
2017-04-03,7.849999904632568
2017-04-04,7.75
2017-04-05,7.550000190734863
2017-04-06,7.300000190734863
2017-04-07,5.599999904632568
2017-04-10,5.300000190734863
2017-04-11,5.199999809265137
2017-04-12,5.949999809265137
2017-04-13,6.099999904632568
2017-04-17,6.199999809265137
2017-04-18,5.949999809265137
2017-04-19,5.949999809265137
2017-04-20,5.900000095367432
2017-04-21,5.650000095367432
2017-04-24,5.550000190734863
2017-04-25,5.550000190734863
2017-04-26,5.550000190734863
2017-04-27,5.199999809265137
2017-04-28,3.200000047683716
2017-05-01,3.049999952316284
2017-05-02,2.8499999046325684
2017-05-03,2.799999952316284
2017-05-04,2.700000047683716
2017-05-05,2.5999999046325684
2017-05-08,2.5
2017-05-09,2.5999999046325684
2017-05-10,2.6500000953674316
2017-05-11,2.450000047683716
2017-05-12,2.3499999046325684
2017-05-15,2.450000047683716
2017-05-16,2.4000000953674316
2017-05-17,2.299999952316284
2017-05-18,2.200000047683716
2017-05-19,2.450000047683716
2017-05-22,2.3499999046325684
2017-05-23,2.25
2017-05-24,2.0999999046325684
2017-05-25,2.1500000953674316
2017-05-26,2.1500000953674316
2017-05-30,2.049999952316284
2017-05-31,2.0
2017-06-01,2.1500000953674316
2017-06-02,2.200000047683716
2017-06-05,2.25
2017-06-06,2.200000047683716
2017-06-07,2.0999999046325684
2017-06-08,2.200000047683716
2017-06-09,2.200000047683716
2017-06-12,2.1500000953674316
2017-06-13,2.299999952316284
2017-06-14,2.299999952316284
2017-06-15,2.3499999046325684
2017-06-16,2.1500000953674316
2017-06-19,2.25
2017-06-20,2.200000047683716
2017-06-21,2.0999999046325684
2017-06-22,2.1500000953674316
2017-06-23,2.25
2017-06-26,2.3499999046325684
2017-06-27,2.3499999046325684
2017-06-28,2.3499999046325684
2017-06-29,2.25
2017-06-30,2.1500000953674316
2017-07-03,2.1500000953674316
2017-07-05,2.0999999046325684
2017-07-06,2.0999999046325684
2017-07-07,2.0999999046325684
2017-07-10,2.049999952316284
2017-07-11,2.049999952316284
2017-07-12,1.9500000476837158
2017-07-13,1.9500000476837158
2017-07-14,1.9500000476837158
2017-07-17,1.9500000476837158
2017-07-18,1.9500000476837158
2017-07-19,1.899999976158142
2017-07-20,2.0
2017-07-21,2.049999952316284
2017-07-24,2.0999999046325684
2017-07-25,1.9500000476837158
2017-07-26,1.899999976158142
2017-07-27,1.850000023841858
2017-07-28,1.850000023841858
2017-07-31,1.850000023841858
2017-08-01,1.75
2017-08-02,1.899999976158142
2017-08-03,1.850000023841858
2017-08-04,1.7999999523162842
2017-08-07,1.899999976158142
2017-08-08,1.850000023841858
2017-08-09,1.7999999523162842
2017-08-10,1.75
2017-08-11,1.7000000476837158
2017-08-14,1.7999999523162842
2017-08-15,1.850000023841858
2017-08-16,1.9500000476837158
2017-08-17,2.1500000953674316
2017-08-18,2.0999999046325684
2017-08-21,2.0999999046325684
2017-08-22,1.899999976158142
2017-08-23,2.0
2017-08-24,2.049999952316284
2017-08-25,2.200000047683716
2017-08-28,2.700000047683716
2017-08-29,2.549999952316284
2017-08-30,2.4000000953674316
2017-08-31,2.5
2017-09-01,2.450000047683716
2017-09-05,2.200000047683716
2017-09-06,2.200000047683716
2017-09-07,2.1500000953674316
2017-09-08,2.1500000953674316
2017-09-11,2.0999999046325684
2017-09-12,2.0999999046325684
2017-09-13,2.0
2017-09-14,2.0
2017-09-15,2.0999999046325684
2017-09-18,2.0999999046325684
2017-09-19,2.049999952316284
2017-09-20,2.0
2017-09-21,2.0999999046325684
2017-09-22,2.3499999046325684
2017-09-25,2.4000000953674316
2017-09-26,2.3499999046325684
2017-09-27,2.4000000953674316
2017-09-28,2.450000047683716
2017-09-29,2.5999999046325684
2017-10-02,3.450000047683716
2017-10-03,3.200000047683716
2017-10-04,3.0
2017-10-05,3.25
2017-10-06,3.049999952316284
2017-10-09,3.0999999046325684
2017-10-10,3.25
2017-10-11,3.75
2017-10-12,3.4000000953674316
2017-10-13,3.200000047683716
2017-10-16,3.0
2017-10-17,2.9000000953674316
2017-10-18,3.0999999046325684
2017-10-19,3.0
2017-10-20,3.049999952316284
2017-10-23,2.9000000953674316
2017-10-24,2.8499999046325684
2017-10-25,2.799999952316284
2017-10-26,2.8499999046325684
2017-10-27,2.9000000953674316
2017-10-30,2.799999952316284
2017-10-31,2.75
2017-11-01,2.799999952316284
2017-11-02,3.0
2017-11-03,3.1500000953674316
2017-11-06,3.0
2017-11-07,2.8499999046325684
2017-11-08,2.6500000953674316
2017-11-09,2.75
2017-11-10,2.75
2017-11-13,2.549999952316284
2017-11-14,2.4000000953674316
2017-11-15,2.5
2017-11-16,2.4000000953674316
2017-11-17,2.5
2017-11-20,2.5999999046325684
2017-11-21,2.5999999046325684
2017-11-22,2.6500000953674316
2017-11-24,2.5999999046325684
2017-11-27,2.6500000953674316
2017-11-28,2.549999952316284
2017-11-29,2.6500000953674316
2017-11-30,2.950000047683716
2017-12-01,2.700000047683716
2017-12-04,3.1500000953674316
2017-12-05,3.0999999046325684
2017-12-06,2.799999952316284
2017-12-07,2.75
2017-12-08,2.799999952316284
2017-12-11,3.049999952316284
2017-12-12,2.950000047683716
2017-12-13,2.8499999046325684
2017-12-14,2.799999952316284
2017-12-15,2.8499999046325684
2017-12-18,2.8499999046325684
2017-12-19,2.8499999046325684
2017-12-20,2.75
2017-12-21,2.950000047683716
2017-12-22,2.9000000953674316
2017-12-26,2.799999952316284
2017-12-27,2.700000047683716
2017-12-28,2.5999999046325684
2017-12-29,2.5
2018-01-02,2.6500000953674316
2018-01-03,2.700000047683716
2018-01-04,2.8499999046325684
2018-01-05,2.75
2018-01-08,2.799999952316284
2018-01-09,2.75
2018-01-10,2.6500000953674316
2018-01-11,2.6500000953674316
2018-01-12,2.6500000953674316
2018-01-16,2.5999999046325684
2018-01-17,2.5
2018-01-18,2.4000000953674316
2018-01-19,2.450000047683716
2018-01-22,2.3499999046325684
2018-01-23,2.3499999046325684
2018-01-24,2.25
2018-01-25,2.299999952316284
2018-01-26,2.3499999046325684
2018-01-29,2.450000047683716
2018-01-30,2.3499999046325684
2018-01-31,2.3499999046325684
2018-02-01,2.299999952316284
2018-02-02,2.299999952316284
2018-02-05,2.25
2018-02-06,2.25
2018-02-07,2.3499999046325684
2018-02-08,2.299999952316284
2018-02-09,2.200000047683716
2018-02-12,2.6500000953674316
2018-02-13,2.5999999046325684
2018-02-14,2.799999952316284
2018-02-15,2.799999952316284
2018-02-16,2.8499999046325684
2018-02-20,1.9500000476837158
2018-02-21,1.7000000476837158
2018-02-22,1.5499999523162842
2018-02-23,1.600000023841858
2018-02-26,1.5
2018-02-27,1.5
2018-02-28,1.4500000476837158
2018-03-01,1.4500000476837158
2018-03-02,1.5
2018-03-05,1.4500000476837158
2018-03-06,1.4500000476837158
2018-03-07,1.4500000476837158
2018-03-08,1.5
2018-03-09,1.600000023841858
2018-03-12,1.5499999523162842
2018-03-13,1.4500000476837158
2018-03-14,1.5
2018-03-15,1.5
2018-03-16,1.5499999523162842
2018-03-19,1.4500000476837158
2018-03-20,1.25
2018-03-21,1.149999976158142
2018-03-22,1.100000023841858
2018-03-23,1.0499999523162842
2018-03-26,1.0
2018-03-27,0.949999988079071
2018-03-28,0.8999999761581421
2018-03-29,0.8999999761581421
2018-04-02,0.8999999761581421
2018-04-03,1.100000023841858
2018-04-04,1.2999999523162842
