,EYPT
2009-04-13,11.0
2009-04-14,11.600000381469727
2009-04-15,13.5
2009-04-16,12.5
2009-04-17,13.0
2009-04-20,12.0
2009-04-21,11.600000381469727
2009-04-22,12.5
2009-04-23,13.399999618530273
2009-04-24,13.0
2009-04-27,12.399999618530273
2009-04-28,15.100000381469727
2009-04-29,17.0
2009-04-30,18.0
2009-05-01,18.200000762939453
2009-05-04,17.5
2009-05-05,16.799999237060547
2009-05-06,15.899999618530273
2009-05-07,15.5
2009-05-08,16.0
2009-05-11,14.300000190734863
2009-05-12,16.5
2009-05-13,16.0
2009-05-14,16.200000762939453
2009-05-15,17.5
2009-05-18,17.0
2009-05-19,16.5
2009-05-20,17.200000762939453
2009-05-21,16.200000762939453
2009-05-22,15.5
2009-05-26,16.0
2009-05-27,17.799999237060547
2009-05-28,16.0
2009-05-29,18.0
2009-06-01,20.100000381469727
2009-06-02,20.399999618530273
2009-06-03,19.0
2009-06-04,19.700000762939453
2009-06-05,19.5
2009-06-08,18.899999618530273
2009-06-09,18.5
2009-06-10,19.299999237060547
2009-06-11,18.5
2009-06-12,18.600000381469727
2009-06-15,18.600000381469727
2009-06-16,19.299999237060547
2009-06-17,19.5
2009-06-18,20.5
2009-06-19,20.700000762939453
2009-06-22,18.5
2009-06-23,18.100000381469727
2009-06-24,17.799999237060547
2009-06-25,18.100000381469727
2009-06-26,18.799999237060547
2009-06-29,18.799999237060547
2009-06-30,17.899999618530273
2009-07-01,18.399999618530273
2009-07-02,17.700000762939453
2009-07-06,16.700000762939453
2009-07-07,16.700000762939453
2009-07-08,15.899999618530273
2009-07-09,16.700000762939453
2009-07-10,16.5
2009-07-13,17.5
2009-07-14,16.200000762939453
2009-07-15,16.600000381469727
2009-07-16,16.299999237060547
2009-07-17,16.299999237060547
2009-07-20,16.899999618530273
2009-07-21,15.899999618530273
2009-07-22,16.299999237060547
2009-07-23,16.0
2009-07-24,16.600000381469727
2009-07-27,18.700000762939453
2009-07-28,23.399999618530273
2009-07-29,23.0
2009-07-30,21.0
2009-07-31,21.799999237060547
2009-08-03,24.0
2009-08-04,23.5
2009-08-05,24.5
2009-08-06,25.899999618530273
2009-08-07,27.5
2009-08-10,27.100000381469727
2009-08-11,25.899999618530273
2009-08-12,25.5
2009-08-13,24.5
2009-08-14,23.200000762939453
2009-08-17,22.5
2009-08-18,22.0
2009-08-19,22.799999237060547
2009-08-20,23.0
2009-08-21,22.5
2009-08-24,23.600000381469727
2009-08-25,23.399999618530273
2009-08-26,23.200000762939453
2009-08-27,26.0
2009-08-28,24.100000381469727
2009-08-31,27.5
2009-09-01,29.0
2009-09-02,28.899999618530273
2009-09-03,29.0
2009-09-04,29.600000381469727
2009-09-08,31.5
2009-09-09,33.20000076293945
2009-09-10,34.20000076293945
2009-09-11,35.900001525878906
2009-09-14,40.5
2009-09-15,40.5
2009-09-16,44.400001525878906
2009-09-17,48.5
2009-09-18,51.900001525878906
2009-09-21,58.099998474121094
2009-09-22,54.0
2009-09-23,46.099998474121094
2009-09-24,46.599998474121094
2009-09-25,43.0
2009-09-28,49.099998474121094
2009-09-29,38.29999923706055
2009-09-30,32.5
2009-10-01,31.5
2009-10-02,29.700000762939453
2009-10-05,31.799999237060547
2009-10-06,30.700000762939453
2009-10-07,30.5
2009-10-08,31.799999237060547
2009-10-09,32.099998474121094
2009-10-12,30.899999618530273
2009-10-13,30.600000381469727
2009-10-14,33.5
2009-10-15,33.5
2009-10-16,33.79999923706055
2009-10-19,34.400001525878906
2009-10-20,38.20000076293945
2009-10-21,38.099998474121094
2009-10-22,37.5
2009-10-23,36.0
2009-10-26,32.70000076293945
2009-10-27,31.799999237060547
2009-10-28,33.0
2009-10-29,32.5
2009-10-30,31.0
2009-11-02,30.5
2009-11-03,30.299999237060547
2009-11-04,32.70000076293945
2009-11-05,31.5
2009-11-06,31.0
2009-11-09,31.200000762939453
2009-11-10,31.399999618530273
2009-11-11,31.899999618530273
2009-11-12,31.5
2009-11-13,31.799999237060547
2009-11-16,32.70000076293945
2009-11-17,32.79999923706055
2009-11-18,35.599998474121094
2009-11-19,40.099998474121094
2009-11-20,40.900001525878906
2009-11-23,41.70000076293945
2009-11-24,41.400001525878906
2009-11-25,40.20000076293945
2009-11-27,39.79999923706055
2009-11-30,40.20000076293945
2009-12-01,39.70000076293945
2009-12-02,36.79999923706055
2009-12-03,36.400001525878906
2009-12-04,35.599998474121094
2009-12-07,35.599998474121094
2009-12-08,34.900001525878906
2009-12-09,32.5
2009-12-10,36.0
2009-12-11,35.5
2009-12-14,40.0
2009-12-15,40.0
2009-12-16,40.900001525878906
2009-12-17,40.79999923706055
2009-12-18,34.0
2009-12-21,35.5
2009-12-22,35.20000076293945
2009-12-23,50.0
2009-12-24,42.29999923706055
2009-12-28,39.900001525878906
2009-12-29,39.70000076293945
2009-12-30,37.599998474121094
2009-12-31,35.900001525878906
2010-01-04,36.900001525878906
2010-01-05,36.20000076293945
2010-01-06,36.599998474121094
2010-01-07,38.70000076293945
2010-01-08,39.5
2010-01-11,39.400001525878906
2010-01-12,40.5
2010-01-13,40.20000076293945
2010-01-14,40.0
2010-01-15,38.400001525878906
2010-01-19,40.79999923706055
2010-01-20,40.099998474121094
2010-01-21,39.599998474121094
2010-01-22,40.0
2010-01-25,38.70000076293945
2010-01-26,36.79999923706055
2010-01-27,35.0
2010-01-28,34.0
2010-01-29,35.20000076293945
2010-02-01,35.70000076293945
2010-02-02,35.5
2010-02-03,36.20000076293945
2010-02-04,35.29999923706055
2010-02-05,35.0
2010-02-08,35.0
2010-02-09,34.20000076293945
2010-02-10,35.0
2010-02-11,34.400001525878906
2010-02-12,34.0
2010-02-16,34.20000076293945
2010-02-17,33.20000076293945
2010-02-18,32.900001525878906
2010-02-19,35.0
2010-02-22,33.900001525878906
2010-02-23,32.900001525878906
2010-02-24,32.79999923706055
2010-02-25,33.0
2010-02-26,32.29999923706055
2010-03-01,31.799999237060547
2010-03-02,32.79999923706055
2010-03-03,35.0
2010-03-04,35.79999923706055
2010-03-05,36.70000076293945
2010-03-08,36.900001525878906
2010-03-09,38.099998474121094
2010-03-10,39.5
2010-03-11,39.0
2010-03-12,40.0
2010-03-15,39.900001525878906
2010-03-16,39.5
2010-03-17,40.29999923706055
2010-03-18,40.099998474121094
2010-03-19,40.29999923706055
2010-03-22,39.0
2010-03-23,40.400001525878906
2010-03-24,40.099998474121094
2010-03-25,40.099998474121094
2010-03-26,39.70000076293945
2010-03-29,40.5
2010-03-30,40.400001525878906
2010-03-31,39.400001525878906
2010-04-01,39.900001525878906
2010-04-05,40.099998474121094
2010-04-06,42.5
2010-04-07,44.5
2010-04-08,47.0
2010-04-09,47.0
2010-04-12,48.29999923706055
2010-04-13,49.79999923706055
2010-04-14,50.900001525878906
2010-04-15,51.29999923706055
2010-04-16,49.79999923706055
2010-04-19,48.5
2010-04-20,48.79999923706055
2010-04-21,49.29999923706055
2010-04-22,48.900001525878906
2010-04-23,48.20000076293945
2010-04-26,47.599998474121094
2010-04-27,47.0
2010-04-28,48.5
2010-04-29,48.599998474121094
2010-04-30,48.70000076293945
2010-05-03,49.900001525878906
2010-05-04,48.099998474121094
2010-05-05,47.79999923706055
2010-05-06,44.70000076293945
2010-05-07,44.900001525878906
2010-05-10,44.0
2010-05-11,45.70000076293945
2010-05-12,46.099998474121094
2010-05-13,46.0
2010-05-14,44.20000076293945
2010-05-17,41.099998474121094
2010-05-18,40.79999923706055
2010-05-19,37.900001525878906
2010-05-20,35.0
2010-05-21,38.70000076293945
2010-05-24,37.29999923706055
2010-05-25,36.79999923706055
2010-05-26,35.599998474121094
2010-05-27,36.0
2010-05-28,36.900001525878906
2010-06-01,36.5
2010-06-02,39.599998474121094
2010-06-03,38.900001525878906
2010-06-04,38.5
2010-06-07,37.400001525878906
2010-06-08,35.400001525878906
2010-06-09,36.5
2010-06-10,36.5
2010-06-11,36.5
2010-06-14,36.79999923706055
2010-06-15,36.79999923706055
2010-06-16,36.599998474121094
2010-06-17,36.79999923706055
2010-06-18,36.0
2010-06-21,35.900001525878906
2010-06-22,36.0
2010-06-23,36.0
2010-06-24,35.79999923706055
2010-06-25,34.5
2010-06-28,33.70000076293945
2010-06-29,33.0
2010-06-30,36.099998474121094
2010-07-01,33.0
2010-07-02,32.70000076293945
2010-07-06,32.20000076293945
2010-07-07,32.400001525878906
2010-07-08,33.5
2010-07-09,35.0
2010-07-12,34.79999923706055
2010-07-13,33.5
2010-07-14,35.29999923706055
2010-07-15,32.70000076293945
2010-07-16,35.5
2010-07-19,35.5
2010-07-20,35.5
2010-07-21,35.099998474121094
2010-07-22,34.5
2010-07-23,34.79999923706055
2010-07-26,35.5
2010-07-27,34.099998474121094
2010-07-28,35.0
2010-07-29,34.0
2010-07-30,36.0
2010-08-02,33.0
2010-08-03,32.099998474121094
2010-08-04,34.599998474121094
2010-08-05,34.5
2010-08-06,36.0
2010-08-09,34.099998474121094
2010-08-10,33.599998474121094
2010-08-11,33.5
2010-08-12,32.5
2010-08-13,34.79999923706055
2010-08-16,32.900001525878906
2010-08-17,33.20000076293945
2010-08-18,34.20000076293945
2010-08-19,32.79999923706055
2010-08-20,33.400001525878906
2010-08-23,32.599998474121094
2010-08-24,33.5
2010-08-25,33.400001525878906
2010-08-26,33.099998474121094
2010-08-27,33.099998474121094
2010-08-30,32.599998474121094
2010-08-31,34.29999923706055
2010-09-01,34.599998474121094
2010-09-02,34.5
2010-09-03,35.099998474121094
2010-09-07,35.29999923706055
2010-09-08,35.29999923706055
2010-09-09,35.099998474121094
2010-09-10,34.29999923706055
2010-09-13,34.70000076293945
2010-09-14,35.0
2010-09-15,37.20000076293945
2010-09-16,39.0
2010-09-17,42.5
2010-09-20,41.599998474121094
2010-09-21,42.0
2010-09-22,42.79999923706055
2010-09-23,43.5
2010-09-24,44.20000076293945
2010-09-27,44.29999923706055
2010-09-28,44.79999923706055
2010-09-29,44.5
2010-09-30,43.79999923706055
2010-10-01,44.599998474121094
2010-10-04,45.400001525878906
2010-10-05,46.0
2010-10-06,46.0
2010-10-07,46.0
2010-10-08,46.5
2010-10-11,47.20000076293945
2010-10-12,48.5
2010-10-13,49.400001525878906
2010-10-14,52.099998474121094
2010-10-15,55.5
2010-10-18,59.70000076293945
2010-10-19,56.099998474121094
2010-10-20,58.900001525878906
2010-10-21,58.900001525878906
2010-10-22,56.0
2010-10-25,58.099998474121094
2010-10-26,57.599998474121094
2010-10-27,57.5
2010-10-28,58.900001525878906
2010-10-29,58.099998474121094
2010-11-01,57.20000076293945
2010-11-02,57.79999923706055
2010-11-03,58.0
2010-11-04,58.5
2010-11-05,59.79999923706055
2010-11-08,58.79999923706055
2010-11-09,57.599998474121094
2010-11-10,57.79999923706055
2010-11-11,55.29999923706055
2010-11-12,53.79999923706055
2010-11-15,53.900001525878906
2010-11-16,53.79999923706055
2010-11-17,52.5
2010-11-18,51.79999923706055
2010-11-19,54.400001525878906
2010-11-22,51.79999923706055
2010-11-23,55.79999923706055
2010-11-24,54.79999923706055
2010-11-26,54.70000076293945
2010-11-29,52.099998474121094
2010-11-30,51.5
2010-12-01,53.900001525878906
2010-12-02,53.20000076293945
2010-12-03,53.0
2010-12-06,58.70000076293945
2010-12-07,58.599998474121094
2010-12-08,55.29999923706055
2010-12-09,52.400001525878906
2010-12-10,56.20000076293945
2010-12-13,55.900001525878906
2010-12-14,55.29999923706055
2010-12-15,55.70000076293945
2010-12-16,57.79999923706055
2010-12-17,57.0
2010-12-20,58.79999923706055
2010-12-21,67.30000305175781
2010-12-22,64.69999694824219
2010-12-23,63.599998474121094
2010-12-27,51.900001525878906
2010-12-28,51.79999923706055
2010-12-29,50.79999923706055
2010-12-30,50.5
2010-12-31,51.099998474121094
2011-01-03,50.5
2011-01-04,50.20000076293945
2011-01-05,50.599998474121094
2011-01-06,50.5
2011-01-07,49.900001525878906
2011-01-10,50.900001525878906
2011-01-11,50.5
2011-01-12,50.400001525878906
2011-01-13,50.20000076293945
2011-01-14,50.0
2011-01-18,49.099998474121094
2011-01-19,48.5
2011-01-20,46.900001525878906
2011-01-21,45.29999923706055
2011-01-24,45.0
2011-01-25,45.0
2011-01-26,45.5
2011-01-27,47.599998474121094
2011-01-28,48.79999923706055
2011-01-31,50.0
2011-02-01,48.099998474121094
2011-02-02,47.29999923706055
2011-02-03,48.29999923706055
2011-02-04,44.20000076293945
2011-02-07,41.0
2011-02-08,42.5
2011-02-09,41.0
2011-02-10,41.0
2011-02-11,40.099998474121094
2011-02-14,40.70000076293945
2011-02-15,40.79999923706055
2011-02-16,38.5
2011-02-17,38.599998474121094
2011-02-18,38.400001525878906
2011-02-22,38.0
2011-02-23,38.099998474121094
2011-02-24,38.099998474121094
2011-02-25,38.400001525878906
2011-02-28,39.5
2011-03-01,39.400001525878906
2011-03-02,38.70000076293945
2011-03-03,38.5
2011-03-04,38.70000076293945
2011-03-07,38.5
2011-03-08,39.79999923706055
2011-03-09,39.0
2011-03-10,39.0
2011-03-11,40.0
2011-03-14,40.599998474121094
2011-03-15,40.70000076293945
2011-03-16,39.099998474121094
2011-03-17,39.0
2011-03-18,39.79999923706055
2011-03-21,39.099998474121094
2011-03-22,39.099998474121094
2011-03-23,39.5
2011-03-24,40.599998474121094
2011-03-25,39.20000076293945
2011-03-28,39.099998474121094
2011-03-29,38.599998474121094
2011-03-30,39.20000076293945
2011-03-31,39.20000076293945
2011-04-01,39.70000076293945
2011-04-04,40.0
2011-04-05,39.5
2011-04-06,39.400001525878906
2011-04-07,39.599998474121094
2011-04-08,39.5
2011-04-11,41.599998474121094
2011-04-12,43.5
2011-04-13,43.5
2011-04-14,45.0
2011-04-15,43.79999923706055
2011-04-18,43.599998474121094
2011-04-19,43.79999923706055
2011-04-20,43.79999923706055
2011-04-21,43.79999923706055
2011-04-25,43.5
2011-04-26,43.599998474121094
2011-04-27,43.400001525878906
2011-04-28,43.599998474121094
2011-04-29,43.599998474121094
2011-05-02,44.0
2011-05-03,43.70000076293945
2011-05-04,42.5
2011-05-05,41.20000076293945
2011-05-06,42.0
2011-05-09,40.20000076293945
2011-05-10,38.20000076293945
2011-05-11,39.29999923706055
2011-05-12,38.79999923706055
2011-05-13,38.5
2011-05-16,37.79999923706055
2011-05-17,35.20000076293945
2011-05-18,35.400001525878906
2011-05-19,39.0
2011-05-20,40.5
2011-05-23,39.29999923706055
2011-05-24,40.5
2011-05-25,41.5
2011-05-26,42.0
2011-05-27,43.20000076293945
2011-05-31,44.70000076293945
2011-06-01,45.0
2011-06-02,43.0
2011-06-03,43.5
2011-06-06,43.29999923706055
2011-06-07,43.0
2011-06-08,42.5
2011-06-09,42.400001525878906
2011-06-10,40.599998474121094
2011-06-13,39.0
2011-06-14,40.0
2011-06-15,40.20000076293945
2011-06-16,40.0
2011-06-17,40.29999923706055
2011-06-20,40.0
2011-06-21,41.0
2011-06-22,42.099998474121094
2011-06-23,42.5
2011-06-24,43.099998474121094
2011-06-27,42.20000076293945
2011-06-28,40.900001525878906
2011-06-29,42.29999923706055
2011-06-30,42.79999923706055
2011-07-01,43.0
2011-07-05,44.70000076293945
2011-07-06,45.29999923706055
2011-07-07,47.79999923706055
2011-07-08,48.70000076293945
2011-07-11,48.20000076293945
2011-07-12,49.5
2011-07-13,50.20000076293945
2011-07-14,51.599998474121094
2011-07-15,50.5
2011-07-18,49.0
2011-07-19,50.29999923706055
2011-07-20,50.20000076293945
2011-07-21,50.5
2011-07-22,50.900001525878906
2011-07-25,49.099998474121094
2011-07-26,48.79999923706055
2011-07-27,46.900001525878906
2011-07-28,47.0
2011-07-29,47.0
2011-08-01,48.400001525878906
2011-08-02,47.099998474121094
2011-08-03,47.599998474121094
2011-08-04,43.79999923706055
2011-08-05,42.70000076293945
2011-08-08,41.29999923706055
2011-08-09,41.79999923706055
2011-08-10,41.5
2011-08-11,42.099998474121094
2011-08-12,42.099998474121094
2011-08-15,42.599998474121094
2011-08-16,44.29999923706055
2011-08-17,44.099998474121094
2011-08-18,44.099998474121094
2011-08-19,43.599998474121094
2011-08-22,43.400001525878906
2011-08-23,43.29999923706055
2011-08-24,44.099998474121094
2011-08-25,43.400001525878906
2011-08-26,44.29999923706055
2011-08-29,46.20000076293945
2011-08-30,45.400001525878906
2011-08-31,44.5
2011-09-01,44.29999923706055
2011-09-02,44.400001525878906
2011-09-06,44.099998474121094
2011-09-07,45.099998474121094
2011-09-08,45.29999923706055
2011-09-09,44.29999923706055
2011-09-12,43.099998474121094
2011-09-13,43.099998474121094
2011-09-14,43.599998474121094
2011-09-15,44.0
2011-09-16,44.400001525878906
2011-09-19,44.29999923706055
2011-09-20,45.0
2011-09-21,44.400001525878906
2011-09-22,42.70000076293945
2011-09-23,41.29999923706055
2011-09-26,41.900001525878906
2011-09-27,43.5
2011-09-28,44.0
2011-09-29,43.599998474121094
2011-09-30,42.70000076293945
2011-10-03,39.5
2011-10-04,37.900001525878906
2011-10-05,37.29999923706055
2011-10-06,39.70000076293945
2011-10-07,39.29999923706055
2011-10-10,41.0
2011-10-11,42.400001525878906
2011-10-12,41.20000076293945
2011-10-13,41.099998474121094
2011-10-14,41.20000076293945
2011-10-17,40.900001525878906
2011-10-18,39.29999923706055
2011-10-19,39.79999923706055
2011-10-20,41.20000076293945
2011-10-21,41.5
2011-10-24,41.5
2011-10-25,40.099998474121094
2011-10-26,41.20000076293945
2011-10-27,41.099998474121094
2011-10-28,46.099998474121094
2011-10-31,45.900001525878906
2011-11-01,46.599998474121094
2011-11-02,46.29999923706055
2011-11-03,45.900001525878906
2011-11-04,41.400001525878906
2011-11-07,44.0
2011-11-08,42.20000076293945
2011-11-09,41.599998474121094
2011-11-10,39.29999923706055
2011-11-11,20.299999237060547
2011-11-14,15.899999618530273
2011-11-15,14.0
2011-11-16,13.399999618530273
2011-11-17,13.399999618530273
2011-11-18,12.600000381469727
2011-11-21,10.800000190734863
2011-11-22,11.800000190734863
2011-11-23,11.800000190734863
2011-11-25,12.0
2011-11-28,12.100000381469727
2011-11-29,13.399999618530273
2011-11-30,14.399999618530273
2011-12-01,14.100000381469727
2011-12-02,14.0
2011-12-05,13.199999809265137
2011-12-06,13.199999809265137
2011-12-07,13.199999809265137
2011-12-08,12.800000190734863
2011-12-09,12.600000381469727
2011-12-12,13.5
2011-12-13,12.0
2011-12-14,11.699999809265137
2011-12-15,11.800000190734863
2011-12-16,11.5
2011-12-19,11.0
2011-12-20,11.800000190734863
2011-12-21,11.899999618530273
2011-12-22,12.300000190734863
2011-12-23,12.300000190734863
2011-12-27,12.100000381469727
2011-12-28,11.399999618530273
2011-12-29,11.0
2011-12-30,11.100000381469727
2012-01-03,11.5
2012-01-04,11.899999618530273
2012-01-05,11.699999809265137
2012-01-06,12.100000381469727
2012-01-09,12.399999618530273
2012-01-10,12.300000190734863
2012-01-11,11.800000190734863
2012-01-12,12.0
2012-01-13,12.0
2012-01-17,11.699999809265137
2012-01-18,11.899999618530273
2012-01-19,11.899999618530273
2012-01-20,11.800000190734863
2012-01-23,12.0
2012-01-24,12.0
2012-01-25,12.100000381469727
2012-01-26,11.600000381469727
2012-01-27,12.100000381469727
2012-01-30,11.800000190734863
2012-01-31,12.0
2012-02-01,11.699999809265137
2012-02-02,12.399999618530273
2012-02-03,12.699999809265137
2012-02-06,13.0
2012-02-07,12.800000190734863
2012-02-08,12.399999618530273
2012-02-09,12.399999618530273
2012-02-10,12.300000190734863
2012-02-13,12.0
2012-02-14,11.600000381469727
2012-02-15,11.600000381469727
2012-02-16,11.5
2012-02-17,11.600000381469727
2012-02-21,11.5
2012-02-22,11.699999809265137
2012-02-23,11.699999809265137
2012-02-24,17.399999618530273
2012-02-27,21.5
2012-02-28,24.200000762939453
2012-02-29,21.399999618530273
2012-03-01,20.399999618530273
2012-03-02,19.5
2012-03-05,21.0
2012-03-06,19.200000762939453
2012-03-07,18.100000381469727
2012-03-08,17.899999618530273
2012-03-09,17.100000381469727
2012-03-12,17.5
2012-03-13,17.799999237060547
2012-03-14,18.0
2012-03-15,16.899999618530273
2012-03-16,17.399999618530273
2012-03-19,16.5
2012-03-20,15.699999809265137
2012-03-21,15.600000381469727
2012-03-22,15.800000190734863
2012-03-23,16.100000381469727
2012-03-26,18.299999237060547
2012-03-27,25.0
2012-03-28,20.5
2012-03-29,19.700000762939453
2012-03-30,18.600000381469727
2012-04-02,18.5
2012-04-03,17.600000381469727
2012-04-04,17.0
2012-04-05,16.0
2012-04-09,15.699999809265137
2012-04-10,16.200000762939453
2012-04-11,16.799999237060547
2012-04-12,16.799999237060547
2012-04-13,18.299999237060547
2012-04-16,19.5
2012-04-17,21.299999237060547
2012-04-18,20.399999618530273
2012-04-19,21.100000381469727
2012-04-20,21.700000762939453
2012-04-23,23.0
2012-04-24,24.600000381469727
2012-04-25,24.200000762939453
2012-04-26,24.399999618530273
2012-04-27,24.0
2012-04-30,23.0
2012-05-01,22.5
2012-05-02,22.5
2012-05-03,22.200000762939453
2012-05-04,21.200000762939453
2012-05-07,22.200000762939453
2012-05-08,22.899999618530273
2012-05-09,21.700000762939453
2012-05-10,21.600000381469727
2012-05-11,21.899999618530273
2012-05-14,21.299999237060547
2012-05-15,21.399999618530273
2012-05-16,21.700000762939453
2012-05-17,21.299999237060547
2012-05-18,20.0
2012-05-21,20.299999237060547
2012-05-22,20.899999618530273
2012-05-23,20.600000381469727
2012-05-24,20.5
2012-05-25,21.100000381469727
2012-05-29,20.5
2012-05-30,20.399999618530273
2012-05-31,19.799999237060547
2012-06-01,18.899999618530273
2012-06-04,17.899999618530273
2012-06-05,18.799999237060547
2012-06-06,19.299999237060547
2012-06-07,20.700000762939453
2012-06-08,19.899999618530273
2012-06-11,19.299999237060547
2012-06-12,18.899999618530273
2012-06-13,18.700000762939453
2012-06-14,18.600000381469727
2012-06-15,18.100000381469727
2012-06-18,18.799999237060547
2012-06-19,19.200000762939453
2012-06-20,19.5
2012-06-21,17.799999237060547
2012-06-22,18.899999618530273
2012-06-25,18.799999237060547
2012-06-26,22.5
2012-06-27,23.5
2012-06-28,23.299999237060547
2012-06-29,23.100000381469727
2012-07-02,22.399999618530273
2012-07-03,21.899999618530273
2012-07-05,22.399999618530273
2012-07-06,22.200000762939453
2012-07-09,22.5
2012-07-10,22.0
2012-07-11,21.899999618530273
2012-07-12,21.600000381469727
2012-07-13,21.200000762939453
2012-07-16,21.399999618530273
2012-07-17,20.5
2012-07-18,21.399999618530273
2012-07-19,27.399999618530273
2012-07-20,24.100000381469727
2012-07-23,23.100000381469727
2012-07-24,24.799999237060547
2012-07-25,23.0
2012-07-26,23.899999618530273
2012-07-27,27.600000381469727
2012-07-30,29.399999618530273
2012-07-31,27.600000381469727
2012-08-01,24.0
2012-08-02,20.799999237060547
2012-08-03,20.700000762939453
2012-08-06,20.899999618530273
2012-08-07,20.899999618530273
2012-08-08,17.0
2012-08-09,18.100000381469727
2012-08-10,18.0
2012-08-13,17.600000381469727
2012-08-14,17.600000381469727
2012-08-15,17.0
2012-08-16,16.700000762939453
2012-08-17,17.0
2012-08-20,16.700000762939453
2012-08-21,16.799999237060547
2012-08-22,16.899999618530273
2012-08-23,17.200000762939453
2012-08-24,18.0
2012-08-27,18.0
2012-08-28,17.899999618530273
2012-08-29,17.799999237060547
2012-08-30,17.600000381469727
2012-08-31,17.399999618530273
2012-09-04,17.100000381469727
2012-09-05,17.0
2012-09-06,17.5
2012-09-07,17.600000381469727
2012-09-10,17.899999618530273
2012-09-11,17.700000762939453
2012-09-12,17.700000762939453
2012-09-13,17.600000381469727
2012-09-14,17.600000381469727
2012-09-17,16.799999237060547
2012-09-18,16.899999618530273
2012-09-19,16.899999618530273
2012-09-20,16.799999237060547
2012-09-21,16.200000762939453
2012-09-24,16.899999618530273
2012-09-25,16.700000762939453
2012-09-26,16.399999618530273
2012-09-27,16.399999618530273
2012-09-28,16.299999237060547
2012-10-01,16.200000762939453
2012-10-02,16.399999618530273
2012-10-03,16.200000762939453
2012-10-04,16.5
2012-10-05,16.299999237060547
2012-10-08,15.899999618530273
2012-10-09,15.899999618530273
2012-10-10,15.5
2012-10-11,15.5
2012-10-12,15.600000381469727
2012-10-15,15.399999618530273
2012-10-16,15.800000190734863
2012-10-17,16.299999237060547
2012-10-18,15.800000190734863
2012-10-19,15.800000190734863
2012-10-22,15.699999809265137
2012-10-23,15.399999618530273
2012-10-24,15.300000190734863
2012-10-25,15.399999618530273
2012-10-26,15.399999618530273
2012-10-31,15.600000381469727
2012-11-01,15.5
2012-11-02,15.5
2012-11-05,15.5
2012-11-06,15.600000381469727
2012-11-07,15.300000190734863
2012-11-08,14.199999809265137
2012-11-09,14.300000190734863
2012-11-12,14.5
2012-11-13,13.800000190734863
2012-11-14,13.699999809265137
2012-11-15,13.0
2012-11-16,12.5
2012-11-19,13.100000381469727
2012-11-20,13.300000190734863
2012-11-21,13.899999618530273
2012-11-23,14.100000381469727
2012-11-26,13.600000381469727
2012-11-27,13.300000190734863
2012-11-28,13.5
2012-11-29,13.699999809265137
2012-11-30,13.0
2012-12-03,12.899999618530273
2012-12-04,13.0
2012-12-05,13.0
2012-12-06,13.0
2012-12-07,12.800000190734863
2012-12-10,12.899999618530273
2012-12-11,13.0
2012-12-12,13.0
2012-12-13,12.600000381469727
2012-12-14,13.300000190734863
2012-12-17,13.5
2012-12-18,14.5
2012-12-19,13.199999809265137
2012-12-20,12.699999809265137
2012-12-21,12.5
2012-12-24,12.300000190734863
2012-12-26,12.800000190734863
2012-12-27,13.0
2012-12-28,12.5
2012-12-31,12.100000381469727
2013-01-02,12.600000381469727
2013-01-03,12.300000190734863
2013-01-04,12.899999618530273
2013-01-07,13.5
2013-01-08,13.5
2013-01-09,14.0
2013-01-10,14.800000190734863
2013-01-11,14.399999618530273
2013-01-14,14.399999618530273
2013-01-15,14.0
2013-01-16,14.0
2013-01-17,14.5
2013-01-18,14.600000381469727
2013-01-22,14.199999809265137
2013-01-23,14.199999809265137
2013-01-24,14.0
2013-01-25,13.600000381469727
2013-01-28,14.100000381469727
2013-01-29,14.0
2013-01-30,13.899999618530273
2013-01-31,13.699999809265137
2013-02-01,16.100000381469727
2013-02-04,15.5
2013-02-05,16.100000381469727
2013-02-06,15.600000381469727
2013-02-07,15.399999618530273
2013-02-08,15.300000190734863
2013-02-11,15.800000190734863
2013-02-12,16.100000381469727
2013-02-13,16.100000381469727
2013-02-14,16.0
2013-02-15,16.700000762939453
2013-02-19,17.600000381469727
2013-02-20,17.600000381469727
2013-02-21,18.0
2013-02-22,21.299999237060547
2013-02-25,20.100000381469727
2013-02-26,20.0
2013-02-27,20.100000381469727
2013-02-28,21.5
2013-03-01,21.200000762939453
2013-03-04,21.5
2013-03-05,21.600000381469727
2013-03-06,22.399999618530273
2013-03-07,22.299999237060547
2013-03-08,21.799999237060547
2013-03-11,21.299999237060547
2013-03-12,21.200000762939453
2013-03-13,21.299999237060547
2013-03-14,20.899999618530273
2013-03-15,21.0
2013-03-18,20.299999237060547
2013-03-19,19.899999618530273
2013-03-20,20.5
2013-03-21,20.799999237060547
2013-03-22,21.200000762939453
2013-03-25,21.899999618530273
2013-03-26,22.799999237060547
2013-03-27,23.5
2013-03-28,22.899999618530273
2013-04-01,23.799999237060547
2013-04-02,22.899999618530273
2013-04-03,22.600000381469727
2013-04-04,22.700000762939453
2013-04-05,22.600000381469727
2013-04-08,22.399999618530273
2013-04-09,22.299999237060547
2013-04-10,23.299999237060547
2013-04-11,23.799999237060547
2013-04-12,23.5
2013-04-15,22.600000381469727
2013-04-16,22.799999237060547
2013-04-17,22.5
2013-04-18,22.700000762939453
2013-04-19,22.5
2013-04-22,22.799999237060547
2013-04-23,22.399999618530273
2013-04-24,22.0
2013-04-25,21.799999237060547
2013-04-26,21.700000762939453
