,EKSO
2018-01-19,26.549999237060547
2018-01-22,25.950000762939453
2018-01-23,23.25
2018-01-24,25.5
2018-01-25,25.049999237060547
2018-01-26,24.299999237060547
2018-01-29,22.950000762939453
2018-01-30,23.25
2018-01-31,21.899999618530273
2018-02-01,22.049999237060547
2018-02-02,21.299999237060547
2018-02-05,19.5
2018-02-06,21.0
2018-02-07,20.700000762939453
2018-02-08,21.600000381469727
2018-02-09,21.0
2018-02-12,21.0
2018-02-13,21.299999237060547
2018-02-14,22.950000762939453
2018-02-15,22.950000762939453
2018-02-16,23.25
2018-02-20,22.200000762939453
2018-02-21,22.049999237060547
2018-02-22,22.049999237060547
2018-02-23,24.0
2018-02-26,22.5
2018-02-27,22.350000381469727
2018-02-28,22.950000762939453
2018-03-01,23.399999618530273
2018-03-02,23.100000381469727
2018-03-05,22.649999618530273
2018-03-06,23.100000381469727
2018-03-07,26.25
2018-03-08,27.299999237060547
2018-03-09,27.450000762939453
2018-03-12,27.450000762939453
2018-03-13,25.649999618530273
2018-03-14,23.700000762939453
2018-03-15,22.799999237060547
2018-03-16,23.850000381469727
2018-03-19,22.649999618530273
2018-03-20,23.549999237060547
2018-03-21,23.549999237060547
2018-03-22,23.850000381469727
2018-03-23,23.100000381469727
2018-03-26,31.049999237060547
2018-03-27,28.799999237060547
2018-03-28,24.149999618530273
2018-03-29,23.700000762939453
2018-04-02,22.649999618530273
2018-04-03,22.799999237060547
2018-04-04,22.200000762939453
2018-04-05,22.350000381469727
2018-04-06,21.899999618530273
2018-04-09,22.049999237060547
2018-04-10,23.100000381469727
2018-04-11,23.850000381469727
2018-04-12,24.450000762939453
2018-04-13,25.049999237060547
2018-04-16,24.75
2018-04-17,24.450000762939453
2018-04-18,24.299999237060547
2018-04-19,24.450000762939453
2018-04-20,24.225000381469727
2018-04-23,24.915000915527344
2018-04-24,25.049999237060547
2018-04-25,25.049999237060547
2018-04-26,25.5
2018-04-27,27.899999618530273
2018-04-30,28.200000762939453
2018-05-01,25.799999237060547
2018-05-02,26.700000762939453
2018-05-03,25.950000762939453
2018-05-04,26.399999618530273
2018-05-07,26.100000381469727
2018-05-08,24.600000381469727
2018-05-09,24.149999618530273
2018-05-10,22.649999618530273
2018-05-11,23.850000381469727
2018-05-14,23.399999618530273
2018-05-15,23.024999618530273
2018-05-16,22.950000762939453
2018-05-17,22.950000762939453
2018-05-18,22.950000762939453
2018-05-21,22.5
2018-05-22,22.350000381469727
2018-05-23,22.950000762939453
2018-05-24,22.5
2018-05-25,22.799999237060547
2018-05-29,25.200000762939453
2018-05-30,24.450000762939453
2018-05-31,24.75
2018-06-01,25.5
2018-06-04,25.649999618530273
2018-06-05,25.5
2018-06-06,27.299999237060547
2018-06-07,26.700000762939453
2018-06-08,27.149999618530273
2018-06-11,27.899999618530273
2018-06-12,27.899999618530273
2018-06-13,26.399999618530273
2018-06-14,25.799999237060547
2018-06-15,27.0
2018-06-18,26.100000381469727
2018-06-19,25.950000762939453
2018-06-20,25.875
2018-06-21,25.799999237060547
2018-06-22,25.350000381469727
2018-06-25,25.049999237060547
2018-06-26,25.5
2018-06-27,25.649999618530273
2018-06-28,25.875
2018-06-29,26.850000381469727
2018-07-02,27.225000381469727
2018-07-03,27.899999618530273
2018-07-05,30.0
2018-07-06,29.700000762939453
2018-07-09,29.100000381469727
2018-07-10,26.399999618530273
2018-07-11,27.299999237060547
2018-07-12,26.475000381469727
2018-07-13,26.385000228881836
2018-07-16,26.834999084472656
2018-07-17,26.700000762939453
2018-07-18,28.334999084472656
2018-07-19,27.75
2018-07-20,28.5
2018-07-23,29.399999618530273
2018-07-24,28.950000762939453
2018-07-25,28.950000762939453
2018-07-26,28.665000915527344
2018-07-27,27.0
2018-07-30,26.700000762939453
2018-07-31,26.399999618530273
2018-08-01,28.200000762939453
2018-08-02,27.450000762939453
2018-08-03,26.850000381469727
2018-08-06,27.299999237060547
2018-08-07,34.95000076293945
2018-08-08,36.0
2018-08-09,41.25
2018-08-10,39.45000076293945
2018-08-13,40.20000076293945
2018-08-14,43.5
2018-08-15,45.75
2018-08-16,43.349998474121094
2018-08-17,40.79999923706055
2018-08-20,39.150001525878906
2018-08-21,37.79999923706055
2018-08-22,38.25
2018-08-23,37.349998474121094
2018-08-24,37.95000076293945
2018-08-27,36.45000076293945
2018-08-28,37.650001525878906
2018-08-29,37.650001525878906
2018-08-30,40.650001525878906
2018-08-31,40.20000076293945
2018-09-04,40.04999923706055
2018-09-05,37.349998474121094
2018-09-06,36.599998474121094
2018-09-07,36.599998474121094
2018-09-10,36.45000076293945
2018-09-11,32.25
2018-09-12,34.650001525878906
2018-09-13,32.25
2018-09-14,31.350000381469727
2018-09-17,30.450000762939453
2018-09-18,31.950000762939453
2018-09-19,31.649999618530273
2018-09-20,31.200000762939453
2018-09-21,34.04999923706055
2018-09-24,34.95000076293945
2018-09-25,36.599998474121094
2018-09-26,33.75
2018-09-27,33.75
2018-09-28,35.099998474121094
2018-10-01,34.5
2018-10-02,34.5
2018-10-03,33.45000076293945
2018-10-04,32.25
2018-10-05,31.950000762939453
2018-10-08,32.54999923706055
2018-10-09,31.049999237060547
2018-10-10,29.850000381469727
2018-10-11,30.75
2018-10-12,32.25
2018-10-15,32.099998474121094
2018-10-16,32.099998474121094
2018-10-17,31.200000762939453
2018-10-18,31.5
2018-10-19,30.450000762939453
2018-10-22,30.299999237060547
2018-10-23,30.600000381469727
2018-10-24,31.649999618530273
2018-10-25,31.200000762939453
2018-10-26,30.899999618530273
2018-10-29,31.049999237060547
2018-10-30,28.200000762939453
2018-10-31,28.350000381469727
2018-11-01,30.75
2018-11-02,31.200000762939453
2018-11-05,31.5
2018-11-06,31.049999237060547
2018-11-07,32.25
2018-11-08,31.5
2018-11-09,32.099998474121094
2018-11-12,31.649999618530273
2018-11-13,32.54999923706055
2018-11-14,31.5
2018-11-15,31.350000381469727
2018-11-16,30.299999237060547
2018-11-19,29.100000381469727
2018-11-20,28.200000762939453
2018-11-21,28.649999618530273
2018-11-23,29.100000381469727
2018-11-26,27.600000381469727
2018-11-27,27.299999237060547
2018-11-28,27.75
2018-11-29,29.100000381469727
2018-11-30,27.899999618530273
2018-12-03,28.5
2018-12-04,27.899999618530273
2018-12-06,27.0
2018-12-07,26.549999237060547
2018-12-10,27.149999618530273
2018-12-11,25.950000762939453
2018-12-12,25.799999237060547
2018-12-13,25.5
2018-12-14,24.600000381469727
2018-12-17,22.350000381469727
2018-12-18,22.200000762939453
2018-12-19,22.200000762939453
2018-12-20,22.049999237060547
2018-12-21,21.0
2018-12-24,18.899999618530273
2018-12-26,18.899999618530273
2018-12-27,20.100000381469727
2018-12-28,19.649999618530273
2018-12-31,18.600000381469727
2019-01-02,21.299999237060547
2019-01-03,23.399999618530273
2019-01-04,24.899999618530273
2019-01-07,24.0
2019-01-08,22.950000762939453
2019-01-09,23.25
2019-01-10,22.950000762939453
2019-01-11,22.950000762939453
2019-01-14,23.399999618530273
2019-01-15,25.799999237060547
2019-01-16,25.350000381469727
2019-01-17,24.899999618530273
2019-01-18,25.049999237060547
2019-01-22,24.75
2019-01-23,24.75
2019-01-24,26.100000381469727
2019-01-25,25.454999923706055
2019-01-28,24.75
2019-01-29,24.450000762939453
2019-01-30,26.25
2019-01-31,26.100000381469727
2019-02-01,28.350000381469727
2019-02-04,29.25
2019-02-05,29.100000381469727
2019-02-06,28.950000762939453
2019-02-07,29.700000762939453
2019-02-08,29.700000762939453
2019-02-11,30.0
2019-02-12,33.150001525878906
2019-02-13,33.45000076293945
2019-02-14,32.849998474121094
2019-02-15,32.70000076293945
2019-02-19,32.25
2019-02-20,30.149999618530273
2019-02-21,31.649999618530273
2019-02-22,31.5
2019-02-25,32.849998474121094
2019-02-26,35.400001525878906
2019-02-27,34.95000076293945
2019-02-28,35.400001525878906
2019-03-01,34.650001525878906
2019-03-04,34.5
2019-03-05,35.70000076293945
2019-03-06,33.29999923706055
2019-03-07,32.70000076293945
2019-03-08,31.950000762939453
2019-03-11,32.099998474121094
2019-03-12,33.45000076293945
2019-03-13,34.20000076293945
2019-03-14,34.5
2019-03-15,37.20000076293945
2019-03-18,37.04999923706055
2019-03-19,37.5
2019-03-20,37.20000076293945
2019-03-21,36.599998474121094
2019-03-22,35.70000076293945
2019-03-25,35.400001525878906
2019-03-26,35.400001525878906
2019-03-27,36.0
2019-03-28,36.45000076293945
2019-03-29,37.650001525878906
2019-04-01,37.5
2019-04-02,37.650001525878906
2019-04-03,37.349998474121094
2019-04-04,37.650001525878906
2019-04-05,37.5
2019-04-08,37.5
2019-04-09,36.75
2019-04-10,37.04999923706055
2019-04-11,37.79999923706055
2019-04-12,37.79999923706055
2019-04-15,37.349998474121094
2019-04-16,36.599998474121094
2019-04-17,33.900001525878906
2019-04-18,33.45000076293945
2019-04-22,34.04999923706055
2019-04-23,35.54999923706055
2019-04-24,35.400001525878906
2019-04-25,34.650001525878906
2019-04-26,32.25
2019-04-29,32.70000076293945
2019-04-30,33.0
2019-05-01,32.54999923706055
2019-05-02,31.950000762939453
2019-05-03,33.0
2019-05-06,31.649999618530273
2019-05-07,30.149999618530273
2019-05-08,30.299999237060547
2019-05-09,27.299999237060547
2019-05-10,27.899999618530273
2019-05-13,26.399999618530273
2019-05-14,30.149999618530273
2019-05-15,29.399999618530273
2019-05-16,26.700000762939453
2019-05-17,26.700000762939453
2019-05-20,28.649999618530273
2019-05-21,27.899999618530273
2019-05-22,20.549999237060547
2019-05-23,22.950000762939453
2019-05-24,22.350000381469727
2019-05-28,21.75
2019-05-29,20.549999237060547
2019-05-30,21.600000381469727
2019-05-31,19.950000762939453
2019-06-03,20.774999618530273
2019-06-04,21.149999618530273
2019-06-05,19.649999618530273
2019-06-06,19.799999237060547
2019-06-07,19.5
2019-06-10,19.950000762939453
2019-06-11,19.649999618530273
2019-06-12,19.200000762939453
2019-06-13,19.950000762939453
2019-06-14,19.649999618530273
2019-06-17,19.049999237060547
2019-06-18,19.350000381469727
2019-06-19,19.5
2019-06-20,19.5
2019-06-21,19.049999237060547
2019-06-24,19.350000381469727
2019-06-25,19.049999237060547
2019-06-26,19.200000762939453
2019-06-27,19.5
2019-06-28,19.049999237060547
2019-07-01,19.049999237060547
2019-07-02,19.049999237060547
2019-07-03,18.899999618530273
2019-07-05,18.899999618530273
2019-07-08,19.049999237060547
2019-07-09,19.200000762939453
2019-07-10,18.75
2019-07-11,19.200000762939453
2019-07-12,18.899999618530273
2019-07-15,18.75
2019-07-16,18.299999237060547
2019-07-17,17.399999618530273
2019-07-18,17.549999237060547
2019-07-19,18.225000381469727
2019-07-22,18.375
2019-07-23,18.75
2019-07-24,18.825000762939453
2019-07-25,18.299999237060547
2019-07-26,18.0
2019-07-29,17.700000762939453
2019-07-30,18.0
2019-07-31,18.0
2019-08-01,17.25
2019-08-02,14.175000190734863
2019-08-05,13.484999656677246
2019-08-06,13.859999656677246
2019-08-07,13.350000381469727
2019-08-08,13.649999618530273
2019-08-09,12.975000381469727
2019-08-12,12.449999809265137
2019-08-13,12.75
2019-08-14,11.864999771118164
2019-08-15,12.569999694824219
2019-08-16,12.75
2019-08-19,12.75
2019-08-20,12.4350004196167
2019-08-21,12.449999809265137
2019-08-22,12.239999771118164
2019-08-23,11.399999618530273
2019-08-26,11.385000228881836
2019-08-27,12.0
2019-08-28,11.550000190734863
2019-08-29,10.350000381469727
2019-08-30,9.869999885559082
2019-09-03,8.729999542236328
2019-09-04,8.100000381469727
2019-09-05,8.399999618530273
2019-09-06,8.699999809265137
2019-09-09,8.579999923706055
2019-09-10,9.329999923706055
2019-09-11,8.850000381469727
2019-09-12,8.640000343322754
2019-09-13,8.505000114440918
2019-09-16,8.414999961853027
2019-09-17,8.25
2019-09-18,7.949999809265137
2019-09-19,7.755000114440918
2019-09-20,8.069999694824219
2019-09-23,7.769999980926514
2019-09-24,7.574999809265137
2019-09-25,7.920000076293945
2019-09-26,8.25
2019-09-27,8.354999542236328
2019-09-30,7.949999809265137
2019-10-01,7.875
2019-10-02,8.220000267028809
2019-10-03,8.100000381469727
2019-10-04,7.949999809265137
2019-10-07,7.755000114440918
2019-10-08,7.244999885559082
2019-10-09,7.440000057220459
2019-10-10,7.349999904632568
2019-10-11,7.860000133514404
2019-10-14,7.755000114440918
2019-10-15,7.949999809265137
2019-10-16,7.800000190734863
2019-10-17,8.670000076293945
2019-10-18,9.869999885559082
2019-10-21,10.59000015258789
2019-10-22,9.614999771118164
2019-10-23,9.300000190734863
2019-10-24,8.925000190734863
2019-10-25,8.895000457763672
2019-10-28,10.604999542236328
2019-10-29,10.5
2019-10-30,9.824999809265137
2019-10-31,9.75
2019-11-01,9.449999809265137
2019-11-04,9.149999618530273
2019-11-05,9.449999809265137
2019-11-06,9.149999618530273
2019-11-07,9.149999618530273
2019-11-08,9.09000015258789
2019-11-11,9.0
2019-11-12,9.239999771118164
2019-11-13,8.925000190734863
2019-11-14,8.265000343322754
2019-11-15,8.324999809265137
2019-11-18,7.84499979019165
2019-11-19,8.024999618530273
2019-11-20,7.949999809265137
2019-11-21,7.875
2019-11-22,8.175000190734863
2019-11-25,8.1899995803833
2019-11-26,8.399999618530273
2019-11-27,8.039999961853027
2019-11-29,8.609999656677246
2019-12-02,8.385000228881836
2019-12-03,8.475000381469727
2019-12-04,8.25
2019-12-05,8.399999618530273
2019-12-06,8.069999694824219
2019-12-09,8.399999618530273
2019-12-10,8.550000190734863
2019-12-11,8.625
2019-12-12,8.760000228881836
2019-12-13,8.760000228881836
2019-12-16,8.774999618530273
2019-12-17,8.53499984741211
2019-12-18,8.100000381469727
2019-12-19,6.195000171661377
2019-12-20,5.849999904632568
2019-12-23,5.550000190734863
2019-12-24,5.699999809265137
2019-12-26,5.670000076293945
2019-12-27,5.25
2019-12-30,6.014999866485596
2019-12-31,5.864999771118164
2020-01-02,6.0
2020-01-03,5.699999809265137
2020-01-06,6.105000019073486
2020-01-07,5.985000133514404
2020-01-08,6.135000228881836
2020-01-09,5.925000190734863
2020-01-10,5.550000190734863
2020-01-13,5.25
2020-01-14,5.835000038146973
2020-01-15,5.744999885559082
2020-01-16,5.744999885559082
2020-01-17,5.474999904632568
2020-01-21,5.775000095367432
2020-01-22,5.744999885559082
2020-01-23,5.610000133514404
2020-01-24,5.625
2020-01-27,5.445000171661377
2020-01-28,6.105000019073486
2020-01-29,6.300000190734863
2020-01-30,5.849999904632568
2020-01-31,5.519999980926514
2020-02-03,5.474999904632568
2020-02-04,5.610000133514404
2020-02-05,5.730000019073486
2020-02-06,5.804999828338623
2020-02-07,5.65500020980835
2020-02-10,5.489999771118164
2020-02-11,5.489999771118164
2020-02-12,5.519999980926514
2020-02-13,5.489999771118164
2020-02-14,5.505000114440918
2020-02-18,5.534999847412109
2020-02-19,5.565000057220459
2020-02-20,5.639999866485596
2020-02-21,5.699999809265137
2020-02-24,5.579999923706055
2020-02-25,5.789999961853027
2020-02-26,5.579999923706055
2020-02-27,5.054999828338623
2020-02-28,4.485000133514404
2020-03-02,4.980000019073486
2020-03-03,4.815000057220459
2020-03-04,4.889999866485596
2020-03-05,4.769999980926514
2020-03-06,4.829999923706055
2020-03-09,4.559999942779541
2020-03-10,4.380000114440918
2020-03-11,3.930000066757202
2020-03-12,3.75
2020-03-13,3.1050000190734863
2020-03-16,2.7899999618530273
2020-03-17,2.940000057220459
2020-03-18,2.984999895095825
2020-03-19,3.3299999237060547
2020-03-20,3.2850000858306885
2020-03-23,3.075000047683716
2020-03-24,3.299999952316284
2020-03-25,2.8299999237060547
2020-03-26,2.5399999618530273
2020-03-27,3.749000072479248
2020-03-30,3.0299999713897705
2020-03-31,2.8299999237060547
2020-04-01,2.759999990463257
2020-04-02,2.6600000858306885
2020-04-03,2.549999952316284
2020-04-06,2.759999990463257
2020-04-07,2.7300000190734863
2020-04-08,2.819999933242798
2020-04-09,2.7799999713897705
2020-04-13,3.1700000762939453
2020-04-14,3.5999999046325684
2020-04-15,3.380000114440918
2020-04-16,3.2799999713897705
2020-04-17,3.430000066757202
2020-04-20,3.450000047683716
2020-04-21,3.490000009536743
2020-04-22,4.050000190734863
2020-04-23,4.300000190734863
2020-04-24,3.9600000381469727
2020-04-27,4.099999904632568
2020-04-28,3.9000000953674316
2020-04-29,3.9600000381469727
2020-04-30,3.890000104904175
2020-05-01,3.7799999713897705
2020-05-04,3.869999885559082
2020-05-05,3.640000104904175
2020-05-06,3.450000047683716
2020-05-07,3.5299999713897705
2020-05-08,3.569999933242798
2020-05-11,3.559999942779541
2020-05-12,3.180000066757202
2020-05-13,2.9100000858306885
2020-05-14,3.0
2020-05-15,3.130000114440918
2020-05-18,3.1410000324249268
2020-05-19,3.1500000953674316
2020-05-20,3.240000009536743
2020-05-21,3.0399999618530273
2020-05-22,3.259999990463257
2020-05-26,3.8399999141693115
2020-05-27,3.609999895095825
2020-05-28,3.5299999713897705
2020-05-29,3.8299999237060547
2020-06-01,3.9000000953674316
2020-06-02,3.950000047683716
2020-06-03,4.28000020980835
2020-06-04,4.949999809265137
2020-06-05,5.179999828338623
2020-06-08,3.950000047683716
2020-06-09,3.9600000381469727
2020-06-10,3.809999942779541
2020-06-11,3.490000009536743
2020-06-12,3.559999942779541
2020-06-15,3.7799999713897705
2020-06-16,3.680000066757202
2020-06-17,3.509999990463257
2020-06-18,3.4200000762939453
2020-06-19,3.4200000762939453
2020-06-22,3.5799999237060547
2020-06-23,3.390000104904175
2020-06-24,3.0999999046325684
2020-06-25,7.295000076293945
2020-06-26,8.770000457763672
2020-06-29,7.110000133514404
2020-06-30,8.399999618530273
2020-07-01,7.230000019073486
2020-07-02,7.349999904632568
2020-07-06,7.159999847412109
2020-07-07,7.21999979019165
2020-07-08,7.170000076293945
2020-07-09,7.340000152587891
2020-07-10,8.850000381469727
2020-07-13,8.130000114440918
2020-07-14,7.829999923706055
2020-07-15,7.510000228881836
2020-07-16,7.440000057220459
2020-07-17,7.809999942779541
2020-07-20,7.809999942779541
2020-07-21,7.369999885559082
2020-07-22,7.449999809265137
2020-07-23,7.179999828338623
2020-07-24,7.300000190734863
2020-07-27,7.159999847412109
2020-07-28,7.46999979019165
2020-07-29,7.320000171661377
2020-07-30,7.360000133514404
2020-07-31,6.519999980926514
2020-08-03,6.489999771118164
2020-08-04,6.340000152587891
2020-08-05,6.389999866485596
2020-08-06,6.429999828338623
2020-08-07,6.260000228881836
2020-08-10,6.309999942779541
2020-08-11,6.059999942779541
2020-08-12,5.820000171661377
2020-08-13,6.0
2020-08-14,5.820000171661377
2020-08-17,5.710000038146973
2020-08-18,5.489999771118164
2020-08-19,5.369999885559082
2020-08-20,5.670000076293945
2020-08-21,5.289999961853027
2020-08-24,5.199999809265137
2020-08-25,5.25
2020-08-26,5.309999942779541
2020-08-27,5.150000095367432
2020-08-28,5.110000133514404
2020-08-31,4.940000057220459
2020-09-01,4.639999866485596
2020-09-02,4.599999904632568
2020-09-03,4.489999771118164
2020-09-04,4.369999885559082
2020-09-08,4.440000057220459
2020-09-09,4.78000020980835
2020-09-10,4.909999847412109
2020-09-11,4.760000228881836
2020-09-14,5.510000228881836
2020-09-15,5.309999942779541
2020-09-16,5.440000057220459
2020-09-17,5.300000190734863
2020-09-18,5.070000171661377
2020-09-21,4.690000057220459
2020-09-22,4.539999961853027
2020-09-23,4.409999847412109
2020-09-24,4.25
2020-09-25,4.329999923706055
2020-09-28,4.369999885559082
2020-09-29,4.46999979019165
2020-09-30,4.75
2020-10-01,4.420000076293945
2020-10-02,4.389999866485596
2020-10-05,4.5
2020-10-06,4.380000114440918
2020-10-07,4.679999828338623
2020-10-08,5.039999961853027
2020-10-09,5.079999923706055
2020-10-12,5.289999961853027
2020-10-13,5.03000020980835
2020-10-14,4.949999809265137
2020-10-15,4.869999885559082
2020-10-16,4.679999828338623
2020-10-19,4.579999923706055
2020-10-20,4.579999923706055
2020-10-21,4.420000076293945
2020-10-22,4.460000038146973
2020-10-23,4.760000228881836
2020-10-26,4.53000020980835
2020-10-27,4.380000114440918
2020-10-28,4.139999866485596
2020-10-29,4.179999828338623
2020-10-30,4.070000171661377
2020-11-02,4.050000190734863
2020-11-03,4.159999847412109
2020-11-04,4.170000076293945
2020-11-05,4.190000057220459
2020-11-06,4.150000095367432
2020-11-09,4.659999847412109
2020-11-10,4.420000076293945
2020-11-11,4.550000190734863
2020-11-12,4.539999961853027
2020-11-13,4.599999904632568
2020-11-16,4.619999885559082
2020-11-17,4.690000057220459
2020-11-18,4.639999866485596
2020-11-19,4.710000038146973
2020-11-20,5.179999828338623
2020-11-23,5.269999980926514
2020-11-24,5.78000020980835
2020-11-25,5.730000019073486
2020-11-27,5.71999979019165
2020-11-30,5.730000019073486
2020-12-01,5.510000228881836
2020-12-02,5.670000076293945
2020-12-03,5.5
2020-12-04,5.519999980926514
2020-12-07,5.429999828338623
2020-12-08,5.260000228881836
2020-12-09,5.170000076293945
2020-12-10,5.300000190734863
2020-12-11,5.150000095367432
2020-12-14,5.159999847412109
2020-12-15,5.199999809265137
2020-12-16,5.510000228881836
2020-12-17,5.71999979019165
2020-12-18,5.460000038146973
2020-12-21,5.639999866485596
2020-12-22,6.349999904632568
2020-12-23,6.949999809265137
2020-12-24,6.980000019073486
2020-12-28,6.599999904632568
2020-12-29,5.96999979019165
2020-12-30,6.21999979019165
2020-12-31,6.130000114440918
2021-01-04,6.329999923706055
2021-01-05,6.480000019073486
2021-01-06,6.380000114440918
2021-01-07,6.5
2021-01-08,6.920000076293945
2021-01-11,9.199999809265137
2021-01-12,9.229999542236328
2021-01-13,8.890000343322754
2021-01-14,8.039999961853027
2021-01-15,8.180000305175781
2021-01-19,8.680000305175781
2021-01-20,8.850000381469727
2021-01-21,9.350000381469727
2021-01-22,10.0
2021-01-25,10.449999809265137
2021-01-26,9.40999984741211
2021-01-27,8.770000457763672
2021-01-28,9.300000190734863
2021-01-29,8.760000228881836
2021-02-01,8.960000038146973
2021-02-02,9.15999984741211
2021-02-03,9.640000343322754
2021-02-04,9.569999694824219
2021-02-05,10.430000305175781
2021-02-08,13.069999694824219
2021-02-09,10.180000305175781
2021-02-10,9.869999885559082
2021-02-11,9.609999656677246
2021-02-12,9.619999885559082
2021-02-16,9.800000190734863
2021-02-17,9.920000076293945
2021-02-18,8.149999618530273
2021-02-19,9.220000267028809
2021-02-22,9.010000228881836
2021-02-23,7.840000152587891
2021-02-24,7.960000038146973
2021-02-25,7.159999847412109
2021-02-26,7.150000095367432
2021-03-01,7.039999961853027
2021-03-02,7.260000228881836
2021-03-03,6.849999904632568
2021-03-04,5.920000076293945
2021-03-05,5.869999885559082
2021-03-08,6.019999980926514
2021-03-09,6.679999828338623
2021-03-10,6.639999866485596
2021-03-11,7.320000171661377
2021-03-12,7.300000190734863
2021-03-15,7.099999904632568
2021-03-16,7.369999885559082
2021-03-17,7.400000095367432
2021-03-18,7.090000152587891
2021-03-19,6.860000133514404
2021-03-22,6.880000114440918
2021-03-23,6.28000020980835
2021-03-24,6.159999847412109
2021-03-25,6.5
2021-03-26,6.21999979019165
2021-03-29,5.889999866485596
2021-03-30,5.900000095367432
2021-03-31,6.170000076293945
2021-04-01,6.349999904632568
2021-04-05,6.210000038146973
2021-04-06,6.260000228881836
2021-04-07,5.920000076293945
2021-04-08,5.960000038146973
2021-04-09,6.519999980926514
2021-04-12,7.039999961853027
2021-04-13,6.320000171661377
2021-04-14,6.480000019073486
2021-04-15,5.710000038146973
2021-04-16,5.460000038146973
2021-04-19,5.269999980926514
2021-04-20,5.199999809265137
2021-04-21,5.599999904632568
2021-04-22,5.510000228881836
2021-04-23,5.699999809265137
2021-04-26,5.809999942779541
2021-04-27,5.650000095367432
2021-04-28,5.590000152587891
2021-04-29,5.119999885559082
2021-04-30,5.710000038146973
2021-05-03,5.78000020980835
2021-05-04,5.460000038146973
2021-05-05,5.5
2021-05-06,5.46999979019165
2021-05-07,5.420000076293945
2021-05-10,5.139999866485596
2021-05-11,5.53000020980835
2021-05-12,5.159999847412109
2021-05-13,5.019999980926514
2021-05-14,5.179999828338623
