,CFRX
2016-05-17,23.899999618530273
2016-05-18,24.399999618530273
2016-05-19,21.899999618530273
2016-05-20,24.5
2016-05-23,24.600000381469727
2016-05-24,24.399999618530273
2016-05-25,24.399999618530273
2016-05-26,26.299999237060547
2016-05-27,30.600000381469727
2016-05-31,30.5
2016-06-01,30.200000762939453
2016-06-02,32.0
2016-06-03,30.5
2016-06-06,29.899999618530273
2016-06-07,28.700000762939453
2016-06-08,29.799999237060547
2016-06-09,29.200000762939453
2016-06-10,30.100000381469727
2016-06-13,29.469999313354492
2016-06-14,28.899999618530273
2016-06-15,29.600000381469727
2016-06-16,29.0
2016-06-17,31.399999618530273
2016-06-20,30.700000762939453
2016-06-21,30.200000762939453
2016-06-22,29.700000762939453
2016-06-23,29.799999237060547
2016-06-24,30.100000381469727
2016-06-27,28.899999618530273
2016-06-28,28.899999618530273
2016-06-29,28.799999237060547
2016-06-30,28.899999618530273
2016-07-01,28.899999618530273
2016-07-05,29.0
2016-07-06,27.5
2016-07-07,28.299999237060547
2016-07-08,27.200000762939453
2016-07-11,28.5
2016-07-12,27.200000762939453
2016-07-13,26.5
2016-07-14,25.200000762939453
2016-07-15,25.0
2016-07-18,25.200000762939453
2016-07-19,27.5
2016-07-20,27.399999618530273
2016-07-21,28.5
2016-07-22,24.399999618530273
2016-07-25,23.200000762939453
2016-07-26,22.200000762939453
2016-07-27,23.299999237060547
2016-07-28,23.200000762939453
2016-07-29,24.0
2016-08-01,24.0
2016-08-02,23.799999237060547
2016-08-03,24.5
2016-08-04,24.299999237060547
2016-08-05,23.920000076293945
2016-08-08,24.25
2016-08-09,23.299999237060547
2016-08-10,22.399999618530273
2016-08-11,22.600000381469727
2016-08-12,22.899999618530273
2016-08-15,22.799999237060547
2016-08-16,22.799999237060547
2016-08-17,22.399999618530273
2016-08-18,22.899999618530273
2016-08-19,22.3799991607666
2016-08-22,22.899999618530273
2016-08-23,22.5
2016-08-24,22.100000381469727
2016-08-25,22.0
2016-08-26,22.799999237060547
2016-08-29,23.5
2016-08-30,22.700000762939453
2016-08-31,22.700000762939453
2016-09-01,23.399999618530273
2016-09-02,23.100000381469727
2016-09-06,24.799999237060547
2016-09-07,24.5
2016-09-08,25.0
2016-09-09,25.399999618530273
2016-09-12,25.299999237060547
2016-09-13,28.5
2016-09-14,30.299999237060547
2016-09-15,31.0
2016-09-16,23.100000381469727
2016-09-19,22.5
2016-09-20,22.799999237060547
2016-09-21,22.600000381469727
2016-09-22,21.799999237060547
2016-09-23,23.200000762939453
2016-09-26,22.899999618530273
2016-09-27,23.100000381469727
2016-09-28,25.600000381469727
2016-09-29,24.299999237060547
2016-09-30,24.799999237060547
2016-10-03,24.200000762939453
2016-10-04,24.100000381469727
2016-10-05,25.200000762939453
2016-10-06,24.299999237060547
2016-10-07,24.0
2016-10-10,24.5
2016-10-11,23.899999618530273
2016-10-12,23.200000762939453
2016-10-13,23.5
2016-10-14,22.700000762939453
2016-10-17,23.100000381469727
2016-10-18,22.700000762939453
2016-10-19,23.100000381469727
2016-10-20,24.5
2016-10-21,25.799999237060547
2016-10-24,24.700000762939453
2016-10-25,24.100000381469727
2016-10-26,23.0
2016-10-27,22.299999237060547
2016-10-28,21.399999618530273
2016-10-31,23.0
2016-11-01,22.5
2016-11-02,19.0
2016-11-03,17.0
2016-11-04,17.5
2016-11-07,18.0
2016-11-08,16.5
2016-11-09,18.5
2016-11-10,18.5
2016-11-11,19.0
2016-11-14,19.5
2016-11-15,22.0
2016-11-16,20.5
2016-11-17,21.5
2016-11-18,22.329999923706055
2016-11-21,21.0
2016-11-22,21.0
2016-11-23,19.5
2016-11-25,23.0
2016-11-28,25.5
2016-11-29,23.75
2016-11-30,23.399999618530273
2016-12-01,21.5
2016-12-02,22.75
2016-12-05,23.5
2016-12-06,23.0
2016-12-07,23.5
2016-12-08,23.0
2016-12-09,22.0
2016-12-12,22.5
2016-12-13,24.0
2016-12-14,22.5
2016-12-15,22.0
2016-12-16,23.0
2016-12-19,22.5
2016-12-20,22.5
2016-12-21,21.5
2016-12-22,21.5
2016-12-23,22.5
2016-12-27,22.0
2016-12-28,21.0
2016-12-29,19.0
2016-12-30,17.5
2017-01-03,20.5
2017-01-04,20.0
2017-01-05,20.5
2017-01-06,19.5
2017-01-09,19.0
2017-01-10,18.5
2017-01-11,18.5
2017-01-12,18.5
2017-01-13,20.5
2017-01-17,19.5
2017-01-18,18.5
2017-01-19,19.5
2017-01-20,18.0
2017-01-23,17.5
2017-01-24,17.25
2017-01-25,17.5
2017-01-26,18.5
2017-01-27,19.0
2017-01-30,17.5
2017-01-31,18.0
2017-02-01,17.5
2017-02-02,18.0
2017-02-03,17.5
2017-02-06,17.799999237060547
2017-02-07,17.0
2017-02-08,17.0
2017-02-09,17.5
2017-02-10,15.449999809265137
2017-02-13,17.0
2017-02-14,17.0
2017-02-15,17.5
2017-02-16,20.0
2017-02-17,21.5
2017-02-21,23.5
2017-02-22,22.5
2017-02-23,21.350000381469727
2017-02-24,21.5
2017-02-27,22.5
2017-02-28,21.5
2017-03-01,20.5
2017-03-02,21.5
2017-03-03,23.0
2017-03-06,22.5
2017-03-07,21.0
2017-03-08,21.0
2017-03-09,22.5
2017-03-10,22.5
2017-03-13,22.0
2017-03-14,21.0
2017-03-15,20.5
2017-03-16,20.5
2017-03-17,21.0
2017-03-20,20.0
2017-03-21,19.0
2017-03-22,20.5
2017-03-23,20.0
2017-03-24,20.0
2017-03-27,20.5
2017-03-28,19.5
2017-03-29,20.25
2017-03-30,19.0
2017-03-31,18.0
2017-04-03,18.0
2017-04-04,19.0
2017-04-05,18.0
2017-04-06,19.0
2017-04-07,18.5
2017-04-10,17.75
2017-04-11,17.0
2017-04-12,17.25
2017-04-13,17.5
2017-04-17,17.5
2017-04-18,18.5
2017-04-19,17.5
2017-04-20,17.0
2017-04-21,16.5
2017-04-24,17.0
2017-04-25,16.5
2017-04-26,17.0
2017-04-27,17.5
2017-04-28,17.5
2017-05-01,16.0
2017-05-02,16.0
2017-05-03,14.100000381469727
2017-05-04,14.5
2017-05-05,14.25
2017-05-08,14.0
2017-05-09,14.5
2017-05-10,16.5
2017-05-11,15.5
2017-05-12,15.5
2017-05-15,15.5
2017-05-16,14.5
2017-05-17,12.5
2017-05-18,12.5
2017-05-19,12.5
2017-05-22,13.0
2017-05-23,13.0
2017-05-24,13.0
2017-05-25,15.0
2017-05-26,14.0
2017-05-30,13.390000343322754
2017-05-31,12.0
2017-06-01,12.5
2017-06-02,12.5
2017-06-05,12.5
2017-06-06,12.0
2017-06-07,12.0
2017-06-08,11.5
2017-06-09,12.0
2017-06-12,11.5
2017-06-13,11.5
2017-06-14,11.5
2017-06-15,11.5
2017-06-16,11.5
2017-06-19,11.0
2017-06-20,11.050000190734863
2017-06-21,12.0
2017-06-22,12.0
2017-06-23,12.0
2017-06-26,14.5
2017-06-27,16.0
2017-06-28,16.0
2017-06-29,15.0
2017-06-30,14.5
2017-07-03,14.0
2017-07-05,14.0
2017-07-06,13.75
2017-07-07,14.0
2017-07-10,13.5
2017-07-11,13.5
2017-07-12,14.0
2017-07-13,14.5
2017-07-14,13.75
2017-07-17,13.5
2017-07-18,14.0
2017-07-19,14.5
2017-07-20,13.5
2017-07-21,12.5
2017-07-24,13.0
2017-07-25,12.5
2017-07-26,12.5
2017-07-27,12.5
2017-07-28,12.5
2017-07-31,13.0
2017-08-01,13.0
2017-08-02,12.5
2017-08-03,13.0
2017-08-04,13.0
2017-08-07,13.0
2017-08-08,12.5
2017-08-09,12.5
2017-08-10,12.5
2017-08-11,12.5
2017-08-14,12.25
2017-08-15,12.0
2017-08-16,12.0
2017-08-17,12.0
2017-08-18,11.75
2017-08-21,11.5
2017-08-22,11.5
2017-08-23,11.5
2017-08-24,11.5
2017-08-25,11.5
2017-08-28,10.5
2017-08-29,11.25
2017-08-30,11.949999809265137
2017-08-31,10.5
2017-09-01,10.5
2017-09-05,11.0
2017-09-06,10.0
2017-09-07,10.0
2017-09-08,8.75
2017-09-11,9.65999984741211
2017-09-12,9.199999809265137
2017-09-13,9.0
2017-09-14,8.899999618530273
2017-09-15,9.420000076293945
2017-09-18,10.199999809265137
2017-09-19,9.970000267028809
2017-09-20,9.710000038146973
2017-09-21,10.100000381469727
2017-09-22,10.399999618530273
2017-09-25,10.399999618530273
2017-09-26,10.0
2017-09-27,10.199999809265137
2017-09-28,10.5
2017-09-29,11.100000381469727
2017-10-02,11.800000190734863
2017-10-03,12.5
2017-10-04,11.399999618530273
2017-10-05,11.899999618530273
2017-10-06,12.899999618530273
2017-10-09,12.899999618530273
2017-10-10,12.199999809265137
2017-10-11,11.899999618530273
2017-10-12,11.600000381469727
2017-10-13,11.300000190734863
2017-10-16,10.800000190734863
2017-10-17,10.600000381469727
2017-10-18,10.699999809265137
2017-10-19,10.699999809265137
2017-10-20,10.399999618530273
2017-10-23,10.399999618530273
2017-10-24,9.829999923706055
2017-10-25,10.100000381469727
2017-10-26,10.0
2017-10-27,10.399999618530273
2017-10-30,10.859999656677246
2017-10-31,10.300000190734863
2017-11-01,10.600000381469727
2017-11-02,10.399999618530273
2017-11-03,10.199999809265137
2017-11-06,10.199999809265137
2017-11-07,10.199999809265137
2017-11-08,10.0
2017-11-09,10.0
2017-11-10,10.199999809265137
2017-11-13,9.640000343322754
2017-11-14,10.0
2017-11-15,10.0
2017-11-16,10.0
2017-11-17,10.100000381469727
2017-11-20,9.699999809265137
2017-11-21,9.899999618530273
2017-11-22,9.800000190734863
2017-11-24,10.0
2017-11-27,9.850000381469727
2017-11-28,9.600000381469727
2017-11-29,9.680000305175781
2017-11-30,9.699999809265137
2017-12-01,9.800000190734863
2017-12-04,9.899999618530273
2017-12-05,9.0
2017-12-06,8.899999618530273
2017-12-07,9.100000381469727
2017-12-08,9.0
2017-12-11,9.199999809265137
2017-12-12,9.5
2017-12-13,9.399999618530273
2017-12-14,9.100000381469727
2017-12-15,10.199999809265137
2017-12-18,9.899999618530273
2017-12-19,10.100000381469727
2017-12-20,10.300000190734863
2017-12-21,10.399999618530273
2017-12-22,11.0
2017-12-26,10.300000190734863
2017-12-27,10.199999809265137
2017-12-28,10.199999809265137
2017-12-29,10.100000381469727
2018-01-02,10.199999809265137
2018-01-03,10.300000190734863
2018-01-04,10.699999809265137
2018-01-05,11.890000343322754
2018-01-08,11.739999771118164
2018-01-09,11.899999618530273
2018-01-10,11.5
2018-01-11,11.850000381469727
2018-01-12,11.899999618530273
2018-01-16,11.5
2018-01-17,11.199999809265137
2018-01-18,11.149999618530273
2018-01-19,11.199999809265137
2018-01-22,11.600000381469727
2018-01-23,11.600000381469727
2018-01-24,11.699999809265137
2018-01-25,11.699999809265137
2018-01-26,12.5
2018-01-29,14.199999809265137
2018-01-30,13.0
2018-01-31,13.5
2018-02-01,14.399999618530273
2018-02-02,14.100000381469727
2018-02-05,14.5
2018-02-06,16.700000762939453
2018-02-07,16.299999237060547
2018-02-08,16.0
2018-02-09,14.550000190734863
2018-02-12,15.0
2018-02-13,15.199999809265137
2018-02-14,15.649999618530273
2018-02-15,15.199999809265137
2018-02-16,16.5
2018-02-20,16.899999618530273
2018-02-21,16.399999618530273
2018-02-22,16.299999237060547
2018-02-23,16.5
2018-02-26,16.799999237060547
2018-02-27,17.299999237060547
2018-02-28,16.899999618530273
2018-03-01,16.899999618530273
2018-03-02,17.5
2018-03-05,17.799999237060547
2018-03-06,17.5
2018-03-07,19.299999237060547
2018-03-08,21.700000762939453
2018-03-09,20.899999618530273
2018-03-12,21.299999237060547
2018-03-13,19.799999237060547
2018-03-14,19.899999618530273
2018-03-15,18.799999237060547
2018-03-16,19.0
2018-03-19,20.100000381469727
2018-03-20,19.399999618530273
2018-03-21,19.799999237060547
2018-03-22,19.5
2018-03-23,18.600000381469727
2018-03-26,16.600000381469727
2018-03-27,16.0
2018-03-28,15.800000190734863
2018-03-29,16.25
2018-04-02,15.5
2018-04-03,15.800000190734863
2018-04-04,16.399999618530273
2018-04-05,16.100000381469727
2018-04-06,15.899999618530273
2018-04-09,15.899999618530273
2018-04-10,16.200000762939453
2018-04-11,16.0
2018-04-12,16.200000762939453
2018-04-13,15.699999809265137
2018-04-16,15.699999809265137
2018-04-17,16.299999237060547
2018-04-18,16.100000381469727
2018-04-19,15.699999809265137
2018-04-20,16.399999618530273
2018-04-23,15.800000190734863
2018-04-24,15.899999618530273
2018-04-25,16.0
2018-04-26,15.899999618530273
2018-04-27,16.100000381469727
2018-04-30,15.100000381469727
2018-05-01,15.0
2018-05-02,15.699999809265137
2018-05-03,15.0
2018-05-04,15.699999809265137
2018-05-07,16.299999237060547
2018-05-08,16.299999237060547
2018-05-09,17.0
2018-05-10,17.299999237060547
2018-05-11,17.399999618530273
2018-05-14,18.0
2018-05-15,18.399999618530273
2018-05-16,19.299999237060547
2018-05-17,18.600000381469727
2018-05-18,18.100000381469727
2018-05-21,18.5
2018-05-22,18.010000228881836
2018-05-23,18.5
2018-05-24,18.700000762939453
2018-05-25,19.200000762939453
2018-05-29,18.799999237060547
2018-05-30,19.399999618530273
2018-05-31,19.399999618530273
2018-06-01,19.600000381469727
2018-06-04,19.399999618530273
2018-06-05,19.0
2018-06-06,19.299999237060547
2018-06-07,19.100000381469727
2018-06-08,18.799999237060547
2018-06-11,18.5
2018-06-12,18.799999237060547
2018-06-13,18.700000762939453
2018-06-14,20.0
2018-06-15,23.399999618530273
2018-06-18,25.5
2018-06-19,25.5
2018-06-20,26.399999618530273
2018-06-21,24.799999237060547
2018-06-22,25.799999237060547
2018-06-25,22.100000381469727
2018-06-26,22.899999618530273
2018-06-27,23.0
2018-06-28,22.399999618530273
2018-06-29,22.100000381469727
2018-07-02,22.0
2018-07-03,22.100000381469727
2018-07-05,22.700000762939453
2018-07-06,24.399999618530273
2018-07-09,25.899999618530273
2018-07-10,27.200000762939453
2018-07-11,27.899999618530273
2018-07-12,28.200000762939453
2018-07-13,26.5
2018-07-16,25.899999618530273
2018-07-17,25.799999237060547
2018-07-18,24.799999237060547
2018-07-19,24.399999618530273
2018-07-20,24.100000381469727
2018-07-23,22.200000762939453
2018-07-24,22.5
2018-07-25,22.200000762939453
2018-07-26,21.899999618530273
2018-07-27,19.399999618530273
2018-07-30,19.5
2018-07-31,19.899999618530273
2018-08-01,20.100000381469727
2018-08-02,20.0
2018-08-03,19.100000381469727
2018-08-06,19.200000762939453
2018-08-07,19.600000381469727
2018-08-08,19.399999618530273
2018-08-09,19.200000762939453
2018-08-10,20.299999237060547
2018-08-13,19.799999237060547
2018-08-14,20.100000381469727
2018-08-15,19.799999237060547
2018-08-16,19.899999618530273
2018-08-17,19.399999618530273
2018-08-20,18.700000762939453
2018-08-21,18.899999618530273
2018-08-22,18.5
2018-08-23,19.0
2018-08-24,18.5
2018-08-27,19.100000381469727
2018-08-28,19.899999618530273
2018-08-29,20.200000762939453
2018-08-30,21.200000762939453
2018-08-31,22.0
2018-09-04,21.799999237060547
2018-09-05,21.0
2018-09-06,20.600000381469727
2018-09-07,19.700000762939453
2018-09-10,18.5
2018-09-11,18.200000762939453
2018-09-12,17.899999618530273
2018-09-13,16.899999618530273
2018-09-14,15.899999618530273
2018-09-17,16.600000381469727
2018-09-18,16.799999237060547
2018-09-19,16.399999618530273
2018-09-20,16.299999237060547
2018-09-21,16.200000762939453
2018-09-24,18.100000381469727
2018-09-25,19.100000381469727
2018-09-26,20.700000762939453
2018-09-27,20.399999618530273
2018-09-28,20.700000762939453
2018-10-01,20.600000381469727
2018-10-02,20.600000381469727
2018-10-03,20.600000381469727
2018-10-04,19.899999618530273
2018-10-05,19.700000762939453
2018-10-08,18.700000762939453
2018-10-09,18.799999237060547
2018-10-10,17.899999618530273
2018-10-11,19.899999618530273
2018-10-12,20.600000381469727
2018-10-15,20.299999237060547
2018-10-16,20.600000381469727
2018-10-17,20.799999237060547
2018-10-18,19.5
2018-10-19,19.100000381469727
2018-10-22,18.700000762939453
2018-10-23,19.5
2018-10-24,18.899999618530273
2018-10-25,18.700000762939453
