,CFRX
2014-09-12,52.099998474121094
2014-09-15,43.5
2014-09-16,42.0
2014-09-17,44.5
2014-09-18,41.900001525878906
2014-09-19,43.099998474121094
2014-09-22,41.70000076293945
2014-09-23,41.79999923706055
2014-09-24,41.0
2014-09-25,39.0
2014-09-26,39.900001525878906
2014-09-29,33.099998474121094
2014-09-30,38.5
2014-10-01,35.0
2014-10-02,33.099998474121094
2014-10-03,34.599998474121094
2014-10-06,38.5
2014-10-07,39.0
2014-10-08,36.79999923706055
2014-10-09,35.79999923706055
2014-10-10,34.29999923706055
2014-10-13,33.599998474121094
2014-10-14,33.20000076293945
2014-10-15,30.100000381469727
2014-10-16,31.0
2014-10-17,31.700000762939453
2014-10-20,31.0
2014-10-21,30.799999237060547
2014-10-22,30.899999618530273
2014-10-23,34.20000076293945
2014-10-24,34.0
2014-10-27,34.0
2014-10-28,29.100000381469727
2014-10-29,30.799999237060547
2014-10-30,31.799999237060547
2014-10-31,32.599998474121094
2014-11-03,33.0
2014-11-04,31.899999618530273
2014-11-05,33.29999923706055
2014-11-06,31.799999237060547
2014-11-07,33.0
2014-11-10,31.200000762939453
2014-11-11,30.0
2014-11-12,30.799999237060547
2014-11-13,30.399999618530273
2014-11-14,30.0
2014-11-17,29.600000381469727
2014-11-18,28.0
2014-11-19,27.600000381469727
2014-11-20,26.700000762939453
2014-11-21,28.799999237060547
2014-11-24,27.0
2014-11-25,27.0
2014-11-26,26.5
2014-11-28,27.809999465942383
2014-12-01,28.100000381469727
2014-12-02,28.600000381469727
2014-12-03,29.299999237060547
2014-12-04,28.899999618530273
2014-12-05,28.899999618530273
2014-12-08,26.200000762939453
2014-12-09,26.399999618530273
2014-12-10,26.0
2014-12-11,28.299999237060547
2014-12-12,27.0
2014-12-15,25.200000762939453
2014-12-16,26.899999618530273
2014-12-17,26.5
2014-12-18,27.200000762939453
2014-12-19,28.0
2014-12-22,37.5
2014-12-23,38.900001525878906
2014-12-24,39.90999984741211
2014-12-26,37.5
2014-12-29,35.20000076293945
2014-12-30,35.5
2014-12-31,35.0
2015-01-02,37.869998931884766
2015-01-05,35.79999923706055
2015-01-06,35.0
2015-01-07,35.5
2015-01-08,42.279998779296875
2015-01-09,41.900001525878906
2015-01-12,42.900001525878906
2015-01-13,43.599998474121094
2015-01-14,45.79999923706055
2015-01-15,46.79999923706055
2015-01-16,45.20000076293945
2015-01-20,44.0
2015-01-21,44.70000076293945
2015-01-22,40.400001525878906
2015-01-23,43.79999923706055
2015-01-26,44.5
2015-01-27,48.400001525878906
2015-01-28,47.349998474121094
2015-01-29,48.34000015258789
2015-01-30,47.5099983215332
2015-02-02,48.349998474121094
2015-02-03,47.20000076293945
2015-02-04,46.5
2015-02-05,45.29999923706055
2015-02-06,46.11000061035156
2015-02-09,43.02000045776367
2015-02-10,42.900001525878906
2015-02-11,41.400001525878906
2015-02-12,40.599998474121094
2015-02-13,40.0
2015-02-17,38.79999923706055
2015-02-18,39.70000076293945
2015-02-19,42.0
2015-02-20,41.70000076293945
2015-02-23,42.900001525878906
2015-02-24,40.70000076293945
2015-02-25,41.599998474121094
2015-02-26,43.599998474121094
2015-02-27,43.29999923706055
2015-03-02,43.0
2015-03-03,43.20000076293945
2015-03-04,42.29999923706055
2015-03-05,43.29999923706055
2015-03-06,46.099998474121094
2015-03-09,55.29999923706055
2015-03-10,53.5
2015-03-11,54.400001525878906
2015-03-12,55.20000076293945
2015-03-13,58.0
2015-03-16,53.599998474121094
2015-03-17,50.29999923706055
2015-03-18,49.0
2015-03-19,49.599998474121094
2015-03-20,50.20000076293945
2015-03-23,50.70000076293945
2015-03-24,49.72999954223633
2015-03-25,48.5
2015-03-26,47.400001525878906
2015-03-27,49.400001525878906
2015-03-30,48.400001525878906
2015-03-31,51.5
2015-04-01,58.29999923706055
2015-04-02,56.0
2015-04-06,56.099998474121094
2015-04-07,54.0
2015-04-08,58.599998474121094
2015-04-09,56.70000076293945
2015-04-10,55.79999923706055
2015-04-13,59.29999923706055
2015-04-14,58.79999923706055
2015-04-15,58.900001525878906
2015-04-16,56.0
2015-04-17,55.29999923706055
2015-04-20,54.5
2015-04-21,54.400001525878906
2015-04-22,53.959999084472656
2015-04-23,52.79999923706055
2015-04-24,53.70000076293945
2015-04-27,51.5
2015-04-28,52.29999923706055
2015-04-29,51.70000076293945
2015-04-30,52.70000076293945
2015-05-01,51.099998474121094
2015-05-04,52.099998474121094
2015-05-05,50.20000076293945
2015-05-06,49.099998474121094
2015-05-07,47.20000076293945
2015-05-08,48.900001525878906
2015-05-11,51.63999938964844
2015-05-12,51.0
2015-05-13,49.20000076293945
2015-05-14,49.5
2015-05-15,48.79999923706055
2015-05-18,46.540000915527344
2015-05-19,46.5
2015-05-20,48.0
2015-05-21,50.599998474121094
2015-05-22,50.720001220703125
2015-05-26,48.400001525878906
2015-05-27,47.560001373291016
2015-05-28,47.29999923706055
2015-05-29,48.400001525878906
2015-06-01,47.5
2015-06-02,46.400001525878906
2015-06-03,45.0
2015-06-04,44.29999923706055
2015-06-05,42.400001525878906
2015-06-08,41.400001525878906
2015-06-09,40.5
2015-06-10,41.599998474121094
2015-06-11,41.099998474121094
2015-06-12,48.70000076293945
2015-06-15,48.900001525878906
2015-06-16,48.29999923706055
2015-06-17,45.70000076293945
2015-06-18,47.5
2015-06-19,48.20000076293945
2015-06-22,51.5
2015-06-23,50.20000076293945
2015-06-24,52.0
2015-06-25,53.0
2015-06-26,56.5
2015-06-29,54.70000076293945
2015-06-30,52.5
2015-07-01,51.599998474121094
2015-07-02,54.70000076293945
2015-07-06,53.599998474121094
2015-07-07,53.0
2015-07-08,50.29999923706055
2015-07-09,51.599998474121094
2015-07-10,51.400001525878906
2015-07-13,52.20000076293945
2015-07-14,53.400001525878906
2015-07-15,50.29999923706055
2015-07-16,51.29999923706055
2015-07-17,52.29999923706055
2015-07-20,49.900001525878906
2015-07-21,50.29999923706055
2015-07-22,52.20000076293945
2015-07-23,52.5
2015-07-24,49.20000076293945
2015-07-27,49.0
2015-07-28,50.31999969482422
2015-07-29,51.04999923706055
2015-07-30,49.400001525878906
2015-07-31,49.099998474121094
2015-08-03,47.25
2015-08-04,45.900001525878906
2015-08-05,46.97999954223633
2015-08-06,45.400001525878906
2015-08-07,45.599998474121094
2015-08-10,46.70000076293945
2015-08-11,49.0
2015-08-12,48.20000076293945
2015-08-13,46.20000076293945
2015-08-14,45.599998474121094
2015-08-17,53.90999984741211
2015-08-18,54.0
2015-08-19,51.79999923706055
2015-08-20,49.599998474121094
2015-08-21,50.79999923706055
2015-08-24,50.29999923706055
2015-08-25,50.5
2015-08-26,50.599998474121094
2015-08-27,50.20000076293945
2015-08-28,51.5
2015-08-31,49.099998474121094
2015-09-01,49.18000030517578
2015-09-02,48.099998474121094
2015-09-03,48.79999923706055
2015-09-04,50.5
2015-09-08,50.099998474121094
2015-09-09,49.599998474121094
2015-09-10,50.79999923706055
2015-09-11,49.0
2015-09-14,48.20000076293945
2015-09-15,49.099998474121094
2015-09-16,48.20000076293945
2015-09-17,48.400001525878906
2015-09-18,49.400001525878906
2015-09-21,48.099998474121094
2015-09-22,47.599998474121094
2015-09-23,45.599998474121094
2015-09-24,45.70000076293945
2015-09-25,41.79999923706055
2015-09-28,41.79999923706055
2015-09-29,42.79999923706055
2015-09-30,44.5
2015-10-01,40.0
2015-10-02,40.70000076293945
2015-10-05,41.0
2015-10-06,42.400001525878906
2015-10-07,41.599998474121094
2015-10-08,42.400001525878906
2015-10-09,43.5
2015-10-12,44.599998474121094
2015-10-13,45.0
2015-10-14,44.599998474121094
2015-10-15,45.0
2015-10-16,45.20000076293945
2015-10-19,45.0
2015-10-20,43.599998474121094
2015-10-21,41.70000076293945
2015-10-22,40.79999923706055
2015-10-23,41.0
2015-10-26,41.599998474121094
2015-10-27,41.099998474121094
2015-10-28,40.900001525878906
2015-10-29,41.5
2015-10-30,40.599998474121094
2015-11-02,40.79999923706055
2015-11-03,43.900001525878906
2015-11-04,40.70000076293945
2015-11-05,40.29999923706055
2015-11-06,40.400001525878906
2015-11-09,39.900001525878906
2015-11-10,40.5
2015-11-11,41.900001525878906
2015-11-12,41.29999923706055
2015-11-13,42.25
2015-11-16,39.79999923706055
2015-11-17,37.0
2015-11-18,39.400001525878906
2015-11-19,38.099998474121094
2015-11-20,37.599998474121094
2015-11-23,39.599998474121094
2015-11-24,39.5099983215332
2015-11-25,41.70000076293945
2015-11-27,42.29999923706055
2015-11-30,41.5
2015-12-01,39.099998474121094
2015-12-02,37.20000076293945
2015-12-03,37.29999923706055
2015-12-04,37.599998474121094
2015-12-07,35.900001525878906
2015-12-08,35.349998474121094
2015-12-09,34.95000076293945
2015-12-10,33.5
2015-12-11,31.899999618530273
2015-12-14,30.700000762939453
2015-12-15,38.900001525878906
2015-12-16,48.900001525878906
2015-12-17,51.0
2015-12-18,49.20000076293945
2015-12-21,51.599998474121094
2015-12-22,50.599998474121094
2015-12-23,48.0
2015-12-24,48.20000076293945
2015-12-28,48.0
2015-12-29,47.79999923706055
2015-12-30,46.599998474121094
2015-12-31,47.5
2016-01-04,44.279998779296875
2016-01-05,44.45000076293945
2016-01-06,42.20000076293945
2016-01-07,42.20000076293945
2016-01-08,42.0
2016-01-11,43.599998474121094
2016-01-12,43.900001525878906
2016-01-13,43.79999923706055
2016-01-14,44.0
2016-01-15,42.5
2016-01-19,41.0
2016-01-20,42.79999923706055
2016-01-21,36.689998626708984
2016-01-22,36.5
2016-01-25,35.0
2016-01-26,33.79999923706055
2016-01-27,31.799999237060547
2016-01-28,31.850000381469727
2016-01-29,32.70000076293945
2016-02-01,31.299999237060547
2016-02-02,30.700000762939453
2016-02-03,30.799999237060547
2016-02-04,31.6299991607666
2016-02-05,34.0
2016-02-08,32.900001525878906
2016-02-09,31.299999237060547
2016-02-10,32.099998474121094
2016-02-11,31.5
2016-02-12,31.799999237060547
2016-02-16,31.799999237060547
2016-02-17,34.70000076293945
2016-02-18,33.369998931884766
2016-02-19,33.79999923706055
2016-02-22,33.20000076293945
2016-02-23,31.700000762939453
2016-02-24,33.79999923706055
2016-02-25,32.20000076293945
2016-02-26,33.0
2016-02-29,34.0
2016-03-01,31.899999618530273
2016-03-02,31.700000762939453
2016-03-03,32.22999954223633
2016-03-04,32.5
2016-03-07,33.5
2016-03-08,33.20000076293945
2016-03-09,35.400001525878906
2016-03-10,35.099998474121094
2016-03-11,35.099998474121094
2016-03-14,36.099998474121094
2016-03-15,36.5
2016-03-16,34.20000076293945
2016-03-17,35.0
2016-03-18,35.70000076293945
2016-03-21,36.29999923706055
2016-03-22,35.900001525878906
2016-03-23,35.70000076293945
2016-03-24,35.5
2016-03-28,34.20000076293945
2016-03-29,33.349998474121094
2016-03-30,32.20000076293945
2016-03-31,34.0
2016-04-01,34.599998474121094
2016-04-04,35.29999923706055
2016-04-05,36.900001525878906
2016-04-06,38.099998474121094
2016-04-07,37.20000076293945
2016-04-08,36.70000076293945
2016-04-11,36.400001525878906
2016-04-12,36.869998931884766
2016-04-13,36.400001525878906
2016-04-14,37.0
2016-04-15,37.70000076293945
2016-04-18,40.099998474121094
2016-04-19,38.70000076293945
2016-04-20,38.5099983215332
2016-04-21,39.400001525878906
2016-04-22,39.79999923706055
2016-04-25,38.599998474121094
2016-04-26,37.29999923706055
2016-04-27,37.400001525878906
2016-04-28,35.900001525878906
2016-04-29,35.29999923706055
2016-05-02,34.599998474121094
2016-05-03,35.099998474121094
2016-05-04,37.599998474121094
2016-05-05,35.599998474121094
2016-05-06,32.20000076293945
2016-05-09,32.599998474121094
2016-05-10,30.799999237060547
2016-05-11,27.100000381469727
2016-05-12,23.700000762939453
2016-05-13,22.0
2016-05-16,25.100000381469727
