,JUST
2018-09-27,42.2400016784668
2018-09-28,42.099998474121094
2018-10-01,42.279998779296875
2018-10-02,42.2599983215332
2018-10-03,42.29999923706055
2018-10-04,41.91999816894531
2018-10-05,41.72999954223633
2018-10-08,41.630001068115234
2018-10-09,41.560001373291016
2018-10-10,40.2400016784668
2018-10-11,39.36000061035156
2018-10-12,39.95000076293945
2018-10-15,39.65999984741211
2018-10-16,40.58000183105469
2018-10-17,40.59000015258789
2018-10-18,39.91999816894531
2018-10-19,39.959999084472656
2018-10-22,39.7599983215332
2018-10-23,39.470001220703125
2018-10-24,38.24300003051758
2018-10-25,39.04999923706055
2018-10-26,38.310001373291016
2018-10-29,37.959999084472656
2018-10-30,38.59000015258789
2018-10-31,39.0099983215332
2018-11-01,39.4900016784668
2018-11-02,39.220001220703125
2018-11-05,39.439998626708984
2018-11-06,39.689998626708984
2018-11-07,40.56999969482422
2018-11-08,40.43000030517578
2018-11-09,39.97999954223633
2018-11-12,39.2599983215332
2018-11-13,39.220001220703125
2018-11-14,38.880001068115234
2018-11-15,39.2400016784668
2018-11-16,39.33599853515625
2018-11-19,38.67499923706055
2018-11-20,37.959999084472656
2018-11-21,38.15599822998047
2018-11-23,37.91999816894531
2018-11-26,38.529998779296875
2018-11-27,38.630001068115234
2018-11-28,39.58000183105469
2018-11-29,39.47999954223633
2018-11-30,39.75
2018-12-03,40.279998779296875
2018-12-04,38.93000030517578
2018-12-06,38.88999938964844
2018-12-07,37.88999938964844
2018-12-10,38.06999969482422
2018-12-11,37.9900016784668
2018-12-12,38.23699951171875
2018-12-13,38.220001220703125
2018-12-14,37.38999938964844
2018-12-17,36.61000061035156
2018-12-18,36.7599983215332
2018-12-19,36.20399856567383
2018-12-20,35.47999954223633
2018-12-21,34.84000015258789
2018-12-24,33.78799819946289
2018-12-26,35.37799835205078
2018-12-27,35.58000183105469
2018-12-28,35.630001068115234
2018-12-31,35.93000030517578
2019-01-02,36.06999969482422
2019-01-03,35.15999984741211
2019-01-04,36.29999923706055
2019-01-07,36.641998291015625
2019-01-08,36.94499969482422
2019-01-09,37.10599899291992
2019-01-10,37.2400016784668
2019-01-11,37.262001037597656
2019-01-14,37.119998931884766
2019-01-15,37.46500015258789
2019-01-16,37.630001068115234
2019-01-17,37.83399963378906
2019-01-18,38.310001373291016
2019-01-22,37.67300033569336
2019-01-23,37.887001037597656
2019-01-24,37.9640007019043
2019-01-25,38.2400016784668
2019-01-28,37.90999984741211
2019-01-29,37.85599899291992
2019-01-30,38.470001220703125
2019-01-31,38.82400131225586
2019-02-01,38.81399917602539
2019-02-04,39.10100173950195
2019-02-05,39.349998474121094
2019-02-06,39.229000091552734
2019-02-07,38.83100128173828
2019-02-08,38.849998474121094
2019-02-11,38.904998779296875
2019-02-12,39.45000076293945
2019-02-13,39.54999923706055
2019-02-14,39.457000732421875
2019-02-15,39.84000015258789
2019-02-19,39.970001220703125
2019-02-20,39.970001220703125
2019-02-21,39.84000015258789
2019-02-22,40.10900115966797
2019-02-25,40.2599983215332
2019-02-26,40.22700119018555
2019-02-27,40.196998596191406
2019-02-28,40.060001373291016
2019-03-01,40.33000183105469
2019-03-04,40.220001220703125
2019-03-05,40.15999984741211
2019-03-06,39.900001525878906
2019-03-07,39.54800033569336
2019-03-08,39.529998779296875
2019-03-11,40.099998474121094
2019-03-12,40.130001068115234
2019-03-13,40.44599914550781
2019-03-14,40.44599914550781
2019-03-15,40.58300018310547
2019-03-18,40.720001220703125
2019-03-19,40.810001373291016
2019-03-20,40.672000885009766
2019-03-21,41.060001373291016
2019-03-22,40.29499816894531
2019-03-25,39.95000076293945
2019-03-26,40.2400016784668
2019-03-27,40.04999923706055
2019-03-28,40.209999084472656
2019-03-29,40.43899917602539
2019-04-01,40.95000076293945
2019-04-02,40.95899963378906
2019-04-03,41.029998779296875
2019-04-04,41.125999450683594
2019-04-05,41.262001037597656
2019-04-08,41.35499954223633
2019-04-09,41.066001892089844
2019-04-10,41.29999923706055
2019-04-11,41.26900100708008
2019-04-12,41.52899932861328
2019-04-15,41.52000045776367
2019-04-16,41.54999923706055
2019-04-17,41.54999923706055
2019-04-18,41.560001373291016
2019-04-22,41.63800048828125
2019-04-23,41.98699951171875
2019-04-24,41.91400146484375
2019-04-25,41.88999938964844
2019-04-26,42.04899978637695
2019-04-29,42.14899826049805
2019-04-30,42.16999816894531
2019-05-01,41.87300109863281
2019-05-02,41.709999084472656
2019-05-03,42.150001525878906
2019-05-06,42.0099983215332
2019-05-07,41.2400016784668
2019-05-08,41.23400115966797
2019-05-09,41.09000015258789
2019-05-10,41.19599914550781
2019-05-13,40.198001861572266
2019-05-14,40.599998474121094
2019-05-15,40.849998474121094
2019-05-16,41.21099853515625
2019-05-17,41.00199890136719
2019-05-20,40.74300003051758
2019-05-21,41.073001861572266
2019-05-22,40.9900016784668
2019-05-23,40.415000915527344
2019-05-24,40.542999267578125
2019-05-28,40.263999938964844
2019-05-29,39.96699905395508
2019-05-30,40.00899887084961
2019-05-31,39.52000045776367
2019-06-03,39.380001068115234
2019-06-04,40.207000732421875
2019-06-05,40.57099914550781
2019-06-06,40.83000183105469
2019-06-07,41.26599884033203
2019-06-10,41.452999114990234
2019-06-11,41.45899963378906
2019-06-12,41.34600067138672
2019-06-13,41.56999969482422
2019-06-14,41.53200149536133
2019-06-17,41.54499816894531
2019-06-18,41.928001403808594
2019-06-19,42.07600021362305
2019-06-20,42.50899887084961
2019-06-21,42.400001525878906
2019-06-24,42.209999084472656
2019-06-25,41.7400016784668
2019-06-26,41.724998474121094
2019-06-27,41.875999450683594
2019-06-28,42.07500076293945
2019-07-01,42.42900085449219
2019-07-02,42.540000915527344
2019-07-03,42.85300064086914
2019-07-05,42.775001525878906
2019-07-08,42.61399841308594
2019-07-09,42.70399856567383
2019-07-10,42.88399887084961
2019-07-11,42.99800109863281
2019-07-12,43.194000244140625
2019-07-15,43.172000885009766
2019-07-16,43.08399963378906
2019-07-17,42.83100128173828
2019-07-18,42.891998291015625
2019-07-19,42.698001861572266
2019-07-22,42.79899978637695
2019-07-23,43.119998931884766
2019-07-24,43.303001403808594
2019-07-25,43.0629997253418
2019-07-26,43.4370002746582
2019-07-29,43.34400177001953
2019-07-30,43.27000045776367
2019-07-31,42.83100128173828
2019-08-01,42.375
2019-08-02,42.04399871826172
2019-08-05,40.81999969482422
2019-08-06,41.31999969482422
2019-08-07,41.375999450683594
2019-08-08,42.16999816894531
2019-08-09,41.895999908447266
2019-08-12,41.33000183105469
2019-08-13,41.9640007019043
2019-08-14,40.775001525878906
2019-08-15,40.810001373291016
2019-08-16,41.46500015258789
2019-08-19,41.96699905395508
2019-08-20,41.63199996948242
2019-08-21,41.952999114990234
2019-08-22,41.981998443603516
2019-08-23,40.72600173950195
2019-08-26,41.24300003051758
2019-08-27,41.21699905395508
2019-08-28,41.448001861572266
2019-08-29,42.0
2019-08-30,42.0620002746582
2019-09-03,41.750999450683594
2019-09-04,42.22100067138672
2019-09-05,42.80400085449219
2019-09-06,42.79499816894531
2019-09-09,42.83100128173828
2019-09-10,42.715999603271484
2019-09-11,43.09000015258789
2019-09-12,43.323001861572266
2019-09-13,43.284000396728516
2019-09-16,43.154998779296875
2019-09-17,43.26100158691406
2019-09-18,43.266998291015625
2019-09-19,43.290000915527344
2019-09-20,43.13100051879883
2019-09-23,43.04800033569336
2019-09-24,42.492000579833984
2019-09-25,42.779998779296875
2019-09-26,42.64400100708008
2019-09-27,42.391998291015625
2019-09-30,42.652000427246094
2019-10-01,42.125999450683594
2019-10-02,41.33100128173828
2019-10-03,41.62099838256836
2019-10-04,42.29199981689453
2019-10-07,42.14899826049805
2019-10-08,41.43899917602539
2019-10-09,41.83300018310547
2019-10-10,42.077999114990234
2019-10-11,42.584999084472656
2019-10-14,42.505001068115234
2019-10-15,42.933998107910156
2019-10-16,42.790000915527344
2019-10-17,42.959999084472656
2019-10-18,42.80099868774414
2019-10-21,43.04999923706055
2019-10-22,42.9119987487793
2019-10-23,42.99800109863281
2019-10-24,43.12699890136719
2019-10-25,43.31100082397461
2019-10-28,43.564998626708984
2019-10-29,43.51900100708008
2019-10-30,43.66600036621094
2019-10-31,43.483001708984375
2019-11-01,43.91999816894531
2019-11-04,44.108001708984375
2019-11-05,44.04800033569336
2019-11-06,44.07500076293945
2019-11-07,44.222999572753906
2019-11-08,44.34600067138672
2019-11-11,44.27000045776367
2019-11-12,44.34299850463867
2019-11-13,44.37300109863281
2019-11-14,44.4370002746582
2019-11-15,44.74100112915039
2019-11-18,44.779998779296875
2019-11-19,44.81100082397461
2019-11-20,44.64899826049805
2019-11-21,44.59000015258789
2019-11-22,44.702999114990234
2019-11-25,45.0369987487793
2019-11-26,45.1870002746582
2019-11-27,45.361000061035156
2019-11-29,45.21500015258789
2019-12-02,44.816001892089844
2019-12-03,44.47999954223633
2019-12-04,44.792999267578125
2019-12-05,44.8380012512207
2019-12-06,45.21799850463867
2019-12-09,45.159000396728516
2019-12-10,45.04999923706055
2019-12-11,45.202999114990234
2019-12-12,45.637001037597656
2019-12-13,45.643001556396484
2019-12-16,45.95500183105469
2019-12-17,45.972999572753906
2019-12-18,45.9900016784668
2019-12-19,46.189998626708984
2019-12-20,46.40299987792969
2019-12-23,46.45000076293945
2019-12-24,46.22600173950195
2019-12-26,46.45800018310547
2019-12-27,46.48699951171875
2019-12-30,46.209999084472656
2019-12-31,46.310001373291016
2020-01-02,46.790000915527344
2020-01-03,46.47999954223633
2020-01-06,46.58000183105469
2020-01-07,46.4900016784668
2020-01-08,46.7400016784668
2020-01-09,47.060001373291016
2020-01-10,46.849998474121094
2020-01-13,47.185001373291016
2020-01-14,47.095001220703125
2020-01-15,47.209999084472656
2020-01-16,47.57699966430664
2020-01-17,47.77399826049805
2020-01-21,47.645999908447266
2020-01-22,47.70000076293945
2020-01-23,47.71699905395508
2020-01-24,47.29499816894531
2020-01-27,46.61000061035156
2020-01-28,47.130001068115234
2020-01-29,47.099998474121094
2020-01-30,47.29999923706055
2020-01-31,46.41899871826172
2020-02-03,46.757999420166016
2020-02-04,47.47700119018555
2020-02-05,47.9640007019043
2020-02-06,48.18000030517578
2020-02-07,47.93000030517578
2020-02-10,48.27000045776367
2020-02-11,48.369998931884766
2020-02-12,48.70600128173828
2020-02-13,48.64699935913086
2020-02-14,48.777000427246094
2020-02-18,48.61800003051758
2020-02-19,48.87699890136719
2020-02-20,48.694000244140625
2020-02-21,48.152000427246094
2020-02-24,46.54499816894531
2020-02-25,45.082000732421875
2020-02-26,44.90999984741211
2020-02-27,43.06999969482422
2020-02-28,42.34000015258789
2020-03-02,44.459999084472656
2020-03-03,43.26100158691406
2020-03-04,44.965999603271484
2020-03-05,43.47600173950195
2020-03-06,42.8390007019043
2020-03-09,39.65800094604492
2020-03-10,41.25
2020-03-11,39.444000244140625
2020-03-12,35.77000045776367
2020-03-13,39.18000030517578
2020-03-16,34.970001220703125
2020-03-17,36.59000015258789
2020-03-18,34.880001068115234
2020-03-19,34.75
2020-03-20,33.43000030517578
2020-03-23,32.34000015258789
2020-03-24,35.15999984741211
2020-03-25,35.74700164794922
2020-03-26,37.72999954223633
2020-03-27,36.470001220703125
2020-03-30,37.66999816894531
2020-03-31,37.124000549316406
2020-04-01,35.492000579833984
2020-04-02,36.290000915527344
2020-04-03,35.7400016784668
2020-04-06,38.18000030517578
2020-04-07,38.150001525878906
2020-04-08,39.400001525878906
2020-04-09,40.060001373291016
2020-04-13,39.68000030517578
2020-04-14,40.869998931884766
2020-04-15,40.09000015258789
2020-04-16,40.388999938964844
2020-04-17,41.33000183105469
2020-04-20,40.762001037597656
2020-04-21,39.52000045776367
2020-04-22,40.39799880981445
2020-04-23,40.34400177001953
2020-04-24,40.849998474121094
2020-04-27,41.47999954223633
2020-04-28,41.18299865722656
2020-04-29,42.275001525878906
2020-04-30,41.849998474121094
2020-05-01,40.69499969482422
2020-05-04,40.970001220703125
2020-05-05,41.400001525878906
2020-05-06,41.060001373291016
2020-05-07,41.599998474121094
2020-05-08,42.27000045776367
2020-05-11,42.279998779296875
2020-05-12,41.55500030517578
2020-05-13,40.77199935913086
2020-05-14,41.18000030517578
2020-05-15,41.4119987487793
2020-05-18,42.63999938964844
2020-05-19,42.33000183105469
2020-05-20,42.952999114990234
2020-05-21,42.6150016784668
2020-05-22,42.70000076293945
2020-05-26,43.229000091552734
2020-05-27,43.84000015258789
2020-05-28,43.8489990234375
2020-05-29,44.060001373291016
2020-06-01,44.26100158691406
2020-06-02,44.529998779296875
2020-06-03,45.220001220703125
2020-06-04,45.040000915527344
2020-06-05,46.150001525878906
2020-06-08,46.696998596191406
2020-06-09,46.45800018310547
2020-06-10,46.29800033569336
2020-06-11,43.59000015258789
2020-06-12,44.15999984741211
2020-06-15,44.529998779296875
2020-06-16,45.369998931884766
2020-06-17,45.19599914550781
2020-06-18,45.2400016784668
2020-06-19,44.994998931884766
2020-06-22,45.25
2020-06-23,45.560001373291016
2020-06-24,44.21500015258789
2020-06-25,44.64699935913086
2020-06-26,43.638999938964844
2020-06-29,44.111000061035156
2020-06-30,44.900001525878906
2020-07-01,45.19499969482422
2020-07-02,45.33000183105469
2020-07-06,46.11800003051758
2020-07-07,45.65599822998047
2020-07-08,46.04800033569336
2020-07-09,45.845001220703125
2020-07-10,46.340999603271484
2020-07-13,45.779998779296875
2020-07-14,46.44499969482422
2020-07-15,46.86000061035156
2020-07-16,46.66999816894531
2020-07-17,46.768001556396484
2020-07-20,47.21699905395508
2020-07-21,47.24399948120117
2020-07-22,47.54999923706055
2020-07-23,46.874000549316406
2020-07-24,46.595001220703125
2020-07-27,46.99399948120117
2020-07-28,46.64099884033203
2020-07-29,47.196998596191406
2020-07-30,47.051998138427734
2020-07-31,47.361000061035156
2020-08-03,47.816001892089844
2020-08-04,47.95800018310547
2020-08-05,48.34299850463867
2020-08-06,48.63100051879883
2020-08-07,48.62200164794922
2020-08-10,48.74399948120117
2020-08-11,48.34299850463867
2020-08-12,49.0
2020-08-13,48.900001525878906
2020-08-14,48.904998779296875
2020-08-17,49.0890007019043
2020-08-18,49.150001525878906
2020-08-19,48.99300003051758
2020-08-20,49.21099853515625
2020-08-21,49.36899948120117
2020-08-24,49.81100082397461
2020-08-25,50.119998931884766
2020-08-26,50.540000915527344
2020-08-27,50.72800064086914
2020-08-28,51.027000427246094
2020-08-31,50.880001068115234
2020-09-01,51.33000183105469
2020-09-02,52.15700149536133
2020-09-03,50.266998291015625
2020-09-04,49.8650016784668
2020-09-08,48.47999954223633
2020-09-09,49.49700164794922
2020-09-10,48.560001373291016
2020-09-11,48.53200149536133
2020-09-14,49.207000732421875
2020-09-15,49.37900161743164
2020-09-16,49.189998626708984
2020-09-17,48.65299987792969
2020-09-18,48.119998931884766
2020-09-21,47.709999084472656
2020-09-22,48.21200180053711
2020-09-23,47.064998626708984
2020-09-24,47.0880012512207
2020-09-25,47.82899856567383
2020-09-28,48.569000244140625
2020-09-29,48.42100143432617
2020-09-30,48.90399932861328
2020-10-01,49.08300018310547
2020-10-02,48.680999755859375
2020-10-05,49.52000045776367
2020-10-06,48.7599983215332
2020-10-07,49.619998931884766
2020-10-08,50.150001525878906
2020-10-09,50.630001068115234
2020-10-12,51.43899917602539
2020-10-13,51.08000183105469
2020-10-14,50.82400131225586
2020-10-15,50.68899917602539
2020-10-16,50.715999603271484
2020-10-19,49.77000045776367
2020-10-20,50.17499923706055
2020-10-21,50.051998138427734
2020-10-22,50.233001708984375
2020-10-23,50.3849983215332
2020-10-26,49.540000915527344
2020-10-27,49.426998138427734
2020-10-28,47.650001525878906
2020-10-29,48.31999969482422
2020-10-30,47.619998931884766
2020-11-02,48.05799865722656
2020-11-03,49.0890007019043
2020-11-04,50.11399841308594
2020-11-05,51.18299865722656
2020-11-06,51.16699981689453
2020-11-09,51.67100143432617
2020-11-10,51.380001068115234
2020-11-11,51.91999816894531
2020-11-12,51.369998931884766
2020-11-13,52.130001068115234
2020-11-16,52.720001220703125
2020-11-17,52.46200180053711
2020-11-18,51.89799880981445
2020-11-19,52.04999923706055
2020-11-20,51.736000061035156
2020-11-23,52.060001373291016
2020-11-24,52.82699966430664
2020-11-25,52.7760009765625
2020-11-27,52.9010009765625
2020-11-30,52.62099838256836
2020-12-01,53.209999084472656
2020-12-02,53.32099914550781
2020-12-03,53.220001220703125
2020-12-04,53.715999603271484
2020-12-07,53.611000061035156
2020-12-08,53.849998474121094
2020-12-09,53.43199920654297
2020-12-10,53.42499923706055
2020-12-11,53.263999938964844
2020-12-14,53.176998138427734
2020-12-15,53.80400085449219
2020-12-16,53.88999938964844
2020-12-17,54.2599983215332
2020-12-18,54.10300064086914
2020-12-21,53.93000030517578
2020-12-22,53.85599899291992
2020-12-23,54.0099983215332
2020-12-24,53.90999984741211
2020-12-28,54.31399917602539
2020-12-29,54.176998138427734
2020-12-30,54.26499938964844
2020-12-31,54.45000076293945
2021-01-04,53.779998779296875
2021-01-05,54.10599899291992
2021-01-06,54.40299987792969
2021-01-07,55.097999572753906
2021-01-08,55.34000015258789
2021-01-11,55.02199935913086
2021-01-12,54.95000076293945
2021-01-13,55.119998931884766
2021-01-14,54.946998596191406
2021-01-15,54.560001373291016
2021-01-19,54.999000549316406
2021-01-20,55.792999267578125
2021-01-21,55.81999969482422
2021-01-22,55.7400016784668
2021-01-25,55.72999954223633
2021-01-26,55.709999084472656
2021-01-27,54.2760009765625
2021-01-28,54.7400016784668
2021-01-29,53.81999969482422
2021-02-01,54.529998779296875
2021-02-02,55.404998779296875
2021-02-03,55.5
2021-02-04,56.01100158691406
2021-02-05,56.321998596191406
2021-02-08,56.70100021362305
2021-02-09,56.77000045776367
2021-02-10,56.689998626708984
2021-02-11,56.90999984741211
2021-02-12,57.09299850463867
2021-02-16,57.060001373291016
2021-02-17,57.16999816894531
2021-02-18,56.95000076293945
2021-02-19,56.7760009765625
2021-02-22,56.5
2021-02-23,56.58000183105469
2021-02-24,57.08700180053711
2021-02-25,55.83000183105469
2021-02-26,55.65800094604492
2021-03-01,56.72999954223633
2021-03-02,56.290000915527344
2021-03-03,55.680999755859375
2021-03-04,54.9900016784668
2021-03-05,55.93000030517578
2021-03-08,55.790000915527344
2021-03-09,56.45000076293945
2021-03-10,56.75
2021-03-11,57.37699890136719
2021-03-12,57.46900177001953
2021-03-15,57.801998138427734
2021-03-16,57.80099868774414
2021-03-17,57.86899948120117
2021-03-18,57.119998931884766
2021-03-19,57.06999969482422
2021-03-22,57.43000030517578
2021-03-23,56.93000030517578
2021-03-24,56.71900177001953
2021-03-25,56.79399871826172
2021-03-26,57.61800003051758
2021-03-29,57.65399932861328
2021-03-30,57.45000076293945
2021-03-31,57.74800109863281
2021-04-01,58.382999420166016
2021-04-05,59.11000061035156
2021-04-06,59.08000183105469
2021-04-07,59.28499984741211
2021-04-08,59.51300048828125
2021-04-09,60.06999969482422
2021-04-12,59.965999603271484
2021-04-13,60.09000015258789
2021-04-14,59.85300064086914
2021-04-15,60.61000061035156
2021-04-16,60.74100112915039
2021-04-19,60.43000030517578
2021-04-20,60.08000183105469
2021-04-21,60.61000061035156
2021-04-22,60.04999923706055
2021-04-23,60.63800048828125
2021-04-26,60.7140007019043
2021-04-27,60.810001373291016
2021-04-28,60.768001556396484
2021-04-29,61.1879997253418
2021-04-30,60.667999267578125
2021-05-03,60.84000015258789
2021-05-04,60.529998779296875
2021-05-05,60.47700119018555
2021-05-06,60.95000076293945
2021-05-07,61.5
2021-05-10,60.88999938964844
2021-05-11,60.290000915527344
2021-05-12,59.150001525878906
2021-05-13,59.875
2021-05-14,60.7760009765625
