,BCOR
2007-02-06,22.469999313354492
2007-02-07,23.15999984741211
2007-02-08,22.969999313354492
2007-02-09,22.75
2007-02-12,22.790000915527344
2007-02-13,23.100000381469727
2007-02-14,23.1200008392334
2007-02-15,23.149999618530273
2007-02-16,23.190000534057617
2007-02-20,23.530000686645508
2007-02-21,23.149999618530273
2007-02-22,22.959999084472656
2007-02-23,23.229999542236328
2007-02-26,23.34000015258789
2007-02-27,23.049999237060547
2007-02-28,22.799999237060547
2007-03-01,23.229999542236328
2007-03-02,23.350000381469727
2007-03-05,23.59000015258789
2007-03-06,24.520000457763672
2007-03-07,24.579999923706055
2007-03-08,24.979999542236328
2007-03-09,25.25
2007-03-12,25.469999313354492
2007-03-13,25.350000381469727
2007-03-14,25.219999313354492
2007-03-15,25.09000015258789
2007-03-16,25.139999389648438
2007-03-19,24.700000762939453
2007-03-20,24.969999313354492
2007-03-21,25.530000686645508
2007-03-22,25.68000030517578
2007-03-23,25.739999771118164
2007-03-26,25.8799991607666
2007-03-27,25.670000076293945
2007-03-28,25.639999389648438
2007-03-29,25.780000686645508
2007-03-30,25.670000076293945
2007-04-02,25.969999313354492
2007-04-03,25.93000030517578
2007-04-04,25.850000381469727
2007-04-05,26.209999084472656
2007-04-09,26.440000534057617
2007-04-10,26.75
2007-04-11,26.639999389648438
2007-04-12,26.760000228881836
2007-04-13,26.799999237060547
2007-04-16,27.049999237060547
2007-04-17,27.0
2007-04-18,26.700000762939453
2007-04-19,26.299999237060547
2007-04-20,26.399999618530273
2007-04-23,26.559999465942383
2007-04-24,26.299999237060547
2007-04-25,27.010000228881836
2007-04-26,27.709999084472656
2007-04-27,25.75
2007-04-30,25.65999984741211
2007-05-01,25.049999237060547
2007-05-02,25.170000076293945
2007-05-03,25.739999771118164
2007-05-04,25.489999771118164
2007-05-07,25.770000457763672
2007-05-08,25.8700008392334
2007-05-09,25.989999771118164
2007-05-10,25.020000457763672
2007-05-11,25.399999618530273
2007-05-14,25.0
2007-05-15,24.59000015258789
2007-05-16,18.600000381469727
2007-05-17,18.600000381469727
2007-05-18,18.399999618530273
2007-05-21,18.969999313354492
2007-05-22,19.520000457763672
2007-05-23,20.329999923706055
2007-05-24,20.190000534057617
2007-05-25,20.59000015258789
2007-05-29,23.299999237060547
2007-05-30,24.040000915527344
2007-05-31,24.479999542236328
2007-06-01,24.719999313354492
2007-06-04,24.5
2007-06-05,24.440000534057617
2007-06-06,24.440000534057617
2007-06-07,23.329999923706055
2007-06-08,24.020000457763672
2007-06-11,24.040000915527344
2007-06-12,23.479999542236328
2007-06-13,23.190000534057617
2007-06-14,23.479999542236328
2007-06-15,23.739999771118164
2007-06-18,22.649999618530273
2007-06-19,22.719999313354492
2007-06-20,22.579999923706055
2007-06-21,22.969999313354492
2007-06-22,22.719999313354492
2007-06-25,22.790000915527344
2007-06-26,22.93000030517578
2007-06-27,23.290000915527344
2007-06-28,23.450000762939453
2007-06-29,23.209999084472656
2007-07-02,23.780000686645508
2007-07-03,23.799999237060547
2007-07-05,23.799999237060547
2007-07-06,23.56999969482422
2007-07-09,23.579999923706055
2007-07-10,23.290000915527344
2007-07-11,23.170000076293945
2007-07-12,23.639999389648438
2007-07-13,23.559999465942383
2007-07-16,23.059999465942383
2007-07-17,23.190000534057617
2007-07-18,22.950000762939453
2007-07-19,23.350000381469727
2007-07-20,23.110000610351562
2007-07-23,22.8799991607666
2007-07-24,22.020000457763672
2007-07-25,21.989999771118164
2007-07-26,21.170000076293945
2007-07-27,20.739999771118164
2007-07-30,20.829999923706055
2007-07-31,20.81999969482422
2007-08-01,21.0
2007-08-02,20.93000030517578
2007-08-03,20.06999969482422
2007-08-06,19.760000228881836
2007-08-07,19.799999237060547
2007-08-08,20.110000610351562
2007-08-09,16.760000228881836
2007-08-10,15.15999984741211
2007-08-13,14.869999885559082
2007-08-14,15.100000381469727
2007-08-15,14.800000190734863
2007-08-16,15.279999732971191
2007-08-17,15.029999732971191
2007-08-20,15.25
2007-08-21,14.8100004196167
2007-08-22,14.899999618530273
2007-08-23,15.229999542236328
2007-08-24,15.369999885559082
2007-08-27,14.9399995803833
2007-08-28,14.460000038146973
2007-08-29,14.390000343322754
2007-08-30,13.979999542236328
2007-08-31,14.010000228881836
2007-09-04,13.729999542236328
2007-09-05,13.380000114440918
2007-09-06,13.5600004196167
2007-09-07,13.0
2007-09-10,12.880000114440918
2007-09-11,13.020000457763672
2007-09-12,12.8100004196167
2007-09-13,12.680000305175781
2007-09-14,13.25
2007-09-17,17.3799991607666
2007-09-18,17.3700008392334
2007-09-19,17.489999771118164
2007-09-20,17.270000457763672
2007-09-21,17.68000030517578
2007-09-24,17.40999984741211
2007-09-25,16.81999969482422
2007-09-26,16.729999542236328
2007-09-27,16.93000030517578
2007-09-28,17.559999465942383
2007-10-01,18.0
2007-10-02,18.5
2007-10-03,18.5
2007-10-04,18.520000457763672
2007-10-05,19.239999771118164
2007-10-08,19.06999969482422
2007-10-09,19.389999389648438
2007-10-10,18.510000228881836
2007-10-11,18.139999389648438
2007-10-12,18.1299991607666
2007-10-15,19.780000686645508
2007-10-16,19.280000686645508
2007-10-17,18.979999542236328
2007-10-18,18.81999969482422
2007-10-19,19.049999237060547
2007-10-22,19.059999465942383
2007-10-23,18.940000534057617
2007-10-24,18.979999542236328
2007-10-25,19.200000762939453
2007-10-26,19.579999923706055
2007-10-29,19.25
2007-10-30,19.25
2007-10-31,19.329999923706055
2007-11-01,18.770000457763672
2007-11-02,18.829999923706055
2007-11-05,19.43000030517578
2007-11-06,19.6299991607666
2007-11-07,18.920000076293945
2007-11-08,18.639999389648438
2007-11-09,18.520000457763672
2007-11-12,17.93000030517578
2007-11-13,18.040000915527344
2007-11-14,17.8700008392334
2007-11-15,18.0
2007-11-16,18.010000228881836
2007-11-19,17.510000228881836
2007-11-20,17.579999923706055
2007-11-21,17.190000534057617
2007-11-23,17.239999771118164
2007-11-26,17.020000457763672
2007-11-27,17.709999084472656
2007-11-28,18.139999389648438
2007-11-29,18.1299991607666
2007-11-30,17.809999465942383
2007-12-03,18.06999969482422
2007-12-04,18.440000534057617
2007-12-05,18.790000915527344
2007-12-06,19.280000686645508
2007-12-07,18.90999984741211
2007-12-10,18.979999542236328
2007-12-11,18.56999969482422
2007-12-12,18.549999237060547
2007-12-13,18.440000534057617
2007-12-14,18.0
2007-12-17,17.440000534057617
2007-12-18,17.93000030517578
2007-12-19,17.899999618530273
2007-12-20,18.260000228881836
2007-12-21,18.8700008392334
2007-12-24,19.06999969482422
2007-12-26,18.959999084472656
2007-12-27,18.809999465942383
2007-12-28,18.899999618530273
2007-12-31,18.799999237060547
2008-01-02,18.670000076293945
2008-01-03,18.56999969482422
2008-01-04,18.040000915527344
2008-01-07,17.799999237060547
2008-01-08,17.889999389648438
2008-01-09,8.609999656677246
2008-01-10,8.979999542236328
2008-01-11,9.130000114440918
2008-01-14,9.609999656677246
2008-01-15,9.039999961853027
2008-01-16,9.34000015258789
2008-01-17,9.220000267028809
2008-01-18,8.989999771118164
2008-01-22,8.949999809265137
2008-01-23,9.149999618530273
2008-01-24,9.239999771118164
2008-01-25,9.199999809265137
2008-01-28,9.369999885559082
2008-01-29,9.4399995803833
2008-01-30,9.270000457763672
2008-01-31,9.510000228881836
2008-02-01,9.979999542236328
2008-02-04,10.270000457763672
2008-02-05,9.779999732971191
2008-02-06,9.869999885559082
2008-02-07,9.829999923706055
2008-02-08,9.619999885559082
2008-02-11,9.949999809265137
2008-02-12,10.010000228881836
2008-02-13,10.430000305175781
2008-02-14,10.380000114440918
2008-02-15,10.399999618530273
2008-02-19,10.369999885559082
2008-02-20,10.359999656677246
2008-02-21,10.220000267028809
2008-02-22,10.350000381469727
2008-02-25,10.369999885559082
2008-02-26,10.579999923706055
2008-02-27,10.680000305175781
2008-02-28,10.350000381469727
2008-02-29,10.1899995803833
2008-03-03,10.100000381469727
2008-03-04,10.15999984741211
2008-03-05,10.239999771118164
2008-03-06,10.470000267028809
2008-03-07,10.40999984741211
2008-03-10,10.25
2008-03-11,10.65999984741211
2008-03-12,10.510000228881836
2008-03-13,10.729999542236328
2008-03-14,10.949999809265137
2008-03-17,10.819999694824219
2008-03-18,11.210000038146973
2008-03-19,11.0600004196167
2008-03-20,11.369999885559082
2008-03-24,11.25
2008-03-25,10.800000190734863
2008-03-26,11.260000228881836
2008-03-27,11.0
2008-03-28,10.930000305175781
2008-03-31,11.569999694824219
2008-04-01,12.199999809265137
2008-04-02,12.40999984741211
2008-04-03,12.520000457763672
2008-04-04,12.470000267028809
2008-04-07,12.359999656677246
2008-04-08,12.180000305175781
2008-04-09,11.920000076293945
2008-04-10,11.899999618530273
2008-04-11,11.6899995803833
2008-04-14,11.5600004196167
2008-04-15,11.75
2008-04-16,12.069999694824219
2008-04-17,11.739999771118164
2008-04-18,11.869999885559082
2008-04-21,11.75
2008-04-22,11.5
2008-04-23,11.34000015258789
2008-04-24,11.699999809265137
2008-04-25,11.520000457763672
2008-04-28,12.029999732971191
2008-04-29,11.890000343322754
2008-04-30,12.0600004196167
2008-05-01,10.380000114440918
2008-05-02,10.319999694824219
2008-05-05,10.170000076293945
2008-05-06,10.069999694824219
2008-05-07,9.90999984741211
2008-05-08,9.789999961853027
2008-05-09,9.619999885559082
2008-05-12,9.640000343322754
2008-05-13,9.529999732971191
2008-05-14,9.460000038146973
2008-05-15,9.770000457763672
2008-05-16,9.720000267028809
2008-05-19,9.5
2008-05-20,9.510000228881836
2008-05-21,9.270000457763672
2008-05-22,9.199999809265137
2008-05-23,9.069999694824219
2008-05-27,9.130000114440918
2008-05-28,8.9399995803833
2008-05-29,9.0
2008-05-30,9.130000114440918
2008-06-02,8.949999809265137
2008-06-03,8.789999961853027
2008-06-04,8.829999923706055
2008-06-05,9.039999961853027
2008-06-06,9.079999923706055
2008-06-09,8.859999656677246
2008-06-10,8.84000015258789
2008-06-11,8.729999542236328
2008-06-12,8.8100004196167
2008-06-13,8.960000038146973
2008-06-16,9.149999618530273
2008-06-17,9.229999542236328
2008-06-18,9.229999542236328
2008-06-19,9.319999694824219
2008-06-20,9.170000076293945
2008-06-23,8.949999809265137
2008-06-24,8.84000015258789
2008-06-25,8.949999809265137
2008-06-26,8.609999656677246
2008-06-27,8.539999961853027
2008-06-30,8.329999923706055
2008-07-01,8.420000076293945
2008-07-02,8.25
2008-07-03,8.260000228881836
2008-07-07,8.119999885559082
2008-07-08,8.59000015258789
2008-07-09,8.430000305175781
2008-07-10,8.5
2008-07-11,8.489999771118164
2008-07-14,8.4399995803833
2008-07-15,8.319999694824219
2008-07-16,8.649999618530273
2008-07-17,8.720000267028809
2008-07-18,8.5600004196167
2008-07-21,8.699999809265137
2008-07-22,8.989999771118164
2008-07-23,9.0
2008-07-24,9.020000457763672
2008-07-25,9.109999656677246
2008-07-28,8.9399995803833
2008-07-29,9.140000343322754
2008-07-30,9.180000305175781
2008-07-31,9.4399995803833
2008-08-01,9.390000343322754
2008-08-04,9.020000457763672
2008-08-05,8.84000015258789
2008-08-06,10.699999809265137
2008-08-07,10.949999809265137
2008-08-08,11.25
2008-08-11,11.489999771118164
2008-08-12,11.619999885559082
2008-08-13,11.369999885559082
2008-08-14,11.359999656677246
2008-08-15,11.640000343322754
2008-08-18,11.430000305175781
2008-08-19,11.510000228881836
2008-08-20,11.600000381469727
2008-08-21,11.619999885559082
2008-08-22,11.819999694824219
2008-08-25,11.630000114440918
2008-08-26,11.630000114440918
2008-08-27,11.640000343322754
2008-08-28,11.8100004196167
2008-08-29,11.699999809265137
2008-09-02,11.479999542236328
2008-09-03,11.3100004196167
2008-09-04,10.819999694824219
2008-09-05,10.960000038146973
2008-09-08,11.109999656677246
2008-09-09,11.079999923706055
2008-09-10,11.180000305175781
2008-09-11,11.279999732971191
2008-09-12,11.300000190734863
2008-09-15,10.970000267028809
2008-09-16,11.069999694824219
2008-09-17,10.59000015258789
2008-09-18,11.100000381469727
2008-09-19,11.600000381469727
2008-09-22,11.65999984741211
2008-09-23,11.329999923706055
2008-09-24,11.170000076293945
2008-09-25,11.25
2008-09-26,11.289999961853027
2008-09-29,10.770000457763672
2008-09-30,10.850000381469727
2008-10-01,10.6899995803833
2008-10-02,10.479999542236328
2008-10-03,10.109999656677246
2008-10-06,9.65999984741211
2008-10-07,9.289999961853027
2008-10-08,9.130000114440918
2008-10-09,8.699999809265137
2008-10-10,9.0
2008-10-13,9.140000343322754
2008-10-14,9.029999732971191
2008-10-15,8.4399995803833
2008-10-16,8.960000038146973
2008-10-17,8.720000267028809
2008-10-20,9.0
2008-10-21,8.65999984741211
2008-10-22,8.529999732971191
2008-10-23,8.699999809265137
2008-10-24,8.170000076293945
2008-10-27,7.650000095367432
2008-10-28,8.079999923706055
2008-10-29,8.170000076293945
2008-10-30,8.4399995803833
2008-10-31,8.569999694824219
2008-11-03,8.369999885559082
2008-11-04,8.739999771118164
2008-11-05,8.399999618530273
2008-11-06,7.710000038146973
2008-11-07,7.5
2008-11-10,7.489999771118164
2008-11-11,7.5
2008-11-12,7.130000114440918
2008-11-13,7.679999828338623
2008-11-14,7.320000171661377
2008-11-17,7.260000228881836
2008-11-18,7.409999847412109
2008-11-19,7.0
2008-11-20,6.570000171661377
2008-11-21,7.050000190734863
2008-11-24,7.480000019073486
2008-11-25,7.449999809265137
2008-11-26,7.579999923706055
2008-11-28,7.809999942779541
2008-12-01,6.980000019073486
2008-12-02,7.489999771118164
2008-12-03,7.630000114440918
2008-12-04,7.449999809265137
2008-12-05,7.599999904632568
2008-12-08,7.920000076293945
2008-12-09,7.71999979019165
2008-12-10,7.820000171661377
2008-12-11,7.519999980926514
2008-12-12,7.809999942779541
2008-12-15,7.53000020980835
2008-12-16,7.829999923706055
2008-12-17,7.820000171661377
2008-12-18,7.510000228881836
2008-12-19,7.650000095367432
2008-12-22,7.380000114440918
2008-12-23,7.260000228881836
2008-12-24,7.25
2008-12-26,7.420000076293945
2008-12-29,7.269999980926514
2008-12-30,7.369999885559082
2008-12-31,7.550000190734863
2009-01-02,7.739999771118164
2009-01-05,7.659999847412109
2009-01-06,7.820000171661377
2009-01-07,7.550000190734863
2009-01-08,7.889999866485596
2009-01-09,7.559999942779541
2009-01-12,7.329999923706055
2009-01-13,7.53000020980835
2009-01-14,7.309999942779541
2009-01-15,7.550000190734863
2009-01-16,7.5
2009-01-20,7.0
2009-01-21,7.400000095367432
2009-01-22,7.429999828338623
2009-01-23,7.5
2009-01-26,7.849999904632568
2009-01-27,7.940000057220459
2009-01-28,8.199999809265137
2009-01-29,8.0
2009-01-30,8.010000228881836
2009-02-02,8.180000305175781
2009-02-03,8.210000038146973
2009-02-04,8.25
2009-02-05,8.210000038146973
2009-02-06,8.289999961853027
2009-02-09,8.289999961853027
2009-02-10,8.0
2009-02-11,8.270000457763672
2009-02-12,6.630000114440918
2009-02-13,6.440000057220459
2009-02-17,6.019999980926514
2009-02-18,5.800000190734863
2009-02-19,5.610000133514404
2009-02-20,5.389999866485596
2009-02-23,5.340000152587891
2009-02-24,5.53000020980835
2009-02-25,5.349999904632568
2009-02-26,5.25
2009-02-27,5.289999961853027
2009-03-02,5.25
2009-03-03,5.21999979019165
2009-03-04,5.269999980926514
2009-03-05,5.260000228881836
2009-03-06,5.28000020980835
2009-03-09,5.25
2009-03-10,5.550000190734863
2009-03-11,5.449999809265137
2009-03-12,5.590000152587891
2009-03-13,5.5
2009-03-16,5.360000133514404
2009-03-17,5.579999923706055
2009-03-18,5.829999923706055
2009-03-19,5.400000095367432
2009-03-20,5.300000190734863
2009-03-23,5.949999809265137
2009-03-24,5.78000020980835
2009-03-25,5.820000171661377
2009-03-26,5.989999771118164
2009-03-27,5.400000095367432
2009-03-30,5.230000019073486
2009-03-31,5.199999809265137
2009-04-01,5.300000190734863
2009-04-02,5.880000114440918
2009-04-03,5.880000114440918
2009-04-06,5.739999771118164
2009-04-07,5.369999885559082
2009-04-08,5.440000057220459
2009-04-09,5.849999904632568
2009-04-13,5.940000057220459
2009-04-14,6.010000228881836
2009-04-15,6.230000019073486
2009-04-16,6.769999980926514
2009-04-17,6.760000228881836
2009-04-20,6.440000057220459
2009-04-21,6.809999942779541
2009-04-22,6.579999923706055
2009-04-23,6.519999980926514
2009-04-24,6.710000038146973
2009-04-27,6.579999923706055
2009-04-28,6.659999847412109
2009-04-29,6.880000114440918
2009-04-30,6.630000114440918
2009-05-01,6.559999942779541
2009-05-04,6.610000133514404
2009-05-05,6.900000095367432
2009-05-06,7.199999809265137
2009-05-07,6.679999828338623
2009-05-08,7.0
2009-05-11,7.099999904632568
2009-05-12,7.21999979019165
2009-05-13,6.889999866485596
2009-05-14,7.070000171661377
2009-05-15,7.190000057220459
2009-05-18,7.400000095367432
2009-05-19,7.269999980926514
2009-05-20,7.070000171661377
2009-05-21,6.96999979019165
2009-05-22,6.829999923706055
2009-05-26,7.28000020980835
2009-05-27,6.940000057220459
2009-05-28,6.920000076293945
2009-05-29,7.0
2009-06-01,7.130000114440918
2009-06-02,7.079999923706055
2009-06-03,7.03000020980835
2009-06-04,7.190000057220459
2009-06-05,7.130000114440918
2009-06-08,7.059999942779541
2009-06-09,7.300000190734863
2009-06-10,7.039999961853027
2009-06-11,7.130000114440918
2009-06-12,7.210000038146973
2009-06-15,6.889999866485596
2009-06-16,6.800000190734863
2009-06-17,7.070000171661377
2009-06-18,7.0
2009-06-19,6.909999847412109
2009-06-22,6.679999828338623
2009-06-23,6.53000020980835
2009-06-24,6.690000057220459
2009-06-25,6.869999885559082
2009-06-26,7.0
2009-06-29,6.809999942779541
2009-06-30,6.630000114440918
2009-07-01,6.949999809265137
2009-07-02,6.619999885559082
2009-07-06,6.670000076293945
2009-07-07,6.869999885559082
2009-07-08,6.71999979019165
2009-07-09,6.739999771118164
2009-07-10,6.710000038146973
2009-07-13,6.829999923706055
2009-07-14,6.940000057220459
2009-07-15,7.170000076293945
2009-07-16,7.300000190734863
2009-07-17,7.21999979019165
2009-07-20,7.309999942779541
2009-07-21,7.170000076293945
2009-07-22,7.389999866485596
2009-07-23,7.650000095367432
2009-07-24,7.599999904632568
2009-07-27,7.610000133514404
2009-07-28,7.329999923706055
2009-07-29,7.230000019073486
2009-07-30,7.369999885559082
2009-07-31,7.320000171661377
2009-08-03,7.550000190734863
2009-08-04,7.320000171661377
2009-08-05,7.309999942779541
2009-08-06,8.140000343322754
2009-08-07,8.34000015258789
2009-08-10,8.399999618530273
2009-08-11,8.3100004196167
2009-08-12,8.609999656677246
2009-08-13,8.670000076293945
2009-08-14,8.579999923706055
2009-08-17,8.539999961853027
2009-08-18,8.40999984741211
2009-08-19,8.319999694824219
2009-08-20,8.3100004196167
2009-08-21,8.359999656677246
2009-08-24,8.449999809265137
2009-08-25,8.369999885559082
2009-08-26,8.239999771118164
2009-08-27,8.279999732971191
2009-08-28,8.130000114440918
2009-08-31,8.100000381469727
2009-09-01,8.020000457763672
2009-09-02,8.079999923706055
2009-09-03,8.149999618530273
2009-09-04,8.25
2009-09-08,8.25
2009-09-09,8.170000076293945
2009-09-10,8.34000015258789
2009-09-11,8.220000267028809
2009-09-14,8.210000038146973
2009-09-15,8.229999542236328
2009-09-16,8.25
2009-09-17,8.229999542236328
2009-09-18,8.199999809265137
2009-09-21,8.149999618530273
2009-09-22,8.09000015258789
2009-09-23,8.0600004196167
2009-09-24,8.140000343322754
2009-09-25,7.820000171661377
2009-09-28,7.820000171661377
2009-09-29,7.75
2009-09-30,7.71999979019165
2009-10-01,7.710000038146973
2009-10-02,7.659999847412109
2009-10-05,7.590000152587891
2009-10-06,7.570000171661377
2009-10-07,7.559999942779541
2009-10-08,7.5
2009-10-09,7.460000038146973
2009-10-12,7.449999809265137
2009-10-13,7.510000228881836
2009-10-14,8.130000114440918
2009-10-15,8.170000076293945
2009-10-16,8.140000343322754
2009-10-19,8.630000114440918
2009-10-20,8.729999542236328
2009-10-21,8.6899995803833
2009-10-22,8.869999885559082
2009-10-23,8.850000381469727
2009-10-26,8.739999771118164
2009-10-27,8.670000076293945
2009-10-28,8.300000190734863
2009-10-29,8.600000381469727
2009-10-30,8.569999694824219
2009-11-02,8.359999656677246
2009-11-03,8.369999885559082
2009-11-04,8.050000190734863
2009-11-05,8.25
2009-11-06,8.420000076293945
2009-11-09,8.399999618530273
2009-11-10,8.40999984741211
2009-11-11,8.430000305175781
2009-11-12,8.289999961853027
2009-11-13,8.369999885559082
2009-11-16,8.4399995803833
2009-11-17,8.470000267028809
2009-11-18,8.369999885559082
2009-11-19,8.210000038146973
2009-11-20,8.270000457763672
2009-11-23,8.319999694824219
2009-11-24,8.300000190734863
2009-11-25,8.25
2009-11-27,8.050000190734863
2009-11-30,8.180000305175781
2009-12-01,8.260000228881836
2009-12-02,8.279999732971191
2009-12-03,8.170000076293945
2009-12-04,8.350000381469727
2009-12-07,8.369999885559082
2009-12-08,8.289999961853027
2009-12-09,8.289999961853027
2009-12-10,8.229999542236328
2009-12-11,8.260000228881836
2009-12-14,8.279999732971191
2009-12-15,8.210000038146973
2009-12-16,8.199999809265137
2009-12-17,8.130000114440918
2009-12-18,8.079999923706055
2009-12-21,8.350000381469727
2009-12-22,8.359999656677246
2009-12-23,8.420000076293945
2009-12-24,8.40999984741211
2009-12-28,8.289999961853027
2009-12-29,8.369999885559082
2009-12-30,8.4399995803833
2009-12-31,8.569999694824219
2010-01-04,9.079999923706055
2010-01-05,9.100000381469727
2010-01-06,9.520000457763672
2010-01-07,11.59000015258789
2010-01-08,11.229999542236328
2010-01-11,11.420000076293945
2010-01-12,11.079999923706055
2010-01-13,11.470000267028809
2010-01-14,11.3100004196167
2010-01-15,11.020000457763672
2010-01-19,11.15999984741211
2010-01-20,10.829999923706055
2010-01-21,10.649999618530273
2010-01-22,10.15999984741211
2010-01-25,10.300000190734863
2010-01-26,9.930000305175781
2010-01-27,10.010000228881836
2010-01-28,9.729999542236328
2010-01-29,9.270000457763672
2010-02-01,9.520000457763672
2010-02-02,9.979999542236328
2010-02-03,10.470000267028809
2010-02-04,10.210000038146973
2010-02-05,10.270000457763672
2010-02-08,10.359999656677246
2010-02-09,10.079999923706055
2010-02-10,10.229999542236328
2010-02-11,10.199999809265137
2010-02-12,10.09000015258789
2010-02-16,10.210000038146973
2010-02-17,10.279999732971191
2010-02-18,10.369999885559082
2010-02-19,10.350000381469727
2010-02-22,10.319999694824219
2010-02-23,10.479999542236328
2010-02-24,10.489999771118164
2010-02-25,10.380000114440918
2010-02-26,10.079999923706055
2010-03-01,11.3100004196167
2010-03-02,10.989999771118164
2010-03-03,10.600000381469727
2010-03-04,10.880000114440918
2010-03-05,11.199999809265137
2010-03-08,11.579999923706055
2010-03-09,11.779999732971191
2010-03-10,11.819999694824219
2010-03-11,11.649999618530273
2010-03-12,11.550000190734863
2010-03-15,11.550000190734863
2010-03-16,11.449999809265137
2010-03-17,11.470000267028809
2010-03-18,11.460000038146973
2010-03-19,11.210000038146973
2010-03-22,11.329999923706055
2010-03-23,11.40999984741211
2010-03-24,11.479999542236328
2010-03-25,11.25
2010-03-26,10.890000343322754
2010-03-29,10.779999732971191
2010-03-30,10.970000267028809
2010-03-31,11.050000190734863
2010-04-01,11.010000228881836
2010-04-05,11.34000015258789
2010-04-06,11.289999961853027
2010-04-07,10.989999771118164
2010-04-08,11.119999885559082
2010-04-09,11.020000457763672
2010-04-12,10.989999771118164
2010-04-13,11.079999923706055
2010-04-14,11.149999618530273
2010-04-15,11.149999618530273
2010-04-16,10.8100004196167
2010-04-19,10.229999542236328
2010-04-20,10.289999961853027
2010-04-21,10.260000228881836
2010-04-22,10.1899995803833
2010-04-23,10.479999542236328
2010-04-26,10.65999984741211
2010-04-27,10.529999732971191
2010-04-28,10.510000228881836
2010-04-29,10.859999656677246
2010-04-30,10.470000267028809
2010-05-03,10.899999618530273
2010-05-04,10.350000381469727
2010-05-05,9.65999984741211
2010-05-06,9.34000015258789
2010-05-07,8.779999732971191
2010-05-10,8.960000038146973
2010-05-11,8.739999771118164
2010-05-12,8.800000190734863
2010-05-13,8.710000038146973
2010-05-14,8.529999732971191
2010-05-17,8.600000381469727
2010-05-18,8.369999885559082
2010-05-19,8.460000038146973
2010-05-20,7.980000019073486
2010-05-21,8.079999923706055
2010-05-24,8.239999771118164
2010-05-25,8.039999961853027
2010-05-26,7.949999809265137
2010-05-27,8.34000015258789
2010-05-28,8.229999542236328
2010-06-01,7.920000076293945
2010-06-02,8.020000457763672
2010-06-03,8.079999923706055
2010-06-04,7.75
2010-06-07,7.679999828338623
2010-06-08,7.650000095367432
2010-06-09,7.519999980926514
2010-06-10,7.730000019073486
2010-06-11,7.949999809265137
2010-06-14,7.739999771118164
2010-06-15,7.989999771118164
2010-06-16,7.980000019073486
2010-06-17,7.889999866485596
2010-06-18,7.800000190734863
2010-06-21,7.739999771118164
2010-06-22,7.619999885559082
2010-06-23,7.679999828338623
2010-06-24,7.599999904632568
2010-06-25,7.929999828338623
2010-06-28,7.829999923706055
2010-06-29,7.559999942779541
2010-06-30,7.519999980926514
2010-07-01,7.53000020980835
2010-07-02,7.360000133514404
2010-07-06,7.329999923706055
2010-07-07,7.420000076293945
2010-07-08,7.360000133514404
2010-07-09,7.739999771118164
2010-07-12,7.539999961853027
2010-07-13,8.119999885559082
2010-07-14,7.949999809265137
2010-07-15,7.869999885559082
2010-07-16,7.510000228881836
2010-07-19,7.570000171661377
2010-07-20,7.800000190734863
2010-07-21,7.539999961853027
2010-07-22,7.639999866485596
2010-07-23,7.929999828338623
2010-07-26,8.229999542236328
2010-07-27,8.079999923706055
2010-07-28,7.920000076293945
2010-07-29,7.989999771118164
2010-07-30,7.829999923706055
2010-08-02,8.020000457763672
2010-08-03,7.710000038146973
2010-08-04,7.71999979019165
2010-08-05,7.46999979019165
2010-08-06,7.46999979019165
2010-08-09,7.320000171661377
2010-08-10,7.21999979019165
2010-08-11,7.03000020980835
2010-08-12,6.989999771118164
2010-08-13,6.860000133514404
2010-08-16,6.96999979019165
2010-08-17,7.03000020980835
2010-08-18,6.96999979019165
2010-08-19,6.809999942779541
2010-08-20,6.900000095367432
2010-08-23,6.809999942779541
2010-08-24,6.690000057220459
2010-08-25,6.78000020980835
2010-08-26,6.989999771118164
2010-08-27,7.039999961853027
2010-08-30,6.760000228881836
2010-08-31,6.989999771118164
2010-09-01,7.130000114440918
2010-09-02,7.159999847412109
2010-09-03,7.170000076293945
2010-09-07,7.079999923706055
2010-09-08,7.130000114440918
2010-09-09,7.190000057220459
2010-09-10,7.099999904632568
2010-09-13,7.190000057220459
2010-09-14,7.159999847412109
2010-09-15,7.329999923706055
2010-09-16,7.449999809265137
2010-09-17,7.400000095367432
2010-09-20,8.260000228881836
2010-09-21,8.210000038146973
2010-09-22,8.09000015258789
2010-09-23,8.119999885559082
2010-09-24,8.390000343322754
2010-09-27,8.529999732971191
2010-09-28,8.729999542236328
2010-09-29,8.6899995803833
2010-09-30,8.65999984741211
2010-10-01,8.84000015258789
2010-10-04,8.600000381469727
2010-10-05,8.8100004196167
2010-10-06,8.600000381469727
2010-10-07,8.510000228881836
2010-10-08,8.600000381469727
2010-10-11,8.430000305175781
2010-10-12,8.460000038146973
2010-10-13,8.210000038146973
2010-10-14,8.3100004196167
2010-10-15,8.319999694824219
2010-10-18,8.539999961853027
2010-10-19,8.270000457763672
2010-10-20,8.40999984741211
2010-10-21,8.359999656677246
2010-10-22,8.489999771118164
2010-10-25,8.619999885559082
2010-10-26,8.699999809265137
2010-10-27,8.710000038146973
2010-10-28,8.449999809265137
2010-10-29,8.4399995803833
2010-11-01,8.390000343322754
2010-11-02,8.890000343322754
2010-11-03,9.100000381469727
2010-11-04,9.180000305175781
2010-11-05,7.699999809265137
2010-11-08,7.769999980926514
