,CARA
2014-05-29,14.09000015258789
2014-05-30,13.779999732971191
2014-06-02,13.90999984741211
2014-06-03,13.829999923706055
2014-06-04,13.619999885559082
2014-06-05,13.899999618530273
2014-06-06,13.859999656677246
2014-06-09,13.9399995803833
2014-06-10,13.869999885559082
2014-06-11,14.069999694824219
2014-06-12,14.390000343322754
2014-06-13,14.260000228881836
2014-06-16,14.0600004196167
2014-06-17,14.010000228881836
2014-06-18,14.010000228881836
2014-06-19,14.640000343322754
2014-06-20,17.510000228881836
2014-06-23,17.200000762939453
2014-06-24,16.760000228881836
2014-06-25,16.360000610351562
2014-06-26,15.930000305175781
2014-06-27,15.569999694824219
2014-06-30,17.020000457763672
2014-07-01,17.1200008392334
2014-07-02,17.010000228881836
2014-07-03,16.940000534057617
2014-07-07,15.829999923706055
2014-07-08,14.34000015258789
2014-07-09,14.390000343322754
2014-07-10,14.0
2014-07-11,13.479999542236328
2014-07-14,13.0600004196167
2014-07-15,13.279999732971191
2014-07-16,13.15999984741211
2014-07-17,13.0600004196167
2014-07-18,13.510000228881836
2014-07-21,13.5
2014-07-22,13.479999542236328
2014-07-23,13.600000381469727
2014-07-24,13.40999984741211
2014-07-25,13.670000076293945
2014-07-28,13.520000457763672
2014-07-29,13.720000267028809
2014-07-30,12.569999694824219
2014-07-31,12.75
2014-08-01,11.90999984741211
2014-08-04,11.5
2014-08-05,11.739999771118164
2014-08-06,11.550000190734863
2014-08-07,10.800000190734863
2014-08-08,11.34000015258789
2014-08-11,10.470000267028809
2014-08-12,10.25
2014-08-13,10.149999618530273
2014-08-14,10.279999732971191
2014-08-15,10.130000114440918
2014-08-18,10.229999542236328
2014-08-19,10.020000457763672
2014-08-20,10.149999618530273
2014-08-21,10.050000190734863
2014-08-22,10.0
2014-08-25,10.170000076293945
2014-08-26,10.25
2014-08-27,10.0600004196167
2014-08-28,10.149999618530273
2014-08-29,10.220000267028809
2014-09-02,10.420000076293945
2014-09-03,10.279999732971191
2014-09-04,10.0
2014-09-05,9.979999542236328
2014-09-08,10.210000038146973
2014-09-09,10.180000305175781
2014-09-10,10.130000114440918
2014-09-11,10.319999694824219
2014-09-12,10.069999694824219
2014-09-15,9.899999618530273
2014-09-16,10.010000228881836
2014-09-17,10.069999694824219
2014-09-18,9.930000305175781
2014-09-19,8.979999542236328
2014-09-22,8.359999656677246
2014-09-23,8.350000381469727
2014-09-24,8.399999618530273
2014-09-25,8.270000457763672
2014-09-26,8.40999984741211
2014-09-29,8.510000228881836
2014-09-30,8.390000343322754
2014-10-01,8.100000381469727
2014-10-02,8.239999771118164
2014-10-03,8.260000228881836
2014-10-06,8.029999732971191
2014-10-07,7.920000076293945
2014-10-08,7.820000171661377
2014-10-09,7.880000114440918
2014-10-10,7.920000076293945
2014-10-13,7.96999979019165
2014-10-14,8.15999984741211
2014-10-15,8.369999885559082
2014-10-16,8.350000381469727
2014-10-17,8.029999732971191
2014-10-20,8.199999809265137
2014-10-21,8.039999961853027
2014-10-22,7.760000228881836
2014-10-23,8.180000305175781
2014-10-24,8.15999984741211
2014-10-27,8.069999694824219
2014-10-28,8.649999618530273
2014-10-29,9.199999809265137
2014-10-30,9.1899995803833
2014-10-31,9.010000228881836
2014-11-03,8.880000114440918
2014-11-04,9.039999961853027
2014-11-05,8.789999961853027
2014-11-06,8.609999656677246
2014-11-07,8.65999984741211
2014-11-10,8.75
2014-11-11,8.479999542236328
2014-11-12,8.079999923706055
2014-11-13,8.0600004196167
2014-11-14,8.399999618530273
2014-11-17,8.859999656677246
2014-11-18,9.119999885559082
2014-11-19,8.890000343322754
2014-11-20,9.020000457763672
2014-11-21,8.954999923706055
2014-11-24,9.380000114440918
2014-11-25,9.390000343322754
2014-11-26,9.420000076293945
2014-11-28,9.239999771118164
2014-12-01,8.739999771118164
2014-12-02,9.289999961853027
2014-12-03,9.329999923706055
2014-12-04,9.420000076293945
2014-12-05,9.989999771118164
2014-12-08,9.850000381469727
2014-12-09,9.979999542236328
2014-12-10,10.010000228881836
2014-12-11,10.0
2014-12-12,9.9399995803833
2014-12-15,9.729999542236328
2014-12-16,9.539999961853027
2014-12-17,9.970000267028809
2014-12-18,9.899999618530273
2014-12-19,10.0
2014-12-22,9.989999771118164
2014-12-23,9.760000228881836
2014-12-24,9.779999732971191
2014-12-26,9.920000076293945
2014-12-29,9.949999809265137
2014-12-30,9.949999809265137
2014-12-31,9.970000267028809
2015-01-02,10.600000381469727
2015-01-05,10.720000267028809
2015-01-06,10.399999618530273
2015-01-07,10.430000305175781
2015-01-08,10.470000267028809
2015-01-09,10.949999809265137
2015-01-12,10.989999771118164
2015-01-13,10.850000381469727
2015-01-14,11.0
2015-01-15,10.5
2015-01-16,10.640000343322754
2015-01-20,10.710000038146973
2015-01-21,10.520000457763672
2015-01-22,10.9399995803833
2015-01-23,10.829999923706055
2015-01-26,11.029999732971191
2015-01-27,11.0
2015-01-28,10.420000076293945
2015-01-29,10.9399995803833
2015-01-30,10.789999961853027
2015-02-02,10.819999694824219
2015-02-03,10.789999961853027
2015-02-04,10.609999656677246
2015-02-05,11.0
2015-02-06,10.880000114440918
2015-02-09,10.960000038146973
2015-02-10,10.920000076293945
2015-02-11,11.020000457763672
2015-02-12,10.989999771118164
2015-02-13,10.960000038146973
2015-02-17,11.0
2015-02-18,10.869999885559082
2015-02-19,10.84000015258789
2015-02-20,10.90999984741211
2015-02-23,10.789999961853027
2015-02-24,10.720000267028809
2015-02-25,10.25
2015-02-26,10.15999984741211
2015-02-27,10.25
2015-03-02,10.0
2015-03-03,10.5
2015-03-04,10.380000114440918
2015-03-05,10.5600004196167
2015-03-06,10.329999923706055
2015-03-09,10.109999656677246
2015-03-10,9.869999885559082
2015-03-11,9.869999885559082
2015-03-12,10.029999732971191
2015-03-13,9.8100004196167
2015-03-16,9.550000190734863
2015-03-17,9.609999656677246
2015-03-18,10.180000305175781
2015-03-19,10.630000114440918
2015-03-20,10.489999771118164
2015-03-23,10.390000343322754
2015-03-24,10.119999885559082
2015-03-25,9.59000015258789
2015-03-26,9.300000190734863
2015-03-27,10.130000114440918
2015-03-30,10.25
2015-03-31,10.050000190734863
2015-04-01,10.109999656677246
2015-04-02,10.039999961853027
2015-04-06,10.369999885559082
2015-04-07,10.800000190734863
2015-04-08,10.90999984741211
2015-04-09,10.65999984741211
2015-04-10,10.930000305175781
2015-04-13,10.949999809265137
2015-04-14,11.960000038146973
2015-04-15,11.9399995803833
2015-04-16,11.890000343322754
2015-04-17,11.899999618530273
2015-04-20,11.930000305175781
2015-04-21,12.829999923706055
2015-04-22,12.979999542236328
2015-04-23,12.859999656677246
2015-04-24,12.710000038146973
2015-04-27,11.619999885559082
2015-04-28,11.59000015258789
2015-04-29,11.369999885559082
2015-04-30,10.75
2015-05-01,10.529999732971191
2015-05-04,10.460000038146973
2015-05-05,10.140000343322754
2015-05-06,10.039999961853027
2015-05-07,10.029999732971191
2015-05-08,10.069999694824219
2015-05-11,10.020000457763672
2015-05-12,9.949999809265137
2015-05-13,9.859999656677246
2015-05-14,10.130000114440918
2015-05-15,9.989999771118164
2015-05-18,10.050000190734863
2015-05-19,10.010000228881836
2015-05-20,9.9399995803833
2015-05-21,9.720000267028809
2015-05-22,9.819999694824219
2015-05-26,9.609999656677246
2015-05-27,9.720000267028809
2015-05-28,9.670000076293945
2015-05-29,9.520000457763672
2015-06-01,9.539999961853027
2015-06-02,9.640000343322754
2015-06-03,9.770000457763672
2015-06-04,9.729999542236328
2015-06-05,9.9399995803833
2015-06-08,9.9399995803833
2015-06-09,9.949999809265137
2015-06-10,10.010000228881836
2015-06-11,10.010000228881836
2015-06-12,10.020000457763672
2015-06-15,10.819999694824219
2015-06-16,10.949999809265137
2015-06-17,11.359999656677246
2015-06-18,11.380000114440918
2015-06-19,11.300000190734863
2015-06-22,11.3100004196167
2015-06-23,11.319999694824219
2015-06-24,11.850000381469727
2015-06-25,12.109999656677246
2015-06-26,11.880000114440918
2015-06-29,10.979999542236328
2015-06-30,12.149999618530273
2015-07-01,12.5600004196167
2015-07-02,12.729999542236328
2015-07-06,12.789999961853027
2015-07-07,12.75
2015-07-08,12.609999656677246
2015-07-09,12.760000228881836
2015-07-10,13.279999732971191
2015-07-13,13.5
2015-07-14,13.729999542236328
2015-07-15,14.729999542236328
2015-07-16,15.479999542236328
2015-07-17,15.65999984741211
2015-07-20,15.470000267028809
2015-07-21,15.789999961853027
2015-07-22,15.84000015258789
2015-07-23,18.989999771118164
2015-07-24,20.43000030517578
2015-07-27,19.780000686645508
2015-07-28,19.309999465942383
2015-07-29,19.299999237060547
2015-07-30,19.5
2015-07-31,21.309999465942383
2015-08-03,21.81999969482422
2015-08-04,22.1200008392334
2015-08-05,22.920000076293945
2015-08-06,22.15999984741211
2015-08-07,21.389999389648438
2015-08-10,22.389999389648438
2015-08-11,22.239999771118164
2015-08-12,22.690000534057617
2015-08-13,22.0
2015-08-14,21.90999984741211
2015-08-17,21.989999771118164
2015-08-18,21.530000686645508
2015-08-19,21.450000762939453
2015-08-20,21.040000915527344
2015-08-21,21.010000228881836
2015-08-24,18.829999923706055
2015-08-25,19.030000686645508
2015-08-26,18.239999771118164
2015-08-27,19.0
2015-08-28,19.25
2015-08-31,18.959999084472656
2015-09-01,18.549999237060547
2015-09-02,19.549999237060547
2015-09-03,18.93000030517578
2015-09-04,19.010000228881836
2015-09-08,19.290000915527344
2015-09-09,20.030000686645508
2015-09-10,20.440000534057617
2015-09-11,20.889999389648438
2015-09-14,20.299999237060547
2015-09-15,20.950000762939453
2015-09-16,20.68000030517578
2015-09-17,21.6200008392334
2015-09-18,21.690000534057617
2015-09-21,20.90999984741211
2015-09-22,20.0
2015-09-23,20.200000762939453
2015-09-24,20.030000686645508
2015-09-25,16.149999618530273
2015-09-28,14.010000228881836
2015-09-29,12.260000228881836
2015-09-30,14.289999961853027
2015-10-01,14.010000228881836
2015-10-02,14.609999656677246
2015-10-05,15.100000381469727
2015-10-06,14.130000114440918
2015-10-07,15.0
2015-10-08,14.579999923706055
2015-10-09,14.399999618530273
2015-10-12,14.1899995803833
2015-10-13,13.529999732971191
2015-10-14,13.390000343322754
2015-10-15,14.630000114440918
2015-10-16,14.5600004196167
2015-10-19,15.390000343322754
2015-10-20,14.460000038146973
2015-10-21,14.149999618530273
2015-10-22,14.170000076293945
2015-10-23,14.470000267028809
2015-10-26,14.569999694824219
2015-10-27,15.0
2015-10-28,15.579999923706055
2015-10-29,15.130000114440918
2015-10-30,14.170000076293945
2015-11-02,15.5600004196167
2015-11-03,15.319999694824219
2015-11-04,16.270000457763672
2015-11-05,15.489999771118164
2015-11-06,15.40999984741211
2015-11-09,15.779999732971191
2015-11-10,17.25
2015-11-11,15.880000114440918
2015-11-12,15.029999732971191
2015-11-13,16.1200008392334
2015-11-16,15.319999694824219
2015-11-17,15.079999923706055
2015-11-18,15.710000038146973
2015-11-19,15.109999656677246
2015-11-20,15.720000267028809
2015-11-23,15.84000015258789
2015-11-24,16.469999313354492
2015-11-25,16.770000457763672
2015-11-27,17.059999465942383
2015-11-30,16.549999237060547
2015-12-01,15.789999961853027
2015-12-02,15.489999771118164
2015-12-03,14.59000015258789
2015-12-04,14.3100004196167
2015-12-07,13.779999732971191
2015-12-08,15.180000305175781
2015-12-09,16.0
2015-12-10,16.219999313354492
2015-12-11,15.170000076293945
2015-12-14,14.670000076293945
2015-12-15,15.329999923706055
2015-12-16,15.789999961853027
2015-12-17,15.319999694824219
2015-12-18,15.34000015258789
2015-12-21,15.65999984741211
2015-12-22,15.300000190734863
2015-12-23,15.600000381469727
2015-12-24,15.420000076293945
2015-12-28,15.369999885559082
2015-12-29,16.1200008392334
2015-12-30,15.789999961853027
2015-12-31,16.860000610351562
2016-01-04,16.690000534057617
2016-01-05,17.540000915527344
2016-01-06,16.90999984741211
2016-01-07,15.039999961853027
2016-01-08,14.920000076293945
2016-01-11,13.529999732971191
2016-01-12,13.520000457763672
2016-01-13,11.3100004196167
2016-01-14,11.149999618530273
2016-01-15,11.949999809265137
2016-01-19,10.970000267028809
2016-01-20,11.449999809265137
2016-01-21,11.010000228881836
2016-01-22,11.649999618530273
2016-01-25,11.029999732971191
2016-01-26,10.829999923706055
2016-01-27,10.15999984741211
2016-01-28,9.4399995803833
2016-01-29,9.0
2016-02-01,8.579999923706055
2016-02-02,8.600000381469727
2016-02-03,8.819999694824219
2016-02-04,8.699999809265137
2016-02-05,7.880000114440918
2016-02-08,6.949999809265137
2016-02-09,7.170000076293945
2016-02-10,7.150000095367432
2016-02-11,7.210000038146973
2016-02-12,7.460000038146973
2016-02-16,7.46999979019165
2016-02-17,8.069999694824219
2016-02-18,7.300000190734863
2016-02-19,7.599999904632568
2016-02-22,7.409999847412109
2016-02-23,6.989999771118164
2016-02-24,7.170000076293945
2016-02-25,6.909999847412109
2016-02-26,4.760000228881836
2016-02-29,4.920000076293945
2016-03-01,5.090000152587891
2016-03-02,5.820000171661377
2016-03-03,5.639999866485596
2016-03-04,5.389999866485596
2016-03-07,5.53000020980835
2016-03-08,5.130000114440918
2016-03-09,5.300000190734863
2016-03-10,5.230000019073486
2016-03-11,4.760000228881836
2016-03-14,5.03000020980835
2016-03-15,4.670000076293945
2016-03-16,4.75
2016-03-17,4.960000038146973
2016-03-18,5.170000076293945
2016-03-21,6.269999980926514
2016-03-22,6.519999980926514
2016-03-23,5.769999980926514
2016-03-24,5.840000152587891
2016-03-28,5.739999771118164
2016-03-29,6.070000171661377
2016-03-30,6.0
2016-03-31,6.21999979019165
2016-04-01,6.599999904632568
2016-04-04,6.840000152587891
2016-04-05,6.690000057220459
2016-04-06,6.909999847412109
2016-04-07,6.800000190734863
2016-04-08,6.659999847412109
2016-04-11,6.610000133514404
2016-04-12,7.059999942779541
2016-04-13,7.440000057220459
2016-04-14,7.519999980926514
2016-04-15,7.400000095367432
2016-04-18,8.119999885559082
2016-04-19,8.220000267028809
2016-04-20,7.679999828338623
2016-04-21,7.110000133514404
2016-04-22,6.630000114440918
2016-04-25,6.860000133514404
2016-04-26,6.340000152587891
2016-04-27,6.079999923706055
2016-04-28,6.519999980926514
2016-04-29,6.099999904632568
2016-05-02,6.110000133514404
2016-05-03,6.130000114440918
2016-05-04,5.809999942779541
2016-05-05,5.570000171661377
2016-05-06,5.559999942779541
2016-05-09,5.480000019073486
2016-05-10,5.769999980926514
2016-05-11,5.639999866485596
2016-05-12,5.210000038146973
2016-05-13,5.21999979019165
2016-05-16,5.480000019073486
2016-05-17,5.5
2016-05-18,5.659999847412109
2016-05-19,5.5
2016-05-20,5.800000190734863
2016-05-23,6.150000095367432
2016-05-24,6.190000057220459
2016-05-25,6.239999771118164
2016-05-26,6.25
2016-05-27,6.369999885559082
2016-05-31,6.460000038146973
2016-06-01,6.139999866485596
2016-06-02,6.449999809265137
2016-06-03,6.25
2016-06-06,6.329999923706055
2016-06-07,6.090000152587891
2016-06-08,6.119999885559082
2016-06-09,5.820000171661377
2016-06-10,5.440000057220459
2016-06-13,5.369999885559082
2016-06-14,5.260000228881836
2016-06-15,5.320000171661377
2016-06-16,5.260000228881836
2016-06-17,5.010000228881836
2016-06-20,5.139999866485596
2016-06-21,4.960000038146973
2016-06-22,4.889999866485596
2016-06-23,5.070000171661377
2016-06-24,4.840000152587891
2016-06-27,4.46999979019165
2016-06-28,4.789999961853027
2016-06-29,4.940000057220459
2016-06-30,4.809999942779541
2016-07-01,5.110000133514404
2016-07-05,4.929999828338623
2016-07-06,5.090000152587891
2016-07-07,5.090000152587891
2016-07-08,5.179999828338623
2016-07-11,5.110000133514404
2016-07-12,5.170000076293945
2016-07-13,5.059999942779541
2016-07-14,4.960000038146973
2016-07-15,4.940000057220459
2016-07-18,5.0
2016-07-19,4.829999923706055
2016-07-20,5.019999980926514
2016-07-21,5.0
2016-07-22,6.090000152587891
2016-07-25,6.079999923706055
2016-07-26,5.849999904632568
2016-07-27,6.210000038146973
2016-07-28,6.010000228881836
2016-07-29,5.929999828338623
2016-08-01,6.039999961853027
2016-08-02,5.78000020980835
2016-08-03,6.079999923706055
2016-08-04,5.940000057220459
2016-08-05,5.989999771118164
2016-08-08,5.869999885559082
2016-08-09,6.039999961853027
2016-08-10,5.909999847412109
2016-08-11,6.019999980926514
2016-08-12,6.179999828338623
2016-08-15,6.559999942779541
2016-08-16,6.289999961853027
2016-08-17,6.019999980926514
2016-08-18,6.130000114440918
2016-08-19,5.909999847412109
2016-08-22,6.059999942779541
2016-08-23,5.989999771118164
2016-08-24,5.559999942779541
2016-08-25,5.5
2016-08-26,5.519999980926514
2016-08-29,5.525000095367432
2016-08-30,5.5
2016-08-31,5.420000076293945
2016-09-01,5.380000114440918
2016-09-02,5.320000171661377
2016-09-06,5.670000076293945
2016-09-07,6.019999980926514
2016-09-08,5.980000019073486
2016-09-09,5.619999885559082
2016-09-12,6.010000228881836
2016-09-13,5.96999979019165
2016-09-14,6.090000152587891
2016-09-15,6.230000019073486
2016-09-16,6.5
2016-09-19,6.869999885559082
2016-09-20,7.269999980926514
2016-09-21,7.510000228881836
2016-09-22,7.510000228881836
2016-09-23,7.329999923706055
2016-09-26,7.75
2016-09-27,8.619999885559082
2016-09-28,8.579999923706055
2016-09-29,8.1899995803833
2016-09-30,8.350000381469727
2016-10-03,8.600000381469727
2016-10-04,8.649999618530273
2016-10-05,9.680000305175781
2016-10-06,8.920000076293945
2016-10-07,8.670000076293945
2016-10-10,8.720000267028809
2016-10-11,8.15999984741211
2016-10-12,7.559999942779541
2016-10-13,8.09000015258789
2016-10-14,7.75
2016-10-17,7.659999847412109
2016-10-18,7.760000228881836
2016-10-19,7.610000133514404
2016-10-20,7.909999847412109
2016-10-21,7.909999847412109
2016-10-24,7.730000019073486
2016-10-25,7.510000228881836
2016-10-26,7.059999942779541
2016-10-27,7.010000228881836
2016-10-28,6.820000171661377
2016-10-31,6.989999771118164
2016-11-01,7.150000095367432
2016-11-02,6.539999961853027
2016-11-03,5.889999866485596
2016-11-04,7.269999980926514
2016-11-07,8.380000114440918
2016-11-08,8.649999618530273
2016-11-09,9.359999656677246
2016-11-10,9.630000114440918
2016-11-11,9.4399995803833
2016-11-14,9.319999694824219
2016-11-15,10.15999984741211
2016-11-16,12.199999809265137
2016-11-17,11.699999809265137
2016-11-18,11.970000267028809
2016-11-21,11.289999961853027
2016-11-22,9.800000190734863
2016-11-23,10.229999542236328
2016-11-25,9.829999923706055
2016-11-28,9.220000267028809
2016-11-29,9.449999809265137
2016-11-30,9.0
2016-12-01,8.960000038146973
2016-12-02,9.5
2016-12-05,9.729999542236328
2016-12-06,9.779999732971191
2016-12-07,9.510000228881836
2016-12-08,9.84000015258789
2016-12-09,9.869999885559082
2016-12-12,9.619999885559082
2016-12-13,9.020000457763672
2016-12-14,8.640000343322754
2016-12-15,8.920000076293945
2016-12-16,9.359999656677246
2016-12-19,9.539999961853027
2016-12-20,9.199999809265137
2016-12-21,9.199999809265137
2016-12-22,9.199999809265137
2016-12-23,9.970000267028809
2016-12-27,9.989999771118164
2016-12-28,9.829999923706055
2016-12-29,9.390000343322754
2016-12-30,9.289999961853027
2017-01-03,9.760000228881836
2017-01-04,10.380000114440918
2017-01-05,10.260000228881836
2017-01-06,10.279999732971191
2017-01-09,11.100000381469727
2017-01-10,11.140000343322754
2017-01-11,10.890000343322754
2017-01-12,11.119999885559082
2017-01-13,11.420000076293945
2017-01-17,11.1899995803833
2017-01-18,11.890000343322754
2017-01-19,11.600000381469727
2017-01-20,11.430000305175781
2017-01-23,11.949999809265137
2017-01-24,12.229999542236328
2017-01-25,12.930000305175781
2017-01-26,13.739999771118164
2017-01-27,13.880000114440918
2017-01-30,14.180000305175781
2017-01-31,15.319999694824219
2017-02-01,16.489999771118164
2017-02-02,15.84000015258789
2017-02-03,16.649999618530273
2017-02-06,16.399999618530273
2017-02-07,16.299999237060547
2017-02-08,16.469999313354492
2017-02-09,16.329999923706055
2017-02-10,14.850000381469727
2017-02-13,13.510000228881836
2017-02-14,15.529999732971191
2017-02-15,15.09000015258789
2017-02-16,14.529999732971191
2017-02-17,14.760000228881836
2017-02-21,14.699999809265137
2017-02-22,14.550000190734863
2017-02-23,14.550000190734863
2017-02-24,15.029999732971191
2017-02-27,16.209999084472656
2017-02-28,16.030000686645508
2017-03-01,16.59000015258789
2017-03-02,16.760000228881836
2017-03-03,18.040000915527344
2017-03-06,17.920000076293945
2017-03-07,16.989999771118164
2017-03-08,17.40999984741211
2017-03-09,17.489999771118164
2017-03-10,15.84000015258789
2017-03-13,15.329999923706055
2017-03-14,14.710000038146973
2017-03-15,15.579999923706055
2017-03-16,15.649999618530273
2017-03-17,15.270000457763672
2017-03-20,16.170000076293945
2017-03-21,15.579999923706055
2017-03-22,16.09000015258789
2017-03-23,16.690000534057617
2017-03-24,16.760000228881836
2017-03-27,18.149999618530273
2017-03-28,19.09000015258789
2017-03-29,20.25
2017-03-30,18.760000228881836
2017-03-31,18.389999389648438
2017-04-03,17.920000076293945
2017-04-04,17.420000076293945
2017-04-05,17.579999923706055
2017-04-06,18.649999618530273
2017-04-07,18.200000762939453
2017-04-10,18.56999969482422
2017-04-11,18.8700008392334
2017-04-12,18.18000030517578
2017-04-13,17.530000686645508
2017-04-17,17.010000228881836
2017-04-18,16.90999984741211
2017-04-19,17.260000228881836
2017-04-20,17.09000015258789
2017-04-21,16.530000686645508
2017-04-24,16.610000610351562
2017-04-25,16.389999389648438
2017-04-26,15.960000038146973
2017-04-27,15.960000038146973
2017-04-28,15.890000343322754
2017-05-01,15.680000305175781
2017-05-02,14.920000076293945
2017-05-03,15.920000076293945
2017-05-04,14.9399995803833
2017-05-05,14.6899995803833
2017-05-08,14.5
2017-05-09,15.1899995803833
2017-05-10,15.369999885559082
2017-05-11,15.989999771118164
2017-05-12,17.18000030517578
2017-05-15,16.610000610351562
2017-05-16,16.799999237060547
2017-05-17,15.59000015258789
2017-05-18,16.850000381469727
2017-05-19,16.829999923706055
2017-05-22,17.59000015258789
2017-05-23,17.149999618530273
2017-05-24,17.049999237060547
2017-05-25,16.709999084472656
2017-05-26,16.709999084472656
2017-05-30,16.549999237060547
2017-05-31,16.559999465942383
2017-06-01,17.350000381469727
2017-06-02,17.559999465942383
2017-06-05,18.200000762939453
2017-06-06,17.280000686645508
2017-06-07,17.440000534057617
2017-06-08,17.979999542236328
2017-06-09,17.170000076293945
2017-06-12,17.549999237060547
2017-06-13,17.440000534057617
2017-06-14,17.440000534057617
2017-06-15,17.1200008392334
2017-06-16,17.1200008392334
2017-06-19,17.459999084472656
2017-06-20,17.690000534057617
2017-06-21,19.5
2017-06-22,19.8799991607666
2017-06-23,22.649999618530273
2017-06-26,25.40999984741211
2017-06-27,26.420000076293945
2017-06-28,26.950000762939453
2017-06-29,25.510000228881836
2017-06-30,15.390000343322754
2017-07-03,16.43000030517578
2017-07-05,15.300000190734863
2017-07-06,15.0600004196167
2017-07-07,13.619999885559082
2017-07-10,12.210000038146973
2017-07-11,12.5600004196167
2017-07-12,13.4399995803833
2017-07-13,13.949999809265137
2017-07-14,15.359999656677246
2017-07-17,15.430000305175781
2017-07-18,15.149999618530273
2017-07-19,15.640000343322754
2017-07-20,15.460000038146973
2017-07-21,15.350000381469727
2017-07-24,15.180000305175781
2017-07-25,14.9399995803833
2017-07-26,14.579999923706055
2017-07-27,13.9399995803833
2017-07-28,14.039999961853027
2017-07-31,14.039999961853027
2017-08-01,13.069999694824219
2017-08-02,13.289999961853027
2017-08-03,13.300000190734863
2017-08-04,16.34000015258789
2017-08-07,14.930000305175781
2017-08-08,14.359999656677246
2017-08-09,14.329999923706055
2017-08-10,13.850000381469727
2017-08-11,13.960000038146973
2017-08-14,14.270000457763672
2017-08-15,14.0600004196167
2017-08-16,13.949999809265137
2017-08-17,13.510000228881836
2017-08-18,13.140000343322754
2017-08-21,12.84000015258789
2017-08-22,13.149999618530273
2017-08-23,12.979999542236328
2017-08-24,13.130000114440918
2017-08-25,12.75
2017-08-28,12.829999923706055
2017-08-29,12.600000381469727
2017-08-30,12.859999656677246
2017-08-31,14.329999923706055
2017-09-01,13.890000343322754
2017-09-05,13.979999542236328
2017-09-06,13.800000190734863
2017-09-07,14.359999656677246
2017-09-08,14.050000190734863
2017-09-11,13.779999732971191
2017-09-12,13.65999984741211
2017-09-13,13.229999542236328
2017-09-14,13.270000457763672
2017-09-15,13.729999542236328
2017-09-18,13.5
2017-09-19,13.369999885559082
2017-09-20,13.210000038146973
2017-09-21,13.180000305175781
2017-09-22,13.0600004196167
2017-09-25,13.430000305175781
2017-09-26,13.149999618530273
2017-09-27,13.1899995803833
2017-09-28,13.3100004196167
2017-09-29,13.6899995803833
2017-10-02,14.079999923706055
2017-10-03,13.920000076293945
2017-10-04,13.800000190734863
2017-10-05,13.970000267028809
2017-10-06,13.649999618530273
2017-10-09,13.460000038146973
2017-10-10,13.430000305175781
2017-10-11,13.4399995803833
2017-10-12,13.0600004196167
2017-10-13,12.460000038146973
2017-10-16,12.869999885559082
2017-10-17,12.479999542236328
2017-10-18,12.399999618530273
2017-10-19,12.369999885559082
2017-10-20,12.430000305175781
2017-10-23,12.430000305175781
2017-10-24,12.609999656677246
2017-10-25,12.260000228881836
2017-10-26,11.859999656677246
2017-10-27,12.710000038146973
2017-10-30,12.90999984741211
2017-10-31,12.539999961853027
2017-11-01,12.180000305175781
2017-11-02,12.220000267028809
