,BYSI
2018-04-27,31.100000381469727
2018-04-30,31.0
2018-05-01,30.6200008392334
2018-05-02,30.43000030517578
2018-05-03,29.299999237060547
2018-05-04,29.790000915527344
2018-05-07,28.790000915527344
2018-05-08,28.0
2018-05-09,27.260000228881836
2018-05-10,27.200000762939453
2018-05-11,27.799999237060547
2018-05-14,27.690000534057617
2018-05-15,27.520000457763672
2018-05-16,27.600000381469727
2018-05-17,27.610000610351562
2018-05-18,27.3799991607666
2018-05-21,27.170000076293945
2018-05-22,30.979999542236328
2018-05-23,27.510000228881836
2018-05-24,27.499000549316406
2018-05-25,26.899999618530273
2018-05-29,27.350000381469727
2018-05-30,26.799999237060547
2018-05-31,26.687999725341797
2018-06-01,27.450000762939453
2018-06-04,26.479999542236328
2018-06-05,26.399999618530273
2018-06-06,26.290000915527344
2018-06-07,28.0
2018-06-08,27.40999984741211
2018-06-11,26.799999237060547
2018-06-12,26.8799991607666
2018-06-13,27.010000228881836
2018-06-14,26.6200008392334
2018-06-15,26.8799991607666
2018-06-18,26.8799991607666
2018-06-19,26.309999465942383
2018-06-20,27.0
2018-06-21,26.5
2018-06-22,26.780000686645508
2018-06-25,27.0
2018-06-26,27.100000381469727
2018-06-27,27.0
2018-06-28,26.979999542236328
2018-06-29,26.510000228881836
2018-07-02,26.0
2018-07-03,27.0
2018-07-05,26.65999984741211
2018-07-06,27.0
2018-07-09,27.0
2018-07-10,26.989999771118164
2018-07-11,27.149999618530273
2018-07-12,25.25
2018-07-13,25.979999542236328
2018-07-16,25.98900032043457
2018-07-17,24.759000778198242
2018-07-18,25.0
2018-07-19,25.798999786376953
2018-07-20,26.579999923706055
2018-07-23,25.799999237060547
2018-07-24,25.009000778198242
2018-07-25,24.5
2018-07-26,24.5
2018-07-27,23.5
2018-07-30,24.450000762939453
2018-07-31,24.959999084472656
2018-08-01,24.5
2018-08-02,24.8700008392334
2018-08-03,24.889999389648438
2018-08-06,24.979999542236328
2018-08-07,24.350000381469727
2018-08-08,24.378999710083008
2018-08-09,24.469999313354492
2018-08-10,23.600000381469727
2018-08-13,22.899999618530273
2018-08-14,20.600000381469727
2018-08-15,19.309999465942383
2018-08-16,19.309999465942383
2018-08-17,19.524999618530273
2018-08-20,20.079999923706055
2018-08-21,22.09000015258789
2018-08-22,22.450000762939453
2018-08-23,23.229999542236328
2018-08-24,23.0
2018-08-27,23.0
2018-08-28,23.0
2018-08-29,22.799999237060547
2018-08-30,22.89900016784668
2018-08-31,22.969999313354492
2018-09-04,21.799999237060547
2018-09-05,21.799999237060547
2018-09-06,21.5
2018-09-07,22.0
2018-09-10,24.350000381469727
2018-09-11,26.354000091552734
2018-09-12,26.03700065612793
2018-09-13,26.0
2018-09-14,25.899999618530273
2018-09-17,26.01300048828125
2018-09-18,25.399999618530273
2018-09-19,25.31999969482422
2018-09-20,25.0
2018-09-21,25.0
2018-09-24,25.475000381469727
2018-09-25,26.100000381469727
2018-09-26,26.399999618530273
2018-09-27,25.0
2018-09-28,25.010000228881836
2018-10-01,26.07900047302246
2018-10-02,24.93000030517578
2018-10-03,24.799999237060547
2018-10-04,24.59000015258789
2018-10-05,24.766000747680664
2018-10-08,23.53499984741211
2018-10-09,23.600000381469727
2018-10-10,20.790000915527344
2018-10-11,20.7450008392334
2018-10-12,20.520000457763672
2018-10-15,20.5
2018-10-16,19.34000015258789
2018-10-17,19.200000762939453
2018-10-18,19.850000381469727
2018-10-19,19.889999389648438
2018-10-22,18.399999618530273
2018-10-23,18.743999481201172
2018-10-24,19.049999237060547
2018-10-25,18.5
2018-10-26,18.5
2018-10-29,19.15999984741211
2018-10-30,18.600000381469727
2018-10-31,18.799999237060547
2018-11-01,19.399999618530273
2018-11-02,19.989999771118164
2018-11-05,19.989999771118164
2018-11-06,17.899999618530273
2018-11-07,18.25
2018-11-08,17.149999618530273
2018-11-09,20.209999084472656
2018-11-12,20.579999923706055
2018-11-13,20.700000762939453
2018-11-14,21.549999237060547
2018-11-15,21.5
2018-11-16,21.299999237060547
2018-11-19,22.5
2018-11-20,22.899999618530273
2018-11-21,23.959999084472656
2018-11-23,24.850000381469727
2018-11-26,24.200000762939453
2018-11-27,23.700000762939453
2018-11-28,23.700000762939453
2018-11-29,23.299999237060547
2018-11-30,24.25
2018-12-03,24.110000610351562
2018-12-04,23.59000015258789
2018-12-06,24.110000610351562
2018-12-07,24.39699935913086
2018-12-10,23.3700008392334
2018-12-11,21.299999237060547
2018-12-12,20.600000381469727
2018-12-13,20.200000762939453
2018-12-14,20.399999618530273
2018-12-17,20.299999237060547
2018-12-18,20.399999618530273
2018-12-19,19.799999237060547
2018-12-20,19.200000762939453
2018-12-21,18.999000549316406
2018-12-24,19.0
2018-12-26,18.5
2018-12-27,18.0
2018-12-28,19.614999771118164
2018-12-31,18.75
2019-01-02,18.540000915527344
2019-01-03,18.600000381469727
2019-01-04,18.5
2019-01-07,18.510000228881836
2019-01-08,19.0
2019-01-09,19.440000534057617
2019-01-10,19.100000381469727
2019-01-11,19.15999984741211
2019-01-14,18.809999465942383
2019-01-15,18.799999237060547
2019-01-16,19.0
2019-01-17,19.299999237060547
2019-01-18,18.850000381469727
2019-01-22,17.600000381469727
2019-01-23,18.200000762939453
2019-01-24,18.100000381469727
2019-01-25,18.0
2019-01-28,18.104000091552734
2019-01-29,18.099000930786133
2019-01-30,17.645999908447266
2019-01-31,17.850000381469727
2019-02-01,17.860000610351562
2019-02-04,18.010000228881836
2019-02-05,18.010000228881836
2019-02-06,18.049999237060547
2019-02-07,18.049999237060547
2019-02-08,19.959999084472656
2019-02-11,18.100000381469727
2019-02-12,18.010000228881836
2019-02-13,17.770000457763672
2019-02-14,18.010000228881836
2019-02-15,18.010000228881836
2019-02-19,17.899999618530273
2019-02-20,19.770000457763672
2019-02-21,18.235000610351562
2019-02-22,18.059999465942383
2019-02-25,17.770000457763672
2019-02-26,18.030000686645508
2019-02-27,18.100000381469727
2019-02-28,18.0
2019-03-01,18.219999313354492
2019-03-04,18.610000610351562
2019-03-05,18.84000015258789
2019-03-06,18.459999084472656
2019-03-07,18.389999389648438
2019-03-08,18.059999465942383
2019-03-11,17.709999084472656
2019-03-12,17.5
2019-03-13,17.53499984741211
2019-03-14,17.770000457763672
2019-03-15,17.799999237060547
2019-03-18,17.110000610351562
2019-03-19,17.201000213623047
2019-03-20,17.816999435424805
2019-03-21,17.510000228881836
2019-03-22,17.722000122070312
2019-03-25,17.600000381469727
2019-03-26,17.59000015258789
2019-03-27,16.809999465942383
2019-03-28,16.690000534057617
2019-03-29,16.014999389648438
2019-04-01,16.670000076293945
2019-04-02,16.280000686645508
2019-04-03,16.690000534057617
2019-04-04,16.780000686645508
2019-04-05,16.920000076293945
2019-04-08,16.889999389648438
2019-04-09,16.889999389648438
2019-04-10,16.350000381469727
2019-04-11,16.170000076293945
2019-04-12,15.75
2019-04-15,15.345999717712402
2019-04-16,15.390000343322754
2019-04-17,15.119999885559082
2019-04-18,15.470000267028809
2019-04-22,15.130000114440918
2019-04-23,14.539999961853027
2019-04-24,13.949999809265137
2019-04-25,14.210000038146973
2019-04-26,14.149999618530273
2019-04-29,15.539999961853027
2019-04-30,15.0
2019-05-01,13.359999656677246
2019-05-02,14.5
2019-05-03,14.829999923706055
2019-05-06,14.25
2019-05-07,14.479999542236328
2019-05-08,14.65999984741211
2019-05-09,14.6899995803833
2019-05-10,15.260000228881836
2019-05-13,15.069999694824219
2019-05-14,15.0
2019-05-15,14.6899995803833
2019-05-16,15.300000190734863
2019-05-17,15.25
2019-05-20,15.510000228881836
2019-05-21,16.290000915527344
2019-05-22,15.1899995803833
2019-05-23,14.5
2019-05-24,14.510000228881836
2019-05-28,15.149999618530273
2019-05-29,15.850000381469727
2019-05-30,16.040000915527344
2019-05-31,16.350000381469727
2019-06-03,16.200000762939453
2019-06-04,15.369999885559082
2019-06-05,15.0
2019-06-06,15.390000343322754
2019-06-07,15.720000267028809
2019-06-10,16.899999618530273
2019-06-11,17.65999984741211
2019-06-12,20.340999603271484
2019-06-13,21.149999618530273
2019-06-14,21.149999618530273
2019-06-17,21.799999237060547
2019-06-18,22.459999084472656
2019-06-19,23.1200008392334
2019-06-20,22.56999969482422
2019-06-21,21.280000686645508
2019-06-24,20.889999389648438
2019-06-25,20.790000915527344
2019-06-26,21.559999465942383
2019-06-27,22.5
2019-06-28,23.700000762939453
2019-07-01,23.850000381469727
2019-07-02,23.389999389648438
2019-07-03,21.280000686645508
2019-07-05,20.059999465942383
2019-07-08,20.209999084472656
2019-07-09,20.190000534057617
2019-07-10,20.06999969482422
2019-07-11,19.799999237060547
2019-07-12,20.700000762939453
2019-07-15,19.350000381469727
2019-07-16,19.110000610351562
2019-07-17,16.8700008392334
2019-07-18,16.049999237060547
2019-07-19,16.329999923706055
2019-07-22,16.219999313354492
2019-07-23,16.209999084472656
2019-07-24,16.420000076293945
2019-07-25,16.350000381469727
2019-07-26,16.84000015258789
2019-07-29,16.530000686645508
2019-07-30,16.639999389648438
2019-07-31,16.760000228881836
2019-08-01,16.950000762939453
2019-08-02,16.440000534057617
2019-08-05,15.329999923706055
2019-08-06,16.459999084472656
2019-08-07,16.479999542236328
2019-08-08,16.8799991607666
2019-08-09,16.90999984741211
2019-08-12,16.75
2019-08-13,17.0
2019-08-14,16.0
2019-08-15,16.209999084472656
2019-08-16,16.670000076293945
2019-08-19,17.100000381469727
2019-08-20,16.940000534057617
2019-08-21,16.969999313354492
2019-08-22,16.31999969482422
2019-08-23,15.5
2019-08-26,16.079999923706055
2019-08-27,16.059999465942383
2019-08-28,15.859999656677246
2019-08-29,17.6200008392334
2019-08-30,18.049999237060547
2019-09-03,16.920000076293945
2019-09-04,17.219999313354492
2019-09-05,18.170000076293945
2019-09-06,21.649999618530273
2019-09-09,19.190000534057617
2019-09-10,20.010000228881836
2019-09-11,20.559999465942383
2019-09-12,20.43000030517578
2019-09-13,20.110000610351562
2019-09-16,19.540000915527344
2019-09-17,19.15999984741211
2019-09-18,18.520000457763672
2019-09-19,17.639999389648438
2019-09-20,17.729999542236328
2019-09-23,17.829999923706055
2019-09-24,17.200000762939453
2019-09-25,17.510000228881836
2019-09-26,17.1200008392334
2019-09-27,17.09000015258789
2019-09-30,18.100000381469727
2019-10-01,17.25
2019-10-02,17.6299991607666
2019-10-03,17.56999969482422
2019-10-04,17.670000076293945
2019-10-07,18.440000534057617
2019-10-08,17.68000030517578
2019-10-09,17.75
2019-10-10,17.200000762939453
2019-10-11,18.489999771118164
2019-10-14,18.299999237060547
2019-10-15,18.68000030517578
2019-10-16,18.299999237060547
2019-10-17,17.459999084472656
2019-10-18,17.0
2019-10-21,17.219999313354492
2019-10-22,17.15999984741211
2019-10-23,16.270000457763672
2019-10-24,16.770000457763672
2019-10-25,12.279999732971191
2019-10-28,12.4399995803833
2019-10-29,12.40999984741211
2019-10-30,11.970000267028809
2019-10-31,11.829999923706055
2019-11-01,12.819999694824219
2019-11-04,12.479999542236328
2019-11-05,12.869999885559082
2019-11-06,12.880000114440918
2019-11-07,12.90999984741211
2019-11-08,12.819999694824219
2019-11-11,12.369999885559082
2019-11-12,12.550000190734863
2019-11-13,12.600000381469727
2019-11-14,12.850000381469727
2019-11-15,13.199999809265137
2019-11-18,13.420000076293945
2019-11-19,13.699999809265137
2019-11-20,14.010000228881836
2019-11-21,13.960000038146973
2019-11-22,14.34000015258789
2019-11-25,14.550000190734863
2019-11-26,13.880000114440918
2019-11-27,13.010000228881836
2019-11-29,12.449999809265137
2019-12-02,12.529999732971191
2019-12-03,12.65999984741211
2019-12-04,13.850000381469727
2019-12-05,13.680000305175781
2019-12-06,13.9399995803833
2019-12-09,14.819999694824219
2019-12-10,15.069999694824219
2019-12-11,14.930000305175781
2019-12-12,14.289999961853027
2019-12-13,14.460000038146973
2019-12-16,14.59000015258789
2019-12-17,15.130000114440918
2019-12-18,14.800000190734863
2019-12-19,15.300000190734863
2019-12-20,15.529999732971191
2019-12-23,15.59000015258789
2019-12-24,15.220000267028809
2019-12-26,15.229999542236328
2019-12-27,15.869999885559082
2019-12-30,15.779999732971191
2019-12-31,15.5
2020-01-02,15.5
2020-01-03,15.079999923706055
2020-01-06,15.029999732971191
2020-01-07,15.279999732971191
2020-01-08,15.489999771118164
2020-01-09,16.100000381469727
2020-01-10,18.469999313354492
2020-01-13,17.940000534057617
2020-01-14,17.600000381469727
2020-01-15,18.229999542236328
2020-01-16,17.649999618530273
2020-01-17,17.959999084472656
2020-01-21,16.809999465942383
2020-01-22,16.969999313354492
2020-01-23,16.700000762939453
2020-01-24,16.280000686645508
2020-01-27,15.479999542236328
2020-01-28,15.489999771118164
2020-01-29,15.010000228881836
2020-01-30,14.670000076293945
2020-01-31,15.140000343322754
2020-02-03,14.829999923706055
2020-02-04,17.700000762939453
2020-02-05,17.540000915527344
2020-02-06,17.200000762939453
2020-02-07,17.059999465942383
2020-02-10,16.850000381469727
2020-02-11,16.8799991607666
2020-02-12,17.559999465942383
2020-02-13,16.90999984741211
2020-02-14,16.729999542236328
2020-02-18,18.09000015258789
2020-02-19,17.559999465942383
2020-02-20,17.530000686645508
2020-02-21,17.690000534057617
2020-02-24,17.59000015258789
2020-02-25,16.610000610351562
2020-02-26,16.81999969482422
2020-02-27,16.200000762939453
2020-02-28,15.880000114440918
2020-03-02,15.479999542236328
2020-03-03,14.819999694824219
2020-03-04,15.180000305175781
2020-03-05,14.779999732971191
2020-03-06,13.640000343322754
2020-03-09,12.180000305175781
2020-03-10,12.350000381469727
2020-03-11,11.350000381469727
2020-03-12,10.359999656677246
2020-03-13,10.369999885559082
2020-03-16,9.680000305175781
2020-03-17,11.520000457763672
2020-03-18,10.880000114440918
2020-03-19,13.300000190734863
2020-03-20,14.170000076293945
2020-03-23,13.489999771118164
2020-03-24,14.239999771118164
2020-03-25,14.109999656677246
2020-03-26,14.100000381469727
2020-03-27,12.510000228881836
2020-03-30,12.770000457763672
2020-03-31,12.8100004196167
2020-04-01,12.180000305175781
2020-04-02,11.380000114440918
2020-04-03,11.210000038146973
2020-04-06,13.0
2020-04-07,12.869999885559082
2020-04-08,12.949999809265137
2020-04-09,13.3100004196167
2020-04-13,13.279999732971191
2020-04-14,13.449999809265137
2020-04-15,12.800000190734863
2020-04-16,12.329999923706055
2020-04-17,12.25
2020-04-20,12.720000267028809
2020-04-21,11.949999809265137
2020-04-22,12.359999656677246
2020-04-23,12.25
2020-04-24,12.850000381469727
2020-04-27,13.270000457763672
2020-04-28,12.640000343322754
2020-04-29,14.260000228881836
2020-04-30,14.350000381469727
2020-05-01,13.119999885559082
2020-05-04,16.299999237060547
2020-05-05,15.229999542236328
2020-05-06,15.399999618530273
2020-05-07,15.5
2020-05-08,15.920000076293945
2020-05-11,16.68000030517578
2020-05-12,17.059999465942383
2020-05-13,16.959999084472656
2020-05-14,16.989999771118164
2020-05-15,17.0
2020-05-18,17.239999771118164
2020-05-19,18.149999618530273
2020-05-20,17.829999923706055
2020-05-21,17.56999969482422
2020-05-22,17.200000762939453
2020-05-26,16.809999465942383
2020-05-27,17.020000457763672
2020-05-28,16.469999313354492
2020-05-29,17.0
2020-06-01,16.280000686645508
2020-06-02,15.59000015258789
2020-06-03,17.030000686645508
2020-06-04,17.290000915527344
2020-06-05,18.010000228881836
2020-06-08,17.950000762939453
2020-06-09,17.059999465942383
2020-06-10,17.219999313354492
2020-06-11,16.3799991607666
2020-06-12,16.610000610351562
2020-06-15,17.799999237060547
2020-06-16,17.149999618530273
2020-06-17,17.18000030517578
2020-06-18,16.600000381469727
2020-06-19,13.550000190734863
2020-06-22,15.029999732971191
2020-06-23,16.149999618530273
2020-06-24,17.020000457763672
2020-06-25,16.920000076293945
2020-06-26,15.680000305175781
2020-06-29,14.720000267028809
2020-06-30,15.079999923706055
2020-07-01,14.8100004196167
2020-07-02,14.770000457763672
2020-07-06,15.579999923706055
2020-07-07,16.1299991607666
2020-07-08,15.84000015258789
2020-07-09,15.829999923706055
2020-07-10,15.260000228881836
2020-07-13,13.970000267028809
2020-07-14,14.149999618530273
2020-07-15,14.5
2020-07-16,14.229999542236328
2020-07-17,13.710000038146973
2020-07-20,13.699999809265137
2020-07-21,13.729999542236328
2020-07-22,13.390000343322754
2020-07-23,12.779999732971191
2020-07-24,11.989999771118164
2020-07-27,11.869999885559082
2020-07-28,11.710000038146973
2020-07-29,11.600000381469727
2020-07-30,11.699999809265137
2020-07-31,11.029999732971191
2020-08-03,11.329999923706055
2020-08-04,11.84000015258789
2020-08-05,12.0600004196167
2020-08-06,11.65999984741211
2020-08-07,11.489999771118164
2020-08-10,11.010000228881836
2020-08-11,11.050000190734863
2020-08-12,11.619999885559082
2020-08-13,11.739999771118164
2020-08-14,11.65999984741211
2020-08-17,11.829999923706055
2020-08-18,12.770000457763672
2020-08-19,12.1899995803833
2020-08-20,12.539999961853027
2020-08-21,12.680000305175781
2020-08-24,11.899999618530273
2020-08-25,10.979999542236328
2020-08-26,10.579999923706055
2020-08-27,9.989999771118164
2020-08-28,12.1899995803833
2020-08-31,12.430000305175781
2020-09-01,12.1899995803833
2020-09-02,11.550000190734863
2020-09-03,11.930000305175781
2020-09-04,11.800000190734863
2020-09-08,13.59000015258789
2020-09-09,14.279999732971191
2020-09-10,13.869999885559082
2020-09-11,13.380000114440918
2020-09-14,14.140000343322754
2020-09-15,14.829999923706055
2020-09-16,14.510000228881836
2020-09-17,15.09000015258789
2020-09-18,15.229999542236328
2020-09-21,14.0600004196167
2020-09-22,13.720000267028809
2020-09-23,13.130000114440918
2020-09-24,12.609999656677246
2020-09-25,13.140000343322754
2020-09-28,13.670000076293945
2020-09-29,13.5600004196167
2020-09-30,13.3100004196167
2020-10-01,13.800000190734863
2020-10-02,13.470000267028809
2020-10-05,14.369999885559082
2020-10-06,14.600000381469727
2020-10-07,14.970000267028809
2020-10-08,15.050000190734863
2020-10-09,15.359999656677246
2020-10-12,15.619999885559082
2020-10-13,15.329999923706055
2020-10-14,14.90999984741211
2020-10-15,15.0
2020-10-16,15.229999542236328
2020-10-19,14.649999618530273
2020-10-20,13.930000305175781
2020-10-21,13.920000076293945
2020-10-22,14.119999885559082
2020-10-23,14.829999923706055
2020-10-26,14.649999618530273
2020-10-27,15.069999694824219
2020-10-28,14.59000015258789
2020-10-29,14.539999961853027
2020-10-30,14.739999771118164
2020-11-02,14.039999961853027
2020-11-03,14.5
2020-11-04,15.369999885559082
2020-11-05,15.3100004196167
2020-11-06,16.020000457763672
2020-11-09,15.800000190734863
2020-11-10,15.8100004196167
2020-11-11,16.040000915527344
2020-11-12,16.170000076293945
2020-11-13,17.309999465942383
2020-11-16,15.789999961853027
2020-11-17,14.140000343322754
2020-11-18,11.529999732971191
2020-11-19,10.3100004196167
2020-11-20,10.390000343322754
2020-11-23,10.210000038146973
2020-11-24,10.34000015258789
2020-11-25,10.890000343322754
2020-11-27,11.1899995803833
2020-11-30,11.180000305175781
2020-12-01,11.050000190734863
2020-12-02,10.600000381469727
2020-12-03,10.619999885559082
2020-12-04,10.65999984741211
2020-12-07,10.510000228881836
2020-12-08,10.579999923706055
2020-12-09,10.619999885559082
2020-12-10,10.84000015258789
2020-12-11,10.600000381469727
2020-12-14,11.300000190734863
2020-12-15,11.1899995803833
2020-12-16,11.319999694824219
2020-12-17,11.8100004196167
2020-12-18,11.779999732971191
2020-12-21,11.359999656677246
2020-12-22,11.390000343322754
2020-12-23,11.380000114440918
2020-12-24,11.050000190734863
2020-12-28,10.960000038146973
2020-12-29,11.350000381469727
2020-12-30,13.260000228881836
2020-12-31,12.199999809265137
2021-01-04,12.15999984741211
2021-01-05,11.954999923706055
2021-01-06,12.220000267028809
2021-01-07,12.359999656677246
2021-01-08,12.619999885559082
2021-01-11,13.550000190734863
2021-01-12,13.039999961853027
