,JDW
2007-05-15,4.309999942779541
2007-05-16,4.639999866485596
2007-05-17,4.699999809265137
2007-05-18,4.559999942779541
2007-05-21,4.5
2007-05-22,4.900000095367432
2007-05-23,4.760000228881836
2007-05-24,4.960000038146973
2007-05-25,4.840000152587891
2007-05-29,4.78000020980835
2007-05-30,4.78000020980835
2007-05-31,4.820000171661377
2007-06-01,4.800000190734863
2007-06-04,4.699999809265137
2007-06-05,4.659999847412109
2007-06-06,4.420000076293945
2007-06-07,4.639999866485596
2007-06-08,4.5
2007-06-11,4.480000019073486
2007-06-12,4.639999866485596
2007-06-13,4.539999961853027
2007-06-14,4.579999923706055
2007-06-15,4.599999904632568
2007-06-18,4.760000228881836
2007-06-19,5.0
2007-06-20,4.900000095367432
2007-06-21,4.840000152587891
2007-06-22,4.679999828338623
2007-06-25,4.639999866485596
2007-06-26,4.559999942779541
2007-06-27,4.71999979019165
2007-06-28,4.699999809265137
2007-06-29,4.679999828338623
2007-07-02,4.880000114440918
2007-07-03,4.800000190734863
2007-07-05,4.880000114440918
2007-07-06,5.179999828338623
2007-07-09,5.139999866485596
2007-07-10,5.199999809265137
2007-07-11,5.019999980926514
2007-07-12,4.960000038146973
2007-07-13,5.099999904632568
2007-07-16,5.079999923706055
2007-07-17,5.0
2007-07-18,4.880000114440918
2007-07-19,4.920000076293945
2007-07-20,4.920000076293945
2007-07-23,5.0
2007-07-24,5.0
2007-07-25,5.139999866485596
2007-07-26,5.0
2007-07-27,4.760000228881836
2007-07-30,4.519999980926514
2007-07-31,4.420000076293945
2007-08-01,4.739999771118164
2007-08-02,4.599999904632568
2007-08-03,4.599999904632568
2007-08-06,4.579999923706055
2007-08-07,4.320000171661377
2007-08-08,4.400000095367432
2007-08-09,4.440000057220459
2007-08-10,4.380000114440918
2007-08-13,4.260000228881836
2007-08-14,4.260000228881836
2007-08-15,4.360000133514404
2007-08-16,4.360000133514404
2007-08-17,4.199999809265137
2007-08-20,4.360000133514404
2007-08-21,4.460000038146973
2007-08-22,4.559999942779541
2007-08-23,4.659999847412109
2007-08-24,4.679999828338623
2007-08-27,4.699999809265137
2007-08-28,4.579999923706055
2007-08-29,4.480000019073486
2007-08-30,4.440000057220459
2007-08-31,4.519999980926514
2007-09-04,4.480000019073486
2007-09-05,4.619999885559082
2007-09-06,4.639999866485596
2007-09-07,4.760000228881836
2007-09-10,4.760000228881836
2007-09-11,4.579999923706055
2007-09-12,4.519999980926514
2007-09-13,4.5
2007-09-14,4.599999904632568
2007-09-17,4.440000057220459
2007-09-18,4.480000019073486
2007-09-19,4.480000019073486
2007-09-20,4.559999942779541
2007-09-21,4.480000019073486
2007-09-24,4.5
2007-09-25,4.579999923706055
2007-09-26,4.71999979019165
2007-09-27,4.699999809265137
2007-09-28,4.739999771118164
2007-10-01,4.679999828338623
2007-10-02,4.739999771118164
2007-10-03,4.760000228881836
2007-10-04,4.800000190734863
2007-10-05,4.699999809265137
2007-10-08,4.760000228881836
2007-10-09,4.760000228881836
2007-10-10,4.739999771118164
2007-10-11,4.699999809265137
2007-10-12,4.840000152587891
2007-10-15,4.71999979019165
2007-10-16,4.800000190734863
2007-10-17,4.679999828338623
2007-10-18,4.659999847412109
2007-10-19,4.599999904632568
2007-10-22,4.599999904632568
2007-10-23,4.5
2007-10-24,4.539999961853027
2007-10-25,4.519999980926514
2007-10-26,4.599999904632568
2007-10-29,4.599999904632568
2007-10-30,4.71999979019165
2007-10-31,4.619999885559082
2007-11-01,4.559999942779541
2007-11-02,4.5
2007-11-05,4.619999885559082
2007-11-06,4.519999980926514
2007-11-07,4.460000038146973
2007-11-08,4.480000019073486
2007-11-09,4.480000019073486
2007-11-12,4.300000190734863
2007-11-13,4.340000152587891
2007-11-14,4.360000133514404
2007-11-15,4.5
2007-11-16,4.360000133514404
2007-11-19,4.380000114440918
2007-11-20,4.400000095367432
2007-11-21,4.519999980926514
2007-11-23,4.239999771118164
2007-11-26,4.28000020980835
2007-11-27,4.480000019073486
2007-11-28,4.5
2007-11-29,4.539999961853027
2007-11-30,4.539999961853027
2007-12-03,4.539999961853027
2007-12-04,4.440000057220459
2007-12-05,4.5
2007-12-06,4.519999980926514
2007-12-07,4.420000076293945
2007-12-10,4.360000133514404
2007-12-11,4.400000095367432
2007-12-12,4.420000076293945
2007-12-13,4.420000076293945
2007-12-14,4.400000095367432
2007-12-17,4.400000095367432
2007-12-18,4.420000076293945
2007-12-19,4.360000133514404
2007-12-20,4.28000020980835
2007-12-21,4.28000020980835
2007-12-24,
2007-12-26,
2007-12-27,4.480000019073486
2007-12-28,4.539999961853027
2007-12-31,
2008-01-02,4.519999980926514
2008-01-03,4.440000057220459
2008-01-04,4.440000057220459
2008-01-07,4.599999904632568
2008-01-08,4.679999828338623
2008-01-09,4.820000171661377
2008-01-10,4.900000095367432
2008-01-11,4.900000095367432
2008-01-14,4.880000114440918
2008-01-15,4.900000095367432
2008-01-16,4.800000190734863
2008-01-17,4.940000057220459
2008-01-18,4.639999866485596
2008-01-22,4.079999923706055
2008-01-23,4.059999942779541
2008-01-24,4.059999942779541
2008-01-25,4.320000171661377
2008-01-28,4.21999979019165
2008-01-29,4.21999979019165
2008-01-30,4.320000171661377
2008-01-31,4.360000133514404
2008-02-01,4.400000095367432
2008-02-04,4.440000057220459
2008-02-05,4.5
2008-02-06,4.5
2008-02-07,4.5
2008-02-08,4.599999904632568
2008-02-11,4.679999828338623
2008-02-12,4.699999809265137
2008-02-13,4.739999771118164
2008-02-14,4.900000095367432
2008-02-15,4.900000095367432
2008-02-19,5.21999979019165
2008-02-20,5.260000228881836
2008-02-21,5.300000190734863
2008-02-22,5.400000095367432
2008-02-25,5.400000095367432
2008-02-26,5.5
2008-02-27,5.480000019073486
2008-02-28,5.480000019073486
2008-02-29,5.360000133514404
2008-03-03,5.300000190734863
2008-03-04,5.539999961853027
2008-03-05,5.539999961853027
2008-03-06,5.539999961853027
2008-03-07,5.539999961853027
2008-03-10,5.460000038146973
2008-03-11,5.460000038146973
2008-03-12,5.5
2008-03-13,5.5
2008-03-14,5.460000038146973
2008-03-17,5.460000038146973
2008-03-18,5.460000038146973
2008-03-19,5.539999961853027
2008-03-20,5.71999979019165
2008-03-24,
2008-03-25,5.619999885559082
2008-03-26,5.619999885559082
2008-03-27,5.760000228881836
2008-03-28,5.599999904632568
2008-03-31,5.5
2008-04-01,5.679999828338623
2008-04-02,5.619999885559082
2008-04-03,5.599999904632568
2008-04-04,5.679999828338623
2008-04-07,5.699999809265137
2008-04-08,5.739999771118164
2008-04-09,5.800000190734863
2008-04-10,5.940000057220459
2008-04-11,5.960000038146973
2008-04-14,5.900000095367432
2008-04-15,5.800000190734863
2008-04-16,5.800000190734863
2008-04-17,5.739999771118164
2008-04-18,5.78000020980835
2008-04-21,5.880000114440918
2008-04-22,6.0
2008-04-23,6.079999923706055
2008-04-24,6.21999979019165
2008-04-25,6.199999809265137
2008-04-28,6.199999809265137
2008-04-29,6.199999809265137
2008-04-30,6.300000190734863
2008-05-01,
2008-05-02,6.420000076293945
2008-05-05,6.420000076293945
2008-05-06,6.360000133514404
2008-05-07,6.519999980926514
2008-05-08,6.699999809265137
2008-05-09,6.78000020980835
2008-05-12,6.800000190734863
2008-05-13,6.619999885559082
2008-05-14,6.5
2008-05-15,6.480000019073486
2008-05-16,6.699999809265137
2008-05-19,6.699999809265137
2008-05-20,6.699999809265137
2008-05-21,6.699999809265137
2008-05-22,6.699999809265137
2008-05-23,6.699999809265137
2008-05-27,6.980000019073486
2008-05-28,7.199999809265137
2008-05-29,7.0
2008-05-30,7.0
2008-06-02,7.019999980926514
2008-06-03,7.019999980926514
2008-06-04,7.019999980926514
2008-06-05,7.039999961853027
2008-06-06,7.159999847412109
2008-06-09,7.0
2008-06-10,6.900000095367432
2008-06-11,6.940000057220459
2008-06-12,6.900000095367432
2008-06-13,6.900000095367432
2008-06-16,6.900000095367432
2008-06-17,6.900000095367432
2008-06-18,6.900000095367432
2008-06-19,6.900000095367432
2008-06-20,6.400000095367432
2008-06-23,6.28000020980835
2008-06-24,6.0
2008-06-25,5.71999979019165
2008-06-26,5.599999904632568
2008-06-27,5.5
2008-06-30,5.5
2008-07-01,5.599999904632568
2008-07-02,5.599999904632568
2008-07-03,5.400000095367432
2008-07-07,5.5
2008-07-08,5.659999847412109
2008-07-09,5.679999828338623
2008-07-10,5.900000095367432
2008-07-11,6.0
2008-07-14,6.0
2008-07-15,6.119999885559082
2008-07-16,6.0
2008-07-17,6.0
2008-07-18,6.099999904632568
2008-07-21,6.099999904632568
2008-07-22,6.0
2008-07-23,6.099999904632568
2008-07-24,6.239999771118164
2008-07-25,6.300000190734863
2008-07-28,6.199999809265137
2008-07-29,
2008-07-30,
2008-07-31,
2008-08-01,
2008-08-04,
2008-08-05,
2008-08-06,
2008-08-07,
2008-08-08,
2008-08-11,
2008-08-12,
2008-08-13,
2008-08-14,
2008-08-15,
2008-08-18,6.0
2008-08-19,5.920000076293945
2008-08-20,5.820000171661377
2008-08-21,5.840000152587891
2008-08-22,5.860000133514404
2008-08-25,5.860000133514404
2008-08-26,5.860000133514404
2008-08-27,6.079999923706055
