,APA
1979-11-29,6.9504570960998535
1979-11-30,6.854257106781006
1979-12-03,6.806157112121582
1979-12-04,6.854257106781006
1979-12-05,6.90235710144043
1979-12-06,6.9504570960998535
1979-12-07,6.445405960083008
1979-12-10,6.878306865692139
1979-12-11,6.878306865692139
1979-12-12,7.166906833648682
1979-12-13,7.479557037353516
1979-12-14,7.407406806945801
1979-12-17,7.383357048034668
1979-12-18,7.359306812286377
1979-12-19,7.142857074737549
1979-12-20,7.28715705871582
1979-12-21,7.070706844329834
1979-12-24,6.974506855010986
1979-12-26,6.90235710144043
1979-12-27,6.9504570960998535
1979-12-28,6.878306865692139
1979-12-31,6.709957122802734
1980-01-02,6.421356201171875
1980-01-03,6.517557144165039
1980-01-04,6.709957122802734
1980-01-07,6.6618571281433105
1980-01-08,6.90235710144043
1980-01-09,6.90235710144043
1980-01-10,6.782106876373291
1980-01-11,6.758057117462158
1980-01-14,6.854257106781006
1980-01-15,6.782106876373291
1980-01-16,6.613757133483887
1980-01-17,6.613757133483887
1980-01-18,7.046657085418701
1980-01-21,7.2390570640563965
1980-01-22,7.142857074737549
1980-01-23,7.383357048034668
1980-01-24,7.311206817626953
1980-01-25,7.094757080078125
1980-01-28,6.90235710144043
1980-01-29,6.90235710144043
1980-01-30,6.878306865692139
1980-01-31,6.998557090759277
1980-02-01,6.9504570960998535
1980-02-04,6.9504570960998535
1980-02-05,6.90235710144043
1980-02-06,7.599808216094971
1980-02-07,7.28715705871582
1980-02-08,7.335257053375244
1980-02-11,7.6238579750061035
1980-02-12,7.816257953643799
1980-02-13,7.671957969665527
1980-02-14,7.311206817626953
1980-02-15,7.335257053375244
1980-02-19,7.6479082107543945
1980-02-20,7.599808216094971
1980-02-21,7.984608173370361
1980-02-22,8.1048583984375
1980-02-25,7.768157958984375
1980-02-26,7.9365081787109375
1980-02-27,7.720057964324951
1980-02-28,7.864357948303223
1980-02-29,7.84030818939209
1980-03-03,7.6238579750061035
1980-03-04,7.335257053375244
1980-03-05,7.479557037353516
1980-03-06,7.311206817626953
1980-03-07,6.9504570960998535
1980-03-10,6.565657138824463
1980-03-11,6.589706897735596
1980-03-12,6.565657138824463
1980-03-13,6.565657138824463
1980-03-14,6.6618571281433105
1980-03-17,6.22895622253418
1980-03-18,6.325156211853027
1980-03-19,6.325156211853027
1980-03-20,6.156805992126465
1980-03-21,6.060606002807617
1980-03-24,5.916306018829346
1980-03-25,5.459354877471924
1980-03-26,5.4112548828125
1980-03-27,4.9783549308776855
1980-03-28,4.930254936218262
1980-03-31,5.026454925537109
1980-04-01,5.146705150604248
1980-04-02,5.4112548828125
1980-04-03,5.122654914855957
1980-04-07,4.737854957580566
1980-04-08,4.882154941558838
1980-04-09,4.906205177307129
1980-04-10,5.170754909515381
1980-04-11,5.675806045532227
1980-04-14,5.627706050872803
1980-04-15,5.772006034851074
1980-04-16,5.555555820465088
1980-04-17,5.435305118560791
1980-04-18,5.218854904174805
1980-04-21,4.906205177307129
1980-04-22,5.459354877471924
1980-04-23,5.675806045532227
1980-04-24,5.747955799102783
1980-04-25,5.916306018829346
1980-04-28,5.988455772399902
1980-04-29,5.868206024169922
1980-04-30,5.820106029510498
1980-05-01,5.72390604019165
1980-05-02,5.627706050872803
1980-05-05,5.555555820465088
1980-05-06,5.531506061553955
1980-05-07,5.555555820465088
1980-05-08,5.603655815124512
1980-05-09,5.6517558097839355
1980-05-12,5.531506061553955
1980-05-13,5.459354877471924
1980-05-14,5.627706050872803
1980-05-15,6.060606002807617
1980-05-16,5.988455772399902
1980-05-19,6.060606002807617
1980-05-20,5.844155788421631
1980-05-21,5.772006034851074
1980-05-22,5.988455772399902
1980-05-23,6.168830871582031
1980-05-27,6.168830871582031
1980-05-28,6.240981101989746
1980-05-29,6.060606002807617
1980-05-30,6.060606002807617
1980-06-02,5.880230903625488
1980-06-03,5.844155788421631
1980-06-04,6.168830871582031
1980-06-05,6.34920597076416
1980-06-06,6.5295820236206055
1980-06-09,6.601731777191162
1980-06-10,6.601731777191162
1980-06-11,7.359306812286377
1980-06-12,7.034632205963135
1980-06-13,6.890332221984863
1980-06-16,6.854257106781006
1980-06-17,6.782106876373291
1980-06-18,6.782106876373291
1980-06-19,6.782106876373291
1980-06-20,6.746032238006592
1980-06-23,6.709957122802734
1980-06-24,6.9264068603515625
1980-06-25,7.178932189941406
1980-06-26,6.9264068603515625
1980-06-27,6.890332221984863
1980-06-30,6.818181991577148
1980-07-01,6.890332221984863
1980-07-02,6.96248197555542
1980-07-03,6.998557090759277
1980-07-07,7.106781959533691
1980-07-08,7.106781959533691
1980-07-09,7.178932189941406
1980-07-10,7.251081943511963
1980-07-11,7.106781959533691
1980-07-14,7.106781959533691
1980-07-15,7.251081943511963
1980-07-16,7.178932189941406
1980-07-17,7.251081943511963
1980-07-18,7.178932189941406
1980-07-21,7.178932189941406
1980-07-22,7.251081943511963
1980-07-23,7.106781959533691
1980-07-24,6.998557090759277
1980-07-25,6.782106876373291
1980-07-28,6.746032238006592
1980-07-29,6.96248197555542
1980-07-30,7.070706844329834
1980-07-31,7.070706844329834
1980-08-01,6.890332221984863
1980-08-04,6.709957122802734
1980-08-05,6.601731777191162
1980-08-06,6.709957122802734
1980-08-07,6.9264068603515625
1980-08-08,7.106781959533691
1980-08-11,6.96248197555542
1980-08-12,6.782106876373291
1980-08-13,6.890332221984863
1980-08-14,6.890332221984863
1980-08-15,6.9264068603515625
1980-08-18,6.818181991577148
1980-08-19,6.818181991577148
1980-08-20,6.9264068603515625
1980-08-21,7.28715705871582
1980-08-22,7.395381927490234
1980-08-25,7.28715705871582
1980-08-26,7.720057964324951
1980-08-27,7.792208194732666
1980-08-28,7.6479082107543945
1980-08-29,7.792208194732666
1980-09-02,7.792208194732666
1980-09-03,7.792208194732666
1980-09-04,7.611833095550537
1980-09-05,7.792208194732666
1980-09-08,7.90043306350708
1980-09-09,7.90043306350708
1980-09-10,8.152957916259766
1980-09-11,8.549783706665039
1980-09-12,8.766234397888184
1980-09-15,8.766234397888184
1980-09-16,8.838383674621582
1980-09-17,8.766234397888184
1980-09-18,8.549783706665039
1980-09-19,8.333333015441895
1980-09-22,8.477633476257324
1980-09-23,8.874459266662598
1980-09-24,9.271284103393555
1980-09-25,8.946608543395996
1980-09-26,8.585859298706055
1980-09-29,8.116883277893066
1980-09-30,8.441557884216309
1980-10-01,8.621933937072754
1980-10-02,8.477633476257324
1980-10-03,9.090909004211426
1980-10-06,9.271284103393555
1980-10-07,9.487733840942383
1980-10-08,9.559885025024414
1980-10-09,9.451659202575684
1980-10-10,9.34343433380127
1980-10-13,9.559885025024414
1980-10-14,9.632035255432129
1980-10-15,10.317460060119629
1980-10-16,9.920635223388672
1980-10-17,9.848484992980957
1980-10-20,9.920635223388672
1980-10-21,9.920635223388672
1980-10-22,10.1010103225708
1980-10-23,9.812410354614258
1980-10-24,9.740260124206543
1980-10-27,9.235209465026855
1980-10-28,9.090909004211426
1980-10-29,9.235209465026855
1980-10-30,8.874459266662598
1980-10-31,9.235209465026855
1980-11-03,9.740260124206543
1980-11-05,10.1010103225708
1980-11-06,9.884559631347656
1980-11-07,9.776334762573242
1980-11-10,10.028860092163086
1980-11-11,10.461759567260742
1980-11-12,10.642135620117188
1980-11-13,10.858586311340332
1980-11-14,10.858586311340332
1980-11-17,10.497835159301758
1980-11-18,10.642135620117188
1980-11-19,10.966811180114746
1980-11-20,10.93073558807373
1980-11-21,10.533910751342773
1980-11-24,10.317460060119629
1980-11-25,11.002885818481445
1980-11-26,11.11111068725586
1980-11-28,11.291485786437988
1980-12-01,11.399710655212402
1980-12-02,11.399710655212402
1980-12-03,11.86868667602539
1980-12-04,11.616162300109863
1980-12-05,11.11111068725586
1980-12-08,10.353534698486328
1980-12-09,10.569986343383789
1980-12-10,10.786436080932617
1980-12-11,9.992785453796387
1980-12-12,10.209235191345215
1980-12-15,10.317460060119629
1980-12-16,10.317460060119629
1980-12-17,10.461759567260742
1980-12-18,10.425684928894043
1980-12-19,10.1010103225708
1980-12-22,10.93073558807373
1980-12-23,10.750361442565918
1980-12-24,10.642135620117188
1980-12-26,10.678211212158203
1980-12-29,10.497835159301758
1980-12-30,10.533910751342773
1980-12-31,10.425684928894043
1981-01-02,10.569986343383789
1981-01-05,10.317460060119629
1981-01-06,9.992785453796387
1981-01-07,9.126983642578125
1981-01-08,8.838383674621582
1981-01-09,8.874459266662598
1981-01-12,9.126983642578125
1981-01-13,8.802309036254883
1981-01-14,9.126983642578125
1981-01-15,9.126983642578125
1981-01-16,9.018758773803711
1981-01-19,9.018758773803711
1981-01-20,8.585859298706055
1981-01-21,8.297258377075195
1981-01-22,8.333333015441895
1981-01-23,8.441557884216309
1981-01-26,8.441557884216309
1981-01-27,8.658008575439453
1981-01-28,8.766234397888184
1981-01-29,8.621933937072754
1981-01-30,8.549783706665039
1981-02-02,8.116883277893066
1981-02-03,7.90043306350708
1981-02-04,7.972582817077637
1981-02-05,8.369407653808594
1981-02-06,8.549783706665039
1981-02-09,8.549783706665039
1981-02-10,8.441557884216309
1981-02-11,8.08080768585205
1981-02-12,7.828282833099365
1981-02-13,7.792208194732666
1981-02-17,7.720057964324951
1981-02-18,7.720057964324951
1981-02-19,7.539682865142822
1981-02-20,7.6298699378967285
1981-02-23,8.116883277893066
1981-02-24,8.495671272277832
1981-02-25,8.982684135437012
1981-02-26,9.469696998596191
1981-02-27,9.469696998596191
1981-03-02,9.415583610534668
1981-03-03,9.090909004211426
1981-03-04,8.71212100982666
1981-03-05,8.495671272277832
1981-03-06,8.549783706665039
1981-03-09,8.441557884216309
1981-03-10,8.549783706665039
1981-03-11,8.22510814666748
1981-03-12,8.658008575439453
1981-03-13,8.820345878601074
1981-03-16,8.766234397888184
1981-03-17,8.441557884216309
1981-03-18,8.549783706665039
1981-03-19,8.820345878601074
1981-03-20,8.928570747375488
1981-03-23,9.253247261047363
1981-03-24,9.415583610534668
1981-03-25,10.1731595993042
1981-03-26,10.1731595993042
1981-03-27,10.119048118591309
1981-03-30,10.1731595993042
1981-03-31,10.010823249816895
1981-04-01,10.010823249816895
1981-04-02,9.740260124206543
1981-04-03,9.902597427368164
1981-04-06,9.469696998596191
1981-04-07,9.740260124206543
1981-04-08,9.848484992980957
1981-04-09,9.848484992980957
1981-04-10,10.1731595993042
1981-04-13,10.010823249816895
1981-04-14,9.902597427368164
1981-04-15,10.389610290527344
1981-04-16,10.660173416137695
1981-04-20,10.389610290527344
1981-04-21,9.956709861755371
1981-04-22,9.469696998596191
1981-04-23,9.307358741760254
1981-04-24,9.361472129821777
1981-04-27,9.577921867370605
1981-04-28,9.469696998596191
1981-04-29,9.469696998596191
1981-04-30,9.577921867370605
1981-05-01,9.469696998596191
1981-05-04,9.253247261047363
1981-05-05,9.090909004211426
1981-05-06,9.361472129821777
1981-05-07,9.469696998596191
1981-05-08,9.469696998596191
1981-05-11,9.469696998596191
1981-05-12,9.469696998596191
1981-05-13,9.19913387298584
1981-05-14,9.307358741760254
1981-05-15,9.361472129821777
1981-05-18,9.632035255432129
1981-05-19,9.361472129821777
1981-05-20,9.415583610534668
1981-05-21,9.469696998596191
1981-05-22,9.740260124206543
1981-05-26,10.606060981750488
1981-05-27,10.93073558807373
1981-05-28,10.606060981750488
1981-05-29,10.335497856140137
1981-06-01,10.1731595993042
1981-06-02,9.361472129821777
1981-06-03,9.036796569824219
1981-06-04,9.577921867370605
1981-06-05,9.632035255432129
1981-06-08,9.68614673614502
1981-06-09,9.469696998596191
1981-06-10,9.361472129821777
1981-06-11,9.632035255432129
1981-06-12,9.577921867370605
1981-06-15,9.090909004211426
1981-06-16,8.549783706665039
1981-06-17,9.090909004211426
1981-06-18,8.820345878601074
1981-06-19,9.469696998596191
1981-06-22,9.361472129821777
1981-06-23,9.307358741760254
1981-06-24,9.090909004211426
1981-06-25,9.19913387298584
1981-06-26,9.253247261047363
1981-06-29,9.036796569824219
1981-06-30,9.036796569824219
1981-07-01,9.036796569824219
1981-07-02,8.928570747375488
1981-07-06,8.820345878601074
1981-07-07,8.766234397888184
1981-07-08,8.982684135437012
1981-07-09,9.19913387298584
1981-07-10,9.090909004211426
1981-07-13,9.19913387298584
1981-07-14,9.090909004211426
1981-07-15,9.469696998596191
1981-07-16,9.577921867370605
1981-07-17,9.848484992980957
1981-07-20,9.956709861755371
1981-07-21,9.740260124206543
1981-07-22,9.577921867370605
1981-07-23,9.469696998596191
1981-07-24,9.902597427368164
1981-07-27,9.848484992980957
1981-07-28,9.956709861755371
1981-07-29,10.335497856140137
1981-07-30,10.335497856140137
1981-07-31,10.660173416137695
1981-08-03,10.389610290527344
1981-08-04,10.551947593688965
1981-08-05,10.822510719299316
1981-08-06,10.822510719299316
1981-08-07,11.201298713684082
1981-08-10,11.580086708068848
1981-08-11,12.01298713684082
1981-08-12,11.796537399291992
1981-08-13,11.580086708068848
1981-08-14,11.796537399291992
1981-08-17,11.958873748779297
1981-08-18,11.471860885620117
1981-08-19,11.52597427368164
1981-08-20,11.580086708068848
1981-08-21,11.52597427368164
1981-08-24,10.660173416137695
1981-08-25,10.876623153686523
1981-08-26,10.93073558807373
1981-08-27,10.497835159301758
1981-08-28,10.660173416137695
1981-08-31,10.119048118591309
1981-09-01,10.389610290527344
1981-09-02,10.389610290527344
1981-09-03,9.740260124206543
1981-09-04,9.740260124206543
1981-09-08,9.090909004211426
1981-09-09,9.307358741760254
1981-09-10,9.469696998596191
1981-09-11,9.469696998596191
1981-09-14,9.361472129821777
1981-09-15,9.415583610534668
1981-09-16,9.090909004211426
1981-09-17,8.71212100982666
1981-09-18,8.658008575439453
1981-09-21,8.928570747375488
1981-09-22,8.441557884216309
1981-09-23,8.279220581054688
1981-09-24,8.170995712280273
1981-09-25,7.6298699378967285
1981-09-28,8.279220581054688
1981-09-29,8.333333015441895
1981-09-30,8.116883277893066
1981-10-01,8.333333015441895
1981-10-02,8.22510814666748
1981-10-05,8.22510814666748
1981-10-06,8.549783706665039
1981-10-07,8.928570747375488
1981-10-08,8.766234397888184
1981-10-09,8.279220581054688
1981-10-12,8.441557884216309
1981-10-13,8.441557884216309
1981-10-14,8.387446403503418
1981-10-15,8.495671272277832
1981-10-16,8.387446403503418
1981-10-19,8.333333015441895
1981-10-20,8.441557884216309
1981-10-21,8.333333015441895
1981-10-22,8.170995712280273
1981-10-23,8.279220581054688
1981-10-26,8.387446403503418
1981-10-27,8.71212100982666
1981-10-28,8.766234397888184
1981-10-29,8.658008575439453
1981-10-30,9.469696998596191
1981-11-02,9.848484992980957
1981-11-03,9.577921867370605
1981-11-04,9.415583610534668
1981-11-05,8.766234397888184
1981-11-06,8.820345878601074
1981-11-09,8.982684135437012
1981-11-10,8.928570747375488
1981-11-11,9.036796569824219
1981-11-12,8.820345878601074
1981-11-13,8.658008575439453
1981-11-16,8.549783706665039
1981-11-17,8.495671272277832
1981-11-18,8.549783706665039
1981-11-19,8.549783706665039
1981-11-20,8.820345878601074
1981-11-23,8.820345878601074
1981-11-24,8.820345878601074
1981-11-25,8.928570747375488
1981-11-27,8.71212100982666
1981-11-30,8.982684135437012
1981-12-01,9.036796569824219
1981-12-02,8.820345878601074
1981-12-03,8.71212100982666
1981-12-04,8.820345878601074
1981-12-07,8.658008575439453
1981-12-08,8.333333015441895
1981-12-09,8.549783706665039
1981-12-10,8.766234397888184
1981-12-11,8.549783706665039
1981-12-14,8.333333015441895
1981-12-15,8.279220581054688
1981-12-16,8.116883277893066
1981-12-17,8.170995712280273
1981-12-18,8.170995712280273
1981-12-21,8.008658409118652
1981-12-22,7.6298699378967285
1981-12-23,7.90043306350708
1981-12-24,8.116883277893066
1981-12-28,8.549783706665039
1981-12-29,8.549783706665039
1981-12-30,8.387446403503418
1981-12-31,8.441557884216309
1982-01-04,8.279220581054688
1982-01-05,8.116883277893066
1982-01-06,7.846320152282715
1982-01-07,7.792208194732666
1982-01-08,7.738094806671143
1982-01-11,7.467532157897949
1982-01-12,7.57575798034668
1982-01-13,7.359306812286377
1982-01-14,7.359306812286377
1982-01-15,7.196969985961914
1982-01-18,7.251081943511963
1982-01-19,6.980518817901611
1982-01-20,6.709957122802734
1982-01-21,6.385281085968018
1982-01-22,6.168830871582031
1982-01-25,6.168830871582031
1982-01-26,5.844155788421631
1982-01-27,6.114718914031982
1982-01-28,6.872293949127197
1982-01-29,7.034632205963135
1982-02-01,6.9264068603515625
1982-02-02,6.818181991577148
1982-02-03,6.547618865966797
1982-02-04,6.709957122802734
1982-02-05,6.764069080352783
1982-02-08,6.547618865966797
1982-02-09,6.331169128417969
1982-02-10,6.493505954742432
1982-02-11,6.331169128417969
1982-02-12,6.385281085968018
1982-02-16,6.385281085968018
1982-02-17,6.2770562171936035
1982-02-18,6.2770562171936035
1982-02-19,6.168830871582031
1982-02-22,5.952381134033203
1982-02-23,5.681818008422852
1982-02-24,5.844155788421631
1982-02-25,5.735930919647217
1982-02-26,5.844155788421631
1982-03-01,6.060606002807617
1982-03-02,5.844155788421631
1982-03-03,5.357142925262451
1982-03-04,5.303030014038086
1982-03-05,5.519481182098389
1982-03-08,5.519481182098389
1982-03-09,5.465367794036865
1982-03-10,5.465367794036865
1982-03-11,5.627706050872803
1982-03-12,5.519481182098389
1982-03-15,5.465367794036865
1982-03-16,5.519481182098389
1982-03-17,5.357142925262451
1982-03-18,5.681818008422852
1982-03-19,5.735930919647217
1982-03-22,5.790042877197266
1982-03-23,5.627706050872803
1982-03-24,5.627706050872803
1982-03-25,5.844155788421631
1982-03-26,5.735930919647217
1982-03-29,5.952381134033203
1982-03-30,6.060606002807617
1982-03-31,6.006494045257568
1982-04-01,5.952381134033203
1982-04-02,6.331169128417969
1982-04-05,6.2229437828063965
1982-04-06,6.601731777191162
1982-04-07,6.547618865966797
1982-04-08,6.439393997192383
1982-04-12,6.2770562171936035
1982-04-13,6.060606002807617
1982-04-14,5.898268222808838
1982-04-15,6.006494045257568
1982-04-16,6.114718914031982
1982-04-19,6.006494045257568
1982-04-20,6.114718914031982
1982-04-21,5.952381134033203
1982-04-22,6.060606002807617
1982-04-23,6.439393997192383
1982-04-26,6.331169128417969
1982-04-27,6.331169128417969
1982-04-28,6.168830871582031
1982-04-29,6.168830871582031
1982-04-30,6.060606002807617
1982-05-03,6.168830871582031
1982-05-04,6.168830871582031
1982-05-05,6.2770562171936035
1982-05-06,6.2770562171936035
1982-05-07,6.439393997192383
1982-05-10,6.493505954742432
1982-05-11,6.601731777191162
1982-05-12,6.872293949127197
1982-05-13,6.872293949127197
1982-05-14,6.818181991577148
1982-05-17,6.709957122802734
1982-05-18,6.547618865966797
1982-05-19,6.493505954742432
1982-05-20,6.2770562171936035
1982-05-21,6.385281085968018
1982-05-24,6.331169128417969
1982-05-25,5.952381134033203
1982-05-26,6.060606002807617
1982-05-27,5.898268222808838
1982-05-28,5.952381134033203
1982-06-01,6.006494045257568
1982-06-02,5.898268222808838
1982-06-03,5.735930919647217
1982-06-04,5.4112548828125
1982-06-07,5.465367794036865
1982-06-08,5.303030014038086
1982-06-09,5.357142925262451
1982-06-10,5.248918056488037
1982-06-11,5.4112548828125
1982-06-14,5.4112548828125
1982-06-15,5.4112548828125
1982-06-16,5.248918056488037
1982-06-17,5.4112548828125
1982-06-18,5.140693187713623
1982-06-21,5.0865797996521
1982-06-22,4.8701300621032715
1982-06-23,5.303030014038086
1982-06-24,5.248918056488037
1982-06-25,5.140693187713623
1982-06-28,5.303030014038086
1982-06-29,5.0865797996521
1982-06-30,5.140693187713623
1982-07-01,4.92424201965332
1982-07-02,4.653679847717285
1982-07-06,4.545454978942871
1982-07-07,4.761905193328857
1982-07-08,4.59956693649292
1982-07-09,4.491342067718506
1982-07-12,4.329003810882568
1982-07-13,4.329003810882568
1982-07-14,4.329003810882568
1982-07-15,4.437229156494141
1982-07-16,4.545454978942871
1982-07-19,4.437229156494141
1982-07-20,4.653679847717285
1982-07-21,4.653679847717285
1982-07-22,4.59956693649292
1982-07-23,4.653679847717285
1982-07-26,4.59956693649292
1982-07-27,4.545454978942871
1982-07-28,4.329003810882568
1982-07-29,4.329003810882568
1982-07-30,4.2748918533325195
1982-08-02,4.2748918533325195
1982-08-03,4.220778942108154
1982-08-04,4.058442115783691
1982-08-05,3.950216054916382
1982-08-06,3.950216054916382
1982-08-09,3.8419909477233887
1982-08-10,3.6796538829803467
1982-08-11,3.5173161029815674
1982-08-12,3.409090995788574
1982-08-13,3.8419909477233887
1982-08-16,3.8419909477233887
1982-08-17,3.6796538829803467
1982-08-18,3.78787899017334
1982-08-19,3.6796538829803467
1982-08-20,3.78787899017334
1982-08-23,3.950216054916382
1982-08-24,4.2748918533325195
1982-08-25,4.92424201965332
1982-08-26,5.032467842102051
1982-08-27,4.9783549308776855
1982-08-30,5.0865797996521
1982-08-31,5.140693187713623
1982-09-01,4.761905193328857
1982-09-02,4.8701300621032715
1982-09-03,4.92424201965332
1982-09-07,4.653679847717285
1982-09-08,4.491342067718506
1982-09-09,4.653679847717285
1982-09-10,4.491342067718506
1982-09-13,4.491342067718506
1982-09-14,4.545454978942871
1982-09-15,4.653679847717285
1982-09-16,4.653679847717285
1982-09-17,4.491342067718506
1982-09-20,4.491342067718506
1982-09-21,4.816017150878906
1982-09-22,4.653679847717285
1982-09-23,4.491342067718506
1982-09-24,4.653679847717285
1982-09-27,4.437229156494141
1982-09-28,4.437229156494141
1982-09-29,4.2748918533325195
1982-09-30,4.220778942108154
1982-10-01,4.383117198944092
1982-10-04,4.707791805267334
1982-10-05,4.707791805267334
1982-10-06,4.653679847717285
1982-10-07,4.707791805267334
1982-10-08,4.437229156494141
1982-10-11,4.545454978942871
1982-10-12,4.707791805267334
1982-10-13,5.357142925262451
1982-10-14,5.681818008422852
1982-10-15,5.5735931396484375
1982-10-18,5.465367794036865
1982-10-19,5.248918056488037
1982-10-20,5.0865797996521
1982-10-21,5.032467842102051
1982-10-22,5.032467842102051
1982-10-25,4.816017150878906
1982-10-26,4.92424201965332
1982-10-27,4.9783549308776855
1982-10-28,4.816017150878906
1982-10-29,4.761905193328857
1982-11-01,4.816017150878906
1982-11-02,5.0865797996521
1982-11-03,4.816017150878906
1982-11-04,4.8701300621032715
1982-11-05,5.032467842102051
1982-11-08,5.194805145263672
1982-11-09,5.248918056488037
1982-11-10,5.4112548828125
1982-11-11,5.465367794036865
1982-11-12,5.248918056488037
1982-11-15,4.92424201965332
1982-11-16,4.816017150878906
1982-11-17,4.816017150878906
1982-11-18,4.816017150878906
1982-11-19,4.545454978942871
1982-11-22,4.59956693649292
1982-11-23,4.491342067718506
1982-11-24,4.329003810882568
1982-11-26,4.329003810882568
1982-11-29,4.220778942108154
1982-11-30,4.383117198944092
1982-12-01,4.383117198944092
1982-12-02,4.329003810882568
1982-12-03,4.2748918533325195
1982-12-06,4.437229156494141
1982-12-07,4.329003810882568
1982-12-08,4.437229156494141
1982-12-09,4.545454978942871
1982-12-10,4.545454978942871
1982-12-13,4.491342067718506
1982-12-14,4.383117198944092
1982-12-15,4.2748918533325195
1982-12-16,4.2748918533325195
1982-12-17,4.329003810882568
1982-12-20,4.220778942108154
1982-12-21,4.2748918533325195
1982-12-22,4.2748918533325195
1982-12-23,4.1666669845581055
1982-12-27,4.329003810882568
1982-12-28,4.2748918533325195
1982-12-29,4.329003810882568
1982-12-30,4.491342067718506
1982-12-31,4.545454978942871
1983-01-03,4.491342067718506
1983-01-04,4.59956693649292
1983-01-05,4.707791805267334
1983-01-06,5.032467842102051
1983-01-07,4.92424201965332
1983-01-10,5.140693187713623
1983-01-11,5.032467842102051
1983-01-12,4.92424201965332
1983-01-13,4.9783549308776855
