,EXPE
2006-04-18,37.31999969482422
2006-04-19,36.880001068115234
2006-04-20,36.65999984741211
2006-04-21,36.79999923706055
2006-04-24,37.13999938964844
2006-04-25,36.7400016784668
2006-04-26,37.7599983215332
2006-04-27,37.20000076293945
2006-04-28,37.29999923706055
2006-05-01,36.959999084472656
2006-05-02,36.619998931884766
2006-05-03,36.36000061035156
2006-05-04,37.97999954223633
2006-05-05,39.2400016784668
2006-05-08,39.939998626708984
2006-05-09,39.47999954223633
2006-05-10,39.58000183105469
2006-05-11,39.31999969482422
2006-05-12,29.020000457763672
2006-05-15,29.0
2006-05-16,29.280000686645508
2006-05-17,28.559999465942383
2006-05-18,28.399999618530273
2006-05-19,27.700000762939453
2006-05-22,27.739999771118164
2006-05-23,27.239999771118164
2006-05-24,27.139999389648438
2006-05-25,28.040000915527344
2006-05-26,27.979999542236328
2006-05-30,27.700000762939453
2006-05-31,28.420000076293945
2006-06-01,28.719999313354492
2006-06-02,28.600000381469727
2006-06-05,29.139999389648438
2006-06-06,29.239999771118164
2006-06-07,29.059999465942383
2006-06-08,29.860000610351562
2006-06-09,29.799999237060547
2006-06-12,29.979999542236328
2006-06-13,30.420000076293945
2006-06-14,30.280000686645508
2006-06-15,30.68000030517578
2006-06-16,30.1200008392334
2006-06-19,29.940000534057617
2006-06-20,30.0
2006-06-21,30.5
2006-06-22,30.059999465942383
2006-06-23,29.899999618530273
2006-06-26,29.84000015258789
2006-06-27,29.299999237060547
2006-06-28,29.15999984741211
2006-06-29,29.8799991607666
2006-06-30,29.979999542236328
2006-07-03,30.079999923706055
2006-07-05,29.360000610351562
2006-07-06,29.459999084472656
2006-07-07,29.15999984741211
2006-07-10,28.979999542236328
2006-07-11,28.540000915527344
2006-07-12,27.799999237060547
2006-07-13,27.219999313354492
2006-07-14,27.18000030517578
2006-07-17,26.739999771118164
2006-07-18,26.920000076293945
2006-07-19,27.360000610351562
2006-07-20,27.15999984741211
2006-07-21,27.1200008392334
2006-07-24,27.18000030517578
2006-07-25,27.34000015258789
2006-07-26,27.440000534057617
2006-07-27,27.0
2006-07-28,26.6200008392334
2006-07-31,26.799999237060547
2006-08-01,26.100000381469727
2006-08-02,26.739999771118164
2006-08-03,27.3799991607666
2006-08-04,26.760000228881836
2006-08-07,27.18000030517578
2006-08-08,26.979999542236328
2006-08-09,27.639999389648438
2006-08-10,29.299999237060547
2006-08-11,29.18000030517578
2006-08-14,29.719999313354492
2006-08-15,30.780000686645508
2006-08-16,30.899999618530273
2006-08-17,31.0
2006-08-18,30.360000610351562
2006-08-21,30.68000030517578
2006-08-22,31.399999618530273
2006-08-23,31.459999084472656
2006-08-24,31.8799991607666
2006-08-25,31.84000015258789
2006-08-28,31.979999542236328
2006-08-29,31.8799991607666
2006-08-30,31.420000076293945
2006-08-31,32.63999938964844
2006-09-01,33.68000030517578
2006-09-05,33.380001068115234
2006-09-06,33.880001068115234
2006-09-07,33.31999969482422
2006-09-08,32.400001525878906
2006-09-11,31.920000076293945
2006-09-12,32.060001373291016
2006-09-13,32.060001373291016
2006-09-14,32.040000915527344
2006-09-15,32.0
2006-09-18,32.5
2006-09-19,32.0
2006-09-20,31.719999313354492
2006-09-21,31.540000915527344
2006-09-22,31.420000076293945
2006-09-25,31.979999542236328
2006-09-26,31.5
2006-09-27,31.260000228881836
2006-09-28,31.84000015258789
2006-09-29,31.360000610351562
2006-10-02,31.260000228881836
2006-10-03,31.780000686645508
2006-10-04,32.18000030517578
2006-10-05,32.099998474121094
2006-10-06,32.0
2006-10-09,32.040000915527344
2006-10-10,32.47999954223633
2006-10-11,32.119998931884766
2006-10-12,32.84000015258789
2006-10-13,32.599998474121094
2006-10-16,33.15999984741211
2006-10-17,32.599998474121094
2006-10-18,32.34000015258789
2006-10-19,32.779998779296875
2006-10-20,32.540000915527344
2006-10-23,33.15999984741211
2006-10-24,32.880001068115234
2006-10-25,33.15999984741211
2006-10-26,33.20000076293945
2006-10-27,32.900001525878906
2006-10-30,32.599998474121094
2006-10-31,32.5
2006-11-01,32.439998626708984
2006-11-02,32.70000076293945
2006-11-03,32.81999969482422
2006-11-06,33.2400016784668
2006-11-07,32.900001525878906
2006-11-08,33.060001373291016
2006-11-09,33.880001068115234
2006-11-10,33.68000030517578
2006-11-13,33.20000076293945
2006-11-14,33.31999969482422
2006-11-15,34.15999984741211
2006-11-16,34.619998931884766
2006-11-17,35.20000076293945
2006-11-20,35.720001220703125
2006-11-21,36.119998931884766
2006-11-22,36.52000045776367
2006-11-24,36.65999984741211
2006-11-27,36.720001220703125
2006-11-28,36.34000015258789
2006-11-29,36.7599983215332
2006-11-30,36.31999969482422
2006-12-01,36.63999938964844
2006-12-04,36.939998626708984
2006-12-05,37.41999816894531
2006-12-06,37.560001373291016
2006-12-07,37.2400016784668
2006-12-08,40.91999816894531
2006-12-11,41.02000045776367
2006-12-12,41.20000076293945
2006-12-13,41.18000030517578
2006-12-14,41.18000030517578
2006-12-15,41.29999923706055
2006-12-18,40.68000030517578
2006-12-19,41.13999938964844
2006-12-20,42.040000915527344
2006-12-21,42.0
2006-12-22,41.959999084472656
2006-12-26,42.0
2006-12-27,42.0
2006-12-28,42.040000915527344
2006-12-29,41.959999084472656
2007-01-03,42.099998474121094
2007-01-04,42.540000915527344
2007-01-05,42.52000045776367
2007-01-08,42.7400016784668
2007-01-09,42.84000015258789
2007-01-10,42.959999084472656
2007-01-11,42.68000030517578
2007-01-12,42.81999969482422
2007-01-16,42.47999954223633
2007-01-17,42.31999969482422
2007-01-18,41.29999923706055
2007-01-19,42.040000915527344
2007-01-22,41.15999984741211
2007-01-23,41.400001525878906
2007-01-24,42.060001373291016
2007-01-25,41.29999923706055
2007-01-26,41.2400016784668
2007-01-29,41.720001220703125
2007-01-30,42.119998931884766
2007-01-31,42.900001525878906
2007-02-01,41.36000061035156
2007-02-02,42.119998931884766
2007-02-05,42.400001525878906
2007-02-06,42.880001068115234
2007-02-07,43.52000045776367
2007-02-08,44.220001220703125
2007-02-09,43.279998779296875
2007-02-12,42.939998626708984
2007-02-13,43.29999923706055
2007-02-14,44.540000915527344
2007-02-15,44.599998474121094
2007-02-16,43.65999984741211
2007-02-20,44.439998626708984
2007-02-21,44.70000076293945
2007-02-22,44.279998779296875
2007-02-23,43.400001525878906
2007-02-26,43.41999816894531
2007-02-27,42.7599983215332
2007-02-28,42.52000045776367
2007-03-01,41.7599983215332
2007-03-02,41.0
2007-03-05,40.81999969482422
2007-03-06,40.86000061035156
2007-03-07,40.7400016784668
2007-03-08,41.099998474121094
2007-03-09,40.900001525878906
2007-03-12,41.47999954223633
2007-03-13,42.52000045776367
2007-03-14,42.13999938964844
2007-03-15,42.63999938964844
2007-03-16,42.220001220703125
2007-03-19,43.41999816894531
2007-03-20,44.0
2007-03-21,45.15999984741211
2007-03-22,45.959999084472656
2007-03-23,46.29999923706055
2007-03-26,46.36000061035156
2007-03-27,46.220001220703125
2007-03-28,44.959999084472656
2007-03-29,46.0
2007-03-30,46.36000061035156
2007-04-02,45.70000076293945
2007-04-03,46.36000061035156
2007-04-04,46.65999984741211
2007-04-05,48.040000915527344
2007-04-09,47.619998931884766
2007-04-10,48.040000915527344
2007-04-11,46.939998626708984
2007-04-12,47.65999984741211
2007-04-13,48.220001220703125
2007-04-16,47.79999923706055
2007-04-17,48.400001525878906
2007-04-18,47.279998779296875
2007-04-19,46.70000076293945
2007-04-20,46.400001525878906
2007-04-23,46.380001068115234
2007-04-24,47.0
2007-04-25,47.47999954223633
2007-04-26,47.86000061035156
2007-04-27,47.619998931884766
2007-04-30,47.2400016784668
2007-05-01,48.040000915527344
2007-05-02,48.70000076293945
2007-05-03,48.70000076293945
2007-05-04,48.959999084472656
2007-05-07,49.619998931884766
2007-05-08,48.400001525878906
2007-05-09,49.34000015258789
2007-05-10,48.70000076293945
2007-05-11,49.52000045776367
2007-05-14,49.15999984741211
2007-05-15,48.36000061035156
2007-05-16,48.91999816894531
2007-05-17,48.70000076293945
2007-05-18,49.279998779296875
2007-05-21,50.52000045776367
2007-05-22,50.41999816894531
2007-05-23,50.47999954223633
2007-05-24,49.400001525878906
2007-05-25,48.900001525878906
2007-05-29,48.380001068115234
2007-05-30,47.7599983215332
2007-05-31,48.060001373291016
2007-06-01,48.459999084472656
2007-06-04,48.91999816894531
2007-06-05,48.7599983215332
2007-06-06,48.31999969482422
2007-06-07,47.040000915527344
2007-06-08,46.7599983215332
2007-06-11,48.060001373291016
2007-06-12,48.400001525878906
2007-06-13,48.47999954223633
2007-06-14,48.91999816894531
2007-06-15,50.7400016784668
2007-06-18,51.0
2007-06-19,58.279998779296875
2007-06-20,58.41999816894531
2007-06-21,58.20000076293945
2007-06-22,58.0
2007-06-25,58.439998626708984
2007-06-26,58.47999954223633
2007-06-27,58.91999816894531
2007-06-28,58.97999954223633
2007-06-29,58.58000183105469
2007-07-02,58.31999969482422
2007-07-03,58.060001373291016
2007-07-05,58.2599983215332
2007-07-06,58.779998779296875
2007-07-09,58.5
2007-07-10,58.599998474121094
2007-07-11,58.68000030517578
2007-07-12,59.18000030517578
2007-07-13,59.279998779296875
2007-07-16,59.0
2007-07-17,59.20000076293945
2007-07-18,59.08000183105469
2007-07-19,58.81999969482422
2007-07-20,58.779998779296875
2007-07-23,53.41999816894531
2007-07-24,51.5
2007-07-25,52.2599983215332
2007-07-26,52.7400016784668
2007-07-27,52.880001068115234
2007-07-30,53.58000183105469
2007-07-31,53.220001220703125
2007-08-01,53.540000915527344
2007-08-02,54.880001068115234
2007-08-03,55.36000061035156
2007-08-06,55.15999984741211
2007-08-07,55.70000076293945
2007-08-08,55.58000183105469
2007-08-09,57.0
2007-08-10,57.060001373291016
2007-08-13,57.84000015258789
2007-08-14,57.34000015258789
2007-08-15,56.779998779296875
2007-08-16,56.0
2007-08-17,55.619998931884766
2007-08-20,56.47999954223633
2007-08-21,56.220001220703125
2007-08-22,57.060001373291016
2007-08-23,58.619998931884766
2007-08-24,59.65999984741211
2007-08-27,60.84000015258789
2007-08-28,58.279998779296875
2007-08-29,58.220001220703125
2007-08-30,58.5
2007-08-31,59.70000076293945
2007-09-04,61.060001373291016
2007-09-05,60.060001373291016
2007-09-06,60.119998931884766
2007-09-07,58.97999954223633
2007-09-10,57.84000015258789
2007-09-11,57.880001068115234
2007-09-12,58.84000015258789
2007-09-13,58.29999923706055
2007-09-14,58.31999969482422
2007-09-17,57.81999969482422
2007-09-18,59.040000915527344
2007-09-19,60.040000915527344
2007-09-20,59.619998931884766
2007-09-21,60.040000915527344
2007-09-24,60.34000015258789
2007-09-25,63.58000183105469
2007-09-26,63.959999084472656
2007-09-27,63.91999816894531
2007-09-28,63.7599983215332
2007-10-01,66.87999725341797
2007-10-02,67.33999633789062
2007-10-03,67.73999786376953
2007-10-04,67.95999908447266
2007-10-05,70.08000183105469
2007-10-08,69.91999816894531
2007-10-09,69.22000122070312
2007-10-10,69.22000122070312
2007-10-11,68.83999633789062
2007-10-12,69.33999633789062
2007-10-15,69.31999969482422
2007-10-16,67.87999725341797
2007-10-17,67.5
2007-10-18,67.45999908447266
2007-10-19,65.27999877929688
2007-10-22,65.58000183105469
2007-10-23,65.86000061035156
2007-10-24,64.37999725341797
2007-10-25,64.16000366210938
2007-10-26,64.91999816894531
2007-10-29,65.04000091552734
2007-10-30,64.22000122070312
2007-10-31,65.31999969482422
2007-11-01,64.81999969482422
2007-11-02,63.560001373291016
2007-11-05,61.599998474121094
2007-11-06,60.31999969482422
2007-11-07,61.29999923706055
2007-11-08,60.08000183105469
2007-11-09,57.02000045776367
2007-11-12,55.15999984741211
2007-11-13,58.34000015258789
2007-11-14,57.560001373291016
2007-11-15,57.880001068115234
2007-11-16,61.70000076293945
2007-11-19,59.13999938964844
2007-11-20,58.279998779296875
2007-11-21,57.939998626708984
2007-11-23,58.70000076293945
2007-11-26,58.68000030517578
2007-11-27,60.400001525878906
2007-11-28,63.7599983215332
2007-11-29,64.83999633789062
2007-11-30,65.19999694824219
2007-12-03,65.69999694824219
2007-12-04,65.91999816894531
2007-12-05,66.62000274658203
2007-12-06,66.5999984741211
2007-12-07,67.12000274658203
2007-12-10,67.87999725341797
2007-12-11,67.13999938964844
2007-12-12,67.27999877929688
2007-12-13,67.26000213623047
2007-12-14,66.5
2007-12-17,65.36000061035156
2007-12-18,65.54000091552734
2007-12-19,65.13999938964844
2007-12-20,64.13999938964844
2007-12-21,64.05999755859375
2007-12-24,64.83999633789062
2007-12-26,65.12000274658203
2007-12-27,63.91999816894531
2007-12-28,63.84000015258789
2007-12-31,63.2400016784668
2008-01-02,61.099998474121094
2008-01-03,61.119998931884766
2008-01-04,59.119998931884766
2008-01-07,58.2599983215332
2008-01-08,57.599998474121094
2008-01-09,56.540000915527344
2008-01-10,54.900001525878906
2008-01-11,52.900001525878906
2008-01-14,53.7400016784668
2008-01-15,50.779998779296875
2008-01-16,49.91999816894531
2008-01-17,45.97999954223633
2008-01-18,47.040000915527344
2008-01-22,45.619998931884766
2008-01-23,46.779998779296875
2008-01-24,47.91999816894531
2008-01-25,46.599998474121094
2008-01-28,45.70000076293945
2008-01-29,46.15999984741211
2008-01-30,45.68000030517578
2008-01-31,46.040000915527344
2008-02-01,46.900001525878906
2008-02-04,46.47999954223633
2008-02-05,44.29999923706055
2008-02-06,45.52000045776367
2008-02-07,47.439998626708984
2008-02-08,50.220001220703125
2008-02-11,49.47999954223633
2008-02-12,48.97999954223633
2008-02-13,50.2599983215332
2008-02-14,49.97999954223633
2008-02-15,51.18000030517578
2008-02-19,51.29999923706055
2008-02-20,50.81999969482422
2008-02-21,48.720001220703125
2008-02-22,48.84000015258789
2008-02-25,48.02000045776367
2008-02-26,48.720001220703125
2008-02-27,48.459999084472656
2008-02-28,46.91999816894531
2008-02-29,45.86000061035156
2008-03-03,44.599998474121094
2008-03-04,43.18000030517578
2008-03-05,43.7400016784668
2008-03-06,42.599998474121094
2008-03-07,42.099998474121094
2008-03-10,42.5
2008-03-11,43.08000183105469
2008-03-12,42.34000015258789
2008-03-13,43.31999969482422
2008-03-14,41.7400016784668
2008-03-17,40.959999084472656
2008-03-18,42.880001068115234
2008-03-19,41.279998779296875
2008-03-20,43.040000915527344
2008-03-24,44.540000915527344
2008-03-25,44.959999084472656
2008-03-26,46.040000915527344
2008-03-27,44.939998626708984
2008-03-28,43.63999938964844
2008-03-31,43.779998779296875
2008-04-01,48.18000030517578
2008-04-02,50.2599983215332
2008-04-03,49.900001525878906
2008-04-04,49.619998931884766
2008-04-07,49.7599983215332
2008-04-08,49.0
2008-04-09,47.81999969482422
2008-04-10,48.540000915527344
2008-04-11,47.5
2008-04-14,47.70000076293945
2008-04-15,48.119998931884766
2008-04-16,47.779998779296875
2008-04-17,47.400001525878906
2008-04-18,49.15999984741211
2008-04-21,49.7599983215332
2008-04-22,49.400001525878906
2008-04-23,49.560001373291016
2008-04-24,49.959999084472656
2008-04-25,50.13999938964844
2008-04-28,49.939998626708984
2008-04-29,50.08000183105469
2008-04-30,50.52000045776367
2008-05-01,50.2599983215332
2008-05-02,50.34000015258789
2008-05-05,48.84000015258789
2008-05-06,49.65999984741211
2008-05-07,48.119998931884766
2008-05-08,48.81999969482422
2008-05-09,48.060001373291016
2008-05-12,49.220001220703125
2008-05-13,48.41999816894531
2008-05-14,48.5
2008-05-15,49.380001068115234
2008-05-16,48.70000076293945
2008-05-19,47.220001220703125
2008-05-20,46.099998474121094
2008-05-21,44.52000045776367
2008-05-22,44.81999969482422
2008-05-23,43.31999969482422
2008-05-27,43.47999954223633
2008-05-28,45.5
2008-05-29,48.099998474121094
2008-05-30,48.5
2008-06-02,47.279998779296875
2008-06-03,46.619998931884766
2008-06-04,47.02000045776367
2008-06-05,46.97999954223633
2008-06-06,44.7599983215332
2008-06-09,44.58000183105469
2008-06-10,44.13999938964844
2008-06-11,42.0
2008-06-12,42.02000045776367
2008-06-13,42.880001068115234
2008-06-16,42.959999084472656
2008-06-17,42.36000061035156
2008-06-18,41.34000015258789
2008-06-19,40.70000076293945
2008-06-20,39.599998474121094
2008-06-23,39.380001068115234
2008-06-24,38.86000061035156
2008-06-25,39.959999084472656
2008-06-26,38.34000015258789
2008-06-27,38.31999969482422
2008-06-30,36.7599983215332
2008-07-01,36.439998626708984
2008-07-02,34.91999816894531
2008-07-03,34.97999954223633
2008-07-07,34.68000030517578
2008-07-08,35.619998931884766
2008-07-09,35.619998931884766
2008-07-10,35.20000076293945
2008-07-11,35.900001525878906
2008-07-14,36.29999923706055
2008-07-15,36.81999969482422
2008-07-16,39.560001373291016
2008-07-17,40.220001220703125
2008-07-18,38.380001068115234
2008-07-21,37.08000183105469
2008-07-22,36.599998474121094
2008-07-23,37.52000045776367
2008-07-24,36.02000045776367
2008-07-25,35.91999816894531
2008-07-28,34.7599983215332
2008-07-29,36.939998626708984
2008-07-30,38.060001373291016
2008-07-31,39.13999938964844
2008-08-01,38.41999816894531
2008-08-04,37.720001220703125
2008-08-05,39.040000915527344
2008-08-06,37.220001220703125
2008-08-07,36.599998474121094
2008-08-08,36.18000030517578
2008-08-11,37.599998474121094
2008-08-12,38.540000915527344
2008-08-13,37.720001220703125
2008-08-14,38.34000015258789
2008-08-15,38.900001525878906
2008-08-18,38.41999816894531
2008-08-19,37.81999969482422
2008-08-20,36.900001525878906
2008-08-21,37.459999084472656
2008-08-22,38.68000030517578
2008-08-25,36.7599983215332
2008-08-26,34.939998626708984
2008-08-27,35.459999084472656
2008-08-28,36.7400016784668
2008-08-29,35.31999969482422
2008-09-02,35.29999923706055
2008-09-03,34.91999816894531
2008-09-04,35.63999938964844
2008-09-05,35.279998779296875
2008-09-08,35.68000030517578
2008-09-09,34.20000076293945
2008-09-10,34.2400016784668
2008-09-11,34.060001373291016
2008-09-12,34.040000915527344
2008-09-15,31.420000076293945
2008-09-16,32.099998474121094
2008-09-17,30.200000762939453
2008-09-18,31.65999984741211
2008-09-19,33.5
2008-09-22,31.15999984741211
2008-09-23,30.6200008392334
2008-09-24,31.3799991607666
2008-09-25,32.34000015258789
2008-09-26,31.920000076293945
2008-09-29,27.420000076293945
2008-09-30,30.219999313354492
2008-10-01,29.899999618530273
2008-10-02,28.079999923706055
2008-10-03,27.219999313354492
2008-10-06,27.420000076293945
2008-10-07,25.479999542236328
2008-10-08,25.920000076293945
2008-10-09,24.360000610351562
2008-10-10,23.6200008392334
2008-10-13,25.18000030517578
2008-10-14,23.280000686645508
2008-10-15,21.440000534057617
2008-10-16,23.68000030517578
2008-10-17,23.200000762939453
2008-10-20,24.34000015258789
2008-10-21,22.860000610351562
2008-10-22,21.860000610351562
2008-10-23,21.200000762939453
2008-10-24,20.139999389648438
2008-10-27,19.979999542236328
2008-10-28,22.84000015258789
2008-10-29,24.0
2008-10-30,20.299999237060547
2008-10-31,19.020000457763672
2008-11-03,18.899999618530273
2008-11-04,18.940000534057617
2008-11-05,17.020000457763672
2008-11-06,16.100000381469727
2008-11-07,17.239999771118164
2008-11-10,16.579999923706055
2008-11-11,16.5
2008-11-12,15.239999771118164
2008-11-13,16.440000534057617
2008-11-14,15.600000381469727
2008-11-17,14.680000305175781
2008-11-18,14.119999885559082
2008-11-19,13.4399995803833
2008-11-20,12.100000381469727
2008-11-21,13.0600004196167
2008-11-24,14.5600004196167
2008-11-25,14.239999771118164
2008-11-26,16.459999084472656
2008-11-28,16.799999237060547
2008-12-01,15.699999809265137
2008-12-02,15.039999961853027
2008-12-03,15.399999618530273
2008-12-04,14.859999656677246
2008-12-05,15.800000190734863
2008-12-08,17.059999465942383
2008-12-09,16.260000228881836
2008-12-10,16.299999237060547
2008-12-11,15.239999771118164
2008-12-12,15.899999618530273
2008-12-15,15.039999961853027
2008-12-16,16.5
2008-12-17,17.020000457763672
2008-12-18,16.639999389648438
2008-12-19,16.299999237060547
2008-12-22,15.420000076293945
2008-12-23,15.319999694824219
2008-12-24,15.579999923706055
2008-12-26,15.399999618530273
2008-12-29,15.0
2008-12-30,15.600000381469727
2008-12-31,16.479999542236328
2009-01-02,17.579999923706055
2009-01-05,18.399999618530273
2009-01-06,19.079999923706055
2009-01-07,17.940000534057617
2009-01-08,19.020000457763672
2009-01-09,18.299999237060547
2009-01-12,17.280000686645508
2009-01-13,17.979999542236328
2009-01-14,17.399999618530273
2009-01-15,18.280000686645508
2009-01-16,18.280000686645508
2009-01-20,16.280000686645508
2009-01-21,16.920000076293945
2009-01-22,16.31999969482422
2009-01-23,16.540000915527344
2009-01-26,16.559999465942383
2009-01-27,17.15999984741211
2009-01-28,18.600000381469727
2009-01-29,18.059999465942383
2009-01-30,17.860000610351562
2009-02-02,17.81999969482422
2009-02-03,18.299999237060547
2009-02-04,18.540000915527344
2009-02-05,19.059999465942383
2009-02-06,19.920000076293945
2009-02-09,19.579999923706055
2009-02-10,18.299999237060547
2009-02-11,18.3799991607666
2009-02-12,18.200000762939453
2009-02-13,18.34000015258789
2009-02-17,16.700000762939453
2009-02-18,17.059999465942383
2009-02-19,15.800000190734863
2009-02-20,15.479999542236328
2009-02-23,15.699999809265137
2009-02-24,16.5
2009-02-25,16.5
2009-02-26,16.059999465942383
2009-02-27,15.9399995803833
2009-03-02,14.720000267028809
2009-03-03,14.260000228881836
2009-03-04,13.84000015258789
2009-03-05,13.279999732971191
2009-03-06,12.9399995803833
2009-03-09,12.779999732971191
2009-03-10,14.100000381469727
2009-03-11,14.15999984741211
2009-03-12,14.180000305175781
2009-03-13,14.760000228881836
2009-03-16,14.65999984741211
2009-03-17,15.979999542236328
2009-03-18,16.31999969482422
2009-03-19,15.300000190734863
2009-03-20,15.739999771118164
2009-03-23,17.219999313354492
2009-03-24,17.459999084472656
2009-03-25,18.459999084472656
2009-03-26,19.299999237060547
2009-03-27,18.280000686645508
2009-03-30,17.81999969482422
2009-03-31,18.15999984741211
2009-04-01,18.719999313354492
2009-04-02,20.100000381469727
2009-04-03,20.520000457763672
2009-04-06,20.739999771118164
2009-04-07,19.239999771118164
2009-04-08,19.040000915527344
2009-04-09,20.84000015258789
2009-04-13,21.139999389648438
2009-04-14,20.920000076293945
2009-04-15,20.8799991607666
2009-04-16,22.65999984741211
2009-04-17,23.6200008392334
2009-04-20,21.600000381469727
2009-04-21,23.18000030517578
2009-04-22,23.399999618530273
2009-04-23,22.459999084472656
2009-04-24,22.479999542236328
