,CASA
2018-04-11,29.56999969482422
2018-04-12,30.579999923706055
2018-04-13,30.34000015258789
2018-04-16,30.760000228881836
2018-04-17,33.31999969482422
2018-04-18,32.849998474121094
2018-04-19,31.670000076293945
2018-04-20,30.1200008392334
2018-04-23,29.799999237060547
2018-04-24,26.280000686645508
2018-04-25,25.75
2018-04-26,23.770000457763672
2018-04-27,22.809999465942383
2018-04-30,23.389999389648438
2018-05-01,23.68000030517578
2018-05-02,23.969999313354492
2018-05-03,22.739999771118164
2018-05-04,22.75
2018-05-07,22.950000762939453
2018-05-08,22.700000762939453
2018-05-09,22.6299991607666
2018-05-10,22.559999465942383
2018-05-11,20.020000457763672
2018-05-14,20.420000076293945
2018-05-15,20.510000228881836
2018-05-16,21.059999465942383
2018-05-17,20.639999389648438
2018-05-18,20.760000228881836
2018-05-21,20.729999542236328
2018-05-22,19.950000762939453
2018-05-23,20.100000381469727
2018-05-24,19.510000228881836
2018-05-25,19.889999389648438
2018-05-29,19.5
2018-05-30,19.0
2018-05-31,19.209999084472656
2018-06-01,19.100000381469727
2018-06-04,19.600000381469727
2018-06-05,21.010000228881836
2018-06-06,20.920000076293945
2018-06-07,20.209999084472656
2018-06-08,20.3700008392334
2018-06-11,18.3700008392334
2018-06-12,19.030000686645508
2018-06-13,18.3700008392334
2018-06-14,18.5
2018-06-15,17.81999969482422
2018-06-18,18.5
2018-06-19,17.920000076293945
2018-06-20,17.969999313354492
2018-06-21,17.709999084472656
2018-06-22,17.700000762939453
2018-06-25,17.68000030517578
2018-06-26,17.329999923706055
2018-06-27,17.06999969482422
2018-06-28,16.010000228881836
2018-06-29,16.329999923706055
2018-07-02,16.389999389648438
2018-07-03,15.9399995803833
2018-07-05,16.09000015258789
2018-07-06,16.809999465942383
2018-07-09,16.3799991607666
2018-07-10,17.770000457763672
2018-07-11,17.299999237060547
2018-07-12,15.430000305175781
2018-07-13,15.619999885559082
2018-07-16,15.539999961853027
2018-07-17,15.65999984741211
2018-07-18,15.760000228881836
2018-07-19,15.739999771118164
2018-07-20,15.699999809265137
2018-07-23,15.760000228881836
2018-07-24,15.319999694824219
2018-07-25,15.65999984741211
2018-07-26,15.109999656677246
2018-07-27,14.680000305175781
2018-07-30,14.510000228881836
2018-07-31,15.229999542236328
2018-08-01,15.069999694824219
2018-08-02,15.239999771118164
2018-08-03,15.140000343322754
2018-08-06,15.380000114440918
2018-08-07,15.899999618530273
2018-08-08,15.600000381469727
2018-08-09,15.819999694824219
2018-08-10,15.619999885559082
2018-08-13,15.779999732971191
2018-08-14,15.600000381469727
2018-08-15,12.079999923706055
2018-08-16,12.460000038146973
2018-08-17,12.479999542236328
2018-08-20,13.109999656677246
2018-08-21,13.100000381469727
2018-08-22,13.369999885559082
2018-08-23,13.359999656677246
2018-08-24,13.970000267028809
2018-08-27,14.569999694824219
2018-08-28,14.420000076293945
2018-08-29,14.59000015258789
2018-08-30,14.59000015258789
2018-08-31,14.6899995803833
2018-09-04,14.649999618530273
2018-09-05,15.050000190734863
2018-09-06,14.84000015258789
2018-09-07,14.930000305175781
2018-09-10,15.09000015258789
2018-09-11,15.34000015258789
2018-09-12,15.630000114440918
2018-09-13,16.06999969482422
2018-09-14,15.8100004196167
2018-09-17,15.670000076293945
2018-09-18,15.920000076293945
2018-09-19,16.299999237060547
2018-09-20,16.329999923706055
2018-09-21,16.209999084472656
2018-09-24,15.460000038146973
2018-09-25,15.369999885559082
2018-09-26,15.399999618530273
2018-09-27,14.84000015258789
2018-09-28,14.75
2018-10-01,15.069999694824219
2018-10-02,14.260000228881836
2018-10-03,14.399999618530273
2018-10-04,14.25
2018-10-05,14.010000228881836
2018-10-08,14.180000305175781
2018-10-09,14.09000015258789
2018-10-10,13.510000228881836
2018-10-11,13.479999542236328
2018-10-12,13.6899995803833
2018-10-15,13.470000267028809
2018-10-16,14.029999732971191
2018-10-17,14.34000015258789
2018-10-18,14.069999694824219
2018-10-19,13.989999771118164
2018-10-22,14.1899995803833
2018-10-23,13.989999771118164
2018-10-24,13.5600004196167
2018-10-25,13.989999771118164
2018-10-26,13.84000015258789
2018-10-29,13.399999618530273
2018-10-30,13.800000190734863
2018-10-31,14.399999618530273
2018-11-01,14.619999885559082
2018-11-02,14.640000343322754
2018-11-05,14.720000267028809
2018-11-06,14.869999885559082
2018-11-07,15.770000457763672
2018-11-08,16.0
2018-11-09,15.760000228881836
2018-11-12,15.140000343322754
2018-11-13,15.09000015258789
2018-11-14,15.460000038146973
2018-11-15,15.880000114440918
2018-11-16,15.880000114440918
2018-11-19,14.989999771118164
2018-11-20,14.579999923706055
2018-11-21,14.880000114440918
2018-11-23,15.09000015258789
2018-11-26,15.579999923706055
2018-11-27,14.8100004196167
2018-11-28,15.0
2018-11-29,15.079999923706055
2018-11-30,15.550000190734863
2018-12-03,15.680000305175781
2018-12-04,15.350000381469727
2018-12-06,15.670000076293945
2018-12-07,15.180000305175781
2018-12-10,15.0600004196167
2018-12-11,15.100000381469727
2018-12-12,14.960000038146973
2018-12-13,14.8100004196167
2018-12-14,13.850000381469727
2018-12-17,13.380000114440918
2018-12-18,13.0600004196167
2018-12-19,13.020000457763672
2018-12-20,12.65999984741211
2018-12-21,11.9399995803833
2018-12-24,11.890000343322754
2018-12-26,12.4399995803833
2018-12-27,12.6899995803833
2018-12-28,12.899999618530273
2018-12-31,13.130000114440918
2019-01-02,13.050000190734863
2019-01-03,12.279999732971191
2019-01-04,13.069999694824219
2019-01-07,13.329999923706055
2019-01-08,13.399999618530273
2019-01-09,13.539999961853027
2019-01-10,13.65999984741211
2019-01-11,13.760000228881836
2019-01-14,13.600000381469727
2019-01-15,13.630000114440918
2019-01-16,14.1899995803833
2019-01-17,14.390000343322754
2019-01-18,11.199999809265137
2019-01-22,11.199999809265137
2019-01-23,11.819999694824219
2019-01-24,12.130000114440918
2019-01-25,12.270000457763672
2019-01-28,11.869999885559082
2019-01-29,11.680000305175781
2019-01-30,11.6899995803833
2019-01-31,11.640000343322754
2019-02-01,11.779999732971191
2019-02-04,11.789999961853027
2019-02-05,11.789999961853027
2019-02-06,11.600000381469727
2019-02-07,11.350000381469727
2019-02-08,11.329999923706055
2019-02-11,11.770000457763672
2019-02-12,11.770000457763672
2019-02-13,12.029999732971191
2019-02-14,12.069999694824219
2019-02-15,11.859999656677246
2019-02-19,11.779999732971191
2019-02-20,11.979999542236328
2019-02-21,11.960000038146973
2019-02-22,10.350000381469727
2019-02-25,10.270000457763672
2019-02-26,10.399999618530273
2019-02-27,10.550000190734863
2019-02-28,10.1899995803833
2019-03-01,10.319999694824219
2019-03-04,10.039999961853027
2019-03-05,9.869999885559082
2019-03-06,9.649999618530273
2019-03-07,9.420000076293945
2019-03-08,9.4399995803833
2019-03-11,9.5
2019-03-12,9.420000076293945
2019-03-13,9.319999694824219
2019-03-14,9.0
2019-03-15,8.949999809265137
2019-03-18,8.899999618530273
2019-03-19,9.100000381469727
2019-03-20,9.010000228881836
2019-03-21,9.140000343322754
2019-03-22,8.779999732971191
2019-03-25,8.630000114440918
2019-03-26,8.539999961853027
2019-03-27,8.359999656677246
2019-03-28,8.270000457763672
2019-03-29,8.300000190734863
2019-04-01,8.489999771118164
2019-04-02,8.619999885559082
2019-04-03,8.640000343322754
2019-04-04,8.739999771118164
2019-04-05,8.84000015258789
2019-04-08,9.029999732971191
2019-04-09,8.920000076293945
2019-04-10,8.899999618530273
2019-04-11,8.890000343322754
2019-04-12,8.850000381469727
2019-04-15,8.829999923706055
2019-04-16,9.220000267028809
2019-04-17,9.510000228881836
2019-04-18,9.520000457763672
2019-04-22,9.789999961853027
2019-04-23,9.890000343322754
2019-04-24,9.899999618530273
2019-04-25,9.800000190734863
2019-04-26,9.800000190734863
2019-04-29,9.880000114440918
2019-04-30,9.59000015258789
2019-05-01,9.550000190734863
2019-05-02,7.679999828338623
2019-05-03,7.400000095367432
2019-05-06,7.170000076293945
2019-05-07,7.159999847412109
2019-05-08,7.0
2019-05-09,6.860000133514404
2019-05-10,6.78000020980835
2019-05-13,6.53000020980835
2019-05-14,6.5
2019-05-15,6.730000019073486
2019-05-16,6.570000171661377
2019-05-17,6.360000133514404
2019-05-20,6.139999866485596
2019-05-21,6.25
2019-05-22,6.010000228881836
2019-05-23,5.960000038146973
2019-05-24,6.059999942779541
2019-05-28,5.940000057220459
2019-05-29,5.840000152587891
2019-05-30,5.739999771118164
2019-05-31,5.619999885559082
2019-06-03,5.71999979019165
2019-06-04,5.739999771118164
2019-06-05,5.75
2019-06-06,5.650000095367432
2019-06-07,5.639999866485596
2019-06-10,5.739999771118164
2019-06-11,5.710000038146973
2019-06-12,5.679999828338623
2019-06-13,6.150000095367432
2019-06-14,6.119999885559082
2019-06-17,6.110000133514404
2019-06-18,6.159999847412109
2019-06-19,6.25
2019-06-20,6.309999942779541
2019-06-21,6.46999979019165
2019-06-24,6.269999980926514
2019-06-25,6.139999866485596
2019-06-26,6.409999847412109
2019-06-27,6.480000019073486
2019-06-28,6.429999828338623
2019-07-01,6.380000114440918
2019-07-02,6.369999885559082
2019-07-03,6.360000133514404
2019-07-05,6.360000133514404
2019-07-08,6.150000095367432
2019-07-09,6.170000076293945
2019-07-10,6.400000095367432
2019-07-11,6.380000114440918
2019-07-12,6.599999904632568
2019-07-15,6.78000020980835
2019-07-16,6.5
2019-07-17,6.570000171661377
2019-07-18,6.630000114440918
2019-07-19,6.639999866485596
2019-07-22,6.610000133514404
2019-07-23,6.650000095367432
2019-07-24,6.829999923706055
2019-07-25,6.659999847412109
2019-07-26,6.769999980926514
2019-07-29,6.829999923706055
2019-07-30,6.340000152587891
2019-07-31,6.590000152587891
2019-08-01,7.610000133514404
2019-08-02,7.269999980926514
2019-08-05,7.25
2019-08-06,7.449999809265137
2019-08-07,7.260000228881836
2019-08-08,7.239999771118164
2019-08-09,7.010000228881836
2019-08-12,6.949999809265137
2019-08-13,6.820000171661377
2019-08-14,6.420000076293945
2019-08-15,6.230000019073486
2019-08-16,6.369999885559082
2019-08-19,6.389999866485596
2019-08-20,6.369999885559082
2019-08-21,6.510000228881836
2019-08-22,6.539999961853027
2019-08-23,6.110000133514404
2019-08-26,5.75
2019-08-27,5.429999828338623
2019-08-28,5.599999904632568
2019-08-29,5.659999847412109
2019-08-30,5.760000228881836
2019-09-03,5.739999771118164
2019-09-04,5.880000114440918
2019-09-05,6.25
2019-09-06,6.440000057220459
2019-09-09,6.75
2019-09-10,6.989999771118164
2019-09-11,7.28000020980835
2019-09-12,7.199999809265137
2019-09-13,7.389999866485596
2019-09-16,7.489999771118164
2019-09-17,7.239999771118164
2019-09-18,7.260000228881836
2019-09-19,7.190000057220459
2019-09-20,7.489999771118164
2019-09-23,7.5
2019-09-24,7.28000020980835
2019-09-25,7.46999979019165
2019-09-26,7.554999828338623
2019-09-27,7.815000057220459
2019-09-30,7.855000019073486
2019-10-01,7.119999885559082
2019-10-02,6.590000152587891
2019-10-03,6.269999980926514
2019-10-04,6.215000152587891
2019-10-07,6.360000133514404
2019-10-08,6.255000114440918
2019-10-09,6.275000095367432
2019-10-10,6.474999904632568
2019-10-11,6.550000190734863
2019-10-14,6.5
2019-10-15,6.670000076293945
2019-10-16,6.789999961853027
2019-10-17,7.059999942779541
2019-10-18,6.869999885559082
2019-10-21,7.119999885559082
2019-10-22,7.329999923706055
2019-10-23,7.090000152587891
2019-10-24,6.510000228881836
2019-10-25,6.489999771118164
2019-10-28,6.849999904632568
2019-10-29,6.679999828338623
2019-10-30,6.599999904632568
2019-10-31,6.71999979019165
2019-11-01,4.300000190734863
2019-11-04,3.9700000286102295
2019-11-05,3.930000066757202
2019-11-06,3.7200000286102295
2019-11-07,3.6500000953674316
2019-11-08,3.5299999713897705
2019-11-11,3.5199999809265137
2019-11-12,3.4200000762939453
2019-11-13,3.325000047683716
2019-11-14,3.319999933242798
2019-11-15,3.4000000953674316
2019-11-18,3.3499999046325684
2019-11-19,3.2899999618530273
2019-11-20,3.190000057220459
2019-11-21,3.130000114440918
2019-11-22,3.309999942779541
2019-11-25,3.5199999809265137
2019-11-26,3.509999990463257
2019-11-27,3.6600000858306885
2019-11-29,3.680000066757202
2019-12-02,3.5
2019-12-03,3.630000114440918
2019-12-04,3.680000066757202
2019-12-05,3.6500000953674316
2019-12-06,3.700000047683716
2019-12-09,3.5899999141693115
2019-12-10,3.690000057220459
2019-12-11,3.7100000381469727
2019-12-12,3.880000114440918
2019-12-13,3.8499999046325684
2019-12-16,4.014999866485596
2019-12-17,4.170000076293945
2019-12-18,4.079999923706055
2019-12-19,3.990000009536743
2019-12-20,4.019999980926514
2019-12-23,4.010000228881836
2019-12-24,4.159999847412109
2019-12-26,3.9600000381469727
2019-12-27,4.059999942779541
2019-12-30,4.050000190734863
2019-12-31,4.090000152587891
2020-01-02,4.039999961853027
2020-01-03,4.010000228881836
2020-01-06,4.130000114440918
2020-01-07,4.010000228881836
2020-01-08,3.869999885559082
2020-01-09,3.9800000190734863
2020-01-10,3.950000047683716
2020-01-13,3.9700000286102295
2020-01-14,4.130000114440918
2020-01-15,4.079999923706055
2020-01-16,3.950000047683716
2020-01-17,3.859999895095825
2020-01-21,3.7699999809265137
2020-01-22,3.7799999713897705
2020-01-23,3.630000114440918
2020-01-24,4.690000057220459
2020-01-27,4.639999866485596
2020-01-28,4.480000019073486
2020-01-29,4.159999847412109
2020-01-30,3.9600000381469727
2020-01-31,4.010000228881836
2020-02-03,3.9600000381469727
2020-02-04,3.819999933242798
2020-02-05,3.950000047683716
2020-02-06,3.8450000286102295
2020-02-07,3.7200000286102295
2020-02-10,3.740000009536743
2020-02-11,3.890000104904175
2020-02-12,4.340000152587891
2020-02-13,4.21999979019165
2020-02-14,4.489999771118164
2020-02-18,4.349999904632568
2020-02-19,4.440000057220459
2020-02-20,4.610000133514404
2020-02-21,4.840000152587891
2020-02-24,4.199999809265137
2020-02-25,3.990000009536743
2020-02-26,3.5899999141693115
2020-02-27,3.3499999046325684
2020-02-28,3.2799999713897705
2020-03-02,3.369999885559082
2020-03-03,3.3299999237060547
2020-03-04,3.450000047683716
2020-03-05,3.2100000381469727
2020-03-06,3.0
2020-03-09,2.640000104904175
2020-03-10,2.4000000953674316
2020-03-11,2.2300000190734863
2020-03-12,1.9299999475479126
2020-03-13,2.3399999141693115
2020-03-16,2.200000047683716
2020-03-17,2.3499999046325684
2020-03-18,2.359999895095825
2020-03-19,2.380000114440918
2020-03-20,2.5799999237060547
2020-03-23,2.630000114440918
2020-03-24,3.0199999809265137
2020-03-25,3.4100000858306885
2020-03-26,3.6600000858306885
2020-03-27,3.4200000762939453
2020-03-30,3.4200000762939453
2020-03-31,3.5
2020-04-01,3.1500000953674316
2020-04-02,3.119999885559082
2020-04-03,3.2899999618530273
2020-04-06,3.7899999618530273
2020-04-07,3.880000114440918
2020-04-08,3.950000047683716
2020-04-09,4.010000228881836
2020-04-13,3.6500000953674316
2020-04-14,3.700000047683716
2020-04-15,3.559999942779541
2020-04-16,3.740000009536743
2020-04-17,4.320000171661377
2020-04-20,4.420000076293945
2020-04-21,4.230000019073486
2020-04-22,4.380000114440918
2020-04-23,4.480000019073486
2020-04-24,4.659999847412109
2020-04-27,4.960000038146973
2020-04-28,4.920000076293945
2020-04-29,5.170000076293945
2020-04-30,5.130000114440918
2020-05-01,4.664999961853027
2020-05-04,4.199999809265137
2020-05-05,4.119999885559082
2020-05-06,3.8499999046325684
2020-05-07,4.039999961853027
2020-05-08,4.059999942779541
2020-05-11,3.930000066757202
2020-05-12,4.090000152587891
2020-05-13,3.9800000190734863
2020-05-14,3.930000066757202
2020-05-15,3.7899999618530273
2020-05-18,4.059999942779541
2020-05-19,4.21999979019165
2020-05-20,4.199999809265137
2020-05-21,4.210000038146973
2020-05-22,4.139999866485596
2020-05-26,4.050000190734863
2020-05-27,4.400000095367432
2020-05-28,4.380000114440918
2020-05-29,4.349999904632568
2020-06-01,4.559999942779541
2020-06-02,4.460000038146973
2020-06-03,4.760000228881836
2020-06-04,4.730000019073486
2020-06-05,4.920000076293945
2020-06-08,4.869999885559082
2020-06-09,4.659999847412109
2020-06-10,4.710000038146973
2020-06-11,4.260000228881836
2020-06-12,4.239999771118164
2020-06-15,4.179999828338623
2020-06-16,4.440000057220459
2020-06-17,4.28000020980835
2020-06-18,4.5
2020-06-19,4.460000038146973
2020-06-22,4.539999961853027
2020-06-23,4.380000114440918
2020-06-24,3.950000047683716
2020-06-25,3.8499999046325684
2020-06-26,3.930000066757202
2020-06-29,4.03000020980835
2020-06-30,4.159999847412109
2020-07-01,4.269999980926514
2020-07-02,4.289999961853027
2020-07-06,4.409999847412109
2020-07-07,4.260000228881836
2020-07-08,4.409999847412109
2020-07-09,4.5
2020-07-10,4.210000038146973
2020-07-13,4.21999979019165
2020-07-14,4.260000228881836
2020-07-15,4.480000019073486
2020-07-16,4.5
2020-07-17,4.550000190734863
2020-07-20,4.619999885559082
2020-07-21,4.559999942779541
2020-07-22,4.5
2020-07-23,4.53000020980835
2020-07-24,4.809999942779541
2020-07-27,4.760000228881836
2020-07-28,4.619999885559082
2020-07-29,4.820000171661377
2020-07-30,5.619999885559082
2020-07-31,5.610000133514404
2020-08-03,5.78000020980835
2020-08-04,5.599999904632568
2020-08-05,5.570000171661377
2020-08-06,6.03000020980835
2020-08-07,5.989999771118164
2020-08-10,5.699999809265137
2020-08-11,5.480000019073486
2020-08-12,5.449999809265137
2020-08-13,5.465000152587891
2020-08-14,5.25
2020-08-17,5.230000019073486
2020-08-18,5.159999847412109
2020-08-19,5.144999980926514
2020-08-20,5.110000133514404
2020-08-21,5.010000228881836
2020-08-24,4.739999771118164
2020-08-25,4.75
2020-08-26,4.559999942779541
2020-08-27,4.400000095367432
2020-08-28,4.269999980926514
2020-08-31,4.550000190734863
2020-09-01,4.699999809265137
2020-09-02,5.184999942779541
2020-09-03,4.800000190734863
2020-09-04,4.539999961853027
2020-09-08,4.239999771118164
2020-09-09,4.369999885559082
2020-09-10,4.340000152587891
2020-09-11,4.269999980926514
2020-09-14,4.460000038146973
2020-09-15,4.559999942779541
2020-09-16,4.340000152587891
2020-09-17,4.289999961853027
2020-09-18,4.260000228881836
2020-09-21,4.025000095367432
2020-09-22,4.085000038146973
2020-09-23,3.940000057220459
2020-09-24,3.799999952316284
2020-09-25,3.7799999713897705
2020-09-28,3.9100000858306885
2020-09-29,4.110000133514404
2020-09-30,4.03000020980835
2020-10-01,4.079999923706055
2020-10-02,4.099999904632568
2020-10-05,4.260000228881836
2020-10-06,4.130000114440918
2020-10-07,4.269999980926514
2020-10-08,4.360000133514404
2020-10-09,4.53000020980835
2020-10-12,4.360000133514404
2020-10-13,4.300000190734863
2020-10-14,4.230000019073486
2020-10-15,4.340000152587891
2020-10-16,4.429999828338623
2020-10-19,4.320000171661377
2020-10-20,4.309999942779541
2020-10-21,4.349999904632568
2020-10-22,4.59499979019165
2020-10-23,4.539999961853027
2020-10-26,4.900000095367432
2020-10-27,4.550000190734863
2020-10-28,4.610000133514404
2020-10-29,4.639999866485596
2020-10-30,4.170000076293945
2020-11-02,4.210000038146973
2020-11-03,4.320000171661377
2020-11-04,4.349999904632568
2020-11-05,4.5
2020-11-06,4.420000076293945
2020-11-09,4.550000190734863
2020-11-10,4.590000152587891
2020-11-11,4.570000171661377
2020-11-12,4.489999771118164
2020-11-13,4.639999866485596
2020-11-16,4.769999980926514
2020-11-17,4.789999961853027
2020-11-18,5.070000171661377
2020-11-19,5.010000228881836
2020-11-20,5.360000133514404
2020-11-23,5.400000095367432
2020-11-24,5.460000038146973
2020-11-25,5.489999771118164
2020-11-27,5.239999771118164
2020-11-30,5.309999942779541
2020-12-01,5.400000095367432
2020-12-02,5.78000020980835
2020-12-03,6.385000228881836
2020-12-04,6.809999942779541
2020-12-07,6.900000095367432
2020-12-08,7.5
2020-12-09,7.070000171661377
2020-12-10,7.039999961853027
2020-12-11,6.639999866485596
2020-12-14,6.659999847412109
2020-12-15,6.789999961853027
2020-12-16,6.570000171661377
2020-12-17,6.869999885559082
2020-12-18,6.559999942779541
2020-12-21,6.610000133514404
2020-12-22,6.659999847412109
2020-12-23,6.480000019073486
2020-12-24,6.639999866485596
2020-12-28,6.610000133514404
2020-12-29,6.429999828338623
2020-12-30,6.389999866485596
2020-12-31,6.170000076293945
2021-01-04,6.139999866485596
2021-01-05,6.340000152587891
2021-01-06,6.860000133514404
2021-01-07,6.690000057220459
2021-01-08,6.730000019073486
2021-01-11,6.690000057220459
2021-01-12,7.099999904632568
2021-01-13,7.070000171661377
2021-01-14,7.909999847412109
2021-01-15,7.889999866485596
2021-01-19,8.3100004196167
2021-01-20,8.074999809265137
2021-01-21,7.929999828338623
2021-01-22,7.940000057220459
2021-01-25,8.34000015258789
2021-01-26,8.279999732971191
2021-01-27,8.649999618530273
2021-01-28,8.119999885559082
2021-01-29,7.710000038146973
2021-02-01,7.900000095367432
2021-02-02,8.039999961853027
2021-02-03,8.220000267028809
2021-02-04,8.350000381469727
2021-02-05,8.279999732971191
2021-02-08,8.800000190734863
2021-02-09,8.930000305175781
2021-02-10,9.09000015258789
2021-02-11,9.0600004196167
2021-02-12,9.399999618530273
2021-02-16,9.09000015258789
2021-02-17,8.760000228881836
2021-02-18,8.520000457763672
2021-02-19,10.640000343322754
2021-02-22,9.739999771118164
2021-02-23,9.140000343322754
2021-02-24,9.119999885559082
2021-02-25,8.4399995803833
2021-02-26,8.210000038146973
2021-03-01,8.489999771118164
2021-03-02,8.020000457763672
2021-03-03,7.929999828338623
2021-03-04,7.619999885559082
2021-03-05,7.579999923706055
2021-03-08,7.460000038146973
2021-03-09,7.949999809265137
2021-03-10,7.960000038146973
2021-03-11,8.9399995803833
2021-03-12,9.050000190734863
2021-03-15,9.3100004196167
2021-03-16,9.460000038146973
2021-03-17,9.6899995803833
2021-03-18,9.600000381469727
2021-03-19,10.069999694824219
2021-03-22,10.039999961853027
2021-03-23,9.630000114440918
2021-03-24,9.029999732971191
2021-03-25,9.170000076293945
2021-03-26,9.699999809265137
2021-03-29,9.350000381469727
2021-03-30,9.5
2021-03-31,9.529999732971191
2021-04-01,9.800000190734863
2021-04-05,9.899999618530273
2021-04-06,9.4399995803833
2021-04-07,9.329999923706055
2021-04-08,9.670000076293945
2021-04-09,9.869999885559082
2021-04-12,9.640000343322754
2021-04-13,9.710000038146973
2021-04-14,9.869999885559082
2021-04-15,8.739999771118164
2021-04-16,8.760000228881836
2021-04-19,8.670000076293945
2021-04-20,8.279999732971191
2021-04-21,8.710000038146973
2021-04-22,8.829999923706055
2021-04-23,9.039999961853027
2021-04-26,9.029999732971191
2021-04-27,9.300000190734863
2021-04-28,9.34000015258789
2021-04-29,9.34000015258789
2021-04-30,7.84499979019165
2021-05-03,8.039999961853027
2021-05-04,7.800000190734863
2021-05-05,7.889999866485596
2021-05-06,8.25
2021-05-07,8.470000267028809
2021-05-10,8.020000457763672
2021-05-11,7.849999904632568
2021-05-12,7.960000038146973
2021-05-13,8.050000190734863
2021-05-14,8.4399995803833
