,CRSP
2016-10-19,14.09000015258789
2016-10-20,13.9399995803833
2016-10-21,13.819999694824219
2016-10-24,14.010000228881836
2016-10-25,14.40999984741211
2016-10-26,14.800000190734863
2016-10-27,15.819999694824219
2016-10-28,16.739999771118164
2016-10-31,18.25
2016-11-01,17.950000762939453
2016-11-02,15.354999542236328
2016-11-03,15.319999694824219
2016-11-04,15.199999809265137
2016-11-07,15.210000038146973
2016-11-08,15.890000343322754
2016-11-09,16.270000457763672
2016-11-10,16.84000015258789
2016-11-11,17.5
2016-11-14,17.600000381469727
2016-11-15,18.149999618530273
2016-11-16,21.579999923706055
2016-11-17,21.799999237060547
2016-11-18,20.5
2016-11-21,20.799999237060547
2016-11-22,20.06999969482422
2016-11-23,19.34000015258789
2016-11-25,20.399999618530273
2016-11-28,20.559999465942383
2016-11-29,23.06999969482422
2016-11-30,21.81999969482422
2016-12-01,19.979999542236328
2016-12-02,19.030000686645508
2016-12-05,20.940000534057617
2016-12-06,22.229999542236328
2016-12-07,20.889999389648438
2016-12-08,21.100000381469727
2016-12-09,20.770000457763672
2016-12-12,20.360000610351562
2016-12-13,19.600000381469727
2016-12-14,19.110000610351562
2016-12-15,19.18000030517578
2016-12-16,19.520000457763672
2016-12-19,20.549999237060547
2016-12-20,20.18000030517578
2016-12-21,20.280000686645508
2016-12-22,20.1200008392334
2016-12-23,20.860000610351562
2016-12-27,21.020000457763672
2016-12-28,20.0
2016-12-29,20.030000686645508
2016-12-30,20.260000228881836
2017-01-03,22.5
2017-01-04,23.549999237060547
2017-01-05,22.959999084472656
2017-01-06,22.540000915527344
2017-01-09,22.889999389648438
2017-01-10,22.989999771118164
2017-01-11,22.389999389648438
2017-01-12,22.229999542236328
2017-01-13,21.139999389648438
2017-01-17,21.5
2017-01-18,22.229999542236328
2017-01-19,21.030000686645508
2017-01-20,20.0
2017-01-23,18.540000915527344
2017-01-24,18.950000762939453
2017-01-25,18.84000015258789
2017-01-26,18.579999923706055
2017-01-27,18.43000030517578
2017-01-30,17.739999771118164
2017-01-31,17.75
2017-02-01,17.219999313354492
2017-02-02,16.260000228881836
2017-02-03,15.649999618530273
2017-02-06,15.75
2017-02-07,15.220000267028809
2017-02-08,14.899999618530273
2017-02-09,14.779999732971191
2017-02-10,15.010000228881836
2017-02-13,16.43000030517578
2017-02-14,17.260000228881836
2017-02-15,15.899999618530273
2017-02-16,18.489999771118164
2017-02-17,18.06999969482422
2017-02-21,17.299999237060547
2017-02-22,17.709999084472656
2017-02-23,17.639999389648438
2017-02-24,17.899999618530273
2017-02-27,19.950000762939453
2017-02-28,23.729999542236328
2017-03-01,22.469999313354492
2017-03-02,21.540000915527344
2017-03-03,21.139999389648438
2017-03-06,21.8799991607666
2017-03-07,21.34000015258789
2017-03-08,22.43000030517578
2017-03-09,21.3700008392334
2017-03-10,21.149999618530273
2017-03-13,21.170000076293945
2017-03-14,21.34000015258789
2017-03-15,21.0
2017-03-16,20.489999771118164
2017-03-17,20.75
2017-03-20,21.239999771118164
2017-03-21,19.719999313354492
2017-03-22,18.68000030517578
2017-03-23,17.809999465942383
2017-03-24,17.8799991607666
2017-03-27,18.239999771118164
2017-03-28,20.420000076293945
2017-03-29,20.770000457763672
2017-03-30,20.719999313354492
2017-03-31,21.770000457763672
2017-04-03,21.610000610351562
2017-04-04,20.899999618530273
2017-04-05,19.850000381469727
2017-04-06,19.469999313354492
2017-04-07,19.290000915527344
2017-04-10,18.860000610351562
2017-04-11,18.899999618530273
2017-04-12,18.899999618530273
2017-04-13,19.40999984741211
2017-04-17,19.8700008392334
2017-04-18,19.170000076293945
2017-04-19,17.56999969482422
2017-04-20,17.290000915527344
2017-04-21,16.969999313354492
2017-04-24,16.579999923706055
2017-04-25,16.899999618530273
2017-04-26,16.670000076293945
2017-04-27,17.0
2017-04-28,17.020000457763672
2017-05-01,17.020000457763672
2017-05-02,16.600000381469727
2017-05-03,16.209999084472656
2017-05-04,16.700000762939453
2017-05-05,16.979999542236328
2017-05-08,16.700000762939453
2017-05-09,16.950000762939453
2017-05-10,17.020000457763672
2017-05-11,16.790000915527344
2017-05-12,17.0
2017-05-15,17.149999618530273
2017-05-16,16.520000457763672
2017-05-17,15.510000228881836
2017-05-18,15.770000457763672
2017-05-19,15.539999961853027
2017-05-22,15.550000190734863
2017-05-23,15.75
2017-05-24,15.649999618530273
2017-05-25,15.380000114440918
2017-05-26,15.039999961853027
2017-05-30,14.239999771118164
2017-05-31,13.619999885559082
2017-06-01,14.34000015258789
2017-06-02,14.239999771118164
2017-06-05,14.279999732971191
2017-06-06,14.3100004196167
2017-06-07,14.779999732971191
2017-06-08,15.0
2017-06-09,14.600000381469727
2017-06-12,14.210000038146973
2017-06-13,14.479999542236328
2017-06-14,14.25
2017-06-15,14.430000305175781
2017-06-16,14.8100004196167
2017-06-19,14.789999961853027
2017-06-20,14.880000114440918
2017-06-21,15.039999961853027
2017-06-22,16.139999389648438
2017-06-23,16.440000534057617
2017-06-26,17.25
2017-06-27,17.309999465942383
2017-06-28,17.110000610351562
2017-06-29,16.06999969482422
2017-06-30,16.020000457763672
2017-07-03,15.8100004196167
2017-07-05,16.079999923706055
2017-07-06,15.779999732971191
2017-07-07,15.880000114440918
2017-07-10,16.030000686645508
2017-07-11,16.670000076293945
2017-07-12,16.709999084472656
2017-07-13,17.06999969482422
2017-07-14,16.989999771118164
2017-07-17,17.100000381469727
2017-07-18,17.0
2017-07-19,16.889999389648438
2017-07-20,16.530000686645508
2017-07-21,16.639999389648438
2017-07-24,17.09000015258789
2017-07-25,17.489999771118164
2017-07-26,17.739999771118164
2017-07-27,17.670000076293945
2017-07-28,17.290000915527344
2017-07-31,17.489999771118164
2017-08-01,16.899999618530273
2017-08-02,16.75
2017-08-03,17.90999984741211
2017-08-04,18.399999618530273
2017-08-07,18.5
2017-08-08,18.739999771118164
2017-08-09,17.56999969482422
2017-08-10,17.799999237060547
2017-08-11,19.219999313354492
2017-08-14,19.68000030517578
2017-08-15,19.350000381469727
2017-08-16,18.860000610351562
2017-08-17,18.420000076293945
2017-08-18,18.34000015258789
2017-08-21,18.350000381469727
2017-08-22,18.3700008392334
2017-08-23,18.40999984741211
2017-08-24,19.350000381469727
2017-08-25,19.5
2017-08-28,19.690000534057617
2017-08-29,19.84000015258789
2017-08-30,20.65999984741211
2017-08-31,20.479999542236328
2017-09-01,20.559999465942383
2017-09-05,20.200000762939453
2017-09-06,18.469999313354492
2017-09-07,19.100000381469727
2017-09-08,18.739999771118164
2017-09-11,19.149999618530273
2017-09-12,18.920000076293945
2017-09-13,19.040000915527344
2017-09-14,19.100000381469727
2017-09-15,19.190000534057617
2017-09-18,19.06999969482422
2017-09-19,18.75
2017-09-20,18.920000076293945
2017-09-21,19.020000457763672
2017-09-22,18.969999313354492
2017-09-25,18.950000762939453
2017-09-26,17.020000457763672
2017-09-27,16.770000457763672
2017-09-28,17.510000228881836
2017-09-29,17.8700008392334
2017-10-02,18.389999389648438
2017-10-03,19.1200008392334
2017-10-04,19.09000015258789
2017-10-05,19.190000534057617
2017-10-06,19.299999237060547
2017-10-09,19.700000762939453
2017-10-10,19.450000762939453
2017-10-11,18.799999237060547
2017-10-12,18.719999313354492
2017-10-13,18.420000076293945
2017-10-16,18.440000534057617
2017-10-17,18.299999237060547
2017-10-18,17.790000915527344
2017-10-19,18.969999313354492
2017-10-20,19.06999969482422
2017-10-23,19.399999618530273
2017-10-24,19.290000915527344
2017-10-25,18.940000534057617
2017-10-26,18.489999771118164
2017-10-27,18.950000762939453
2017-10-30,19.010000228881836
2017-10-31,19.299999237060547
2017-11-01,18.43000030517578
2017-11-02,18.670000076293945
2017-11-03,19.049999237060547
2017-11-06,18.90999984741211
2017-11-07,18.1299991607666
2017-11-08,17.940000534057617
2017-11-09,16.950000762939453
2017-11-10,17.450000762939453
2017-11-13,17.75
2017-11-14,17.459999084472656
2017-11-15,17.65999984741211
2017-11-16,18.420000076293945
2017-11-17,18.59000015258789
2017-11-20,19.040000915527344
2017-11-21,19.09000015258789
2017-11-22,19.809999465942383
2017-11-24,20.020000457763672
2017-11-27,19.549999237060547
2017-11-28,19.209999084472656
2017-11-29,18.65999984741211
2017-11-30,18.989999771118164
2017-12-01,19.1200008392334
2017-12-04,18.260000228881836
2017-12-05,18.520000457763672
2017-12-06,18.530000686645508
2017-12-07,19.139999389648438
2017-12-08,18.8799991607666
2017-12-11,18.40999984741211
2017-12-12,17.889999389648438
2017-12-13,18.299999237060547
2017-12-14,19.049999237060547
2017-12-15,19.170000076293945
2017-12-18,19.940000534057617
2017-12-19,19.100000381469727
2017-12-20,19.010000228881836
2017-12-21,19.579999923706055
2017-12-22,21.149999618530273
2017-12-26,21.290000915527344
2017-12-27,21.09000015258789
2017-12-28,21.25
2017-12-29,23.479999542236328
2018-01-02,25.170000076293945
2018-01-03,23.520000457763672
2018-01-04,23.90999984741211
2018-01-05,26.809999465942383
2018-01-08,26.06999969482422
2018-01-09,25.489999771118164
2018-01-10,25.770000457763672
2018-01-11,28.440000534057617
2018-01-12,28.520000457763672
2018-01-16,27.18000030517578
2018-01-17,28.34000015258789
2018-01-18,30.079999923706055
2018-01-19,29.729999542236328
2018-01-22,33.75
2018-01-23,38.779998779296875
2018-01-24,37.459999084472656
2018-01-25,40.45000076293945
2018-01-26,39.45000076293945
2018-01-29,44.38999938964844
2018-01-30,41.70000076293945
2018-01-31,39.279998779296875
2018-02-01,38.47999954223633
2018-02-02,36.90999984741211
2018-02-05,35.630001068115234
2018-02-06,36.560001373291016
2018-02-07,41.66999816894531
2018-02-08,38.63999938964844
2018-02-09,34.880001068115234
2018-02-12,37.369998931884766
2018-02-13,40.11000061035156
2018-02-14,40.209999084472656
2018-02-15,40.619998931884766
2018-02-16,40.0099983215332
2018-02-20,41.61000061035156
2018-02-21,41.15999984741211
2018-02-22,41.91999816894531
2018-02-23,43.040000915527344
2018-02-26,48.34000015258789
2018-02-27,46.290000915527344
2018-02-28,48.459999084472656
2018-03-01,46.540000915527344
2018-03-02,50.02000045776367
2018-03-05,49.400001525878906
2018-03-06,48.93000030517578
2018-03-07,51.4900016784668
2018-03-08,53.70000076293945
2018-03-09,56.720001220703125
2018-03-12,56.79999923706055
2018-03-13,56.5099983215332
2018-03-14,58.16999816894531
2018-03-15,52.599998474121094
2018-03-16,51.77000045776367
2018-03-19,51.52000045776367
2018-03-20,52.560001373291016
2018-03-21,52.15999984741211
2018-03-22,52.099998474121094
2018-03-23,52.959999084472656
2018-03-26,52.27000045776367
2018-03-27,44.67499923706055
2018-03-28,44.86000061035156
2018-03-29,45.709999084472656
2018-04-02,43.27000045776367
2018-04-03,42.619998931884766
2018-04-04,44.150001525878906
2018-04-05,42.66999816894531
2018-04-06,43.27000045776367
2018-04-09,44.86000061035156
2018-04-10,49.27000045776367
2018-04-11,49.810001373291016
2018-04-12,52.560001373291016
2018-04-13,51.77000045776367
2018-04-16,51.18000030517578
2018-04-17,52.72999954223633
2018-04-18,53.220001220703125
2018-04-19,57.41999816894531
2018-04-20,54.06999969482422
2018-04-23,49.599998474121094
2018-04-24,47.27000045776367
2018-04-25,47.779998779296875
2018-04-26,50.06999969482422
2018-04-27,48.90999984741211
2018-04-30,46.86000061035156
2018-05-01,47.40999984741211
2018-05-02,48.52000045776367
2018-05-03,47.77000045776367
2018-05-04,49.09000015258789
2018-05-07,51.720001220703125
2018-05-08,51.970001220703125
2018-05-09,51.5
2018-05-10,52.119998931884766
2018-05-11,52.72999954223633
2018-05-14,56.779998779296875
2018-05-15,57.75
2018-05-16,57.650001525878906
2018-05-17,65.4000015258789
2018-05-18,64.68000030517578
2018-05-21,64.5999984741211
2018-05-22,63.7599983215332
2018-05-23,69.56999969482422
2018-05-24,69.6500015258789
2018-05-25,69.94000244140625
2018-05-29,68.91000366210938
2018-05-30,73.58999633789062
2018-05-31,68.91000366210938
2018-06-01,67.12999725341797
2018-06-04,65.97000122070312
2018-06-05,66.94999694824219
2018-06-06,67.83999633789062
2018-06-07,67.01000213623047
2018-06-08,68.1500015258789
2018-06-11,59.56999969482422
2018-06-12,59.34000015258789
2018-06-13,57.0
2018-06-14,59.060001373291016
2018-06-15,59.310001373291016
2018-06-18,62.630001068115234
2018-06-19,62.060001373291016
2018-06-20,65.26000213623047
2018-06-21,65.13999938964844
2018-06-22,62.779998779296875
2018-06-25,61.66999816894531
2018-06-26,64.0999984741211
2018-06-27,60.08000183105469
2018-06-28,58.790000915527344
2018-06-29,58.7599983215332
2018-07-02,60.04999923706055
2018-07-03,61.2599983215332
2018-07-05,61.7400016784668
2018-07-06,62.880001068115234
2018-07-09,63.209999084472656
2018-07-10,62.209999084472656
2018-07-11,64.19000244140625
2018-07-12,65.05000305175781
2018-07-13,65.70999908447266
2018-07-16,60.060001373291016
2018-07-17,62.0099983215332
2018-07-18,58.529998779296875
2018-07-19,58.38999938964844
2018-07-20,58.349998474121094
2018-07-23,57.27000045776367
2018-07-24,51.810001373291016
2018-07-25,50.81999969482422
2018-07-26,49.77000045776367
2018-07-27,47.0099983215332
2018-07-30,47.150001525878906
2018-07-31,47.7400016784668
2018-08-01,48.43000030517578
2018-08-02,48.779998779296875
2018-08-03,47.529998779296875
2018-08-06,48.43000030517578
2018-08-07,48.63999938964844
2018-08-08,47.099998474121094
2018-08-09,47.95000076293945
2018-08-10,47.11000061035156
2018-08-13,47.06999969482422
2018-08-14,47.86000061035156
2018-08-15,47.060001373291016
2018-08-16,50.0
2018-08-17,48.66999816894531
2018-08-20,48.91999816894531
2018-08-21,51.540000915527344
2018-08-22,48.88999938964844
2018-08-23,48.56999969482422
2018-08-24,48.41999816894531
2018-08-27,48.939998626708984
2018-08-28,51.150001525878906
2018-08-29,52.16999816894531
2018-08-30,53.459999084472656
2018-08-31,56.66999816894531
2018-09-04,55.5
2018-09-05,53.45000076293945
2018-09-06,49.880001068115234
2018-09-07,50.13999938964844
2018-09-10,49.689998626708984
2018-09-11,51.79999923706055
2018-09-12,53.72999954223633
2018-09-13,54.150001525878906
2018-09-14,55.36000061035156
2018-09-17,50.31999969482422
2018-09-18,53.18000030517578
2018-09-19,51.88999938964844
2018-09-20,48.9900016784668
2018-09-21,44.4900016784668
2018-09-24,45.279998779296875
2018-09-25,46.369998931884766
2018-09-26,45.7599983215332
2018-09-27,46.439998626708984
2018-09-28,44.349998474121094
2018-10-01,42.34000015258789
2018-10-02,39.720001220703125
2018-10-03,39.0
2018-10-04,37.560001373291016
2018-10-05,38.560001373291016
2018-10-08,36.560001373291016
2018-10-09,36.849998474121094
2018-10-10,36.63999938964844
2018-10-11,36.95000076293945
2018-10-12,37.70000076293945
2018-10-15,35.900001525878906
2018-10-16,39.599998474121094
2018-10-17,39.7400016784668
2018-10-18,37.20000076293945
2018-10-19,36.040000915527344
2018-10-22,35.470001220703125
2018-10-23,35.02000045776367
2018-10-24,31.809999465942383
2018-10-25,33.130001068115234
2018-10-26,32.41999816894531
2018-10-29,31.280000686645508
2018-10-30,32.0
2018-10-31,32.77000045776367
2018-11-01,35.59000015258789
2018-11-02,36.79999923706055
2018-11-05,36.31999969482422
2018-11-06,35.060001373291016
2018-11-07,38.849998474121094
2018-11-08,37.70000076293945
2018-11-09,36.369998931884766
2018-11-12,36.16999816894531
2018-11-13,36.47999954223633
2018-11-14,34.7599983215332
