date,open,high,low,close
1618254660000,31596.00000000,31596.00000000,31596.00000000,31596.00000000
1618254720000,31596.00000000,31596.00000000,31596.00000000,31596.00000000
1618254780000,31596.00000000,31596.00000000,31596.00000000,31596.00000000
1618254840000,31596.00000000,31596.00000000,31596.00000000,31596.00000000
1618254900000,31596.00000000,31596.00000000,31596.00000000,31596.00000000
1618254960000,31596.00000000,31596.00000000,31596.00000000,31596.00000000
1618255020000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618255080000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618255140000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618255200000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618255260000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618255320000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618255380000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618255440000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618255500000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618255560000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618255620000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618255680000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618255740000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618255800000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618255860000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618255920000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618255980000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618256040000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618256100000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618256160000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618256220000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618256280000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618256340000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618256400000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618256460000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618256520000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618256580000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618256640000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618256700000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618256760000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618256820000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618256880000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618256940000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618257000000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618257060000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618257120000,8001.00000000,8001.00000000,8001.00000000,8001.00000000
1618257180000,8001.00000000,8001.00000000,8001.00000000,8001.00000000
1618257240000,8001.00000000,8001.00000000,8001.00000000,8001.00000000
1618257300000,8001.00000000,8001.00000000,8001.00000000,8001.00000000
1618257360000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618257420000,9000.00000000,9000.00000000,9000.00000000,9000.00000000
1618257480000,9000.00000000,31596.00000000,9000.00000000,31596.00000000
1618257540000,31596.00000000,31596.00000000,31596.00000000,31596.00000000
1618257600000,31596.00000000,31596.00000000,31596.00000000,31596.00000000
1618257660000,31596.00000000,31596.00000000,31596.00000000,31596.00000000
1618257720000,10001.00000000,10001.00000000,6000.00000000,6000.00000000
1618257780000,6000.00000000,6000.00000000,6000.00000000,6000.00000000
1618257840000,6000.00000000,6000.00000000,6000.00000000,6000.00000000
1618257900000,6000.00000000,6000.00000000,6000.00000000,6000.00000000
1618257960000,6000.00000000,6000.00000000,6000.00000000,6000.00000000
1618258020000,6000.00000000,6000.00000000,6000.00000000,6000.00000000
1618258080000,5000.00000000,5000.00000000,5000.00000000,5000.00000000
1618258140000,5000.00000000,5000.00000000,5000.00000000,5000.00000000
1618258200000,5000.00000000,5000.00000000,5000.00000000,5000.00000000
1618258260000,6000.00000000,40000.00000000,6000.00000000,40000.00000000
1618258320000,40000.00000000,40000.00000000,40000.00000000,40000.00000000
1618258380000,40000.00000000,40000.00000000,40000.00000000,40000.00000000
1618258440000,40000.00000000,40000.00000000,40000.00000000,40000.00000000
1618258500000,40000.00000000,40000.00000000,40000.00000000,40000.00000000
1618258560000,40000.00000000,40000.00000000,40000.00000000,40000.00000000
1618258620000,40000.00000000,40000.00000000,40000.00000000,40000.00000000
1618258680000,40000.00000000,40000.00000000,40000.00000000,40000.00000000
1618258740000,40000.00000000,40000.00000000,40000.00000000,40000.00000000
1618258800000,40000.00000000,40000.00000000,40000.00000000,40000.00000000
1618258860000,40000.00000000,40000.00000000,40000.00000000,40000.00000000
1618258920000,40000.00000000,40000.00000000,40000.00000000,40000.00000000
1618258980000,40000.00000000,40000.00000000,40000.00000000,40000.00000000
1618259040000,40000.00000000,40000.00000000,40000.00000000,40000.00000000
1618259100000,40000.00000000,40000.00000000,40000.00000000,40000.00000000
1618259160000,40000.00000000,40000.00000000,40000.00000000,40000.00000000
1618259220000,40000.00000000,40000.00000000,40000.00000000,40000.00000000
1618259280000,40000.00000000,40000.00000000,40000.00000000,40000.00000000
1618259340000,40000.00000000,40000.00000000,40000.00000000,40000.00000000
1618259400000,40000.00000000,42000.00000000,40000.00000000,42000.00000000
1618259460000,42000.00000000,42000.00000000,42000.00000000,42000.00000000
1618259520000,42000.00000000,42000.00000000,42000.00000000,42000.00000000
1618259580000,42000.00000000,42000.00000000,42000.00000000,42000.00000000
1618259640000,42000.00000000,42000.00000000,42000.00000000,42000.00000000
1618259700000,42000.00000000,42000.00000000,42000.00000000,42000.00000000
1618259760000,42000.00000000,42000.00000000,42000.00000000,42000.00000000
1618259820000,42000.00000000,42000.00000000,42000.00000000,42000.00000000
1618259880000,40000.00000000,40000.00000000,40000.00000000,40000.00000000
1618259940000,40000.00000000,40000.00000000,40000.00000000,40000.00000000
1618260000000,40000.00000000,40000.00000000,40000.00000000,40000.00000000
1618260060000,40000.00000000,40000.00000000,40000.00000000,40000.00000000
1618260120000,10001.00000000,10001.00000000,10001.00000000,10001.00000000
1618260180000,10001.00000000,10001.00000000,10001.00000000,10001.00000000
1618260240000,10001.00000000,10001.00000000,10001.00000000,10001.00000000
1618260300000,40000.00000000,40000.00000000,40000.00000000,40000.00000000
1618260360000,40000.00000000,40000.00000000,40000.00000000,40000.00000000
1618260420000,40000.00000000,40000.00000000,39000.00000000,39000.00000000
1618260480000,39000.00000000,39000.00000000,39000.00000000,39000.00000000
1618260540000,40000.00000000,40000.00000000,40000.00000000,40000.00000000
1618260600000,40000.00000000,40000.00000000,40000.00000000,40000.00000000
1618260660000,40000.00000000,41000.00000000,40000.00000000,41000.00000000
1618260720000,41000.00000000,41000.00000000,41000.00000000,41000.00000000
1618260780000,41000.00000000,41000.00000000,41000.00000000,41000.00000000
1618260840000,41000.00000000,41000.00000000,41000.00000000,41000.00000000
1618260900000,41000.00000000,41000.00000000,41000.00000000,41000.00000000
1618260960000,41000.00000000,41000.00000000,41000.00000000,41000.00000000
1618261020000,40000.00000000,42000.00000000,40000.00000000,42000.00000000
1618261080000,42000.00000000,42000.00000000,42000.00000000,42000.00000000
1618261140000,42000.00000000,42000.00000000,42000.00000000,42000.00000000
1618261200000,42000.00000000,42000.00000000,42000.00000000,42000.00000000
1618261260000,42000.00000000,42000.00000000,42000.00000000,42000.00000000
